[00:00:06.794 --> 00:00:08.937]  Waging war on corruption.
[00:00:09.398 --> 00:00:10.821]  It's Alex Jones.
[00:00:17.773 --> 00:00:19.654]  Alex Jones Show on this Sunday, June 28, 2015.
[00:00:19.794 --> 00:00:21.435]  I'm David Knight.
[00:00:21.455 --> 00:00:22.336]  I'll be your host today.
[00:00:23.356 --> 00:00:26.078]  It's an amazing week for news this week.
[00:00:26.338 --> 00:00:35.123]  We've seen a lot of moves towards world government, towards abandoning the rule of law, first by the Congress, then by the Supreme Court, just making things up out of thin air.
[00:00:35.143 --> 00:00:38.305]  And I'm talking about both Supreme Court decisions this week.
[00:00:39.046 --> 00:00:42.788]  We also have what looks like a repeat of last week, but
[00:00:43.905 --> 00:00:46.427]  This may be the real thing happening in Greece this week.
[00:00:46.887 --> 00:00:52.091]  We have the financial situation there may be coming to a peak this week.
[00:00:52.111 --> 00:00:54.473]  There's a major payment that needs to be made on Tuesday.
[00:00:55.134 --> 00:01:08.884]  And of course, the Greek Prime Minister has gotten it passed that they're going to have a referendum on whether or not they should accept this deal, which is essentially going to be a referendum of whether or not they should leave the EU.
[00:01:09.425 --> 00:01:13.348]  The Troika, the IMF, the European Central Bank,
[00:01:14.348 --> 00:01:19.030]  Have come in and offered, made what they said is their last and final offer.
[00:01:19.050 --> 00:01:27.174]  So basically if this is a poker game, they're kind of going to set on their hand that they have dealt to the Greek people.
[00:01:27.194 --> 00:01:31.956]  So now the Greek people are set up with a choice as to whether or not they're going to stay in this union.
[00:01:32.616 --> 00:01:40.760]  A prime minister said as an equal member of the EU, Greece does not need to ask permission from anyone to let the Greek people speak and have their voices heard.
[00:01:41.320 --> 00:01:42.841]  That's the Prime Minister Tsipras.
[00:01:43.341 --> 00:01:46.443]  He told Parliament and Parliament gave that power, set up the referendum.
[00:01:46.463 --> 00:01:51.745]  Of course, there have been referendum issues throughout different places in Europe.
[00:01:52.045 --> 00:01:56.228]  Essentially, we had the one in Scotland that just recently happened.
[00:01:57.188 --> 00:02:06.857]  And I think it's very interesting to look at the reaction of the BBC, for example, because there was a lot of manipulation of public opinion when they were running up to that referendum in Scotland.
[00:02:07.458 --> 00:02:13.423]  They pushed back, they told everybody it's going to be the end of the world, and it may be currency controls coming down.
[00:02:13.663 --> 00:02:15.565]  The BBC reported that they would
[00:02:16.906 --> 00:02:18.747]  Definitely have currency control.
[00:02:19.067 --> 00:02:21.989]  They said Greek finance minister had confirmed this to them.
[00:02:22.029 --> 00:02:27.493]  Nevertheless, he immediately tweeted out and said capital controls within a monetary union are a contradiction in terms.
[00:02:27.513 --> 00:02:30.315]  The Greek government opposes the very concept.
[00:02:30.715 --> 00:02:34.677]  So we have the BBC floating this idea out along with
[00:02:35.794 --> 00:02:50.733]  Others who are part of the troika saying that if they vote to not accept this deal, it means that their cash is going to be confiscated, they're going to have currency control so they'll not be able to get their cash out of the banks, but that may not be the position of the Greek government.
[00:02:50.773 --> 00:02:52.676]  Certainly they push back on that immediately.
[00:02:52.736 --> 00:02:53.216]  Is this another
[00:02:54.097 --> 00:02:58.761]  Uh, case of the BBC trying to manipulate people, to manipulate public opinion.
[00:02:58.801 --> 00:03:00.442]  We've seen that happen before, of course.
[00:03:01.023 --> 00:03:02.644]  Uh, it wouldn't be anything new.
[00:03:02.664 --> 00:03:09.489]  They also point out earlier on Saturday, the Eurogroup decided that the Greek bailout program would not be extended beyond Tuesday.
[00:03:09.529 --> 00:03:14.473]  There is a 1.5 billion euro payment that is due to the IMF on Tuesday.
[00:03:14.953 --> 00:03:15.774]  If that doesn't happen,
[00:03:16.826 --> 00:03:18.168]  It's going to hit the fan.
[00:03:18.188 --> 00:03:21.253]  And this is something that's been in the cards for a long time.
[00:03:21.313 --> 00:03:23.477]  They're now holding still on their positions.
[00:03:24.458 --> 00:03:25.880]  This is the way it happens.
[00:03:25.940 --> 00:03:28.224]  It goes for a very, very long time.
[00:03:28.284 --> 00:03:31.509]  People are lulled into a kind of apathy.
[00:03:32.230 --> 00:03:34.151]  Thinking that something will never happen.
[00:03:34.431 --> 00:03:38.413]  That's our concern here when we look at things like Jade Helm and other issues.
[00:03:38.993 --> 00:03:42.615]  They'll put something up and people will say, well, look, this is where this is eventually headed.
[00:03:42.635 --> 00:03:49.258]  They'll say, oh, well, it's going to happen immediately when it doesn't happen immediately, when it doesn't happen the next time around.
[00:03:49.699 --> 00:03:52.900]  After a while, people become numb to what is going on.
[00:03:53.520 --> 00:04:00.324]  We need to understand that when bankruptcy happens, when tyranny happens, it happens very gradually, very slowly.
[00:04:01.044 --> 00:04:02.465]  Then it happens suddenly.
[00:04:02.986 --> 00:04:04.907]  So that's what the people of Greece need to understand.
[00:04:04.947 --> 00:04:06.108]  That's what we need to understand.
[00:04:06.609 --> 00:04:13.895]  And when we look at world government, we need to see how this is being manipulated within the EU, within the euro currency.
[00:04:13.935 --> 00:04:17.477]  We know that came from the Bilderberg Group back at their second meeting in 1955.
[00:04:20.740 --> 00:04:23.801]  They proposed this exact situation.
[00:04:23.841 --> 00:04:35.326]  They said we're going to achieve political union first through economic union, then through a centralized currency, and then with crisis we can take over the political union.
[00:04:35.426 --> 00:04:37.787]  That's what we've seen floated out by Alan Greenspan.
[00:04:37.807 --> 00:04:42.149]  That's what we've seen floated out by the largest bond holding company in the world.
[00:04:42.189 --> 00:04:43.890]  PIMCO has said the same thing.
[00:04:43.950 --> 00:04:48.271]  Either Greece is going to have to submit to this, give up their sovereignty, or get out.
[00:04:48.311 --> 00:04:48.732]  Stay with us.
[00:04:48.912 --> 00:04:49.872]  We're going to be right back.
[00:04:50.640 --> 00:04:54.022]  We're going to talk about this brave new world that has been unveiled this week.
[00:04:54.042 --> 00:04:55.864]  Joe Biggs here with InfoWars.com.
[00:04:55.984 --> 00:04:59.446]  Now a lot of people are saying that they want to ban the Confederate flag.
[00:04:59.606 --> 00:05:01.628]  It seems because of what it represented.
[00:05:01.748 --> 00:05:03.389]  This is the thing though, where will it stop?
[00:05:03.589 --> 00:05:08.933]  There has been more slavery under the current flag that we have than that of the Confederate flag.
[00:05:09.133 --> 00:05:12.698]  What a lot of people forget is that we have to learn from our past.
[00:05:12.939 --> 00:05:18.807]  We cannot erase what has happened by banning flags and taking everything down that reminds us of a bad past.
[00:05:19.047 --> 00:05:23.354]  Remember, those who forget their past are doomed to repeat it all over again.
[00:05:23.534 --> 00:05:24.195]  We need our past
[00:05:24.275 --> 00:05:24.575]  I don't know.
[00:06:01.185 --> 00:06:19.858]  Well, it seems to me that the nature of the ultimate revolution with which we are now faced is precisely this, that we are in process of developing a whole series of techniques which will enable the controlling oligarchy
[00:06:20.978 --> 00:06:27.081]  From the front lines of the information war, it's Alex Jones.
[00:06:47.655 --> 00:06:49.897]  Welcome to the Alex Jones Show on this Sunday, June 28, 2015.
[00:06:50.958 --> 00:06:56.203]  I'm David Knight and that lugubrious voice that you just heard there was Aldous Huxley.
[00:06:56.243 --> 00:07:03.869]  I asked the crew to play that because to me this last week has moved us so far into a brave new world.
[00:07:04.790 --> 00:07:07.371]  He talked about having people love their slavery.
[00:07:08.131 --> 00:07:11.191]  And of course there's many ways that he proposed in the book that this would happen.
[00:07:11.231 --> 00:07:15.552]  Of course the central premise of Brave New World was a one world government.
[00:07:16.272 --> 00:07:19.973]  We saw that happen being pushed this week in multiple ways.
[00:07:20.073 --> 00:07:28.495]  We saw the Pope selling a global government with a Congress, with a Constitution, with a Planetary Council and Court.
[00:07:29.315 --> 00:07:31.217]  That's what his advisor pointed out.
[00:07:31.237 --> 00:07:42.566]  Of course, he didn't specifically, the Pope didn't have that in his encyclical, but that's what the advisor that he appointed to his Pontifical Scientific Advisory Council has said in the past.
[00:07:42.586 --> 00:07:45.508]  Of course, a big population control man as well.
[00:07:46.289 --> 00:07:51.033]  So we see the Pope pushing in the name of global warming for a world government.
[00:07:51.093 --> 00:07:56.298]  He said quite clearly, this is a problem that had to be tackled at the world level.
[00:07:56.858 --> 00:08:05.946]  He said that states could no longer really handle this because we needed to control the multinational corporations that were the problem, that were bringing this on.
[00:08:05.966 --> 00:08:10.550]  The problem is, it's the multinational corporations that already control the governments.
[00:08:11.150 --> 00:08:14.051]  And the multinational corporations want that world government.
[00:08:14.091 --> 00:08:22.374]  We saw that as Congress moved ahead with Fast Track to try to present these secret treaties that we've heard bits and pieces of.
[00:08:22.414 --> 00:08:24.295]  We've had Senator Sessions tell us about it.
[00:08:24.355 --> 00:08:27.797]  But these are secret treaties that would create an economic union.
[00:08:28.237 --> 00:08:29.557]  They would do many things to us.
[00:08:29.617 --> 00:08:33.739]  They would not only surrender our jobs to other countries, giving
[00:08:34.359 --> 00:08:41.350]  These multinational corporations or these secret organizations that have written this secret treaty give them power over our jobs, over our economy.
[00:08:41.410 --> 00:08:44.775]  No, it would give them power over our food as well.
[00:08:44.855 --> 00:08:47.719]  It would give them power over our medicine, over the internet.
[00:08:48.420 --> 00:08:49.742]  Very far-reaching.
[00:08:50.703 --> 00:09:12.814]  But perhaps the most troubling thing about this is that once this is surrendered, once the Congress surrenders its power, and they've already surrendered the constitutional process of approving treaties, once they surrender the power of this treaty, once they surrender their oversight to this transnational body, as Jeff Sessions, Senator Sessions has pointed out,
[00:09:13.894 --> 00:09:22.536]  Once I surrender to that, there will be no control by any government, not just our government, but any government of this transnational committee.
[00:09:22.976 --> 00:09:27.637]  They will be able to modify the agreement, add people as they wish, like China.
[00:09:27.677 --> 00:09:30.077]  We're told that this is a pushback against China.
[00:09:30.097 --> 00:09:34.938]  They'll be able to add people as they wish, and they will be able to change it as they wish.
[00:09:35.058 --> 00:09:37.378]  Of course, immigration is going to be a part of that.
[00:09:37.498 --> 00:09:39.779]  Gun control can possibly be a part of that.
[00:09:40.419 --> 00:09:44.641]  So we have seen the Pope selling global government for the purpose of climate control.
[00:09:44.661 --> 00:09:48.643]  We've seen the Congress surrendering power to a transnational committee this last week.
[00:09:49.484 --> 00:09:55.547]  And we have seen the Supreme Court just arbitrarily operate however they wish.
[00:09:56.047 --> 00:10:03.811]  Both Obamacare as well as the issue of marriage, they have just gone off the rails.
[00:10:03.891 --> 00:10:04.411]  Not even paying
[00:10:04.411 --> 00:10:08.777]  Paying attention to the written law, the Constitution is no longer an issue for them.
[00:10:08.837 --> 00:10:09.738]  It's a living document.
[00:10:09.778 --> 00:10:12.922]  It's whatever they believe they would like to see happen.
[00:10:12.962 --> 00:10:21.533]  Whether it's Obamacare subsidies or whether it is same-sex marriage, they push it through without any legal basis.
[00:10:22.745 --> 00:10:34.510]  A large part of this, of course, because we don't want to have anybody talking about the real legal basis of these decisions, a large part of Huxley's Brave New World was to discourage critical thinking.
[00:10:35.270 --> 00:10:38.171]  They wanted a population that was dumbed down, that was distracted.
[00:10:38.631 --> 00:10:41.052]  A population that was raised by the state.
[00:10:41.692 --> 00:10:42.513]  What do we have today?
[00:10:43.173 --> 00:10:46.254]  We see with these Supreme Court decisions, words don't mean anything.
[00:10:47.435 --> 00:10:48.935]  It means whatever they say it means.
