[00:00:19.588 --> 00:00:21.513]  Welcome to the Info Wars Nightly News.
[00:00:21.573 --> 00:00:25.042]  It is Thursday, October 8th, 2015 and I'm Leanne McAdoo.
[00:00:25.322 --> 00:00:26.285]  Here's what's coming up tonight.
[00:00:29.639 --> 00:00:33.140]  Tonight, the H is silent in Benghazi.
[00:00:33.401 --> 00:00:39.763]  But according to the House Select Committee, thousands of incriminating emails are about to be released.
[00:00:40.223 --> 00:00:44.045]  And this could be the end of Hillary Clinton's presidential campaign.
[00:00:44.265 --> 00:00:46.826]  What difference at this point does it make?
[00:00:46.986 --> 00:00:50.327]  Then, attackers will be shot on sight.
[00:00:50.888 --> 00:00:58.431]  In the wake of the tragic shooting in Oregon, Rand Paul says schools should be armed and not left defenseless.
[00:00:59.051 --> 00:01:02.232]  Plus... It was almost as if it were a planned implosion.
[00:01:02.792 --> 00:01:04.332]  It just pancaked.
[00:01:04.592 --> 00:01:07.093]  Well, pancaking almost like a precision implosion.
[00:01:07.273 --> 00:01:08.974]  The science of 9-11.
[00:01:09.274 --> 00:01:11.434]  Evidence of controlled demolition.
[00:01:11.674 --> 00:01:17.776]  Architects and engineers for 9-11 Truth, Richard Gage in studio with Leanne McAdoo.
[00:01:18.056 --> 00:01:22.057]  All that plus much more up next on the InfoWars Nightly News.
[00:01:33.908 --> 00:01:43.291]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.631 --> 00:01:46.192]  All of our children are hit with modern mind control.
[00:01:46.332 --> 00:01:49.673]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.873 --> 00:01:55.915]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[00:01:56.215 --> 00:01:58.736]  It's no wonder they can't focus and calm down.
[00:01:58.936 --> 00:02:01.058]  And then are put on dangerous psychotropic drugs.
[00:02:01.338 --> 00:02:07.523]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:02:07.723 --> 00:02:15.209]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
