[00:00:19.853 --> 00:00:21.875]  Welcome to the InfoWars Nightly News.
[00:00:21.976 --> 00:00:23.217]  I'm your host, Jakari Jackson.
[00:00:23.537 --> 00:00:27.101]  It's March 4th, 2015, and here's a look at our top stories.
[00:00:30.319 --> 00:00:38.942]  Tonight, caught on camera, crooked cops break a handcuffed man's skull open and then tell everyone that he did it to himself.
[00:00:39.402 --> 00:00:46.444]  Then, the good cops overwhelmingly reject Obama's AR-15 cop killer ammo ban.
[00:00:46.745 --> 00:00:54.147]  And thank you America, Syrian rebels taunt the West after magically capturing yet even more U.S.
[00:00:54.227 --> 00:00:54.927]  made weapons.
[00:00:55.307 --> 00:00:59.549]  All that plus much more up next on the Info Wars Nightly News.
[00:01:05.680 --> 00:01:08.962]  It's only Wednesday and we already have so many shocking police moments.
[00:01:09.423 --> 00:01:15.206]  Just today we heard that the DOJ will not pursue any further actions against Officer Darren Wilson in Ferguson, Missouri.
[00:01:15.567 --> 00:01:17.188]  Also, we've seen the Skid Row shooting.
[00:01:17.668 --> 00:01:23.552]  And now we have this shocking police video of officers slamming a handcuffed man into a wall and cracking his skull.
[00:01:23.852 --> 00:01:27.454]  One of the officers describes the incident differently in a written report.
[00:01:27.795 --> 00:01:35.320]  It says Flynn hit his own head and back against the wall, and that the knee kicks were to distract Flynn from grabbing the officer's belt.
[00:01:35.700 --> 00:01:39.743]  It also says at one point, Flynn pinned the officer between him and the wall.
[00:01:39.963 --> 00:01:44.726]  The report by the officer doesn't exactly follow what is recorded.
[00:01:46.871 --> 00:01:53.456]  And that was a New Mexico man.
[00:01:53.536 --> 00:02:11.690]  And I do understand that sometimes suspects can be very difficult, but as you saw in the video, regardless of what this man said, the police came in, they kneed him multiple times, they slammed him to a wall and then threw him on the floor, and then had the gall to say that he did it to himself, and now the gentleman is seeking a $12 million lawsuit that undoubtedly the taxpayers will have to pay.
[00:02:12.290 --> 00:02:24.958]  But, you know, even though we started off the show with this, this isn't to demonize police, because just like we do see officers doing heinous things like this that need to be taken accountable for, they need to be held accountable for, we also see police coming to the aid of the American citizen.
[00:02:25.338 --> 00:02:29.641]  And police overwhelmingly rejecting the AR-15 cop killer ammo ban.
[00:02:30.041 --> 00:02:35.064]  And the White House came out and said that they're looking for more ways to protect the citizens and law enforcement.
[00:02:35.325 --> 00:02:37.066]  They want to do this through the ammo ban.
[00:02:37.546 --> 00:02:47.548]  And responding to the story on the Police One Facebook account, the world's largest officer-run social media page, law enforcement personnel dismantled the proposition piece by piece.
[00:02:48.048 --> 00:02:48.728]  Don't do that.
[00:02:49.128 --> 00:02:54.929]  Don't use the name of good people who swore an oath to the Constitution to further your agenda of destroying it.
[00:02:55.309 --> 00:02:59.030]  And I very much thank the people at Police One for coming out and making this claim.
[00:02:59.470 --> 00:03:02.331]  Because yeah, there is some stuff on there that I don't always agree with.
[00:03:02.351 --> 00:03:03.891]  You know, they may take a different
[00:03:04.471 --> 00:03:11.893]  Point of view on a particular story than I would, but I definitely appreciate these guys coming out and say, hey, don't do your dirty deeds in our name.
[00:03:12.273 --> 00:03:15.454]  Because ultimately, the police and military are on our side.
[00:03:15.774 --> 00:03:21.356]  It's the people at the top, you know, these shadow factions and people just do downright dirty things.
[00:03:21.876 --> 00:03:28.058]  They're the enemy of the Constitution, not your normal police officer, not your normal border patrolman or your military personnel.
[00:03:28.498 --> 00:03:33.320]  It's the people at the top that are making these decisions, making these guys go out there, do these unconstitutional arrests.
[00:03:33.700 --> 00:03:34.501]  We're good to go.
[00:03:54.153 --> 00:03:59.297]  And earlier this week, I remember I saw a video of a young man who had a Facebook account and they took it down.
[00:03:59.317 --> 00:04:02.199]  He had some very controversial things to say about President Obama.
[00:04:02.219 --> 00:04:07.603]  I do believe it's actually taken down because he wasn't of age to talk about these things on Facebook.
[00:04:07.824 --> 00:04:10.806]  But regardless, he made some very interesting points talking about ISIS.
[00:04:11.186 --> 00:04:18.332]  But the only thing I would add to a great report from that young gentleman is the fact that we are creating our own enemies and we talk about this often on the show.
[00:04:18.732 --> 00:04:24.556]  Because you have Al-Qaeda in Iraq, Al-Qaeda in Syria, they break off and form ISIS.
[00:04:24.916 --> 00:04:25.837]  And now we have this.
[00:04:26.657 --> 00:04:27.758]  Thank you, America.
[00:04:28.198 --> 00:04:31.581]  Syrian rebels taunt the West after capturing US-made weapons.
[00:04:32.121 --> 00:04:36.244]  And this is a reason why they say we have to bring these vehicles home here to the States.
[00:04:36.744 --> 00:04:42.590]  Because they have new, gently used, or at least still running vehicles over there in these foreign theaters of war.
[00:04:42.830 --> 00:04:44.152]  You can see some of that on your screen.
[00:04:44.632 --> 00:04:53.361]  And then they say, well, to make sure that these guys don't get the big MRAPs and these Bearcat vehicles, let's bring them home and drive them on the streets of the United States of America.
[00:04:53.782 --> 00:04:54.542]  And I say nay.
[00:04:55.123 --> 00:04:58.864]  First of all, you don't need to make all that stuff because you don't use all of it anyway.
[00:04:59.284 --> 00:05:01.445]  And if you can't take it with you, just destroy it.
[00:05:01.465 --> 00:05:02.065]  Dismantle it.
[00:05:02.425 --> 00:05:03.546]  Use it for target practice.
[00:05:03.566 --> 00:05:04.646]  Hell, you get all those rounds.
[00:05:05.026 --> 00:05:07.487]  But let's say, let's see, this is a natural front.
