[00:00:19.619 --> 00:00:21.560]  Welcome to the InfoWars Nightly News.
[00:00:21.681 --> 00:00:25.724]  It is Monday, December 14, 2015, and I'm Leigh Ann McAdoo.
[00:00:25.984 --> 00:00:26.964]  Here's what's coming up tonight.
[00:00:31.308 --> 00:00:38.633]  Tonight... A new poll shows that Americans are more concerned with terrorists than the struggling economy.
[00:00:39.594 --> 00:00:43.016]  Then, how climate shysters plan to get your money.
[00:00:44.498 --> 00:00:48.641]  After that, a gun advocate responds to a controversial demonstration
[00:00:49.915 --> 00:00:52.641]  And may the force of the pat-down be with you.
[00:00:53.363 --> 00:00:54.064]  That's next.
[00:00:54.826 --> 00:00:55.187]  It is.
[00:00:56.380 --> 00:01:00.423]  What I would do if I was space aliens here, masquerading as humans, if I wanted to kill humanity.
[00:01:00.603 --> 00:01:02.024]  I mean, that's it.
[00:01:02.224 --> 00:01:03.965]  I'm not saying it's space aliens, you know that.
[00:01:04.005 --> 00:01:25.820]  I'm just saying, if I was a robot computer analyzing this, I would say, alien intelligence, you know, crime analysis, masquerading as humans on surface of Earth, overthrow of civilization, cutting off energy supplies, stifling development, enslaving public, dumbing down population, attacking fertility rates, stifling space exploration for operation.
[00:01:30.222 --> 00:01:31.602]  Clean, pure drinking water.
[00:01:31.882 --> 00:01:33.163]  You can't survive without it.
[00:01:33.363 --> 00:01:34.283]  But where do you get it?
[00:01:34.563 --> 00:01:40.326]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.546 --> 00:01:46.268]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.649 --> 00:02:04.009]  We're good to go.
[00:02:33.237 --> 00:02:38.580]  Well, we're going to start the news out tonight with a small victory for the GMO labeling crowd.
[00:02:38.980 --> 00:02:42.943]  Now, this is one of the biggest food industry opponents to these labeling laws.
[00:02:43.303 --> 00:02:47.385]  They are preparing to roll out a non-GMO label.
[00:02:47.665 --> 00:02:52.148]  Tropicana Pure Premium juices will soon be marketed as GMO-free.
[00:02:52.608 --> 00:02:55.490]  Now, Tropicana's parent company is PepsiCo.
[00:02:55.990 --> 00:03:01.814]  PepsiCo has spent $9 million campaigning against state-level mandatory labeling laws.
