[00:00:19.622 --> 00:00:21.623]  Welcome to the InfoWars Nightly News.
[00:00:21.683 --> 00:00:25.466]  It is Tuesday, June 30th, 2015, and I'm Leanne McAdoo.
[00:00:25.766 --> 00:00:27.207]  Here's a look at what's coming up tonight.
[00:00:30.108 --> 00:00:37.493]  Tonight, California Governor Brown has signed into law a bill that removes informed consent for vaccinations.
[00:00:38.453 --> 00:00:46.838]  And, if you can think of some freedom that hasn't been banned, and would like to celebrate this Fourth of July, Salon now wants to ban fireworks.
[00:00:47.039 --> 00:00:48.880]  You know, for the environment.
[00:00:49.989 --> 00:00:53.010]  All that and more on tonight's InfoWars Nightly News.
[00:00:59.352 --> 00:01:05.255]  Well, California has passed the controversial vaccine bill SB-277 into law.
[00:01:05.635 --> 00:01:14.338]  This is the controversial bill that will require pretty much every single child attending public and private school to be vaccinated.
[00:01:14.898 --> 00:01:21.302]  Now, SB 277 strikes California's personal belief exemption for immunizations.
[00:01:21.623 --> 00:01:25.866]  It applies to public and private school and children enrolling in daycare.
[00:01:26.226 --> 00:01:29.708]  It's among the strictest vaccination guidelines in the country.
[00:01:30.108 --> 00:01:39.055]  They're still going to be granting medical exemptions for children with serious health issues, but other unvaccinated children are going to need to be homeschooled.
[00:01:39.575 --> 00:01:42.017]  Now, in his signing message, the governor wrote,
[00:01:42.777 --> 00:01:50.424]  That the science is clear and vaccines dramatically protect children against a number of infectious and dangerous diseases.
[00:01:50.884 --> 00:01:59.973]  While it's true that no medical intervention is without risk, the evidence shows that immunization powerfully benefits and protects the community.
[00:02:00.433 --> 00:02:06.879]  So here he's basically admitting that, you know, bad things could happen, but it outweighs the risks here.
[00:02:07.359 --> 00:02:24.434]  And it's kind of a different tune than what he was saying just a few years earlier in regards to another bill that the nanny state was trying to pass, basically saying that children under the age of 18 and their parents could be charged with a crime for refusing to wear ski helmets.
[00:02:25.034 --> 00:02:28.295]  So I'm pretty sure the science is clear on protective headgear.
[00:02:28.735 --> 00:02:31.316]  But in that case, the governor had this to say.
[00:02:31.836 --> 00:02:39.099]  He said that he was concerned about the continuing and seemingly inexorable transfer of authority from parents to the state.
[00:02:39.619 --> 00:02:46.862]  And he said, I believe parents have the ability and responsibility to make good choices for their children.
[00:02:47.322 --> 00:02:51.804]  So where was that same logic when he decided to go ahead and pass SB 277?
[00:02:52.164 --> 00:02:59.548]  I guess parents no longer have the ability and responsibility to take care of their own children and make decisions for their own children.
[00:03:00.629 --> 00:03:08.532]  But I'm sure ski helmets don't have the same sort of funding from Big Pharma here to go ahead and get SB 277 passed.
[00:03:09.813 --> 00:03:19.961]  Now, many people have been speaking out about SB 277 and the controversy of having mandatory vaccinations and not allowing any kind of exemptions for parents.
[00:03:20.461 --> 00:03:25.585]  This includes Robert F. Kennedy Jr., Dr. Brian Hooker, and Minister Tony Muhammad.
[00:03:25.625 --> 00:03:37.194]  Now, this trio held an emergency town hall meeting in Los Angeles, and they were basically there to deliver irrefutable evidence that there is a modern-day Tuskegee experiment going on.
[00:03:38.375 --> 00:03:40.216]  In the African American community.
[00:03:40.637 --> 00:03:54.125]  Now unlike the Tuskegee experiment, the Tuskegee syphilis experiment, that involved a really small cross-section of adults, this new state-sponsored experimentation is being imposed on an entire population of children.
[00:03:54.725 --> 00:03:57.408]  So we reported on this on InfoWars as well.
[00:03:57.448 --> 00:04:13.502]  You can get a lot of this information just by going to InfoWars.com, but reported that African-Americans are at a greater risk and there are many higher incidences of autism after vaccination in the African-American community, specifically with African-American men.
[00:04:14.002 --> 00:04:16.984]  So, you can read this at JeffreyJackson.com.
[00:04:17.024 --> 00:04:20.486]  He goes on to cite all of these published articles.
[00:04:20.546 --> 00:04:29.072]  Published in 2010 in the journal PLOS One, autism incidences were 25% higher within the African-American community.
[00:04:29.472 --> 00:04:36.396]  In a 2014 journal of pediatrics, they discovered that foreign-born black individuals living in the U.S.
[00:04:36.757 --> 00:04:41.540]  had a 76% greater risk of autism compared to U.S.-born whites.
[00:04:42.060 --> 00:04:42.140]  Yeah.
[00:05:11.920 --> 00:05:12.501]  Yeah, that's a great question.
[00:05:12.521 --> 00:05:23.513]  And the latest poll showed that African Americans were at a significantly greater risk of regressing into autism after receiving the thimerosal-containing hepatitis B vaccine series as infants.
[00:05:23.933 --> 00:05:26.056]  And there are many other articles there.
[00:05:26.156 --> 00:05:27.377]  It goes on and on and on.
[00:05:29.980 --> 00:05:30.540]  We're good to go.
[00:05:30.560 --> 00:05:31.741]  We're good to go.
[00:05:31.761 --> 00:05:33.082]  We're good to go.
[00:05:33.142 --> 00:05:33.943]  We're good to go.
[00:05:34.023 --> 00:05:34.663]  We're good to go.
[00:05:34.683 --> 00:05:35.844]  We're good to go.
[00:05:35.864 --> 00:05:36.384]  We're good to go.
[00:05:36.444 --> 00:05:37.285]  We're good to go.
[00:05:37.325 --> 00:05:37.765]  We're good to go.
[00:05:37.785 --> 00:05:38.226]  We're good to go.
[00:05:38.306 --> 00:05:39.246]  We're good to go.
[00:05:39.266 --> 00:05:40.047]  We're good to go.
[00:05:40.107 --> 00:05:40.667]  We're good to go.
[00:05:40.687 --> 00:05:41.408]  We're good to go.
[00:05:41.788 --> 00:05:42.468]  We're good to go.
[00:05:42.509 --> 00:05:42.989]  We're good to go.
[00:05:43.009 --> 00:05:43.489]  We're good to go.
[00:05:43.589 --> 00:05:45.010]  We're good to go.
[00:05:45.030 --> 00:05:45.491]  We're good to go.
[00:05:45.531 --> 00:05:45.951]  We're good to go.
[00:05:45.971 --> 00:05:46.972]  We're good to go.
[00:05:47.272 --> 00:05:48.172]  We're good to go.
[00:05:48.232 --> 00:05:49.073]  We're good to go.
[00:05:49.093 --> 00:05:50.074]  We're good to go.
[00:05:50.134 --> 00:05:50.714]  We're good to go.
[00:05:50.734 --> 00:05:51.314]  We're good to go.
[00:05:51.354 --> 00:05:52.275]  We're good to go.
[00:05:52.315 --> 00:05:52.755]  We're good to go.
[00:05:52.775 --> 00:05:53.216]  We're good to go.
[00:05:53.236 --> 00:05:53.876]  We're good to go.
[00:05:53.896 --> 00:05:54.597]  We're good to go.
[00:05:54.657 --> 00:05:55.457]  We're good to go.
[00:05:55.557 --> 00:05:56.538]  We're good to go.
