[00:00:19.858 --> 00:00:20.679]  Good evening, everyone.
[00:00:20.739 --> 00:00:23.261]  Welcome to the InfoWars Nightly News.
[00:00:23.401 --> 00:00:24.361]  I'm Darren McBreen.
[00:00:24.421 --> 00:00:27.063]  It is Thursday, February 5th, 2015.
[00:00:28.044 --> 00:00:29.846]  Here's a quick look at what's coming up.
[00:00:33.248 --> 00:00:36.771]  Tonight, campus cops gone wild.
[00:00:37.331 --> 00:00:39.613]  Why are so few held accountable?
[00:00:40.333 --> 00:00:42.955]  And the dangers of self-driving cars.
[00:00:43.476 --> 00:00:47.159]  That's next on the InfoWars Nightly News.
[00:00:48.550 --> 00:00:52.139]  I'm a reptoid clone of John Wayne and Ellis.
[00:00:53.021 --> 00:00:54.846]  Not of Bill Hicks, okay?
[00:00:54.966 --> 00:00:55.668]  Let's just get that clear.
[00:00:57.335 --> 00:01:04.176]  Well, police brutality continues to sweep the nation and has become an epidemic in our country.
[00:01:04.717 --> 00:01:10.338]  Unfortunately, this epidemic is now spreading into our nation's public schools.
[00:01:10.958 --> 00:01:25.921]  Seems like almost on a daily basis we are getting reports of police officers who are assigned to these schools who end up abusing their power by abusing and assaulting school children and teenagers.
[00:01:26.241 --> 00:01:37.751]  How many times have we seen kids tased, pepper sprayed, beaten, thrown down, handcuffed, even very young school children handcuffed for misbehaving in class?
[00:01:38.291 --> 00:01:44.357]  It's all part of the police state indoctrination and conditioning of our nation's youth.
[00:01:44.737 --> 00:01:51.663]  Now, here's a report from Houston, Texas, where a high school student is suing his local school district
[00:01:52.123 --> 00:01:59.027]  After receiving a brutal beating with a baton by the school's campus cop.
[00:01:59.447 --> 00:02:05.950]  A Houston area family is suing Pasadena ISD after they say a district police officer beat their son with a baton.
[00:02:06.450 --> 00:02:10.432]  The family says the boy suffered these injuries after he was hit 18 times.
[00:02:10.813 --> 00:02:14.654]  I asked him why was he being such an a** about it.
[00:02:15.215 --> 00:02:21.478]  Cesar says that sent the officer into a rage, beating him repeatedly with a baton just like this one.
[00:02:22.296 --> 00:02:22.916]  All right there.
[00:02:24.497 --> 00:02:26.597]  Just over and over again.
[00:02:28.318 --> 00:02:28.718]  Up to here.
[00:02:28.918 --> 00:02:29.758]  Well, there you go.
[00:02:30.379 --> 00:02:36.640]  This 16-year-old high school student dared to talk back to the police and he got his ass kicked.
[00:02:37.441 --> 00:02:39.881]  Don't talk back to the cops or else.
[00:02:40.582 --> 00:02:44.423]  I mean, they hit this kid 18 times with a baton.
[00:02:45.143 --> 00:02:53.165]  The cop obviously went completely ballistic, but wouldn't you know it, the police department and the school district, they didn't see it that way.
[00:02:53.225 --> 00:02:59.707]  In fact, they thought the cop acted appropriately and that the beating was justified.
[00:03:00.027 --> 00:03:06.269]  Now, earlier this week, we also reported on two other cases of campus cops gone wild.
[00:03:06.889 --> 00:03:18.268]  At a school in Baltimore, three students were initially charged with assault and suspended after a police officer attacked them with a baton and pepper spray.
[00:03:18.929 --> 00:03:20.291]  There's no excuse for this.
[00:03:21.212 --> 00:03:23.174]  The officer pushed Star against a wall.
