[00:00:19.588 --> 00:00:21.410]  Welcome to the Infowars Nightly News.
[00:00:21.510 --> 00:00:22.190]  I'm David Knight.
[00:00:22.310 --> 00:00:23.431]  It's Monday, June 22, 2015.
[00:00:25.753 --> 00:00:28.876]  Tonight we're going to look at Greece and at Venezuela.
[00:00:29.496 --> 00:00:34.080]  Two examples of what we can expect from a financial collapse.
[00:00:34.120 --> 00:00:37.823]  And of course, the ultimate bailout of the banks is war.
[00:00:38.243 --> 00:00:44.529]  Alex Jones is going to tell us how the financial community is pushing for that war as we escalate things
[00:00:45.109 --> 00:00:48.551]  In the Ukraine, pushing towards a conflict between the US and Russia.
[00:00:48.571 --> 00:00:50.312]  But first, let's take a look at Greece.
[00:00:51.053 --> 00:00:55.696]  Greece's day of destiny turns to farce with a phantom Eurozone summit.
[00:00:55.776 --> 00:00:57.497]  Now this is the take from The Guardian.
[00:00:58.018 --> 00:01:07.244]  They point out that Monday's hotly awaited emergency gathering of Eurozone leaders really had nothing to decide, no real agenda to discuss, because the finance ministers
[00:01:07.844 --> 00:01:08.284]  I think so.
[00:01:30.945 --> 00:01:32.166]  Hey, that looks great, doesn't it?
[00:01:32.886 --> 00:01:35.027]  Let's understand what's behind all of this.
[00:01:35.507 --> 00:01:38.368]  It's bankers who are putting profits before people.
[00:01:39.028 --> 00:01:45.711]  The question before everyone at this point is, are they going to enact currency controls, like they did in Cyprus, take money out of people's accounts?
[00:01:46.211 --> 00:01:47.732]  Are they going to confiscate pensions?
[00:01:47.792 --> 00:01:49.432]  Are they going to confiscate savings?
[00:01:49.853 --> 00:01:53.714]  Are they going to raise taxes, as they pointed out here in the BBC article?
[00:01:54.134 --> 00:01:55.475]  Are they going to cut services?
[00:01:56.075 --> 00:02:00.256]  What will we do to make sure that the bankers don't lose any money?
[00:02:00.316 --> 00:02:03.217]  Because that's the fundamental thing we have to be concerned about.
[00:02:03.738 --> 00:02:05.998]  Not what the people want, but what the bankers want.
[00:02:06.319 --> 00:02:14.481]  It was just last Wednesday that we reported at InfoWars that the Greeks refused to pay the debt, declaring it illegal, illegitimate, and odious.
[00:02:14.501 --> 00:02:16.042]  This was an article from Kurt Nimmo.
[00:02:16.462 --> 00:02:22.244]  He pointed out that there was a Greek committee formed to look at the issue, and this is what they had to say at the time.
[00:02:22.264 --> 00:02:24.845]  They said, all the evidence we present in this report
[00:02:25.285 --> 00:02:39.650]  ...shows that Greece not only does not have the ability to pay this debt, but also should not pay this debt first and foremost because the debt emerging from the Troika's arrangements is a direct infringement on the fundamental human rights of the residents of Greece.
[00:02:40.170 --> 00:02:47.813]  Therefore, we came to this conclusion that Greece should not pay this debt because it is illegal, illegitimate, and odious.
[00:02:47.853 --> 00:02:50.034]  They don't just mean that, hey, this stinks.
[00:02:50.114 --> 00:02:53.175]  No, odious is a very specific legal term.
[00:02:53.755 --> 00:03:05.683]  They used that same term to dismiss the debts that Saddam Hussein had incurred in Iraq, saying that he had taxed, had gone into a debt very heavily to bankers to create an army, to create wars.
[00:03:06.003 --> 00:03:08.705]  It was something that was done for his own personal gain, etc.
[00:03:09.225 --> 00:03:15.229]  Because of all this, they just declared the debt odious and said, this is not something we're going to put on subsequent regimes.
[00:03:15.269 --> 00:03:17.351]  We're not going to put it on the people of Iraq.
[00:03:17.411 --> 00:03:18.752]  It's been done many times.
[00:03:18.792 --> 00:03:22.054]  So odious is a very specific legal term.
[00:03:22.634 --> 00:03:23.155]  And of course,
[00:03:24.175 --> 00:03:29.137]  Many economists have been telling the people of Greece that they needed to do precisely this.
[00:03:29.918 --> 00:03:35.980]  It's not clear at this point whether they are going to repudiate the debt or whether they are going to do a deal with the central bankers.
[00:03:36.060 --> 00:03:39.222]  It is now looking more like they're going to do a deal with the central bankers.
[00:03:39.262 --> 00:03:51.007]  And of course, part of what happened last week was more than four billion euros were taken out of Greek banks by people who were afraid that the money was going to be locked up and perhaps confiscated out of those banks.
[00:03:51.707 --> 00:03:54.028]  So that created a liquidity problem for the Greek banks.
[00:03:54.288 --> 00:04:02.211]  To address that liquidity issue, they came up with the Emergency Liquidity Agreement, and that would give them 1.8 billion euros.
[00:04:02.291 --> 00:04:07.733]  So, not quite half of what was taken out by people who were worried that they were going to have that confiscated.
[00:04:08.595 --> 00:04:16.964]  There's an article on Infowars.com today, Collapse Part One, Greece, because Greece is the beginning of a financial collapse one way or the other.
