[00:00:19.534 --> 00:00:21.656]  Welcome to the InfoWars Nightly News.
[00:00:21.736 --> 00:00:25.959]  It is Tuesday, June 16, 2015, and I'm Leigh Ann McAdoo.
[00:00:25.979 --> 00:00:28.081]  I'm going to get right into the news tonight.
[00:00:28.482 --> 00:00:35.127]  A Kansas mother who used cannabis oil for medicinal purposes booked herself into a jail yesterday.
[00:00:35.187 --> 00:00:40.431]  She's facing a lengthy prison term that her lawyer has equated to a death sentence.
[00:00:41.212 --> 00:00:52.415]  On Monday, Shauna Banda posted a $50,000 bond after she turned herself in to law enforcement on several charges stemming from her use of the plant-derived oil.
[00:00:52.895 --> 00:01:01.437]  Banda has used cannabis oil for more than a decade to treat her Crohn's disease, which is an illness that's characterized by inflammation of the digestive tract.
[00:01:01.997 --> 00:01:10.443]  Now, we reported about the initial raid that took place on Banda's home in March after her son made some pro-cannabis comments at his school.
[00:01:10.863 --> 00:01:15.826]  So then, based on these comments, the police just went ahead and raided her home, took her son away.
[00:01:15.906 --> 00:01:18.168]  Now she's had to turn herself into prison.
[00:01:18.588 --> 00:01:22.390]  Joining me now to break this story down even further is Alex Jones.
[00:01:23.371 --> 00:01:24.692]  This is absolutely ludicrous.
[00:01:25.772 --> 00:01:26.633]  You're right, Leigh-Anne.
[00:01:26.673 --> 00:01:27.534]  This next story
[00:01:28.658 --> 00:01:32.582]  Just makes me pinch myself and say, did I wake up in 1984?
[00:01:34.083 --> 00:01:36.505]  Let's be clear, there's a bad side to the whole drug culture.
[00:01:37.326 --> 00:01:39.508]  But that's part of living in a free society.
[00:01:40.009 --> 00:01:47.876]  The drug war has only added money to it, made it an underground black market, and empowered the criminals, just like alcohol prohibition did.
[00:01:48.737 --> 00:01:54.282]  But if you look at the studies and the numbers, the vast majority of Americans have smoked marijuana or they currently smoke it.
[00:01:55.205 --> 00:01:58.568]  And it's clearly not as bad as alcohol when it comes to addiction and health problems.
[00:01:58.608 --> 00:02:08.495]  In fact, marijuana has thousands of known positive health effects for glaucoma, for people that can't hold food down, Crohn's disease, you name it.
[00:02:10.026 --> 00:02:14.008]  But the system wants to keep it illegal so they have a reason to throw you in prison.
[00:02:14.388 --> 00:02:22.232]  And here is a shocking example of that that was covered by the local television station in Kansas, KMUW.
[00:02:22.792 --> 00:02:27.515]  A mom who advocated medical cannabis oil faces 30 years in prison.
[00:02:27.835 --> 00:02:30.596]  Our own Adon Salazar wrote this to tell report.
[00:02:30.977 --> 00:02:35.359]  Attorney says lengthy sentence would effectively condemn woman to death.
[00:02:35.899 --> 00:02:41.404]  She has Crohn's disease, autoimmune disorder in the intestines, linked to vaccines and GMO on record.
[00:02:42.361 --> 00:02:48.123]  She has medical marijuana, is public about it, takes the oil for her stomach.
[00:02:48.523 --> 00:02:53.164]  Her son did a report on it at school, so they SWAT team raided the house.
[00:02:53.624 --> 00:02:59.546]  She got out of jail on a $50,000 bond after she turned herself in the second time.
[00:03:00.846 --> 00:03:06.768]  And now she's facing, get this, 30 years in prison.
[00:03:07.805 --> 00:03:11.127]  For having the marijuana cooked down into an oil that she can ingest.
