[00:00:19.795 --> 00:00:20.616]  Good evening, everyone.
[00:00:20.656 --> 00:00:22.820]  Welcome to the InfoWars Nightly News.
[00:00:22.960 --> 00:00:23.882]  I'm Darren McBreen.
[00:00:24.002 --> 00:00:26.205]  It is Thursday, January 22, 2015.
[00:00:26.486 --> 00:00:27.848]  Here's a quick look at what's coming up.
[00:00:35.043 --> 00:00:37.765]  Is it illegal to film police in public?
[00:00:38.485 --> 00:00:41.847]  And your home is the new battlefield for internet freedom.
[00:00:42.487 --> 00:00:45.729]  Weirdos brag about turning your appliances against you.
[00:00:46.269 --> 00:00:50.011]  That's next on the InfoWars Nightly News.
[00:00:50.491 --> 00:00:57.055]  If you really want to get into conspiracy theories, I'm a reptoid clone of John Wayne and Elvis.
[00:00:57.503 --> 00:01:09.566]  Well I thought I'd wear my tinfoil hat today because a few years ago I told you that the federal government monitors everything you do on the internet and everything you say on your phone.
[00:01:10.047 --> 00:01:12.847]  Some of you out there thought I was just being paranoid.
[00:01:13.187 --> 00:01:15.108]  I listened to too much Alex Jones.
[00:01:15.568 --> 00:01:19.269]  You called me crazy and you said I should be wearing one of these.
[00:01:20.249 --> 00:01:25.131]  Others said that, you know, I'm a conspiracy theorist and even called me a dumbass.
[00:01:25.891 --> 00:01:30.353]  Well, everyone's entitled to their opinion, and I'm certainly going to give you mine.
[00:01:30.633 --> 00:01:45.298]  And if you think I should be wearing a tinfoil hat, perhaps we should also send one of these to former CIA Director David Petraeus, because he's the one who said in a 2012 interview with Wired Magazine that the government
[00:01:45.498 --> 00:01:46.119]  We're good to go.
[00:02:00.933 --> 00:02:15.126]  The policy states, please be aware that if your spoken words include personal or other sensitive information, that information will be among the data captured and transmitted to a third party.
[00:02:16.087 --> 00:02:16.508]  We're good to go.
[00:02:35.103 --> 00:02:39.704]  So what David Petraeus said was true back in 2012.
[00:02:40.685 --> 00:02:43.606]  I guess that makes him a conspiracy theorist.
[00:02:44.346 --> 00:02:48.607]  Consumer appliances are now being activated and smart.
[00:02:49.087 --> 00:02:51.188]  And we're not just talking about your televisions.
[00:02:51.428 --> 00:02:57.210]  RFID chips and wireless internet connections also enable your computers, your printers,
[00:02:58.010 --> 00:03:03.994]  And even your refrigerators and dishwashers to communicate with each other and spy on you.
[00:03:04.494 --> 00:03:09.537]  And I guess we are finally living in George Orwell's 1984, because Big Brother is watching.
[00:03:09.597 --> 00:03:10.217]  Big Brother!
[00:03:10.237 --> 00:03:11.318]  I miss Big Brother!
[00:03:25.851 --> 00:03:37.539]  And I was reading an article the other day in Tech News World where they said that all this smart technology is ripe for exploitation by the NSA.
[00:03:37.740 --> 00:03:38.440]  Yeah, you think?
[00:03:38.800 --> 00:03:44.424]  The NSA's cyber weapons program includes household appliances.
[00:03:45.265 --> 00:03:45.866]  So there you go.
[00:03:46.386 --> 00:04:05.522]  In fact, it even gets crazier because we now know that the insurance companies, through the command and control of Obamacare, they plan on using your household appliances, like RFID chips in your refrigerators, to monitor your eating habits, or to see how many beers you had to drink.
[00:04:06.043 --> 00:04:11.648]  So they will use the surveillance infrastructure to monitor our behavior.
[00:04:12.088 --> 00:04:15.951]  And I guess it really does sound crazy just listening to myself talk.
[00:04:15.991 --> 00:04:20.353]  I mean, the government is going to spy on you through RFID chips in your refrigerator.
[00:04:20.914 --> 00:04:24.836]  But we can no longer deny this anymore because it's right in front of our face.
[00:04:24.916 --> 00:04:28.398]  It's right here in official government documents.
[00:04:29.119 --> 00:04:36.504]  The control freaks at the White House, they are absolutely obsessed with surveillance.
[00:04:37.424 --> 00:04:44.172]  Many Americans don't realize this, but nothing you do on your cell phone or on the internet is private.
[00:04:44.472 --> 00:04:44.873]  The U.S.
[00:04:44.933 --> 00:04:50.059]  government monitors all your phone calls, emails, and all internet activity.
[00:04:50.600 --> 00:04:52.242]  You are being watched.
[00:04:52.782 --> 00:04:55.886]  Anything you do or say will be recorded.
[00:04:56.166 --> 00:05:04.275]  Through warrantless cell phone tracking, the federal government can listen to your cell phone even when it's turned off and track everywhere you go.
[00:05:04.295 --> 00:05:08.540]  Police departments are now equipped with automated license plate readers.
[00:05:08.880 --> 00:05:20.792]  And they are driving around in unmarked vans looking inside your car, in your house, and even under your clothes with the same backscatter technology used by the TSA at airports.
[00:05:21.212 --> 00:05:24.275]  The federal government now has billion-dollar surveillance blankets.
[00:05:24.335 --> 00:05:25.176]  I have fresh outrage.
[00:05:25.196 --> 00:05:26.697]  I never get outrage fatigue.
[00:05:46.343 --> 00:06:01.107]  When I see them rolling out the nanny state televisions that are already listening to you, I told people like six, seven years, because I was told by someone at the FBI, I'll leave it at that, that they were using OnStar without warrant to listen to people.
[00:06:01.447 --> 00:06:04.248]  And then it was in the New York Times about five, six, seven years after I told you.
[00:06:05.373 --> 00:06:13.777]  So every single day, every cent you pay, every breath you take, every move you make, the federal government will be watching you.
[00:06:14.597 --> 00:06:19.639]  After all, the ultimate goal of the NSA is total population control.
[00:06:19.659 --> 00:06:29.024]  And yes, it violates our constitutional rights, but most Americans are more concerned about who's going to win the Super Bowl this year.
[00:06:29.944 --> 00:06:30.645]  And check this out.
[00:06:30.665 --> 00:06:32.026]  I thought this was interesting.
[00:06:32.586 --> 00:06:36.209]  We found a clip from 2005 from C-SPAN.
[00:06:37.309 --> 00:06:44.654]  And this is when then-Senator Joe Biden, he questioned Supreme Court Chief Justice John Roberts Jr.
[00:06:46.187 --> 00:06:51.050]  About implantable microchips to track American citizens.
[00:06:51.751 --> 00:06:56.213]  Biden said he will have to rule on that before his tenure is over.
[00:06:56.734 --> 00:07:00.276]  And we'll be faced with equally consequential decisions in the 21st century.
[00:07:00.796 --> 00:07:06.040]  Can a microscopic tag be implanted in a person's body to track his every movement?
[00:07:06.080 --> 00:07:07.901]  There's actual discussion about that.
[00:07:08.201 --> 00:07:12.204]  You will rule on that, mark my words, before your tenure is over.
[00:07:12.964 --> 00:07:18.747]  Can brain scans be used to determine whether a person is inclined toward criminality or violent behavior?
[00:07:19.108 --> 00:07:21.209]  You will rule on that.
[00:07:21.829 --> 00:07:23.030]  Mark my words, huh?
[00:07:24.511 --> 00:07:26.092]  More like the mark of the beast.
[00:07:27.423 --> 00:07:32.244]  So how close are we to actually having microchips implanted under our skin?
[00:07:33.045 --> 00:07:39.267]  Well, according to the NBC Nightly News with Brian Williams, we might be a lot closer than you think.
[00:07:39.687 --> 00:07:42.548]  More now of our special coverage here tonight, life in the U.S.
[00:07:42.628 --> 00:07:43.588]  in 10 years time.
[00:07:44.364 --> 00:07:45.005]  The year is 2017.
[00:07:45.085 --> 00:07:54.514]  You're rushed to a hospital, unconscious with no ID or medical history, but thanks to a microchip under your skin, it's all there.
[00:07:55.095 --> 00:07:59.018]  Science fiction 20 years ago, but a biometric reality today.
[00:07:59.539 --> 00:08:03.983]  Already, fingerprints and iris scans verify passenger identities at airports.
[00:08:04.404 --> 00:08:07.687]  Within 10 years, that technology may be even more widespread.
[00:08:08.147 --> 00:08:14.754]  And look for more complex facial recognition programs that scan a crowd of thousands looking for a single terrorist.
[00:08:15.214 --> 00:08:22.962]  So there you have it, and I don't want to say I told you so, but, well, yes I do, because we did tell you so, and we were right all along.
[00:08:23.723 --> 00:08:38.691]  And now there's so much information and documented evidence about the federal government's massive surveillance program that you're the one that has to be crazy if you are still denying what's going on all around you right now.
[00:08:39.251 --> 00:08:42.293]  Big Brother is indeed watching, my friends.
[00:08:43.253 --> 00:08:44.534]  So who's the dumbass now?
[00:08:46.500 --> 00:08:49.062]  Every year we make resolutions to lose weight and get in shape.
[00:08:49.162 --> 00:08:50.323]  And the truth is, it's hard.
[00:08:50.583 --> 00:08:52.064]  Even with diet and exercise.
[00:08:52.265 --> 00:08:57.308]  Because of toxic food in our environment that is stressing our bodies more than ever before.
[00:08:57.449 --> 00:09:04.274]  Working with experts in nutrition and biochemistry, I found that super high quality nutraceuticals, in addition to my diet and exercise,
[00:09:04.594 --> 00:09:06.577]  Worthy answers that synergistically worked.
[00:09:06.818 --> 00:09:13.328]  I can see the drastic changes every day with the amount of weight I've lost, my increased stamina, and more of a twinkle in my eye.
[00:09:13.668 --> 00:09:19.578]  That's why we are now so excited to launch the InfoWars Life Resolution Pack, combining three essential formulations.
[00:09:20.058 --> 00:09:27.784]  Oxygen-Based Cleanser Oxy-Powder, the Secret 12 Bioavailable Vitamin B12, and your choice of Super Female or Super Male Vitality.
[00:09:27.964 --> 00:09:34.549]  Now all available at a discounted price to you and your family to bring in the new year and make 2015 a true success.
[00:09:34.930 --> 00:09:36.071]  That's Infowarslife.com or 888-253-3139.
[00:09:36.091 --> 00:09:39.233]  2015 is the year to do it and it all starts at Infowarslife.com.
[00:09:57.893 --> 00:10:01.694]  City of Austin tap water versus filtered City of Austin tap water.
[00:10:02.114 --> 00:10:03.334]  I didn't like taste dirt in it.
[00:10:03.394 --> 00:10:04.514]  God knows what's in this.
[00:10:04.654 --> 00:10:05.634]  This has an aftertaste.
[00:10:05.694 --> 00:10:07.255]  Tastes like Austin water?
[00:10:07.515 --> 00:10:07.955]  Yeah, it does.
[00:10:08.175 --> 00:10:08.375]  Ugh.
[00:10:08.435 --> 00:10:12.576]  These people just sampled City of Austin tap water straight from the faucet.
[00:10:12.836 --> 00:10:18.957]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:10:19.137 --> 00:10:19.897]  I call it H2O.
[00:10:19.917 --> 00:10:21.457]  That one is better.
[00:10:21.517 --> 00:10:22.518]  Tastes like nothing.
[00:10:22.798 --> 00:10:24.178]  Yep, I know what good water tastes like.
[00:10:24.238 --> 00:10:24.758]  It's good water.
[00:10:24.858 --> 00:10:33.406]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:10:33.827 --> 00:10:41.334]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:10:41.614 --> 00:10:44.117]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:10:44.717 --> 00:10:47.001]  It has that processed flavor to it.
[00:10:47.361 --> 00:10:56.955]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh-tasting, deliciously clean water.
[00:10:56.975 --> 00:10:58.497]  Okay, this is very tasty.
[00:10:58.517 --> 00:10:59.459]  It's good water.
[00:11:00.151 --> 00:11:00.552]  Refreshing.
[00:11:00.572 --> 00:11:01.372]  It's good.
[00:11:01.893 --> 00:11:04.235]  Go to InfoWarsStore.com today.
[00:11:04.655 --> 00:11:08.479]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:11:08.979 --> 00:11:12.283]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:11:23.680 --> 00:11:40.206]  Well, if you haven't heard already, political prisoner Barrett Brown was sentenced today to 63 months in prison on trumped-up charges for basically exposing the shady relationship between intelligence contractors and the U.S.
[00:11:40.386 --> 00:11:40.806]  government.
[00:11:41.226 --> 00:11:49.049]  Here's Leanne McAdoo to tell us why the Barrett Brown case is vitally important to freedom in America.
[00:11:50.362 --> 00:12:00.768]  American journalist and activist Barrett Brown first landed on the FBI's radar through his journalistic activities with a crowdsourced investigation called Project PM.
[00:12:01.068 --> 00:12:13.095]  Project PM was intended to provide a centralized data set regarding the expanding capabilities of the surveillance state and other issues constituting threats to human rights and the health of democratic institutions.
[00:12:13.616 --> 00:12:19.099]  Brown was originally facing decades of prison time for copying and pasting a link
[00:12:19.639 --> 00:12:21.160]  to a publicly available file.
[00:12:21.800 --> 00:12:25.902]  Journalists shouldn't face prosecution for linking to source material.
[00:12:26.182 --> 00:12:30.825]  So journalists everywhere should be paying very close attention to what happens in Barrett Brown's case.
