[00:00:19.608 --> 00:00:21.571]  Welcome to the Infowars Nightly News.
[00:00:21.651 --> 00:00:22.952]  I'm your host, Jakari Jackson.
[00:00:23.233 --> 00:00:27.258]  It is September 30th, 2015, and here's a look at our top stories.
[00:00:33.427 --> 00:00:37.768]  Dramatic footage of Russia's first airstrikes in Syria.
[00:00:38.128 --> 00:00:43.669]  Plus, Vladimir Putin openly declares that Obama armed ISIS.
[00:00:43.909 --> 00:00:45.909]  Who on earth armed them?
[00:00:46.009 --> 00:00:49.470]  Who helped to arm the Syrians that were fighting against Assad?
[00:00:49.710 --> 00:00:52.471]  Who pushed for the delivery of arms to the area?
[00:00:52.691 --> 00:01:00.392]  And a CNN analyst says that Trump and Carlson are to blame if a gunman shoots Muslims in a mosque.
[00:01:00.925 --> 00:01:11.253]  In the realm of possibility in a country that is very armed, that somebody that will be carrying weapon will go to a mosque tomorrow or after tomorrow and will start shooting people.
[00:01:11.373 --> 00:01:13.755]  And then these people will have blood on their hands.
[00:01:14.055 --> 00:01:14.515]  All of them.
[00:01:14.715 --> 00:01:19.859]  And clueless Clinton supporters unwittingly back Donald Trump's tax plan.
[00:01:20.159 --> 00:01:24.443]  All that plus much more up next on the InfoWars Nightly News.
[00:01:33.898 --> 00:01:43.304]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.624 --> 00:01:46.185]  All of our children are hit with modern mind control.
[00:01:46.346 --> 00:01:49.687]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.888 --> 00:01:55.911]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[00:01:56.211 --> 00:02:01.054]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[00:02:01.354 --> 00:02:07.516]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:02:07.716 --> 00:02:15.218]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[00:02:15.458 --> 00:02:22.741]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:02:23.021 --> 00:02:26.482]  Obtain your ChildEase today at InfoWarsLife.com.
[00:02:26.602 --> 00:02:29.543]  That's ChildEase exclusively at InfoWarsLife.com.
[00:02:39.529 --> 00:02:40.996]  Joe Biggs here with InfoWars.com.
[00:02:41.016 --> 00:02:42.725]  Now tomorrow at UT at 12 o'clock.
[00:02:43.706 --> 00:02:49.667]  Mom's Demand Action will be holding a protest because Campus Carry just passed.
[00:02:50.068 --> 00:03:04.451]  Now, I believe it goes into effect next August, but these f***ing idiots want to come out here and protest the fact that they're worried because professors might feel uncomfortable knowing that students could have a weapon to protect themselves.
[00:03:04.871 --> 00:03:10.953]  God forbid something happened and they might need to use a weapon to protect themselves from a mugger or a rapist or anything like that.
[00:03:11.153 --> 00:03:12.073]  You've dealt with these people before.
[00:03:12.073 --> 00:03:21.920]  Yeah, because I've gone out to UT before and their answer pretty much to, you know, someone who's being raped or being attacked is they have these blue courtesy phones.
[00:03:22.320 --> 00:03:31.387]  So, you know, if you were able to fight off your attacker or run naked through the campus to get to these phones, maybe somebody could be there the next two or three minutes to help you, which is completely ridiculous.
[00:03:31.767 --> 00:03:33.889]  So that's why you have things like Campus Carry.
[00:03:34.169 --> 00:03:39.733]  And personally, I wouldn't be opposed to people, you know, carrying knives or brass knuckles or other things that aren't firearms.
[00:03:39.773 --> 00:03:41.954]  But for right now, this is what we have to work with.
[00:03:42.294 --> 00:03:46.617]  So I have no issue with people carrying on, whether it's on a campus or out in public.
[00:03:46.958 --> 00:03:49.299]  And just like you said, Joe, you don't know who has a firearm.
[00:03:49.659 --> 00:03:54.883]  So, you know, you go out in public every day, you don't know who has a firearm and you go, you know, to the mall or to some other place around.
[00:03:55.183 --> 00:03:59.286]  But these are people who are hopefully concealed carriers and operating in a legal fashion.
[00:03:59.326 --> 00:04:03.329]  Well, what I don't get is, in order to have a CHL, you have to be 21 or older.
[00:04:03.710 --> 00:04:05.651]  How many students at UT are 21 or older?
[00:04:05.671 --> 00:04:07.413]  There are plenty of young kids out there.
[00:04:07.433 --> 00:04:08.274]  Plenty of young people.
[00:04:08.314 --> 00:04:14.058]  That means there'll be a small minority of people who are actually able, if they have their CHL, to campus carry.
[00:04:14.078 --> 00:04:18.642]  It's not like there's going to be this widespread epidemic of just people toting guns around campus.
[00:04:18.962 --> 00:04:20.904]  There's a lot of young people who don't do that.
[00:04:20.924 --> 00:04:26.128]  And the only way you can get a CHL if you're 18 is if you served in the military and you're active and or
[00:04:27.949 --> 00:04:29.510]  You're trained.
[00:04:29.950 --> 00:04:38.653]  It's a completely ridiculous deal because people have this notion that whether it's concealed carry or open carry like we have in my home state of Oklahoma, that everybody's going to run out and do it.
[00:04:38.753 --> 00:04:41.154]  Oklahoma passed open carry back in
[00:04:42.755 --> 00:04:45.939]  2013 and when I go home Joe, I go home for Christmas, I go home for Thanksgiving.
[00:04:46.379 --> 00:04:50.464]  In the years, the two years it's been since it's passed, I've seen two or three people open carry.
[00:04:50.524 --> 00:04:53.587]  So it's not that if you pass something, everybody's going to run out and do it.
[00:04:53.627 --> 00:04:54.288]  That's not the case.
[00:04:54.328 --> 00:04:57.231]  There are plenty of people who are going to be at UT who don't have a firearm.
[00:04:57.752 --> 00:05:02.177]  Yeah, it's just you have that ability, you have that freedom, and for the people out there that want to have that,
[00:05:03.351 --> 00:05:05.532]  Ability to make that decision to go and do it.
[00:05:05.552 --> 00:05:06.193]  They have the right.
[00:05:06.233 --> 00:05:07.934]  They should be able to protect themselves.
[00:05:08.374 --> 00:05:15.258]  So I want to encourage each and every one of you right now if you live in Austin or the surrounding area, please come out to the University of Texas campus tomorrow.
[00:05:15.558 --> 00:05:24.583]  There's an article posted up right now, red-linked on InfoWars.com by Kit Daniels that gives you the when, where, and what, where this event will be going down tomorrow.
[00:05:24.944 --> 00:05:25.704]  So please come out.
[00:05:25.724 --> 00:05:28.966]  We're going to be broadcasting live tomorrow, 12 p.m.
[00:05:29.026 --> 00:05:30.047]  Central Standard Time.
[00:05:30.387 --> 00:05:32.048]  I'm Joe Biggs here with Jakari Jackson.
[00:05:32.688 --> 00:05:36.050]  Trying to encourage you guys to come out and support Campus Carry.
[00:05:37.311 --> 00:05:45.675]  And that's right, and if you'd like to find out any more information about that, you can go to the site, go to InfoWars announces Second Amendment Rally at UT Austin.
[00:05:46.115 --> 00:05:51.498]  So if you're in the Austin area and that's something that you are interested in participating in, you can come on out there.
[00:05:51.898 --> 00:05:57.742]  Now do take into account this is a campus, it is a university, so handle yourself accordingly.
[00:05:58.122 --> 00:06:01.844]  Joe Biggs will be out there on the scene as well as many other members of the InfoWars crew.
[00:06:02.324 --> 00:06:08.903]  I have a lot of studio work to do tomorrow, so I'm not sure if I'll be there in person, but you guys can definitely go out there and hang out with Biggs and the rest of the crew.
[00:06:09.574 --> 00:06:13.075]  Now, as we're talking about the Second Amendment, there's a reason why we have it.
[00:06:13.175 --> 00:06:15.636]  Because the police aren't always going to be there to protect you.
[00:06:15.656 --> 00:06:21.537]  And that's not knocking the police, that's just saying you have to have a means to protect yourself when situations like this arrive.
[00:06:21.877 --> 00:06:24.478]  Four teens arrested and attempted local home invasion.
[00:06:24.838 --> 00:06:26.458]  This happened here in the state of Texas.
[00:06:26.999 --> 00:06:30.840]  And the attempted break-in was reported just after 1.45 a.m.
[00:06:30.920 --> 00:06:35.581]  and the resident, Eric Roberts, a former Marine, looked through his peephole
[00:06:36.181 --> 00:06:44.213]  And he saw a male standing at the door and against his better judgment, he opened the door and the guys rushed in or got rushed from around the corner, tried to enter the home.
[00:06:44.793 --> 00:06:48.198]  Walters slammed the door shut, fired his gun six times through the door.
[00:06:48.519 --> 00:06:51.603]  The guys were later caught after fleeing in unknown directions.
[00:06:52.484 --> 00:06:53.685]  And he had a quote, he said,
[00:07:22.904 --> 00:07:29.465]  So let's talk about the things that are, I guess, protecting or not protecting, as it may come in the forms of propaganda.
[00:07:29.706 --> 00:07:33.506]  New York Times begins propaganda campaign against Russian airstrikes.
[00:07:33.586 --> 00:07:38.707]  We know that Putin and his fleet have sent out the airstrikes in the area.
[00:07:39.047 --> 00:07:44.068]  The Times reported that the airstrikes were in Homs, while CNN reported that they were near the city.
[00:07:44.388 --> 00:07:46.489]  And the Russian airstrikes near the city of Homs
