[00:00:19.602 --> 00:00:21.304]  Welcome to the Infowars Nightly News.
[00:00:21.444 --> 00:00:22.105]  I'm David Knight.
[00:00:22.225 --> 00:00:24.728]  It's Monday, December 7th, 2015.
[00:00:25.069 --> 00:00:26.270]  Here are our top stories.
[00:00:30.155 --> 00:00:38.466]  Tonight... To begin with, Congress should act to make sure no one on a no-fly list is able to buy a gun.
[00:00:40.117 --> 00:00:45.305]  What could possibly be the argument for allowing a terror suspect to buy a semi-automatic weapon?
[00:00:45.786 --> 00:00:49.551]  President Obama advocates no fly, no gun buy.
[00:00:50.112 --> 00:00:54.919]  Meanwhile, it's revealed that 72 DHS members are on terror watch lists.
[00:00:55.990 --> 00:00:58.771]  Then, a look back at Pearl Harbor.
[00:00:59.572 --> 00:01:04.174]  After that, how terror attacks are being used to suppress internet freedom.
[00:01:05.255 --> 00:01:09.237]  And, Dr. Steve Pachinick on the San Bernardino murders.
[00:01:09.797 --> 00:01:10.457]  That's next.
[00:01:10.998 --> 00:01:21.163]  They've been having a shooting drill in the center of where disabled veterans and others were living, and having it on a monthly basis.
[00:01:21.463 --> 00:01:24.084]  So that really was number one, and that's one flag.
[00:01:24.644 --> 00:01:25.165]  Number two...
[00:01:30.219 --> 00:01:31.580]  Clean, pure drinking water.
[00:01:31.880 --> 00:01:33.161]  You can't survive without it.
[00:01:33.361 --> 00:01:34.261]  But where do you get it?
[00:01:34.561 --> 00:01:40.325]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.545 --> 00:01:46.268]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.168 --> 00:02:37.150]  Today is the 74th anniversary of the attack on Pearl Harbor.
[00:02:37.751 --> 00:02:41.253]  There was an excellent article on the New American Pearl Harbor.
[00:02:41.293 --> 00:02:43.454]  Hawaii was surprised, but FDR wasn't.
[00:02:43.474 --> 00:02:46.676]  But here's what FDR had to say when he addressed Congress.
[00:02:47.856 --> 00:02:59.043]  Yesterday, December 7th, 1941, a date which will live in infamy.
[00:03:00.144 --> 00:03:00.664]  The facts
[00:03:01.895 --> 00:03:06.717]  of yesterday and today speak for themselves.
[00:03:08.318 --> 00:03:21.364]  The people of the United States have already formed their opinions and well understand the implications for the very life and safety of our nation.
[00:03:22.501 --> 00:03:25.886]  In that clip you heard FDR say the facts speak for themselves.
[00:03:26.647 --> 00:03:29.691]  It wasn't as simple as many people understood at the time.
[00:03:29.751 --> 00:03:34.097]  As a matter of fact, he said Americans have seen the facts and they now know what to do.
[00:03:34.617 --> 00:03:36.860]  They had seen what FDR wanted them to see.
[00:03:37.481 --> 00:03:43.468]  And of course FDR had seen far more and had done far more than the American people knew to cause this.
[00:03:44.108 --> 00:03:51.917]  When we talk about this being a false flag, I just want to make it clear to Rachel Maddow, I'm not suggesting that FDR was flying planes and dropping bombs on the ships.
[00:03:52.398 --> 00:03:55.941]  I'm not suggesting that he was standing on the shore with a plunger blowing them up.
[00:03:56.602 --> 00:03:59.163]  No, this is a long pattern of activity.
[00:03:59.504 --> 00:04:14.552]  This is one type of false flag that I believe has parallels to what Obama is doing right now with the massive numbers of people that he's bringing in from all these different countries, especially from the Jihadi countries, opening the border, importing Islamic radicals into this country.
[00:04:14.732 --> 00:04:16.273]  I believe this is precisely
[00:04:16.733 --> 00:04:18.233]  The type of thing that was done by FDR.
[00:04:18.253 --> 00:04:19.594]  And I want to look at this article.
[00:04:19.914 --> 00:04:30.416]  For many of you who don't remember the details, and there's some excellent details, this is a very detailed article by James Perloff, the New American, talking about the lead-up to World War II and at Pearl Harbor.
[00:04:30.436 --> 00:04:41.718]  And he points out, comprehensive research has shown that not only did Washington know in advance of the attack, but it deliberately withheld that foreknowledge from our commanders in Hawaii in the hope that the surprise attack would catapult the U.S.
[00:04:41.758 --> 00:04:42.298]  into World War II.
[00:04:43.038 --> 00:04:51.205]  Oliver Littleton, British Minister of Production, stated in 1944, Japan was provoked into attacking America at Pearl Harbor.
[00:04:51.525 --> 00:04:55.268]  It is a travesty of history to say that America was forced into the war.
[00:04:55.528 --> 00:04:56.889]  He said that in 1944.
[00:04:57.369 --> 00:05:02.834]  Now, to go on, Roosevelt had continually told the American people that he did not want to get them involved in a war.
[00:05:03.717 --> 00:05:10.501]  They were still very angry that they'd been brought into a war without any reason in World War I by Woodrow Wilson on the side of the British.
[00:05:10.541 --> 00:05:11.882]  They did not want to see that repeated.
[00:05:12.322 --> 00:05:15.084]  The Germans did not want to see that repeated either.
[00:05:15.624 --> 00:05:22.928]  In spite of numerous provocations from FDR to try to get the Germans to attack, and we'll talk about some of those, they stayed back.
[00:05:23.008 --> 00:05:24.229]  They knew what that would mean.
[00:05:24.309 --> 00:05:26.030]  But the Japanese took the bait.
[00:05:26.070 --> 00:05:28.051]  And we're going to tell you exactly how that broke down.
[00:05:28.071 --> 00:05:31.273]  We're going to take a look at the parallels to what's going on today.
[00:05:31.713 --> 00:05:34.154]  Between cryptography then, between the NSA now.
[00:05:34.234 --> 00:05:43.496]  What they knew, what they were telling the leaders, and how they compartmentalized that information, opened up the borders, literally, in the case of Pearl Harbor.
[00:05:43.996 --> 00:05:54.119]  Ford stationing the fleet into a very precarious, undefensible position, bottling them up into that small harbor, and then standing down as they knew the Japanese were ready to do that.
[00:05:54.159 --> 00:05:56.740]  Let me read you some of the other information that's here in this report.
[00:05:57.000 --> 00:06:02.141]  They point out, even Robert Sherwood, the President's friendly biographer, said, Now, some of these were exposed in 1940, when Tyler Kent, a code clerk at the U.S.
[00:06:02.161 --> 00:06:04.801]  Embassy in London, discovered secret dispatches between Roosevelt and Churchill.
[00:06:04.821 --> 00:06:07.262]  These revealed that FDR, despite what he was saying politically and openly,
[00:06:24.116 --> 00:06:27.797]  ...was determined to engage America in the war on the side of the British.
[00:06:27.897 --> 00:06:32.359]  Kent smuggled some of the documents out of the embassy, hoping to alert the American public.
[00:06:32.719 --> 00:06:33.860]  Does this sound like Ed Snowden?
[00:06:34.300 --> 00:06:35.841]  Does this sound like Manning?
[00:06:36.561 --> 00:06:37.621]  Precisely the same sort of thing.
[00:06:37.641 --> 00:06:38.442]  And look what happened.
[00:06:38.482 --> 00:06:39.062]  He was caught.
[00:06:39.642 --> 00:06:40.062]  With U.S.
[00:06:40.102 --> 00:06:43.105]  government approval, he was tried in a secret British court.
[00:06:43.506 --> 00:06:46.388]  He was confined to a British prison until the war's end.
[00:06:46.849 --> 00:06:51.693]  Now, what did the President do to try to provoke Germany into attacking the United States?
[00:06:51.713 --> 00:06:52.594]  Here's some of the things he did.
[00:06:52.954 --> 00:06:54.156]  He freezed German assets.
[00:06:54.716 --> 00:06:56.418]  He shipped 50 destroyers to Britain.
[00:06:56.658 --> 00:06:58.279]  He depth-charged U-boats.
[00:06:58.620 --> 00:07:04.745]  Still, the Germans said, we don't want America to have an excuse to come in on the side of the British.
[00:07:05.746 --> 00:07:15.413]  As Harold Ickes, Secretary of the Interior, said on October 1941, for a long time, I have believed our best entrance into the war would be by way of Japan.
[00:07:15.453 --> 00:07:18.275]  And of course, that was two months earlier than the attack at Pearl Harbor.
[00:07:19.215 --> 00:07:28.660]  Robert B. Stennett, a World War II Navy veteran, has obtained numerous relevant documents through the Freedom of Information Act, and some of these are reported in this very long article at New American.
[00:07:29.261 --> 00:07:45.010]  To point out, Secretary of War Henry Stimson, in October of 1941, wrote in his diary, we face a delicate question of the diplomatic fencing to be done so as to be sure that Japan is put into the wrong and makes the first bad move, the first overt move.
[00:07:45.430 --> 00:07:50.533]  He said the question was, how we should maneuver them into the position of firing the first shot.
[00:07:51.253 --> 00:07:57.397]  Well, of course, back in 1940, Admiral Richardson, who was the fleet commander, flew to Washington.
[00:07:57.877 --> 00:08:03.240]  He protested FDR's decision to put the fleet in Hawaii instead of the normal berthing on the U.S.
[00:08:03.281 --> 00:08:03.781]  west coast.
[00:08:04.201 --> 00:08:04.682]  Because why?
[00:08:04.742 --> 00:08:07.124]  That put them within range of the Japanese.
[00:08:07.484 --> 00:08:09.987]  It was also a very tight configuration.
[00:08:10.007 --> 00:08:11.848]  They were bottled up in that small harbor.
[00:08:12.209 --> 00:08:20.316]  Richardson said, I came away, after talking to FDR, I came away with the impression that despite his spoken word, the President was fully determined to put the U.S.
[00:08:20.456 --> 00:08:24.420]  into a war if Great Britain could hold out until he was re-elected.
[00:08:25.001 --> 00:08:27.023]  And he was relieved of command.
[00:08:27.283 --> 00:08:28.925]  Now here's a key parallel.
[00:08:29.505 --> 00:08:32.606]  And that is the prior knowledge through cryptography.
[00:08:32.986 --> 00:08:42.429]  They point out one of the most important elements of America's foreknowledge of Japan's intention was our government's success in cracking Japan's secret diplomatic code known as Purple.
[00:08:43.049 --> 00:08:45.430]  It was enciphered and deciphered by machine.
[00:08:45.930 --> 00:08:48.311]  But American crypto analysts had broken the code in 1940.
[00:08:48.571 --> 00:08:54.213]  They devised a facsimile of the Japanese machine and they could read all of the Japanese dispatches.
[00:08:54.853 --> 00:08:57.795]  The deciphered texts were called magic.
[00:08:57.915 --> 00:08:58.976]  That was their code name for it.
[00:08:59.196 --> 00:09:03.138]  And so in this article they point out all of the different intercepts that they had.
[00:09:03.358 --> 00:09:07.021]  Key intercepts going through Japanese communications.
[00:09:07.101 --> 00:09:08.422]  November 5th, November 11th, 16th, 29th, 30th.
[00:09:10.603 --> 00:09:11.724]  Listen to this on the 16th.
[00:09:11.744 --> 00:09:13.565]  The deadline was pushed to November 29th.
[00:09:14.086 --> 00:09:16.707]  Quote, after that, things are automatically going to happen.
[00:09:16.787 --> 00:09:19.489]  This is what the Japanese are communicating to each other internally.
[00:09:19.689 --> 00:09:21.771]  And the United States government knew this.
[00:09:22.271 --> 00:09:23.292]  They intercepted this.
[00:09:23.692 --> 00:09:25.333]  They had the ability to read their code.
[00:09:25.614 --> 00:09:32.118]  Just as the NSA says that, well, yeah, we know that these guys were Islamic radicals, but we let them run around anyway.
[00:09:32.318 --> 00:09:33.119]  Do whatever they want to do.
[00:09:33.159 --> 00:09:35.621]  We knew that the whole time, because nobody can fool us.
[00:09:35.641 --> 00:09:37.302]  They want to brag about how they know everything.
[00:09:37.742 --> 00:09:39.243]  But they never do anything about it.
[00:09:39.343 --> 00:09:44.407]  So, are they lying to us, or are they standing down, precisely as we saw happen with Pearl Harbor?
[00:09:44.427 --> 00:09:51.272]  On November 30th, Tokyo ordered its Berlin Embassy to inform the Germans that the breaking out of war may come quicker than anyone dreams.
[00:09:51.633 --> 00:09:54.074]  And then, just a week before the actual attack.
[00:09:54.895 --> 00:10:03.882]  December 1st, the Japanese embassies and non-access nations around the world were directed to dispose of their secret documents and all but one copy of their codes.
[00:10:04.562 --> 00:10:10.427]  Going on and on, and I won't read the entire article because there's a great deal of it here, but the bottom line is they created a commission.
[00:10:11.167 --> 00:10:14.488]  Just like we've had commissions investigating the JFK assassination or 9-11.
[00:10:14.768 --> 00:10:21.330]  In this particular commission, the people who were running it were the same ones who were running the stand-down operation.
[00:10:21.690 --> 00:10:22.270]  Roosevelt.
[00:10:22.690 --> 00:10:23.471]  General Marshall.
[00:10:24.011 --> 00:10:26.611]  Those are the people who investigated themselves.
