[00:00:19.665 --> 00:00:21.627]  Welcome to the Info Wars Nightly News.
[00:00:21.687 --> 00:00:24.409]  So glad you can join us on this first day of October 2015.
[00:00:24.449 --> 00:00:28.632]  I'm your host, Jakari Jackson, and here's a look at our top stories.
[00:00:31.995 --> 00:00:42.964]  Tonight, another gun-free zone left victims defenseless as a crazed gunman killed at least 13 people at a community college in Oregon.
[00:00:43.364 --> 00:00:48.068]  Then, a day after Russia launched an attack against ISIS in Syria,
[00:00:48.428 --> 00:00:56.373]  Iran begins to dispatch ground troops into the region to fight alongside the forces loyal to President Bashir al-Assad.
[00:00:56.654 --> 00:01:05.459]  Meanwhile, Russia says future airstrikes in Syria will be accompanied by ground advances by the Syrian army and its allies.
[00:01:05.860 --> 00:01:18.268]  And the Infowars team launches a counter-protest in support of the Second Amendment at UT, where University of Texas police arrested protesters for exercising their First Amendment rights.
[00:01:18.328 --> 00:01:19.350]  We're good to go.
[00:01:33.907 --> 00:01:43.289]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.629 --> 00:01:46.190]  All of our children are hit with modern mind control.
[00:01:46.210 --> 00:01:49.671]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.891 --> 00:01:55.913]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[00:01:56.213 --> 00:02:01.054]  It's no wonder they can't focus and calm down and then are put on dangerous psychotropic drugs.
[00:02:01.354 --> 00:02:07.518]  Working with my team, we set out to find the best formula with the highest quality ingredients that children would actually like and take.
[00:02:07.719 --> 00:02:15.224]  We worked with the leading manufacturer in nutritional supplements that are safe for children to bring you the most affordable and powerful calming formula out there.
[00:02:15.464 --> 00:02:22.749]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:02:23.029 --> 00:02:26.492]  Obtain your ChildEase today at InfoWarsLife.com.
[00:02:26.612 --> 00:02:29.554]  That's ChildEase exclusively at InfoWarsLife.com.
[00:02:33.430 --> 00:02:37.355]  Today we were greeted by the very unfortunate news of a shooting in Oregon.
[00:02:37.395 --> 00:02:39.297]  This was at UCC in Oregon.
[00:02:39.918 --> 00:02:47.027]  And reports continue to evolve, but as of right now, they're listing 13 killed, including the shooter, also 20 people injured.
[00:02:47.488 --> 00:02:50.231]  And as of right now, they're listing the shooter as a 20-year-old male.
[00:02:51.753 --> 00:02:57.178]  And as usual, you know, the bodies aren't even cold yet, and people are saying that we need to ban this, we need to ban that.
[00:02:57.659 --> 00:03:04.185]  But as Michael Cargill, you know, of Central Texas Gun Works, who is a friend of our show, he always says that you can't legislate crazy.
[00:03:04.586 --> 00:03:06.227]  That is the case here as well.
[00:03:06.287 --> 00:03:10.351]  You know, of course our thoughts and prayers go out to the families affected.
[00:03:11.132 --> 00:03:25.226]  But the issue about it is whether you go back Old Testament and it's people killing each other with rocks and spears or more modern times where people were killing each other with, you know, assault rifles or whatever it may be, even though we have an article about that we'll touch on a little bit later.
