[00:00:19.588 --> 00:00:21.710]  Welcome to the Info Wars Nightly News.
[00:00:21.790 --> 00:00:23.052]  I'm your host, Jakari Jackson.
[00:00:23.432 --> 00:00:27.237]  It's November 4th, 2015, and here's a look at our top stories.
[00:00:30.646 --> 00:00:35.208]  Tonight, why are so many Americans taking prescription drugs?
[00:00:35.628 --> 00:00:40.590]  The percentage has risen to 59% of the adult population.
[00:00:40.810 --> 00:00:46.812]  Plus, Gloria Steinem says you're a racist if you attack Planned Parenthood.
[00:00:47.152 --> 00:00:54.715]  And lightsabers are banned at the Star Wars movie screening because some people think they are simulated weapons.
[00:00:55.115 --> 00:00:55.556]  Oh boy.
[00:00:55.736 --> 00:00:58.717]  Mask and face paint also not allowed.
[00:00:59.617 --> 00:01:03.260]  If you will not fight, then you will meet your destiny.
[00:01:03.500 --> 00:01:10.125]  Plus, an InfoWars exclusive report inside the CIA 9-11 Boneyard.
[00:01:10.466 --> 00:01:17.011]  All of the aircraft used on 9-11 were hybrid aircraft created for the purpose of being droned.
[00:01:17.191 --> 00:01:21.354]  If they can remote control them, they can nerve gas everybody and remote control them into the building.
[00:01:21.434 --> 00:01:24.657]  That's coming up next on the InfoWars Nightly News.
[00:01:33.899 --> 00:01:43.285]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.646 --> 00:01:46.187]  All of our children are hit with modern mind control.
[00:01:46.328 --> 00:01:49.690]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.890 --> 00:01:55.914]  Young humans have not yet developed their nervous system and are being hammered daily by globulous concoctions.
[00:01:56.234 --> 00:01:58.756]  It's no wonder they can't focus and calm down.
[00:01:58.916 --> 00:01:59.176]  I don't know.
[00:02:15.450 --> 00:02:22.759]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:02:23.019 --> 00:02:26.523]  Obtain your ChildEase today at InfoWarsLife.com.
[00:02:26.623 --> 00:02:29.546]  That's ChildEase exclusively at InfoWarsLife.com.
[00:02:32.189 --> 00:02:37.273]  It was just yesterday that we brought you the news about Verizon spying on the emails of its customers.
[00:02:37.313 --> 00:02:38.935]  And this is nothing new for Verizon.
[00:02:38.955 --> 00:02:42.097]  They've been involved in many other questionable practices in the past.
[00:02:42.518 --> 00:02:45.580]  But now we're starting to look at the things that our government is doing.
[00:02:46.061 --> 00:02:50.624]  And one person, Jason Chaffetz, is coming out and saying that we need to end the stingray surveillance.
[00:02:50.945 --> 00:02:54.628]  The congressman introduces a bill to end warrantless stingray surveillance.
[00:02:55.228 --> 00:03:07.642]  Stingrays are one of a class of suitcase-sized devices known as cell site simulators, which work by pretending to be a cell phone tower in order to strip data and metadata from any phones which connect to them.
[00:03:08.223 --> 00:03:15.651]  They are used by at least 13 federal agencies and at least 50 local and state police departments, according to the ACLU.
[00:03:16.272 --> 00:03:19.475]  Now, I was talking to David Knight earlier today, and he made a very good point.
[00:03:19.575 --> 00:03:28.384]  As great as legislation like this is, we shouldn't have to have some type of amendment or bill or addendum or anything else to keep the government from spying on us.
[00:03:28.424 --> 00:03:30.846]  We already have the Fourth Amendment.
[00:03:31.166 --> 00:03:36.731]  Just like I went out and watched that new Tom Hanks movie this past weekend, The Bridge of Spies, I believe it was called.
[00:03:37.592 --> 00:03:45.938]  And they were talking about various constitutional protections, and there's one point when he's talking to this guy from the CIA, and he's like, don't be a Boy Scout with me.
[00:03:46.239 --> 00:03:46.899]  This is America.
[00:03:46.919 --> 00:03:47.960]  We don't have a rule book here.
[00:03:48.020 --> 00:03:51.102]  And Tom Hanks says, yeah, we have the United States Constitution.
[00:03:51.142 --> 00:03:53.564]  That's our rule book, and we need to abide by that.
[00:03:53.904 --> 00:03:55.225]  And that's exactly what we need to do.
[00:03:55.265 --> 00:03:56.166]  And it's not just in this.
[00:03:56.346 --> 00:03:59.248]  It's in any area where laws may be questionable.
[00:03:59.328 --> 00:03:59.989]  We need to look
[00:04:00.529 --> 00:04:03.731]  Basically, is this a violation of people's constitutional rights?
[00:04:04.092 --> 00:04:10.537]  Because as Mr. Chaffetz points out in this article, a lot of times these police officers, they're on a fishing expedition.
[00:04:10.557 --> 00:04:12.398]  They're not looking for anything in particular.
[00:04:13.119 --> 00:04:18.282]  They think that in this motel across the street, there may or may not be some type of drug activity.
[00:04:18.563 --> 00:04:25.508]  So now they're using a stingray or some other type of surveillance to track the movements, the phone calls, the texts, or web surfing habits.
[00:04:25.848 --> 00:04:27.829]  Of everybody who's in that building.
[00:04:27.850 --> 00:04:28.950]  That's completely illegal.
[00:04:28.990 --> 00:04:34.574]  You need to have a specific place, specific person in the contents that you're looking for.
[00:04:34.614 --> 00:04:37.816]  You can't just go on these, as they call them, fishing expeditions.
[00:04:38.057 --> 00:04:43.681]  So I definitely hope that this does pass, but it's a very sad day that we need a bill just to hold people accountable.
[00:04:44.301 --> 00:04:56.389]  Let's talk about the iPhone, about these Apple products in general, because they have a reputation of being pretty secure, and by and large I guess to an extent they are, but like anything they can have back doors or other things built into them.
[00:04:56.769 --> 00:04:59.090]  But now we're coming at it at a different angle.
[00:04:59.270 --> 00:05:04.554]  We actually have a group of hackers that have been awarded millions of dollars, or excuse me, a million dollars,
[00:05:05.114 --> 00:05:08.115]  For a bounty for ISO zero day attack.
