[00:00:19.602 --> 00:00:21.323]  Welcome to the Infowars Nightly News.
[00:00:21.423 --> 00:00:22.104]  I'm David Knight.
[00:00:22.204 --> 00:00:23.444]  It's Wednesday, November 11th, 2015.
[00:00:23.745 --> 00:00:26.066]  Here are our top stories.
[00:00:29.228 --> 00:00:29.628]  Tonight.
[00:00:30.028 --> 00:00:31.809]  Rand Paul is having a great night tonight.
[00:00:32.090 --> 00:00:38.333]  Rand Paul goes on the offensive and has his strongest performance yet at the GOP debate.
[00:00:38.633 --> 00:00:41.435]  The first thing I would do is I wouldn't arm our enemies.
[00:00:42.096 --> 00:00:43.336]  I wouldn't arm ISIS.
[00:00:43.757 --> 00:00:49.360]  That was the dumbest, most foolhardy notion and most of the people up here supported it.
[00:00:49.500 --> 00:00:53.283]  Meanwhile, Jeb Bush panders to illegal immigrants.
[00:00:53.703 --> 00:00:56.886]  Then, a look inside the home of Ben Carson.
[00:00:57.246 --> 00:00:59.007]  A shrine to himself.
[00:00:59.348 --> 00:01:07.034]  Plus, an Army veteran faces felony charges for helping other veterans treat PTSD with cannabis.
[00:01:07.734 --> 00:01:14.341]  All that plus a salute to our veterans who are fighting enemies both foreign and domestic.
[00:01:14.881 --> 00:01:19.746]  Now you need to get back here, get motivated, and get in the Info War and do what you can to help us.
[00:01:20.187 --> 00:01:23.170]  That's up next on the Info War's Nightly News.
[00:01:30.265 --> 00:01:31.587]  Clean, pure drinking water.
[00:01:31.887 --> 00:01:33.169]  You can't survive without it.
[00:01:33.369 --> 00:01:34.271]  But where do you get it?
[00:01:34.571 --> 00:01:40.319]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.560 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.689 --> 00:02:04.009]  We're good to go.
[00:02:33.214 --> 00:02:35.295]  Well, last night was the fourth GOP debate.
[00:02:35.335 --> 00:02:38.297]  We covered it live here with commentary on the nightly news last night.
[00:02:38.577 --> 00:02:40.618]  Later in the show, we'll have some highlights from that debate.
[00:02:41.158 --> 00:02:48.022]  NPR looked at what they talked about, and as we looked at the debate last night, I thought it was very dry with a few exceptions.
[00:02:48.042 --> 00:02:49.663]  We're going to talk about those exceptional parts.
[00:02:50.203 --> 00:02:53.846]  And it was very repetitious, talking a lot about tax policy.
[00:02:53.926 --> 00:03:00.592]  Everybody telling us what the rates were going to be, what the brackets were going to be, and their fantasy tax world that they're planning on creating.
[00:03:00.992 --> 00:03:04.095]  Here are the issues, according to NPR, according to Time.
[00:03:04.495 --> 00:03:08.058]  They talked about taxes, deficit, the budget, the debt, about 26 minutes.
[00:03:08.339 --> 00:03:11.581]  They spent 18 minutes on foreign policy, pushing war.
[00:03:11.601 --> 00:03:14.183]  We're going to talk about what they said on this Veterans Day.
[00:03:14.864 --> 00:03:27.182]  They also talked for 14 minutes about bank bailouts and then they talked about just under 10 minutes on politics and bios in terms of Clinton and Carson, what was revealed about that.
[00:03:27.683 --> 00:03:30.747]  I think it was interesting before we get into the main content of the
[00:03:31.588 --> 00:03:32.249]  We're good to go.
[00:03:46.328 --> 00:03:49.649]  Now, touching on Veterans Day, he had this to say.
[00:03:49.789 --> 00:04:00.331]  Chris Christie said, when Hillary Clinton says there's not a scandal at the VA, it sends a hard message to veterans that she doesn't get it and she doesn't respect their service.
[00:04:00.371 --> 00:04:12.073]  Then he continued and said, and when the President of the United States doesn't back up law enforcement officers in uniform, he loses the moral authority to lead any man or woman who wears the uniform.
[00:04:12.093 --> 00:04:13.293]  Do you understand that?
[00:04:14.648 --> 00:04:16.911]  I agree with what he says about the VA scandal.
[00:04:17.131 --> 00:04:20.276]  Certainly, the way the vets are treated is scandalous.
[00:04:20.316 --> 00:04:22.759]  And we're going to talk about that in the next segment.
[00:04:23.851 --> 00:04:29.054]  But when he talks about law enforcement as being the military, understand that's the way he was doing it.
[00:04:29.074 --> 00:04:35.717]  He juxtaposed those two things together and he talked about law enforcement as being all under the president.
[00:04:36.258 --> 00:04:38.519]  No, it's the military that's under the president.
[00:04:39.039 --> 00:04:47.844]  And we need to understand that because we have tolerated a standing military in violation of the intent and the letter of the Constitution, now
[00:04:48.664 --> 00:04:55.937]  These people, like Chris Christie, view law enforcement as a standing military under the command of the president.
[00:04:56.418 --> 00:04:57.540]  And that's the reality, isn't it?
[00:04:58.243 --> 00:05:06.569]  Nobody else seems to have noticed this or cared, but it concerns me a great deal when he talks about the President being the leader of law enforcement.
[00:05:06.789 --> 00:05:08.850]  We need to understand, this is what they want.
[00:05:08.910 --> 00:05:11.272]  They want federalized control of law enforcement.
