[00:00:19.875 --> 00:00:20.696]  Good evening, everyone.
[00:00:20.716 --> 00:00:22.959]  Welcome to the InfoWars Nightly News.
[00:00:23.099 --> 00:00:24.040]  I'm Darren McBreen.
[00:00:24.120 --> 00:00:26.844]  It is Thursday, January 8th, 2015.
[00:00:27.985 --> 00:00:29.347]  Here's a quick look at what's coming up.
[00:00:34.284 --> 00:00:37.827]  The ever-changing narrative around the Charlie Hebdo shooters.
[00:00:38.648 --> 00:00:42.191]  And how free speech advocates are rallying around the victims.
[00:00:42.932 --> 00:00:46.695]  That's next on the InfoWars Nightly News.
[00:00:47.236 --> 00:00:50.119]  And I'm not somebody that's into stunts, burning the Koran and stuff like that.
[00:00:50.179 --> 00:00:54.062]  But at the same time, I really think everybody should retweet these images and talk about them.
[00:00:54.202 --> 00:00:56.685]  In the face of this, we're going to lose all our free speech.
[00:00:57.403 --> 00:01:14.475]  And we begin this evening in the aftermath of yesterday's shocking murder of 12 innocent people at the Charlie Hebdo headquarters in Paris, France, where there has been much confusion over what has been labeled the most deadly militant attack on French soil in decades.
[00:01:14.715 --> 00:01:16.156]  Here's what we know so far.
[00:01:16.637 --> 00:01:25.143]  Masked gunmen stormed the offices of a French political satire magazine publication, killing 12 people before escaping.
[00:01:25.583 --> 00:01:31.827]  The magazine is called Charlie Hebdo and it is known for its cartoon depictions condemning radical Muslims.
[00:01:32.487 --> 00:01:35.409]  One of the three killers has turned himself in.
[00:01:35.909 --> 00:01:44.574]  He's the youngest of the three French suspects and his arrest has been confirmed by the Paris prosecutor's office.
[00:01:44.975 --> 00:01:50.278]  And there is now an intense and massive manhunt throughout northern France to catch them.
[00:01:50.518 --> 00:02:03.215]  And wouldn't you know it, the official story keeps changing and the mainstream media keeps publishing conflicting reports about the Paris shooters, even as far as going back and editing some of their prior reports.
[00:02:03.515 --> 00:02:06.359]  And you really got to wonder what's really going on right now.
[00:02:07.280 --> 00:02:12.342]  Jakari Jackson reporting for InfoWars.com with an update to something we put on our nightly news last night.
[00:02:12.882 --> 00:02:18.025]  Originally, we had an article similar to this, NBC News, three suspects name in Paris terror attack.
[00:02:18.405 --> 00:02:22.907]  And then while we were going through the production, the guys, they started talking to me, saying, hey, we have an update on this article.
[00:02:22.947 --> 00:02:23.427]  I said, great.
[00:02:23.847 --> 00:02:24.908]  And it turned out to be this.
[00:02:25.308 --> 00:02:27.869]  Paris attack, suspect dead, two in custody.
[00:02:28.269 --> 00:02:30.150]  So we ran with this on our nightly news.
[00:02:30.190 --> 00:02:35.132]  You can find the report, Charlie Hebdo shooting creating chilling effect on free speech.
[00:02:35.732 --> 00:02:39.893]  And then we come in again this morning and NBC has reverted back to this article.
[00:02:40.313 --> 00:02:47.894]  The same one that we just mentioned a second ago and now it's being reported that the guys are having their last stand so to speak.
[00:02:47.974 --> 00:02:56.936]  So it was they captured the guys one was actually even dead according to the early reports and now they're saying these guys are having some type of last stand with the police.
[00:02:56.996 --> 00:03:03.357]  So it's a lot of suspicious things going on you know of course breaking news people get facts wrong but that's a pretty big fact to
[00:03:04.577 --> 00:03:08.421]  Overlook or to get not exactly accurate.
[00:03:08.782 --> 00:03:24.459]  So, you know, we'll continue to research this thing and find out what's going on and also one of these highly trained terrorist suspects just happened to bring along his identification, you know, these guys who walk around they have very calm demeanors very efficient demeanors and it's
[00:03:25.140 --> 00:03:25.621]  We're good to go.
[00:03:42.037 --> 00:03:47.766]  I wanted to get Joe Big's take on all this because there seems to be a lot of misinformation, discredited information.
[00:03:48.027 --> 00:03:55.759]  Call it the fog of war, call it what you like, but once again, government officials and the mainstream media, they can't seem to get their story straight.
[00:03:55.979 --> 00:03:57.241]  What the hell do you think's going on right now?
[00:03:57.281 --> 00:04:00.964]  Yeah, whenever they're having trouble trying to keep the story straight, there's definitely something going on.
[00:04:01.284 --> 00:04:03.886]  This definitely has the ingredients for a false flag.
[00:04:04.106 --> 00:04:06.248]  And there's a few things I'd like to look at in this.
[00:04:06.288 --> 00:04:07.949]  We have the video of the shooting itself.
[00:04:08.229 --> 00:04:11.592]  Now you have the two gentlemen, they get out, they walk up, they approach the officer.
[00:04:12.332 --> 00:04:18.417]  And one of the interesting things is you see the way the muzzle of the weapon is pointed down.
[00:04:18.437 --> 00:04:23.041]  And it's about an arm's length away from the police officer's neck to head in that area.
[00:04:23.061 --> 00:04:25.883]  It's kind of hard to tell from that far back with that phone.
[00:04:26.343 --> 00:04:26.903]  We're good to go!
[00:04:56.480 --> 00:04:57.841]  Some kind of splatter, you know?
[00:04:57.861 --> 00:05:00.223]  And they're an arm's length away.
[00:05:00.883 --> 00:05:11.611]  The barrel is right here at the head, but the odd thing about it is, is you've got the head here, you've got the barrel about an arm's length away, but over here on the pavement is where you see, like, some concrete.
[00:05:11.631 --> 00:05:12.692]  It almost looks like it moves.
[00:05:13.032 --> 00:05:13.212]  Mm hmm.
[00:05:42.912 --> 00:05:43.913]  Well that was careless.
[00:06:01.610 --> 00:06:02.591]  Oh, that's careless, yeah.
[00:06:02.751 --> 00:06:14.124]  Who brings an idea like, alright guys, we're gonna go out here, we're gonna go storm this, you know, publication, make sure you guys bring your ID so in case something happens they can identify us.
[00:06:14.525 --> 00:06:15.486]  I think that's a good idea.
[00:06:16.066 --> 00:06:16.407]  That's right.
[00:06:16.567 --> 00:06:32.076]  We have an article right here from yesterday by the New York Times where it says that the police had identified the suspects after one left his identification papers in the abandoned vehicle used to escape after the attack on Charlie Hebdo.
[00:06:32.096 --> 00:06:33.617]  So there you go, right there in the New York Times.
[00:06:33.657 --> 00:06:44.544]  Yeah, it doesn't seem a very professional thing to do, you know, leaving a shoe on the ground, running around, circling back for that, and then leaving your one identification card to, you know, essentially bring the police to you.
