[00:00:19.619 --> 00:00:20.400]  Good evening, everyone.
[00:00:20.440 --> 00:00:22.483]  Welcome to the InfoWars Nightly News.
[00:00:22.623 --> 00:00:23.544]  I'm Darren McBreen.
[00:00:23.624 --> 00:00:26.088]  It is Friday, November 6, 2015.
[00:00:27.129 --> 00:00:28.751]  Here's a quick look at what's coming up.
[00:00:32.837 --> 00:00:33.198]  Tonight...
[00:00:35.387 --> 00:00:37.269]  The Bush-Clinton love triangle.
[00:00:37.790 --> 00:00:43.216]  Their supporters hate each other while the two families consider each other, well, family.
[00:00:43.817 --> 00:00:46.079]  Then, Blackout USA.
[00:00:46.560 --> 00:00:51.145]  Survival experts weigh in on what to do in the event of an EMP.
[00:00:52.106 --> 00:00:54.569]  And the Hollywood propaganda machine.
[00:00:55.390 --> 00:00:56.011]  That's next!
[00:00:56.937 --> 00:01:00.658]  We're out front, as a probe basically, taking the main fire.
[00:01:00.778 --> 00:01:10.021]  And every day, Comedy Central, Fox Entertainment, new movies, different celebrities say talking points.
[00:01:10.641 --> 00:01:12.002]  Alex Jones is on cocaine.
[00:01:12.102 --> 00:01:13.722]  Alex Jones wears a tinfoil hat.
[00:01:14.503 --> 00:01:17.003]  Alex Jones is racist.
[00:01:17.584 --> 00:01:19.144]  Alex Jones hates black people.
[00:01:19.564 --> 00:01:20.885]  Alex Jones hates Jews.
[00:01:21.605 --> 00:01:22.465]  Blah, blah, blah.
[00:01:22.545 --> 00:01:23.626]  Alex Jones is a con artist.
[00:01:23.686 --> 00:01:24.606]  Alex Jones is insane.
[00:01:33.910 --> 00:01:43.292]  And it's that type of behavior that spurred me to do the research to develop a true nutraceutical formula that was designed to smooth out and help children focus.
[00:01:43.632 --> 00:01:46.193]  All of our children are hit with modern mind control.
[00:01:46.213 --> 00:01:49.674]  Television, music, fast food, GMOs, sugars, you name it.
[00:01:49.874 --> 00:01:55.915]  Young humans have not yet developed their nervous system and are being hammered daily by globalist concoctions.
[00:01:56.215 --> 00:01:58.736]  It's no wonder they can't focus and calm down.
[00:01:58.916 --> 00:01:59.176]  I don't know.
[00:02:15.450 --> 00:02:22.754]  Introducing ChildEase with herbs and calming extracts like chamomile and lemon balm and essential nutrients that taste great.
[00:02:23.014 --> 00:02:26.496]  Obtain your ChildEase today at InfoWarsLife.com.
[00:02:26.616 --> 00:02:29.537]  That's ChildEase exclusively at InfoWarsLife.com.
[00:02:32.355 --> 00:02:40.781]  Most of you probably know right now that the global elite have a long history of rigging and fixing elections.
[00:02:41.341 --> 00:02:47.065]  Remember, it was Joseph Stalin who once said, those who vote decide nothing.
[00:02:47.465 --> 00:02:50.768]  Those who count the vote decide everything.
[00:02:51.368 --> 00:03:06.657]  And it's no secret that today's global elite are doing everything in their power to continue their game of political musical chairs that they hold every four years to be limited to vetted and trusted insiders.
[00:03:07.017 --> 00:03:09.879]  We're talking about people like Hillary Clinton.
[00:03:10.379 --> 00:03:18.365]  Who may very well be the next President of the United States, if the corporate power brokers get their way, and they usually do.
[00:03:19.046 --> 00:03:27.512]  And if not Hillary, well you can bet it'll be someone on the Republican side of the one-party system who is equally corrupt.
[00:03:27.912 --> 00:03:32.336]  The trick is getting all you to believe that you actually have a choice.
[00:03:32.636 --> 00:03:37.580]  Now, it's always interesting to take a look at the candidates, especially the frontrunners,
[00:03:38.220 --> 00:03:44.942]  And see how both sides are funded by the very same groups who own 90% of the media.
[00:03:45.282 --> 00:03:56.866]  Almost everything you watch, everything you read or listen to on the radio is owned and controlled by only, well, a small handful of these powerful mega-corporations.
[00:03:57.446 --> 00:04:07.974]  And we just learned, for example, that the TV news networks, CNN and MSNBC, they have lobbyists that are fundraising for Hillary Clinton's campaign.
[00:04:08.474 --> 00:04:09.715]  Well, no big surprise there.
[00:04:09.755 --> 00:04:15.740]  In fact, a lot of people have started referring to CNN as the Clinton News Network.
[00:04:16.573 --> 00:04:28.740]  Especially after their presidential debate, which turned out to be a total Hillary love fest, complete with Bernie Sanders coming to her rescue over the deleted email scandal.
[00:04:29.020 --> 00:04:33.382]  The American people are sick and tired of hearing about your damn emails.
[00:04:33.522 --> 00:04:35.163]  Thank you, me too, me too!
[00:04:37.239 --> 00:04:38.960]  No, Bernie, you are wrong.
[00:04:39.640 --> 00:04:43.282]  Not all Americans are brain-dead liberal zombies.
[00:04:43.542 --> 00:04:48.805]  Most of us want justice, we demand justice, and we want the investigation to continue.
[00:04:49.605 --> 00:04:57.089]  I wonder if Bernie Sanders, I think sometimes I think he's trying to position himself as Hillary's vice president.
[00:04:57.569 --> 00:04:58.430]  Maybe that's what he's doing.
[00:04:58.450 --> 00:05:00.191]  Maybe that's why he's kissing her ass.
[00:05:00.771 --> 00:05:03.232]  Look, they don't want you to think about Benghazi.
[00:05:03.332 --> 00:05:07.134]  They want you to moveon.org and forget about it.
[00:05:07.735 --> 00:05:20.161]  Meanwhile, you can always catch Hillary Clinton on Saturday Night Live, where I guess they say she was pretty funny, and somehow was magically able to look about 20 years younger than she really is.
[00:05:20.181 --> 00:05:23.023]  I mean, would they CGI her face or something?
[00:05:23.523 --> 00:05:24.944]  I think she looks a lot younger right there.
[00:05:25.544 --> 00:05:35.173]  And I don't know if you heard about this yet, but CBS has a popular TV series that is based on the real life of Hillary Clinton.
[00:05:35.993 --> 00:05:38.014]  It's called Madam Secretary.
[00:05:38.615 --> 00:05:41.397]  And this was during her time as Secretary of State.
[00:05:41.957 --> 00:05:47.962]  It stars Tia Leone as Hillary's look-alike, a much better looking Hillary Clinton.
[00:05:48.322 --> 00:05:51.604]  And this is a total propaganda series for Hillary.
[00:05:52.084 --> 00:06:00.010]  They even had former Secretary of State Madeleine Albright on the show, playing herself in a guest appearance during one episode.
[00:06:00.310 --> 00:06:00.871]  And get this,
[00:06:01.471 --> 00:06:14.445]  They actually reenacted a Benghazi-like scenario where the Hillary Clinton character, Madam Secretary, reacted to the situation like a true leader and a national hero.
[00:06:15.066 --> 00:06:15.346]  Wow.
[00:06:16.027 --> 00:06:22.894]  And don't think for a second that this kind of propaganda doesn't have an effect on the American people because believe me, it works.
[00:06:23.615 --> 00:06:31.019]  There are lots of people out there who have strong political opinions simply by watching movies and television.
[00:06:31.660 --> 00:06:42.927]  And when they cast their vote for Hillary, it's because they liked her on SNL, or they learned to trust her on CBS's Madam Secretary.
[00:06:43.187 --> 00:06:43.807]  I mean, it's true.
[00:06:43.987 --> 00:06:44.668]  That's how it works.
[00:06:45.885 --> 00:06:50.627]  And I tell you what, Hillary, she wants you to live in the land of make-believe.
[00:06:50.927 --> 00:06:54.068]  She says that Madam Secretary is her favorite show.
[00:06:54.428 --> 00:06:54.768]  I bet.
[00:06:55.688 --> 00:07:04.631]  She also says that the character who plays the Russian president on House of Cards, well he is just like Vladimir Putin.
[00:07:05.151 --> 00:07:08.392]  How many of you have seen the last season of House of Cards?
