[00:00:19.656 --> 00:00:21.738]  Welcome to the InfoWars Nightly News.
[00:00:21.778 --> 00:00:25.902]  It is Friday, July 31st, 2015 and I'm Leigh Ann McAdoo.
[00:00:26.203 --> 00:00:27.504]  Here's a look at what's coming up tonight.
[00:00:33.226 --> 00:00:34.087]  You're a joke.
[00:00:34.107 --> 00:00:34.547]  You're a fraud.
[00:00:34.567 --> 00:00:35.468]  You don't care about humanity.
[00:00:35.508 --> 00:00:36.849]  You don't believe in humanity.
[00:00:36.889 --> 00:00:39.471]  And you know why you don't believe in humanity?
[00:00:39.491 --> 00:00:40.412]  Because you don't believe in yourself.
[00:01:00.828 --> 00:01:01.248]  You're weak.
[00:01:01.508 --> 00:01:02.249]  You hate yourselves.
[00:01:02.989 --> 00:01:05.851]  We don't need leaders that hate themselves and hate everybody else around them.
[00:01:06.372 --> 00:01:11.375]  We need leaders who care about themselves and their families, and who have honor, and who believe in justice.
[00:01:11.715 --> 00:01:12.736]  We're going to get it.
[00:01:13.096 --> 00:01:14.517]  You will never stop humanity.
[00:01:14.697 --> 00:01:17.019]  You will never stop all the people out there that are waking up.
[00:01:17.239 --> 00:01:19.641]  You have failed, and you know you're going to continue to fail.
[00:01:35.222 --> 00:01:47.952]  To celebrate the birth of our country and give a big thanks to all the InfoWarriors out there, we are now offering free shipping on every item shipped out of the InfoWarsStore.com warehouse.
[00:01:48.332 --> 00:01:52.015]  That's free shipping on all t-shirts, books, and DVDs.
[00:01:52.535 --> 00:01:58.540]  Free shipping on Molon Lave and 1776 belt buckles, which are also 25% off while supplies last.
[00:02:00.501 --> 00:02:05.105]  Free shipping on all of our InfoWarsLife.com nutraceuticals.
[00:02:05.545 --> 00:02:12.371]  If it's in the InfoWarsStore.com warehouse, it's shipping for free, all during the month of July.
[00:02:12.891 --> 00:02:25.481]  It's our way of saying thanks to the true heart and soul of this operation, who stand beside us and support us as we wage an InfoWar for liberty and freedom for all.
[00:02:25.881 --> 00:02:29.925]  InfoWarsStore.com, free shipping for the month of July.
[00:02:35.310 --> 00:02:40.933]  So just what is the future of humanity going to look like after a total technotronic takeover?
[00:02:41.413 --> 00:02:50.378]  Well, for starters, we have absolutely no idea what the results of years of cell phone radiation is going to do to us.
[00:02:50.778 --> 00:02:51.599]  Here's a new study.
[00:02:52.099 --> 00:02:53.920]  Cell phones can cause cancer.
[00:02:54.380 --> 00:02:54.801]  Duh!
[00:02:54.881 --> 00:02:55.822]  We've been telling you that.
[00:02:56.162 --> 00:02:58.845]  Now, this is the study's author, Igor Yakimenko.
[00:02:58.925 --> 00:03:12.581]  He basically did a meta-study where he was calling through the data of many other, hundreds of other studies that were performed before, revealing the findings from previous research into how radiofrequency from your phone can damage DNA.
[00:03:13.522 --> 00:03:21.449]  That damage can add up over time and cause a variety of health problems like cancer, headaches, fatigue, and even skin problems.
[00:03:22.129 --> 00:03:25.932]  And this data was really only called by testing adults.
[00:03:26.453 --> 00:03:28.634]  Obviously, it's going to be much more severe in children.
[00:03:29.135 --> 00:03:33.518]  And the big thing to watch out for is the fact that these ailments can take up to 30 years to develop.
[00:03:35.700 --> 00:03:41.245]  So we have no idea what's actually going to be occurring here in about 30 years.
[00:03:41.705 --> 00:03:50.673]  You know, we're going to be walking around looking rather funny because humans are already evolving to adapt to our constant tech connection.
[00:03:51.014 --> 00:03:55.898]  We've reported before about tech mech and how teenagers are having to actually get
[00:03:56.098 --> 00:04:01.139]  Back surgery and they're getting jowls at a much younger age from constantly looking down at their phones.
[00:04:01.619 --> 00:04:08.601]  Well now researchers are saying that humans are evolving to adopt a text shuffle to use their phones while they're walking.
[00:04:09.101 --> 00:04:18.703]  They're calling it a protective shuffle and it's apparently evolved to protect phone users from banging into other people or objects in their environment.
[00:04:19.463 --> 00:04:21.044]  So this is all of us.
[00:04:21.124 --> 00:04:35.830]  I mean, I tried to get everyone signed up to have walking helmets, mandatory walking helmets, so that we wouldn't harm each other when we were walking, but no, instead we're all just going to develop, you know, a shuffle, a protective shuffle.
[00:04:36.470 --> 00:04:36.950]  But what about
[00:04:37.190 --> 00:04:42.635]  You know, how technology can be used to manipulate us into accepting a certain agenda.
[00:04:43.015 --> 00:04:45.037]  Forget about evolving physically.
[00:04:45.578 --> 00:04:47.119]  For instance, Facebook.
[00:04:47.319 --> 00:04:49.241]  I mean, they want to be the portal to the internet.
[00:04:49.561 --> 00:04:56.508]  Well, now they're looking to expand their political footprint and they're eyeing a major role in the 2016 presidential campaigns.
[00:04:57.048 --> 00:05:00.952]  Now we've reported that they've played a major role in the past.
[00:05:01.393 --> 00:05:04.055]  Some say they actually even helped Obama win the election.
[00:05:04.876 --> 00:05:10.282]  They did a 61 million person experiment in social influence and political mobilization.
[00:05:10.662 --> 00:05:16.388]  They were basically testing the results of putting a little voting icon up on your Facebook page and
[00:05:17.009 --> 00:05:28.635]  So obviously if you're seeing that some of your friends are out voting for Obama or let's say Hillary Clinton, obviously you can be significantly influenced by these messages that are on Facebook.
[00:05:29.196 --> 00:05:37.600]  Well now Facebook is making some major changes that are going to allow political campaigns to target any of their 189 million monthly users in the U.S.
[00:05:37.960 --> 00:05:46.325]  They're going to use personal information that's provided to the site and derive from clues that come from how users behave, such as their shopping habits.
[00:05:46.485 --> 00:05:52.133]  So obviously they're following you around on the internet and seeing what you're clicking and what you're searching.
[00:05:52.173 --> 00:05:58.641]  People say that once you click on Facebook, you're never out of Facebook, actually, because they're watching you through your computer.
[00:05:59.803 --> 00:06:04.009]  But this is coming from Eric Lawrence, who is in charge of political advertising on Facebook.
[00:06:04.469 --> 00:06:07.391]  He said, and obviously we also know the power of Facebook is being able to filter through
[00:06:22.880 --> 00:06:31.428]  Uh, and work on different algorithms to see who sees what and maybe you won't have as much reach as you think unless you want to pay to play.
[00:06:31.969 --> 00:06:46.443]  Now, Mark Rottenberg, who's the president of the Electronic Privacy Information Center, says, I think most users really have no idea how much information Facebook collects about them or how Facebook is able to infer from even a post to a friend
[00:06:46.783 --> 00:06:47.204]  I'm good.
[00:06:58.806 --> 00:07:00.207]  So that's quite frightening.
[00:07:00.487 --> 00:07:09.115]  And of course, that is why the Federal Election Commission is now renewing talks about targeting campaign and political activities on the Internet.
[00:07:09.575 --> 00:07:20.384]  Under the current rules, the FEC regulates paid campaign ads on the Internet, just like they do on TV, but videos and other social media that's posted for free are not regulated.
[00:07:20.725 --> 00:07:23.227]  Now, when this was initially raised,
[00:07:23.727 --> 00:07:23.907]  I don't
[00:07:40.615 --> 00:07:41.796]  Doesn't really lean left.
[00:07:41.836 --> 00:07:47.538]  I mean, he kind of calls them out on their stuff all the time and really narrates the way the news is going to be told.
[00:07:48.119 --> 00:07:52.320]  But what about when Facebook launches their drones worldwide?
[00:07:52.441 --> 00:07:53.641]  They're so nice.
[00:07:53.781 --> 00:07:55.102]  Oh my gosh, they're so kind.
[00:07:55.142 --> 00:07:58.884]  They want to provide Wi-Fi to the world.
[00:07:59.324 --> 00:08:01.865]  Their Internet beaming drone is ready to soar.
[00:08:02.285 --> 00:08:07.226]  You think they know everything about you now because of all the clicks that you're making while you're on Facebook.
[00:08:07.706 --> 00:08:22.509]  They want to be your portal to the Internet and they will be constantly monitoring every move that you make electronically, covering large areas and of course they're going to be going into countries that don't even have access to the Internet at all.
[00:08:22.969 --> 00:08:30.030]  Now I spoke recently with Nick Begich about the potential of the dangers of this pervasive Wi-Fi and
[00:08:30.810 --> 00:08:32.190]  What this could mean for the future.
[00:08:33.231 --> 00:08:42.733]  Another gentleman, Persinger at Laurentian University in Canada developed similar technologies and found that you could trigger all kinds of events.
[00:08:43.333 --> 00:08:55.156]  What he suggested in a mid-90s paper was that if you could just put a signal out that created a certain sense of agitation or dis-ease in the population, and then did something as simple as just run
[00:08:56.478 --> 00:09:08.382]  A normal news feed that perhaps indicted some group or some person for being the sort of cause of all your ills, a certain amount of the population's emotion would be directed in that way.
[00:09:08.462 --> 00:09:15.345]  So in a situation where you just need a few percentage points to kind of move outcomes, very effective technology.
[00:09:15.385 --> 00:09:21.327]  And Delgado was sort of the root of a lot of this science in terms of what the public is aware of today.
[00:09:22.567 --> 00:09:31.517]  Now, when you talk about this wireless energy, I mean, are we talking about the same type of electromagnetic frequency that is being emitted with Wi-Fi signals?
[00:09:32.845 --> 00:09:36.926]  Any signal can be modulated where they can put a signal sort of on that.
[00:09:37.046 --> 00:09:45.108]  In other words, use the Wi-Fi signal as a carrier and then put a modulation on it that will couple with the human body.
[00:09:45.148 --> 00:09:47.369]  You can use any electromagnetic carrier.
[00:09:47.409 --> 00:09:54.390]  You can use computer, radio, television, the electric grid itself to create these kinds of effects.
[00:09:54.410 --> 00:09:55.731]  You can create the flicker effect.
[00:09:55.771 --> 00:09:56.271]  You can use
[00:09:57.211 --> 00:09:57.831]  Thank you very much.
[00:10:21.129 --> 00:10:30.073]  And just to give you an idea of what something like that could look like from the other end, here's a little snippet of an entry that was submitted to our Paul Revere contest.
[00:10:30.093 --> 00:10:31.053]  This is Clandestine.
[00:10:31.073 --> 00:10:35.835]  It's a sci-fi short film, and it takes place on Earth in 2020.
[00:10:36.195 --> 00:10:42.698]  And the hero in this clip is an info warrior, and he uses the satellite technology to spread a message of awakening.
[00:10:42.718 --> 00:10:46.340]  Please, God, make this work.
[00:11:14.719 --> 00:11:28.624]  To all people hearing this message, everything you have come to know is not what it seems.
[00:11:29.084 --> 00:11:36.307]  We have all been lied to, brainwashed, and manipulated through the global media and internet by a global league of tyrants.
[00:11:36.977 --> 00:11:46.680]  Most of the major wars, political upheavals, and economic depressions of past years were carefully orchestrated by an extremely powerful and influential group of individuals.
[00:11:47.861 --> 00:11:50.962]  Their goal was to create a one world fascist government.
[00:11:51.722 --> 00:11:57.184]  Their intentions is to have complete and total control over every human being on the planet.
[00:11:58.204 --> 00:12:01.005]  But what's coming very soon is their ultimate goal.
[00:12:01.966 --> 00:12:05.667]  That goal is to reduce the world's population by more than half.
[00:12:06.809 --> 00:12:07.409]  And the rest?
[00:12:07.910 --> 00:12:13.873]  Well the rest will be thrown in re-education camps and made to be forced laborers for these wicked individuals.
[00:12:15.034 --> 00:12:18.977]  Our political leaders are about to elect one man to govern all.
[00:12:19.917 --> 00:12:21.978]  His name is Judas Escobar.
[00:12:22.639 --> 00:12:24.220]  He is not to be trusted.
