[00:00:19.568 --> 00:00:21.634]  Welcome to the InfoWars Nightly News.
[00:00:21.734 --> 00:00:25.565]  It is Tuesday, September 1st, 2015, and I'm Leanne McAdoo.
[00:00:25.906 --> 00:00:27.130]  Here's a look at what's coming up tonight.
[00:00:30.305 --> 00:00:38.530]  Tonight, another cop was shot and killed today in Illinois, sparking a massive manhunt for two suspects.
[00:00:39.150 --> 00:00:47.555]  Meanwhile, shocking video is released of a Texas police officer executing a man in cold blood with his hands up.
[00:00:48.016 --> 00:00:49.436]  Bro, they just cold blooded shot that ****.
[00:00:49.937 --> 00:00:55.300]  Then, a black activist challenges Obama to denounce Black Lives Matter.
[00:00:55.580 --> 00:01:01.901]  I challenge every leader, starting with the president down to myself, to denounce the Black Lives Matter movement.
[00:01:01.981 --> 00:01:09.203]  It's a racist movement, racist to the core, and it has only caused more division and more hate among Americans.
[00:01:09.623 --> 00:01:12.503]  And ISIS is showing off their new weapons.
[00:01:13.003 --> 00:01:13.463]  Hmm.
[00:01:13.964 --> 00:01:15.984]  I wonder where those came from.
[00:01:16.444 --> 00:01:20.845]  All that plus much more up next on the InfoWars Nightly News.
[00:02:00.382 --> 00:02:06.686]  I began to get into iodine a few years ago because it was helping me and my family so much get healthy and detoxify.
[00:02:07.046 --> 00:02:08.527]  I believe our research is conclusive.
[00:02:08.547 --> 00:02:09.908]  This is the best iodine out there.
[00:02:10.188 --> 00:02:11.309]  And I know this for a fact.
[00:02:11.849 --> 00:02:16.632]  Nobody else has got iodine based on these pure crystals, ladies and gentlemen.
[00:02:16.752 --> 00:02:20.494]  For a limited time, experience the ancient power of Survival Shield X2.
[00:02:21.235 --> 00:02:22.716]  I believe our research is conclusive.
[00:02:22.736 --> 00:02:24.076]  This is the best iodine out there.
[00:02:24.116 --> 00:02:26.238]  Take advantage of this at InfoWarsLife.com.
[00:02:33.510 --> 00:02:40.874]  Well some cell phone video has just been released that appears to show the moment that two Texas deputies gunned down a man who was holding his hands up.
[00:02:41.275 --> 00:02:45.757]  Now this video is important because it contradicts the police's original version of events.
[00:02:46.298 --> 00:02:56.124]  Now this video was obtained by a local news station and this shows the moment that Bexar County Sheriff's deputies were responding to a domestic violence call
[00:02:56.724 --> 00:02:57.405]  I don't know.
[00:03:17.947 --> 00:03:31.982]  Now, these two deputies also claimed that they tried to use non-lethal force to stop Flores, including tasers and riot shields, but their efforts proved fruitless and that they had to open fire on the man killing him.
[00:03:32.482 --> 00:03:38.389]  Well now, the local news station acquired this cell phone video that contradicts that story.
[00:03:39.009 --> 00:03:47.833]  It was filmed by a neighbor and it shows clearly that the police tried really little, if anything, to employ non-lethal force.
[00:03:48.373 --> 00:03:56.096]  Now, when the news station decided to put this cell phone video footage out there, the sheriff's office condemned them.
[00:03:56.656 --> 00:04:10.142]  For sensationalizing this story, they actually posted a message on Facebook denouncing KSAT-12 news for making this footage publicly available, you know, calling it unethical and sad.
[00:04:10.742 --> 00:04:15.144]  Now, that right there is just insane because this affects us all.
[00:04:15.344 --> 00:04:19.005]  This is not just about, you know, hands up, don't shoot, Black Lives Matter.
[00:04:19.406 --> 00:04:20.146]  This is about
[00:04:20.726 --> 00:04:27.392]  Police are putting their word, their testimony down and it's taken as a matter of fact.
[00:04:27.832 --> 00:04:34.898]  And it's only because this cell phone footage surfaced that we can see that perhaps that might not be the case.
[00:04:35.359 --> 00:04:36.299]  It affects us all.
[00:04:36.860 --> 00:04:39.822]  And this is of course the reason why you're sort of seeing
[00:04:40.803 --> 00:04:51.790]  What's happening in other news, because this over-militarization and unaccountability is now causing people to actually fire back at police.
[00:04:52.070 --> 00:04:56.073]  And we're having a story today of another cop being executed in Illinois.
[00:04:56.093 --> 00:04:57.994]  This was an Illinois police officer.
[00:04:58.034 --> 00:04:59.355]  He was shot and killed today.
[00:04:59.395 --> 00:05:05.259]  It sparked a massive manhunt still ongoing for two suspects, one black and one white.
[00:05:05.299 --> 00:05:08.061]  They also might be looking for another woman who may have been involved.
[00:05:08.701 --> 00:05:15.987]  And now this shooting comes just days after a Harris County, Texas, deputy sheriff was executed while he was pumping gas.
[00:05:16.928 --> 00:05:24.395]  And, you know, obviously we have the case of the two police officers in New York who were executed last year while sitting in their patrol car.
[00:05:24.915 --> 00:05:32.847]  And this is already causing a lot of people to come out and condemn the anti-cop rhetoric that's sweeping the nation, tying it to the Black Lives Matter movement.
[00:05:33.749 --> 00:05:40.418]  Sheriff David Clark actually went on CNN condemning this whole vulgar, vile, and vicious rhetoric that is out there.
[00:05:41.937 --> 00:05:51.185]  But, you know, as we've reported, all this is going to do is cause the police to transform themselves into a small army.
[00:05:51.626 --> 00:05:59.813]  And it's going to just even further militarize the police state and cause this whole division, Divide and Conquer.
[00:06:00.034 --> 00:06:03.437]  We've got this other sensational video that's been posted.
[00:06:03.877 --> 00:06:09.702]  There today with an angry white guy in a cowboy hat talking about how thugs' life don't matter.
[00:06:10.362 --> 00:06:21.191]  He cocks a pistol and talks about, you know, that there might be another killing in Texas, but it's not going to be what you think, and to avenge the deputy's death.
[00:06:21.331 --> 00:06:31.019]  So he's calling on people now to start taking action, going by slingshots so they can throw rocks at any Black Lives Matter activist cars and things like that.
[00:06:31.559 --> 00:06:34.862]  So, this is sort of what we predicted was going to happen.
[00:06:35.123 --> 00:06:42.790]  We told you this was going to be the case when we found out that Black Lives Matter was being controlled by George Soros.
[00:06:43.451 --> 00:06:53.781]  And, you know, we knew it was going to be nothing but divide and conquer, us versus them, war against the cops, because that's what's necessary to create civil unrest.
[00:06:54.221 --> 00:06:56.843]  And so you might be saying, well, who is this George Soros?
[00:06:56.883 --> 00:06:57.944]  He seems like a nice guy.
[00:06:57.964 --> 00:07:01.326]  He funded $33 million to the Black Lives Matter movement.
[00:07:01.646 --> 00:07:02.127]  Well, no.
[00:07:02.427 --> 00:07:05.649]  Actually, George Soros is public enemy number one.
[00:07:07.651 --> 00:07:08.731]  Every life matters.
[00:07:09.972 --> 00:07:12.994]  And that is why this issue is so important.
[00:07:13.535 --> 00:07:14.836]  Black lives matter.
[00:07:15.296 --> 00:07:16.517]  White lives matter.
[00:07:17.137 --> 00:07:17.898]  All lives matter.
[00:07:20.828 --> 00:07:28.534]  How long before Black Lives Matter protesters are chanting George Soros' Divide and Conquer scheme is what matters?
[00:07:28.835 --> 00:07:46.449]  The Washington Times reports, liberal billionaire George Soros has built a business empire that dominates across the ocean in Europe while forging a political machine powered by non-profit foundations that impacts American politics and policy, not unlike what he did with MoveOn.org.
[00:07:47.089 --> 00:07:47.430]  In all,
[00:07:48.010 --> 00:08:03.817]  Mr. Soros gave at least $33 million in one year to support already established groups that embolden the grassroots, on-the-ground activists in Ferguson, according to the most recent tax filings of his non-profit Open Society Foundations.
[00:08:04.297 --> 00:08:15.942]  The sad fact is, one of the 30 richest people in the world, not an American civil rights leader, is funding a divide-and-conquer movement that has disrupted political speeches
[00:08:16.562 --> 00:08:19.987]  George Soros admitting he's behind the open border move and the illegals pouring in.
[00:08:20.027 --> 00:08:21.829]  Admitting he's behind Ukraine saying, I did it.
[00:08:35.845 --> 00:08:36.986]  Which I think he's taking too much credit.
[00:08:37.006 --> 00:08:37.666]  He's a big part of it.
[00:08:38.786 --> 00:08:39.287]  Shane!
[00:08:39.667 --> 00:08:41.968]  They're part of the Arab Spring and turning loose all these groups.
[00:08:42.148 --> 00:08:45.390]  I mean, on every front, George Soros.
[00:08:46.170 --> 00:08:51.393]  If it was a racist nation, we would not have had the top guy ahead of law.
[00:08:52.193 --> 00:08:57.056]  As a black man, Eric Holder, and now Loretta Lynch, another black woman.
[00:08:57.456 --> 00:09:02.379]  We would not have the head of the United Nations, it was Susan Rice.
[00:09:02.859 --> 00:09:10.043]  You would not have a Secretary of State as Condoleezza Rice or Colin Powell or others.
[00:09:10.463 --> 00:09:12.645]  So let's not call it a racist nation.
[00:09:12.945 --> 00:09:16.207]  If you want to point the finger, point it at Obama.
[00:09:16.787 --> 00:09:18.288]  Pointed at Holder.
[00:09:18.989 --> 00:09:26.856]  Pointed at that lowlife man who never convicted one head of the White Shoe Boys.
[00:09:27.356 --> 00:09:28.838]  Too white for you, Eric?
[00:09:29.278 --> 00:09:33.382]  And we are distracted, just as the cloward-piven strategy would have us.
[00:09:33.662 --> 00:09:35.624]  Of course, all lives matter.
[00:09:37.165 --> 00:09:42.550]  All lives matter, and I'm a black guy.
[00:09:45.979 --> 00:09:50.602]  Of course, chanting pigs in a blanket will lead to execution of police.
[00:09:56.166 --> 00:10:07.154]  I don't think chanting or singing chants that are basically promoting killing police officers is peaceful.
[00:10:07.394 --> 00:10:11.658]  And of course, inciting violence for the sake of violence is a trap.
[00:10:11.958 --> 00:10:14.760]  I would prefer to be remembered as a part
[00:10:15.460 --> 00:10:15.821]  Ultimately,
[00:10:36.880 --> 00:10:47.390]  The 13 million black babies that Soros supported being wiped out, and the 41% welfare spending increase Obama has brought us are the real steps backwards.
[00:10:47.591 --> 00:10:58.782]  And those ensnared by the violent, elite-engineered full rights movement will eventually find themselves eager participants in a divide-and-conquer, takedown scheme of the American dream.
[00:10:59.242 --> 00:11:07.227]  Funded by the very people responsible for the hostile environment the Black Lives Matter movement is fighting to escape from.
[00:11:07.648 --> 00:11:08.508]  All lives matter.
[00:11:08.748 --> 00:11:15.873]  That police officer that got killed by that black man because that black man listened to what y'all was saying by going out and killing white people.
[00:11:16.213 --> 00:11:17.474]  That police officer's life mattered.
[00:11:17.694 --> 00:11:26.821]  That nine-year-old girl in Ferguson, Missouri that got shot in the head while she was doing her homework in the drive-by shooting that none of y'all protested, her life mattered.
[00:11:29.122 --> 00:11:30.923]  John Bowne for InfoWars.com
[00:11:45.640 --> 00:11:54.287]  Well, a new undercover video is showing a high-level Clinton campaign staffer accepting foreign donations, knowingly breaking the law.
[00:11:54.587 --> 00:11:57.530]  Now, this video is coming out of Project Veritas once again.
[00:11:57.550 --> 00:12:02.914]  They catch Molly Barker, who's the director of marketing for Hillary Clinton's national campaign.
[00:12:03.655 --> 00:12:09.680]  She's knowingly breaking campaign finance law by accepting a straw donation from a foreign national.
[00:12:10.140 --> 00:12:11.521]  Contribution from foreign nationals.
[00:12:11.621 --> 00:12:14.423]  It's illegal under FEC election law now.
[00:12:14.563 --> 00:12:28.053]  It seems fairly innocent in this transaction in this video a project Veritas action investigator happened to be standing next to a Canadian citizen at the merchandise booth who wanted to buy a t-shirt now this
[00:12:28.954 --> 00:12:34.817]  Purchase of campaign materials are explicitly treated as contributions under FEC law.
[00:12:35.197 --> 00:12:47.142]  They are illegal for foreign nationals or corporations and they know that Barker was well aware that she would be breaking the law because she consulted with Clinton campaign's compliance manager.
[00:12:47.642 --> 00:12:51.504]  Who reiterated to Barker that she could not accept this contribution.
[00:12:52.024 --> 00:12:54.925]  So, you know, you might be saying, well, it's just a t-shirt.
[00:12:55.125 --> 00:13:02.948]  But the fact is, these FEC laws were written to prevent foreign money from influencing American elections.
[00:13:03.368 --> 00:13:10.111]  And we've seen filmmaker Dinesh D'Souza be taken down over an iffy interpretation of straw donations.
[00:13:10.431 --> 00:13:16.394]  So if this is happening at the campaign's very first major national event, knowingly breaking this FEC law,
[00:13:16.914 --> 00:13:20.535]  You know, how widespread is this practice throughout the Clinton campaign?
[00:13:21.015 --> 00:13:30.518]  Now, we already know because her emails have been released last night that Hillary intentionally originated and distributed highly classified information.
[00:13:30.798 --> 00:13:33.679]  And it wasn't constrained to just her State Department staff.
[00:13:34.079 --> 00:13:37.260]  She also sent classified information to Sidney Blumenthal.
[00:13:37.660 --> 00:13:38.160]  We're good to go.
[00:14:00.510 --> 00:14:03.492]  Will we see Hillary for prison in 2016?
[00:14:03.953 --> 00:14:12.019]  Now Larry Nichols was on the Alex Jones Show today and he was talking about how the Clintons have always gamed the system and that's going to happen here again today.
[00:14:12.359 --> 00:14:15.481]  Hillary is going to work her way right out of this email scandal.
[00:14:15.501 --> 00:14:20.945]  It's all going to hinge on a thing called the FEMA provisional government plan.
[00:14:21.085 --> 00:14:29.011]  Whoever is president when a crisis is declared nationally, when that day comes, whoever's president becomes king.
[00:14:30.307 --> 00:14:35.428]  The way that works, so people will know, whoever's president takes total power.
[00:14:35.868 --> 00:14:37.149]  There is no vice president.
[00:14:37.249 --> 00:14:39.729]  Number two is the commander of the Joint Chiefs Staff.
[00:14:39.929 --> 00:14:47.471]  All Congress and Senators go back to their home states and they become the government there.
[00:14:47.771 --> 00:14:50.112]  Now, what that does
[00:14:51.212 --> 00:14:59.796]  Is the president when that happens becomes king and the only person that can call the crisis over is the president and as you know nobody's going to do that.
[00:15:00.056 --> 00:15:11.121]  In 1986 the Clintons found out about this and Bill and Hillary both came to me and said we want to be there that day.
[00:15:11.682 --> 00:15:12.222]  Get us there.
[00:15:12.302 --> 00:15:12.502]  Well
[00:15:13.214 --> 00:15:13.934]  We joked.
[00:15:14.594 --> 00:15:25.317]  Alex, can you imagine, back in 1986, Bill Clinton and us, all of the guys that were on the kitchen cabinet and him saying he wanted to be president, and we're going, oh yeah, sure, of course.
[00:15:25.777 --> 00:15:32.418]  Well, we devised a plan to make him president, but we figured the womanizing and all that stuff would get him, so it was a joke.
[00:15:33.058 --> 00:15:36.899]  But we started looking at reality, if we ever got him there.
[00:15:37.918 --> 00:15:46.114]  If he couldn't cash in FEMA when he was president, then you had four out years, which were the years when his term ended, and then Hillary would run.
[00:15:46.314 --> 00:15:47.176]  Well, you know what happened?
[00:15:47.216 --> 00:15:50.142]  She got beat by Obama because she didn't follow our playbook.
[00:15:50.797 --> 00:15:52.278]  She's following it now.
[00:15:52.418 --> 00:15:56.299]  That's why I can tell you every second what Hillary's doing.
[00:15:56.979 --> 00:16:05.642]  I can tell you, don't worry about all of this email stuff, except all of this sudden, in comes Alec, the FBI.
[00:16:06.162 --> 00:16:15.005]  Now remember, Obama just appoints a new head of the Justice Department, a new director, you know, the Attorney General.
[00:16:16.132 --> 00:16:21.414]  And all of the sudden, this Attorney General sicks the FBI on these FBI files.
[00:16:21.774 --> 00:16:23.835]  Now, Alex, let's tell the truth about that, buddy.
[00:16:24.555 --> 00:16:31.658]  Number one, if they prosecute Hillary over the FBI or over the emails, it'll never happen.
[00:16:32.218 --> 00:16:41.602]  Because, you see, if they prosecute her over that, Alex, then she's going to say, well, then I've got to use these classified emails as my defense.
[00:16:42.557 --> 00:16:47.761]  Well, when she says that, then the federal judge is going to say, well, you can't use that stuff as your defense.
[00:16:47.881 --> 00:16:50.183]  And then therefore he's going to throw the case out.
[00:16:51.184 --> 00:16:53.386]  He has to throw the case out.
[00:16:53.506 --> 00:16:54.867]  The Clintons know this.
[00:16:55.788 --> 00:16:57.709]  But there's one thing laying right there.
[00:16:57.869 --> 00:17:00.592]  Obama's got Biden getting in that race.
[00:17:01.692 --> 00:17:04.415]  They're going to kick Hillary down and kick her down.
[00:17:04.535 --> 00:17:08.458]  And if they can get Biden in, Alex, it's over.
[00:17:19.861 --> 00:17:20.921]  I'm running for president.
[00:17:21.302 --> 00:17:24.503]  Everyday Americans need a champion, and I want to be that champion.
[00:17:24.763 --> 00:17:29.384]  I'm hitting the road to earn your vote, and I hope you'll join me on this journey.
[00:17:41.189 --> 00:17:43.749]  This is an American president.
[00:17:44.110 --> 00:17:47.871]  Just add puppet, then vote and repeat every four years.
[00:17:58.413 --> 00:18:00.876]  Fool me once, shame on you.
[00:18:01.757 --> 00:18:04.219]  Fool me twice, shame on me.
[00:18:05.421 --> 00:18:08.324]  Vote for Jeb, or you're just f***ing stupid.
[00:18:12.568 --> 00:18:13.790]  Fool me, can't get fooled again.
[00:18:16.255 --> 00:18:17.276]  Brain Force is here.
[00:18:17.616 --> 00:18:19.899]  Ladies and gentlemen, I've been on this for the last few months.
[00:18:20.179 --> 00:18:28.027]  You've probably noticed I've been more crazed, more focused, less brain fog, more energy, more special reports, and it's because of Brain Force.
[00:18:28.709 --> 00:18:33.490]  We kept changing this formula over and over and over again until it became sort of a grand puzzle.
[00:18:34.050 --> 00:18:35.911]  For example, the L-Theanine inside of it.
[00:18:36.251 --> 00:18:40.692]  That is activated by the different compounds in the Yerba Mate that we put inside of it as well.
[00:18:40.852 --> 00:18:42.892]  This just increases the compounds you already have.
[00:18:43.513 --> 00:18:44.993]  This is what you're actually designed to run on?
[00:18:45.133 --> 00:18:45.273]  Exactly.
[00:18:45.293 --> 00:18:49.194]  It's kind of like a car will run on one form of junky gas, but it runs really good on what it's designed for.
[00:18:49.724 --> 00:18:57.148]  And that's the principle of InfoWarsLife as far as I understand that you've always had is that it's not about synthetic chemicals and forcing actions.
[00:18:57.328 --> 00:19:05.492]  It's about letting your body do its own thing and giving your body the tools it needs to create these different compounds that are super valuable and super beneficial.
