[00:00:19.551 --> 00:00:20.371]  Good evening, everyone.
[00:00:20.431 --> 00:00:22.292]  Welcome to the Infowars Nightly News.
[00:00:22.392 --> 00:00:23.313]  I'm Darren McBreen.
[00:00:23.353 --> 00:00:26.755]  It is Thursday, December 17th, 2015.
[00:00:27.095 --> 00:00:28.636]  Here's a quick look at what's coming up.
[00:00:32.058 --> 00:00:45.525]  Tonight... While surveillance agencies monitor even the most mundane activities of Americans, laws forbid the Fed from looking into the social media posts of terror suspects abroad.
[00:00:46.684 --> 00:00:58.228]  Then... When you had the World Trade Center go, people were put into planes that were friends, family, girlfriends, and they were put into planes and they were sent back for the most part to Saudi Arabia.
[00:00:59.228 --> 00:01:01.509]  This is another example of the lack of seriousness.
[00:01:02.209 --> 00:01:06.231]  A look back at how the Bin Ladens were allowed to fly on 9-11.
[00:01:06.651 --> 00:01:09.952]  And what you need to know about the new Star Wars film.
[00:01:10.632 --> 00:01:11.272]  That's next.
[00:01:11.933 --> 00:01:15.374]  So we got a pretty good idea of what's in the film and I gotta say the plot...
[00:01:17.116 --> 00:01:18.857]  It is better than I thought it would be.
[00:01:20.758 --> 00:01:22.458]  And so now I'm not so negative on it.
[00:01:22.518 --> 00:01:28.081]  I mean, I... And people say, why do you care about Star Wars with all this big news happening worldwide?
[00:01:28.121 --> 00:01:31.602]  Aren't you kind of... Clean, pure drinking water.
[00:01:31.882 --> 00:01:33.163]  You can't survive without it.
[00:01:33.363 --> 00:01:34.263]  But where do you get it?
[00:01:34.563 --> 00:01:40.326]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[00:01:40.546 --> 00:01:46.288]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[00:01:46.468 --> 00:02:03.329]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[00:02:03.709 --> 00:02:05.850]  Filter capacity up to 5,000 gallons.
[00:02:06.210 --> 00:02:07.391]  Stainless steel construction.
[00:02:07.671 --> 00:02:08.451]  Easy assembly.
[00:02:08.711 --> 00:02:09.332]  Low maintenance.
[00:02:09.632 --> 00:02:11.453]  Replacement filters are simple to install.
[00:02:11.713 --> 00:02:18.816]  And now, as part of an exclusive limited time introductory offer, you can save $20 off the retail price and get free shipping.
[00:02:18.997 --> 00:02:23.999]  This is a limited time offer, so order your unit today and receive free shipping and $20 off.
[00:02:24.199 --> 00:02:26.780]  Go to InfowarsStore.com or call 888-253-3139.
[00:02:33.356 --> 00:02:43.504]  Well by now it should be obvious to everyone that Republican presidential candidate and frontrunner Donald Trump is not afraid of controversy.
[00:02:43.904 --> 00:02:53.772]  From his statements about killing ISIS family members to his proposed policy of not allowing Syrian refugees into the country.
[00:02:54.352 --> 00:03:09.677]  Donald Trump has managed to, well, not only take on delicate issues head-on, but his refusal for political correctness has only made him stronger and more popular among his supporters.
[00:03:10.618 --> 00:03:22.762]  And as of right now, I mean, Donald Trump still has a commanding lead over the rest of the GOP candidates, as many Americans see him as anti-establishment.
[00:03:23.632 --> 00:03:37.605]  Well, I don't know about all that, but one thing's for sure, regardless of what you think about Trump, he is talking about subjects and bringing up topics that, well, to be honest, the rest of the candidates are afraid to talk about.
[00:03:38.065 --> 00:03:41.248]  Case in point, the GOP debate the other night.
[00:03:41.388 --> 00:03:47.754]  Donald Trump exposed how George W. Bush helped the Bin Ladens escape after 9-11.
[00:03:48.755 --> 00:03:56.200]  Remember, all commercial and private airline traffic was shut down after the attacks on September 11th.
[00:03:56.580 --> 00:04:02.704]  But the Bush White House, they approved planes to pick up members of the Bin Laden family.
[00:04:02.964 --> 00:04:08.548]  They actually flew them out of the country, and this was before they could be detained or even questioned.
[00:04:08.968 --> 00:04:15.333]  Again, this was when no one was allowed to fly under any circumstances.
[00:04:16.226 --> 00:04:27.059]  When you had the World Trade Center go, people were put into planes that were friends, family, girlfriends, and they were put into planes and they were sent back, for the most part, to Saudi Arabia.
[00:04:27.762 --> 00:04:28.643]  That's right, there you go.
[00:04:28.823 --> 00:04:38.269]  Once again we hear about Saudi Arabia, whose government and members of the Saudi royal family helped finance and train the 9-11 hijackers.
[00:04:38.669 --> 00:04:40.831]  Google search the 28 pages.
[00:04:41.591 --> 00:04:51.838]  And it turns out that not only did Bush smuggle the Bin Ladens out of the country, but also several suspects from Saudi Arabia.
[00:04:52.299 --> 00:04:55.441]  Six private jets, two dozen commercial airliners,
[00:04:56.121 --> 00:05:05.291]  Carried a total of 142 Saudis and 24 members of the Bin Laden family out of the United States.
[00:05:05.671 --> 00:05:09.956]  Again, this is while all other airline traffic was grounded.
[00:05:10.676 --> 00:05:18.485]  By the way, a good book on this subject, House of Bush, House of Saud by Craig Unger goes into much more detail.
[00:05:19.266 --> 00:05:30.649]  And I'll never forget watching an interview with former head of the Visa Department in Saudi Arabia, Michael Springman, who became a whistleblower when he witnessed the U.S.
[00:05:30.749 --> 00:05:38.731]  government take part in covert operations to funnel in and protect Islamic terrorists as far back as 1987.
[00:05:40.811 --> 00:05:51.302]  And he thinks that the 9-11 hijackers were CIA assets and they were brought through knowing that they would be protected by the agency.
[00:05:52.043 --> 00:05:59.310]  Well, it began in Jeddah when I was repeatedly told to issue visas to unqualified applicants.
[00:05:59.991 --> 00:06:03.775]  This went on for quite some time during most of my tour there.
[00:06:04.295 --> 00:06:10.639]  Under the American immigration laws, you need to demonstrate that you're going to the United States for a specific purpose.
[00:06:11.079 --> 00:06:23.707]  And typically, in such a situation, you're going to sign a business deal, or you're going to go as a tourist to see the Grand Canyon, or you're going to the United States as a student to study a particular course of study.
[00:06:24.968 --> 00:06:28.430]  And these were people that had no job, in one instance.
[00:06:28.490 --> 00:06:33.693]  He was a Sudanese who was unemployed in Saudi Arabia and a refugee from the Sudan.
[00:06:34.457 --> 00:06:40.602]  But he got a visa for national security purposes after it was taken out of my hands by the chief of the consular section.
[00:06:42.204 --> 00:06:51.752]  At basis, though, I really think that these were more CIA assets, people that were recruited like all of the folks I've been issuing visas to a couple of years previously.
[00:06:53.153 --> 00:06:58.157]  And these people were tools to be done for a job.
[00:06:58.538 --> 00:07:01.260]  Well, the visas issued to the hijackers in Jeddah
[00:07:02.927 --> 00:07:05.510]  It came about as a result of it being a CIA consulate.
[00:07:05.610 --> 00:07:08.873]  It was the fifth largest visa issuing post in the Middle East.
[00:07:10.074 --> 00:07:22.987]  It was pretty much a closed system, and they simply brought them through there, knowing that they would be protected by the agency, that people would get their visas, or if they didn't get their visas, they could be made to be given visas.
[00:07:23.727 --> 00:07:34.174]  Once I got back to the United States, and was out of the Foreign Service, I ran across a couple of people with ties to the American government that told me another story.
[00:07:34.794 --> 00:07:43.480]  That the CIA was recruiting fighters for the Afghan war against the then Soviets, and that their asset, Osama Bin Laden, was working with them.
[00:07:46.767 --> 00:07:50.330]  In the early 1980s, Bin Laden worked with operatives from U.S.
[00:07:50.390 --> 00:07:53.933]  intelligence, the Pakistani military, and Arab states.
[00:07:55.114 --> 00:08:01.739]  They ran a wide-ranging covert network that recruited and financed Muslim fighters to battle the Soviet army.
[00:08:02.728 --> 00:08:15.478]  And it is now known that the boogeyman, Osama Bin Laden, well he was indeed a CIA asset, and he went by the name of Tim Osman whenever he traveled to the United States.
[00:08:16.019 --> 00:08:25.787]  The relationship between Bin Laden and the CIA was essentially, he was one of the assets, one of the people they could turn to for help if they had questions.
[00:08:25.807 --> 00:08:31.892]  If they wanted somebody recruited, if they wanted somebody sent somewhere, if they wanted information, if they wanted something done, they went to Bin Laden.
[00:08:32.932 --> 00:08:36.753]  Bin Laden isn't wanted by the FBI, and he was on a CIA payroll?
[00:08:37.433 --> 00:08:40.114]  Is he the brutal Islamic terrorist we have been led to believe?
[00:08:40.714 --> 00:08:52.278]  So we know that before 9-11, radical Muslim terrorists were allowed visas into the United States, and for whatever reason, they were protected by the CIA.
[00:08:52.878 --> 00:08:55.679]  So, what's the Visa Department up to these days?
[00:08:56.239 --> 00:09:01.061]  Well, unfortunately, the more things change, the more they stay the same.
[00:09:01.801 --> 00:09:06.724]  And Michael Springman joins us now to talk about the current US visa policy.
[00:09:06.784 --> 00:09:17.070]  And I wanted to ask you about foreign contractors, because I'm hearing that a lot of these guys are basically able to sell a ticket to America to the highest bidder.
[00:09:17.370 --> 00:09:18.391]  How dangerous is that?
[00:09:19.192 --> 00:09:20.432]  Well, that is pretty creepy.
[00:09:22.128 --> 00:09:33.180]  I'm not an entire expert on that, but I do know that the State Department has farmed out a lot of its payments for visas and a lot of its investigatory work.
[00:09:34.741 --> 00:09:36.263]  And this is absolutely amazing.
[00:09:37.284 --> 00:09:40.307]  They claim it's to reduce the workload on the consular officer.
[00:09:40.628 --> 00:09:43.050]  But when I was in Jeddah, I interviewed 100, 200 people a day.
[00:09:45.883 --> 00:09:47.204]  And I didn't have this problem.
[00:09:47.725 --> 00:09:53.870]  They filled out a piece of paper with two sides on it, and I had a two-minute interview with them.
[00:09:54.531 --> 00:10:12.086]  And now, if you want to get a visa from the United States, you get a personal application, four pages on the internet with the local Foreign Service post, answering all kinds of questions about your background, including your parents' names and addresses.
[00:10:13.374 --> 00:10:30.389]  And then you get a personal interview and after that you still get subjected to all sorts of investigation and controls on who you are, where you're going and so forth.
