[00:00:19.454 --> 00:00:21.436]  Welcome to the InfoWars Nightly News.
[00:00:21.496 --> 00:00:25.421]  It is Friday, May 15, 2015 and I'm Leanne McAdoo.
[00:00:25.701 --> 00:00:27.303]  Here's a look at tonight's top stories.
[00:00:28.444 --> 00:00:28.925]  Tonight.
[00:00:33.208 --> 00:00:36.729]  Should amnesty be given to looters and rioters?
[00:00:37.229 --> 00:00:38.150]  Then report.
[00:00:38.790 --> 00:00:42.431]  Woman fired for refusing her employer's spy tech.
[00:00:43.011 --> 00:00:47.133]  And a school deems old glory too offensive to display.
[00:00:47.533 --> 00:00:51.414]  That's next on the InfoWars Nightly News.
[00:00:51.975 --> 00:00:53.755]  What type of Balkanized country is this?
[00:00:53.995 --> 00:00:56.056]  Where you can't have an American flag t-shirt.
[00:00:56.196 --> 00:01:01.098]  And how effective the establishment has been at creating division in this country?
[00:01:01.775 --> 00:01:08.883]  A South Carolina school folded on their flag ban after a student rolled up with a squad of veterans.
[00:01:09.364 --> 00:01:12.007]  This was 18-year-old senior Peyton Robinson.
[00:01:12.107 --> 00:01:16.231]  He was ordered to remove two American flags from his truck.
[00:01:16.311 --> 00:01:21.717]  The school initially told him it was because some could possibly find it offensive.
[00:01:22.398 --> 00:01:29.920]  School officials then changed their tune, citing safety concerns, saying it could be a visual hazard, these flags.
[00:01:30.380 --> 00:01:41.082]  By Thursday, however, the school completely reversed its position, following protests by students, parents and veterans who flocked to school grounds waving US flags.
[00:01:41.103 --> 00:01:42.383]  It's freedom!
[00:01:43.319 --> 00:01:44.379]  Do you want to fly a flag?
[00:01:44.399 --> 00:01:44.860]  Fly it!
[00:01:44.900 --> 00:01:45.520]  What the heck?
[00:01:45.580 --> 00:01:49.541]  When I hear that you can't fly the flag, it makes my blood run red and my blood is red.
[00:01:49.561 --> 00:01:54.703]  And it just proves if you stand up for your country, you stand up for what you believe in, things get changed.
[00:01:54.923 --> 00:01:57.644]  And the school released this announcement on their website.
[00:01:57.684 --> 00:02:07.048]  They said, due to the outstanding display of patriotism through peaceful demonstration, it is apparent to us that many are not happy about this policy.
[00:02:07.648 --> 00:02:10.970]  Now, school officials are going to be reviewing the standing policy regarding flags.
[00:02:11.390 --> 00:02:21.376]  They've decided that an exception will be made for the American flag, as long as the size of the flag, you know, isn't going to create a driving hazard.
[00:02:21.816 --> 00:02:22.816]  So, hooray!
[00:02:22.976 --> 00:02:26.318]  In America, we are allowed to fly the American flag.
[00:02:26.799 --> 00:02:28.019]  It's not offensive.
[00:02:28.199 --> 00:02:29.020]  Isn't that absurd?
[00:02:29.520 --> 00:02:34.643]  But now some also justices served for another man who decided to stand up for what is right.
[00:02:35.003 --> 00:02:43.627]  We reported on this earlier in the week about the IRS seizing more than $100,000 from a convenience store owner, Lyndon McClellan.
[00:02:44.027 --> 00:02:49.430]  They said he was making large cash deposits, like a convenience store owner might do.
[00:02:49.870 --> 00:02:52.412]  The IRS initially offered him a settlement.
[00:02:52.952 --> 00:02:56.214]  They said that they would give him half of his money back.
[00:02:56.534 --> 00:02:57.794]  But McClellan refused.
[00:02:58.175 --> 00:03:04.998]  He said, for him, the government's seizure of his more than $107,000 is a matter of what's right and wrong.
[00:03:05.418 --> 00:03:11.902]  So after months of sleepless nights and thousands in litigation fees, the government said they're going to dismiss the case.
[00:03:12.642 --> 00:03:13.082]  The U.S.
[00:03:13.122 --> 00:03:28.487]  Attorney Thomas Walker cited changes to the Department of Justice's policy regarding civil asset forfeiture that was made in March as the reason for dropping this lawsuit against McClellan, against the bank account they seized these assets last July.
[00:03:28.807 --> 00:03:32.628]  So it's a good thing that he stuck it out and didn't decide to go for that settlement.
[00:03:32.828 --> 00:03:40.090]  Initially they said that he needed to decide by March, had he agreed to take that settlement and just get half of his money back, he wouldn't
[00:03:40.530 --> 00:03:43.492]  You know, he wouldn't be able to have gotten all of his money back.
[00:03:43.552 --> 00:03:47.874]  Most people do agree to the settlement because they can't afford to fight it.
[00:03:47.974 --> 00:03:50.336]  They can't afford to fight for their property.
[00:03:50.876 --> 00:04:07.546]  Now McClellan is continuing to press forward to see if he can get his attorney's fees covered as well as the loss in the interest that he would have received with having that money in the bank because the government is required by law to put that money that they've seized in
[00:04:08.306 --> 00:04:08.586]  I don't
[00:04:29.378 --> 00:04:31.560]  It seems they're getting a little bit of justice served.
[00:04:32.221 --> 00:04:39.228]  Now, a California woman raised some red flags here for me, but she is suing her former employer.
[00:04:39.849 --> 00:04:45.535]  She was claiming that she was fired after she deleted an app from her phone that was a required app.
[00:04:46.756 --> 00:04:54.581]  It was tracking her movements 24 hours a day, 365 days a year, and this is an app required by her work.
[00:04:55.282 --> 00:05:06.870]  Myrna Arias says she works for the Intermex Wire Transfer Service when she says her boss, John Stubitz, fired her for deleting the Zora job management app from her smartphone.
[00:05:07.230 --> 00:05:10.792]  Zora tracks and manages mobile employees while they're in the field.
[00:05:11.512 --> 00:05:30.182]  Aria said that when she and her fellow employees asked Stubitz if he could track them when they weren't working, Stubitz admitted that employees would be monitored while off-duty, and he bragged that he knew how fast she was driving at specific moments ever since she had installed the app on her phone.
[00:05:31.062 --> 00:05:38.611]  So this is pretty jarring to me because we already know that a lot of companies are requiring that their employees give them access to all of their social media accounts.
[00:05:39.151 --> 00:05:47.320]  Now they're going to require that you download apps on your phone that are able to track all of your movements so your boss can see what you're up to.
[00:05:48.041 --> 00:05:50.564]  So absolutely pretty crazy there.
[00:05:51.124 --> 00:05:53.306]  Now we have another story on InfoWars today.
[00:05:54.147 --> 00:06:00.814]  Rioters in Baltimore caused more than nine million dollars in property damage during the Freddie Gray protests.
[00:06:01.354 --> 00:06:04.337]  And now the Southern Christian Leadership Conference is leading
[00:06:04.938 --> 00:06:06.019]  They're leading the charge.
[00:06:06.519 --> 00:06:10.442]  Several groups are calling for amnesty for those who've been arrested.
[00:06:10.462 --> 00:06:16.947]  A Facebook page titled Massive Protest Amnesty for All Arrestees dropped the charges.
[00:06:17.287 --> 00:06:19.349]  Baltimore's youth are not thugs.
[00:06:19.689 --> 00:06:21.290]  Release all those arrested.
[00:06:21.310 --> 00:06:23.972]  And they announced that they're going to be holding a protest Saturday, May 16th.
[00:06:25.433 --> 00:06:26.114]  at 3 p.m.
[00:06:26.154 --> 00:06:27.275]  so that will be tomorrow.
[00:06:27.795 --> 00:06:36.281]  Now the Baltimore People's Power Assembly admits the call for amnesty is for those who looted stores and destroyed private property.
[00:06:37.062 --> 00:06:43.287]  The group explains in a statement they say how can city officials equate property damage with the life of a human being?
[00:06:43.807 --> 00:06:45.749]  The youth of Baltimore need our support.
[00:06:46.129 --> 00:06:49.451]  We demand drop all charges and grant full amnesty.
[00:06:49.751 --> 00:06:59.475]  The people of Baltimore, especially the youth, need full employment at a livable wage, decent education, and housing, not jails, racism, and police terror.
[00:07:00.036 --> 00:07:06.419]  So obviously I don't disagree with the last part of that statement, but I mean these riots, this looting went on for days.
[00:07:06.479 --> 00:07:12.641]  It's not as if it was just in one little fit of rage and just in this inflamed passion here this happened.
[00:07:12.942 --> 00:07:13.222]  It was
[00:07:13.962 --> 00:07:18.404]  Dragged out over a course of days, nine million dollars in property damage took place.
[00:07:18.424 --> 00:07:20.145]  So do we really want to set the precedent?
[00:07:20.525 --> 00:07:26.867]  Especially as we're being warned that we can expect more unrest to be unfolding in cities across America.
[00:07:26.887 --> 00:07:29.468]  We're starting this cycle of unrest.
[00:07:29.588 --> 00:07:32.770]  So are we basically setting a precedent that looting and rioting and
[00:07:33.670 --> 00:07:38.414]  Millions of dollars in property damage is going to be okay, and that when you do that, you're just going to get off?
[00:07:38.955 --> 00:07:46.401]  But on the same token, where are the consequences for some of these police officers who are getting away with the crimes that they're committing?
[00:07:56.297 --> 00:08:00.080]  City of Austin tap water versus filtered City of Austin tap water.
[00:08:00.500 --> 00:08:01.701]  I can like taste dirt in it.
[00:08:01.761 --> 00:08:02.882]  God knows what's in this.
[00:08:03.042 --> 00:08:04.023]  This has an aftertaste.
[00:08:04.063 --> 00:08:05.664]  Tastes like Austin water?
[00:08:05.904 --> 00:08:06.745]  Yeah, it does.
[00:08:06.805 --> 00:08:10.968]  These people just sampled City of Austin tap water straight from the faucet.
[00:08:11.228 --> 00:08:17.333]  Next, we had them try a sample of tap water filtered through the ProPure G2.0 filtration system.
[00:08:17.553 --> 00:08:18.293]  I call it H2O.
[00:08:18.313 --> 00:08:19.834]  That one is better.
[00:08:19.915 --> 00:08:20.895]  Tastes like nothing.
[00:08:21.035 --> 00:08:22.577]  Yep, I know what good water tastes like.
[00:08:22.637 --> 00:08:23.137]  It's good water.
[00:08:23.237 --> 00:08:31.785]  Most tap water contains added substances, like fluoride, chlorine, Monsanto's deadly pesticide, glyphosate, and many others.
[00:08:32.186 --> 00:08:39.693]  Studies prove that these substances are linked to an assortment of major health issues, including tooth decay, lowered IQ, and even cancer.
[00:08:39.973 --> 00:08:42.496]  It tastes like you're drinking out of the lake when you're drinking tap water.
[00:08:43.036 --> 00:08:45.380]  Yeah, there's that processed flavor to it.
[00:08:45.740 --> 00:08:55.334]  The ProPure® G2.0 filtration system removes these deadly substances and many more, leaving only fresh tasting, deliciously clean water.
[00:08:55.354 --> 00:08:57.097]  Okay, this is very tasty.
[00:08:57.137 --> 00:08:57.838]  It's good water.
[00:08:58.510 --> 00:08:58.951]  Refreshing.
[00:08:59.391 --> 00:08:59.752]  It's good.
[00:09:00.252 --> 00:09:02.595]  Go to InfoWarsStore.com today.
[00:09:03.015 --> 00:09:06.860]  Use promo code WATER and save 10% off your Pro Pure purchase.
[00:09:07.360 --> 00:09:10.664]  Again, that's InfoWarsStore.com or call 1-888-253-3139.
[00:09:15.962 --> 00:09:17.603]  The Knowledge of the Ancients.
[00:09:17.943 --> 00:09:24.368]  Tried and true, trusted herbs and extracts fused with the latest nutraceutical science.
[00:09:24.688 --> 00:09:28.150]  Introducing the all-new Ancient Defense Herbal Immunity Blend.
[00:09:28.330 --> 00:09:37.416]  Crafted with over 14 key ancient herbs and extracts to supercharge and prepare your body for what experts admit is the most dangerous season of the year.
[00:09:37.777 --> 00:09:45.802]  We have rejected hundreds of other formulations in our quest to bring you what is simply the most powerful and comprehensive proprietary formula
[00:09:45.902 --> 00:09:46.402]  We're good to go!
[00:10:15.933 --> 00:10:34.440]  Killitzer Prize winning journalist Seymour Hersh says he is not backing off anything that he said in his blockbuster 10,000 word story that was released this week, arguing that the official account of the American raid that took down Osama bin Laden is based on one big lie.
[00:10:34.981 --> 00:10:41.003]  He says what is arguably seen as the apex of Obama's presidency is actually built on
[00:10:41.463 --> 00:10:44.205]  On a lie, Seymour Hersh refuses to back down.
[00:10:44.586 --> 00:10:48.069]  Now, this story has been debated all throughout the week.
[00:10:48.129 --> 00:10:53.593]  A lot of people are attacking not only his account, but also his credibility as a journalist.
[00:10:53.953 --> 00:11:01.239]  Yeah, and I think it's important, Leanne, for people to remember that Seymour Hersh has broken a lot of major, major stories.
[00:11:01.320 --> 00:11:05.063]  Things that have really had huge impact on the history of this nation.
[00:11:05.703 --> 00:11:08.486]  One of them, of course, is the Church Committee.
[00:11:08.526 --> 00:11:13.511]  That came from an investigative report by Seymour Hersh back in 1974.
[00:11:13.571 --> 00:11:14.872]  Here's the title of this.
