[00:00:19.744 --> 00:00:21.886]  Welcome to the Info Wars Nightly News.
[00:00:21.986 --> 00:00:26.049]  I'm your host, Jakari Jackson, joined in studio by Joe Biggs and also Rob Dew.
[00:00:26.089 --> 00:00:27.631]  This is our Memorial Day special.
[00:00:28.151 --> 00:00:29.392]  It is Monday, the 25th, 2015.
[00:00:29.492 --> 00:00:33.155]  We have some special reports that we pulled out of the vault.
[00:00:33.536 --> 00:00:38.380]  But before we get to those, I want to talk to the gentlemen and see what they think about what we've done thus far this year.
[00:00:38.400 --> 00:00:40.021]  We'll start with you, Joe Biggs.
[00:00:40.081 --> 00:00:42.723]  What do you think about the reporting we've had a chance to do in 2015?
[00:00:42.803 --> 00:00:45.185]  I mean, it's been a very eventful year.
[00:00:45.245 --> 00:00:47.667]  I mean, as soon as I got here, the first project that
[00:00:48.388 --> 00:00:48.929]  We're good to go.
[00:01:12.026 --> 00:01:15.027]  Oh yeah, and going unproven time and time again at the border.
[00:01:15.187 --> 00:01:26.291]  You as well with Kit Daniels and Adon and myself and, you know, showing that the border is pretty much non-existent and the fact that our government continues to let these people come over.
[00:01:26.691 --> 00:01:31.572]  Meanwhile, you know, we go to a checkpoint 126 miles away from the border and we're harassed.
[00:01:31.672 --> 00:01:39.615]  We're asked if we're American citizens, but they bust these guys in with no paperwork, no loyalty to our country whatsoever, and they're giving a free pass everywhere.
[00:01:39.775 --> 00:01:46.338]  Man, it just came out that there was a lady who made a short video, and that's the great thing about people with their cell phone cameras.
[00:01:47.118 --> 00:01:48.459]  She saw a FEMA bus.
[00:01:48.819 --> 00:01:50.540]  She asked them, you know, what are you doing?
[00:01:50.700 --> 00:01:53.181]  They were taking Africans over to a federal penitentiary.
[00:01:53.901 --> 00:01:58.543]  They came in seeking asylum, so they take them there first to, I guess, figure out who they are.
[00:01:58.563 --> 00:02:02.585]  I guess if they're criminals, they let them stay, and if they're not, then they send them back because they know.
[00:02:02.605 --> 00:02:06.166]  It's been proven that they're letting out the criminals, the illegals that are criminals.
[00:02:06.186 --> 00:02:07.387]  They're letting them just out on the streets.
[00:02:07.407 --> 00:02:08.207]  It's ridiculous.
[00:02:08.692 --> 00:02:11.155]  Yeah, so all that and so much more.
[00:02:11.195 --> 00:02:15.720]  We don't have time to talk about it all, but we will talk about a few selections that we all picked out.
[00:02:15.740 --> 00:02:19.845]  A few of the guys picked out a few of the videos, and we'll start with the one I made.
[00:02:19.865 --> 00:02:25.331]  Now, I sometimes make show intros for the Alex Jones Show, and this one was one of my more recent ones.
[00:02:25.391 --> 00:02:26.733]  It's called Cocaine Blues.
[00:02:27.093 --> 00:02:28.094]  It's the tale of the CIA.
[00:02:29.608 --> 00:02:36.979]  We must wage what I have called total war against public enemy number one in the United States, the problem of dangerous drugs.
[00:02:41.347 --> 00:02:43.107]  William Robert Tosh Plumlee is our guest.
[00:02:43.208 --> 00:02:46.088]  I've been called over the years the CIA's Forrest Gump.
[00:02:46.568 --> 00:02:56.891]  When I started flying cocaine back into this country to carry on an operation in violation of the Boland Amendment, I began to have a little bit of a conscience about that.
[00:02:57.111 --> 00:03:09.734]  The Reagan administration's determination to sell arms secretly to Iran and to help guerrillas fighting the Marxist government of Nicaragua despite congressional objections was the engine that drove the Iran-Contra policy.
[00:03:10.586 --> 00:03:17.233]  Secretly, Lieutenant Colonel Oliver North devised a scheme to finance the Contras by overcharging Iran for the weapons.
[00:03:27.503 --> 00:03:32.045]  And if you're not with them, cops and military, ah, then you will declare that you're with the Republic now!
[00:03:32.285 --> 00:03:45.550]  I am a former Los Angeles Police narcotics detective, and I work South Central Los Angeles, and I will tell you, Director Deutsch, that the agency has dealt drugs throughout this country for a long time.
[00:03:45.590 --> 00:03:48.491]  Mr. Webb, I was wondering if you have ever gotten a chance to look into the
[00:03:49.184 --> 00:03:54.227]  Rumors and reports that Mena, Arkansas was a major drug shipment center during the 80s.
[00:03:54.247 --> 00:04:04.575]  For those people who don't know, there was a major drug trafficker named Barry Seale who was based his air fleet at Mena, which is a tiny little airport up in the mountains of Arkansas.
[00:04:04.895 --> 00:04:08.297]  Russell Welch, criminal investigator for the Arkansas State Police.
[00:04:09.078 --> 00:04:11.379]  Did Barry Seale ever say to you, I work for the CIA?
[00:04:11.439 --> 00:04:13.621]  He said he was working, I work for the CIA.
[00:04:14.594 --> 00:04:22.477]  Unit 5 has learned in the early 1980s, even before his arrest, Seal had bought one of his planes from a CIA front, Air America.
[00:04:22.677 --> 00:04:31.481]  The plane was used by Seal for drug smuggling, and the CIA company was paid in the traditional drug dealer fashion of $300,000 in cash.
[00:04:31.601 --> 00:04:36.042]  Last night in Louisiana, Barry Seal's enemies caught up with him and killed him.
[00:04:36.723 --> 00:04:38.323]  Tonight, three men are in custody.
[00:04:38.763 --> 00:04:43.005]  NBC's Brian Ross reports that Seal was about to testify for the government once again.
[00:04:45.759 --> 00:04:47.841]  Well, how do you think the crack rock gets into the country?
[00:04:47.901 --> 00:04:49.362]  We don't own any planes.
[00:04:49.922 --> 00:04:51.043]  We don't own no ships.
[00:04:52.044 --> 00:04:55.666]  But we are not the people who are flying and floating that s*** in here.
[00:04:55.867 --> 00:04:58.889]  Back when this all first came out, people didn't believe the CIA was bringing drugs in.
[00:04:59.149 --> 00:04:59.709]  I didn't believe it.
[00:05:00.430 --> 00:05:04.913]  Even when Gary reported the story, and I was like, this guy Gary, what is he talking about?
[00:05:05.013 --> 00:05:06.715]  I was involved with the CIA.
[00:05:07.315 --> 00:05:07.795]  No way.
[00:05:09.136 --> 00:05:13.460]  It wasn't until the CIA themselves put out their report.
[00:05:13.500 --> 00:05:14.720]  I mean, that was when I really
[00:05:15.481 --> 00:05:17.922]  When it really hit me that, hey, Gary was right.
[00:05:18.582 --> 00:05:20.862]  And Jakari, you did that intro without any prompting.
[00:05:20.882 --> 00:05:23.503]  You just kind of took it upon yourself collecting graphics and stuff.
[00:05:23.523 --> 00:05:29.584]  But back on Friday, I covered a story, um, when I was sitting here with Alex and it was about the DEA got busted.
