[00:00:00.170 --> 00:00:00.895]  The Alex Jones Show.
[00:00:16.414 --> 00:00:17.075]  Big Brother.
[00:00:17.735 --> 00:00:18.756]  Mainstream media.
[00:00:19.497 --> 00:00:20.618]  Government cover-ups.
[00:00:21.259 --> 00:00:22.060]  You want answers?
[00:00:22.841 --> 00:00:23.741]  Well, so does he.
[00:00:24.402 --> 00:00:28.006]  He's Alex Jones on the GCN Radio Network.
[00:00:28.586 --> 00:00:32.650]  And now, live from Austin, Texas, Alex Jones.
[00:00:36.226 --> 00:00:37.426]  Welcome to the Alex Jones Show.
[00:00:37.486 --> 00:00:40.287]  I'm David Knight, your host on this Wednesday, July 1st, 2015.
[00:00:41.247 --> 00:00:44.408]  Alex Jones is going to be joining us in the next segment.
[00:00:44.448 --> 00:00:47.308]  He's going to be talking about some very important issues.
[00:00:47.428 --> 00:00:51.009]  Things are really coming to a head in so many different ways.
[00:00:51.069 --> 00:01:02.692]  We've got Obama removing the TPP's anti-slavery clauses, while at the same time he pats himself on the back for taking a principal stand by removing a Confederate flag.
[00:01:03.854 --> 00:01:06.156]  Total symbolism over substance.
[00:01:06.196 --> 00:01:11.341]  But even worse than that, Alex is going to be talking about Obama's secret directives.
[00:01:11.461 --> 00:01:12.842]  These are not executive orders.
[00:01:13.263 --> 00:01:17.907]  These are secret orders that are like executive orders, except they're not published.
[00:01:18.047 --> 00:01:23.952]  You know, we have secret laws, we have secret courts, we have secret dictates from our
[00:01:24.733 --> 00:01:26.193]  Not so secret dictator anymore.
[00:01:26.294 --> 00:01:27.414]  We all know what this is about.
[00:01:27.754 --> 00:01:31.995]  He's also going to be talking about the recent court decision in Oklahoma.
[00:01:32.035 --> 00:01:37.937]  The Supreme Court there just removed a Ten Commandments monument saying that it was establishing a religion.
[00:01:38.497 --> 00:01:40.698]  No, what it was doing was establishing
[00:01:41.278 --> 00:01:47.744]  The foundation of our laws, of our cultures, but it's necessary for us to remove those foundations.
[00:01:47.825 --> 00:01:48.906]  That's what this is really about.
[00:01:48.946 --> 00:01:53.110]  Look, they have the Magna Carta on the door of the Supreme Court.
[00:01:53.150 --> 00:02:00.177]  They have eight panels showing our various things that they think were very important in terms of developing the rule of law.
[00:02:00.217 --> 00:02:01.378]  Magna Carta was one of those.
[00:02:02.250 --> 00:02:06.593]  We understand where our foundations for our culture come from.
[00:02:06.613 --> 00:02:11.937]  If we look at the Declaration of Independence, it's very important that we understand that our rights don't come from men.
