[00:00:19.517 --> 00:00:20.337]  Good evening, everyone.
[00:00:20.377 --> 00:00:22.358]  Welcome to the InfoWars Nightly News.
[00:00:22.458 --> 00:00:23.319]  I'm Darren McBreen.
[00:00:23.359 --> 00:00:25.880]  It is Thursday, May 14th, 2015.
[00:00:27.000 --> 00:00:28.401]  Here's a quick look at what's coming up.
[00:00:34.417 --> 00:00:38.421]  Troops trained to seduce citizens inside an internment camp.
[00:00:38.861 --> 00:00:43.105]  Then, DHS is caught busing in more illegal immigrants.
[00:00:43.766 --> 00:00:46.228]  And, the lies of the NSA.
[00:00:46.608 --> 00:00:50.532]  That's next, on the Info Wars Nightly News.
[00:00:52.293 --> 00:00:56.237]  And the public are a bunch of sheep, thinking this is to protect them from terrorists.
[00:00:56.637 --> 00:00:57.718]  Terroristas!
[00:00:58.099 --> 00:00:59.020]  Give me a break!
[00:01:00.748 --> 00:01:04.090]  We have shocking video this evening from a recent U.S.
[00:01:04.130 --> 00:01:17.139]  Marines training drill in Yuma, Arizona, where it shows armed troops chasing down American citizens in a mock internment camp, this during a martial law style scenario.
[00:01:17.439 --> 00:01:19.461]  The exercise, which involved U.S.
[00:01:19.501 --> 00:01:29.688]  Marines from the 1st Battalion, 5th Marine Regiment, 1st Marine Division, well it took place on April 18th and revolved around assault support tactics training.
[00:01:30.208 --> 00:01:36.677]  The video shows Marines landing in a helicopter on a field next to a busy highway.
[00:01:37.158 --> 00:01:45.329]  Local citizens can be seen watching the exercise over a chain link fence while role players take part in the drill.
[00:01:46.010 --> 00:01:53.117]  And by the way, these exercises are happening all across the country right now, and Jade Helm hasn't even started yet.
[00:01:53.738 --> 00:02:02.827]  One of the role players, you can see him right here, he tries to escape the compound and is chased down and handcuffed by an armed Marine.
[00:02:03.768 --> 00:02:07.451]  And you can even hear the role players shouting things out like, let me out!
[00:02:08.407 --> 00:02:12.891]  Because, well, it looks like they are training to put Americans in internment camps.
[00:02:13.392 --> 00:02:18.336]  And if these drills are supposed to be for urban warfare in the Middle East, like the U.S.
[00:02:18.376 --> 00:02:24.302]  military claims, then why do the role players always shout things out like, I'm a sovereign citizen?
[00:02:24.742 --> 00:02:27.583]  I have my rights, or don't take my guns.
[00:02:27.603 --> 00:02:31.665]  I mean that's the routine, that's what we're seeing from these drills.
[00:02:32.466 --> 00:02:44.131]  And why are they building mock cities like they did at Fort AP Hill in Virginia, where the street signs are clearly in English and they resemble an average American town?
[00:02:44.732 --> 00:02:53.236]  Don't forget, it was Alex Jones who went to a drill in California, this was several years ago, and he captured a video
[00:02:54.276 --> 00:02:54.957]  of the U.S.
[00:02:55.017 --> 00:03:07.148]  military processing American citizens into an internment camp as the voice over the loudspeaker, well you can hear him shouting, we will not tolerate civil disobedience.
[00:03:07.168 --> 00:03:09.209]  Attention, attention, attention.
[00:03:10.070 --> 00:03:11.532]  American forces are here to help.
[00:03:12.452 --> 00:03:13.233]  Remain calm.
[00:03:13.874 --> 00:03:16.296]  We will not tolerate civil disobedience.
[00:03:16.775 --> 00:03:24.257]  Now, if this was practice for the Middle East, you'd think they'd say something like, we will not tolerate civil disobedience in Arabic.
[00:03:24.938 --> 00:03:26.018]  I mean, wouldn't they?
[00:03:26.358 --> 00:03:36.341]  So as you can see, these drills have been occurring for a very long time, but there's no doubt that they are accelerating at a rapid pace right now, as the U.S.
[00:03:36.421 --> 00:03:40.763]  military, well, it looks like they are training for martial law.
[00:03:41.403 --> 00:03:52.270]  And we all know that Jade Helm is coming in July, and that is a nationwide military exercise where troops will operate undercover amongst local populations.
[00:03:52.811 --> 00:03:54.872]  But we're not supposed to question any of that.
[00:03:55.553 --> 00:04:06.100]  And like Rick Perry said, the former governor of Texas, he said the other day, it's okay to question the federal government, but it's not okay to question the military.
[00:04:06.741 --> 00:04:09.842]  I don't think it's a problem to question your government.
[00:04:10.002 --> 00:04:11.303]  I do it on a regular basis.
[00:04:11.963 --> 00:04:14.784]  And I think that's a healthy thing to question your government.
[00:04:15.184 --> 00:04:18.465]  I don't think it's particularly healthy to question the military.
[00:04:18.685 --> 00:04:22.526]  I mean, who does he think is in charge of the U.S.
[00:04:22.606 --> 00:04:23.807]  military to begin with?
[00:04:24.907 --> 00:04:25.628]  Check this out.
[00:04:25.748 --> 00:04:28.308]  I have right here in my hands a U.S.
[00:04:28.468 --> 00:04:32.250]  Army training manual for civil disturbance operations.
[00:04:33.390 --> 00:04:46.859]  Where it outlines how the military will be used domestically to control riots and confiscate firearms and even kill American citizens if they have to right here on U.S.
[00:04:46.919 --> 00:04:47.259]  soil.
[00:04:47.739 --> 00:04:49.680]  This during civil unrest.
[00:04:50.181 --> 00:04:55.344]  Warning shots will not be fired is quoted in the PDF document.
