[00:00.000 --> 00:16.000]  It's Sunday, March 5th, 2023. Another massively important transmission is now live.
[00:16.000 --> 00:20.000]  Infowars, tomorrow's news, today.
[00:20.000 --> 00:46.000]  From the front lines of the Information War, it's Alex Jones.
[00:46.000 --> 00:57.000]  A global prison to enslave our bodies and minds is in the final stages of completion.
[00:57.000 --> 01:03.000]  But thanks to the work of Infowars and millions of other people around the world,
[01:03.000 --> 01:10.000]  humanity is awakening quickly and is quickly moving towards a mass epiphany
[01:10.000 --> 01:15.000]  or mass great awakening that will reverse the fortunes of the New World Order
[01:15.000 --> 01:19.000]  and empower humanity to level 114C.
[01:19.000 --> 01:24.000]  I've been talking a lot about the great awakening and the fact that we've reached chain reaction.
[01:24.000 --> 01:30.000]  I can't even keep track of all of the prominent public figures and individuals,
[01:30.000 --> 01:36.000]  even on state-run media like ABC News and Australia and CNN here in the U.S.
[01:36.000 --> 01:39.000]  Coming out and saying they were wrong about COVID and they're sorry.
[01:39.000 --> 01:44.000]  And why there is a globalist New World Order and Russell Brands, the new Alex Jones
[01:44.000 --> 01:50.000]  and Elon Musk sounds just like Alex Jones and on, on, on, on.
[01:50.000 --> 01:54.000]  That's because now, ladies and gentlemen, it's safe to do it
[01:54.000 --> 02:03.000]  because a large minority approaching a majority now understands they're under attack by the New World Order.
[02:03.000 --> 02:06.000]  That said, this is not enough.
[02:06.000 --> 02:09.000]  We can't just wake up to the last attack and realize what happened to us.
[02:09.000 --> 02:14.000]  We have to bring the criminal's justice before they launch new attacks.
[02:14.000 --> 02:17.000]  We have to break down what those new attacks are going to be.
[02:17.000 --> 02:20.000]  We're going to be talking about Bill Gates and the U.N.'s new war games.
[02:20.000 --> 02:21.000]  We've been talking about it for several months.
[02:21.000 --> 02:23.000]  But now it's starting to get some attention.
[02:23.000 --> 02:29.000]  We're going to discuss their plan to target children with a new virus that mainly only kills children.
[02:29.000 --> 02:34.000]  They believe that will get everybody to permanently lock themselves in their houses and accept the World ID card,
[02:34.000 --> 02:37.000]  the Cashless Society and more.
[02:37.000 --> 02:39.000]  But we have good news.
[02:39.000 --> 02:45.000]  Remember about a year and a half ago, the head British health minister, Matt Hancock,
[02:45.000 --> 02:51.000]  got removed supposedly because he got caught during lockdown out partying with his girlfriend,
[02:51.000 --> 02:52.000]  cheating on his wife.
[02:52.000 --> 02:54.000]  That wasn't the real reason.
[02:54.000 --> 03:01.000]  We now know that over 100,000 emails of the government officials communicating was leaked to the press at the time
[03:01.000 --> 03:03.000]  and only now has hit the news.
[03:03.000 --> 03:05.000]  And what are they discussing?
[03:05.000 --> 03:11.000]  Deploying a new variant to scare the hell out of the public and make them submit to tyranny.
[03:11.000 --> 03:14.000]  And how they only wore the mask to scare the public.
[03:14.000 --> 03:16.000]  Real criminal activity.
[03:16.000 --> 03:19.000]  Now, we already know all this.
[03:19.000 --> 03:25.000]  And then it was globally deployed and globally standardized, but this really is smoking gun information.
[03:25.000 --> 03:26.000]  It's up on info wars.com.
[03:26.000 --> 03:28.000]  Project fear.
[03:28.000 --> 03:32.000]  Authors discussed when to deploy new COVID variant.
[03:32.000 --> 03:35.000]  London Telegraph broke it a few days ago.
[03:35.000 --> 03:37.000]  Now, it's all over the news.
[03:37.000 --> 03:43.000]  UK lockdown files, text message reveal how top British health officials conspired to quote,
[03:43.000 --> 03:48.000]  scare the pants off everyone and asking, when do we deploy the new variant?
[03:48.000 --> 03:51.000]  Now, does that mean they released the new variant?
[03:51.000 --> 03:57.000]  Well, of course their bosses did, but they're speaking about a hypo new variant to scare everyone.
[03:57.000 --> 04:01.000]  And, you know, I talked about this back when it happened.
[04:01.000 --> 04:05.000]  And I said, look, a lot of these big events are staged.
[04:05.000 --> 04:10.000]  Sometimes they just use a real event that happened and exacerbate the crisis for control.
[04:10.000 --> 04:17.000]  Roman manual famously said as a White House head advisor to Obama, don't let a good crisis go to waste.
[04:17.000 --> 04:23.000]  But in this case, they got caught and had to admit that they recruited actors to go into a hospital and shoot a video about,
[04:23.000 --> 04:24.000]  oh my God, I'm dying.
[04:24.000 --> 04:25.000]  Help me.
[04:25.000 --> 04:28.000]  You really should take the shot.
[04:28.000 --> 04:37.000]  But of all places, even ABC News of Australia came out and reported it was fake.
[04:37.000 --> 04:40.000]  And that never really got picked up here, but we've got the clip that's coming up.
[04:40.000 --> 04:47.000]  So, and they even call them crisis actors, so they don't want you ever questioning big events because so many times they are staged.
[04:47.000 --> 04:49.000]  Sometimes they're not.
[04:49.000 --> 04:52.000]  Well, I went out on a limb and said, I thought Jesse Smallott was staged the first day.
[04:52.000 --> 04:54.000]  The news broke and I was proven right.
[04:54.000 --> 04:56.000]  Whether I'm right or wrong, I have a right to question those things.
[04:56.000 --> 04:57.000]  And so do you.
[04:57.000 --> 04:58.000]  We'll be right back.
[04:58.000 --> 05:10.000]  Ladies and gentlemen, this book, The Great Reset in the War for the World, is a historic book that documents the globals and their own words planned for our future.
[05:10.000 --> 05:11.000]  That is the hellish future.
