[00:00:00.305 --> 00:00:07.427]  We've got it.
[00:00:07.427 --> 00:00:09.667]  Waging war on corruption.
[00:00:09.667 --> 00:00:20.170]  It's Alex Jones coming to you live from the front lines of the Infowar.
[00:00:22.202 --> 00:00:24.424]  We are go, ladies and gentlemen.
[00:00:24.424 --> 00:00:32.491]  We are broadcasting worldwide on this Sunday, the second day of June, 2013.
[00:00:32.491 --> 00:00:42.581]  We will find out very, very soon, by tonight, in the next few hours, whether they're going to let me get on an airplane.
[00:00:44.161 --> 00:00:47.182]  From Dallas, Texas, and fly to England.
[00:00:47.182 --> 00:00:51.063]  They've not put any blocks on it yet, but we will find out very, very soon.
[00:00:51.063 --> 00:00:54.504]  And Lord willing, I will be in Britannia.
[00:00:54.504 --> 00:00:57.225]  I will be in the United Kingdom.
[00:00:57.225 --> 00:01:01.146]  New World Order, Command Base, Alpha Delta.
[00:01:01.146 --> 00:01:04.027]  I will be there tomorrow.
[00:01:04.027 --> 00:01:06.488]  And the real Bilderberg coverage really does start now.
[00:01:07.219 --> 00:01:09.540]  Because they are trying to restrict free speech.
[00:01:09.540 --> 00:01:10.900]  They're involved in all sorts of shenanigans.
[00:01:10.900 --> 00:01:13.641]  I'm going to talk about that after the break.
[00:01:13.641 --> 00:01:17.401]  And I also just want to go over some of the crazy headlines.
[00:01:17.401 --> 00:01:19.142]  And they get crazier every week.
[00:01:19.142 --> 00:01:27.944]  How much nuttier and out of control will corporations and bureaucracies and governments and individuals be as the collective insanity intensifies?
[00:01:28.871 --> 00:01:34.813]  We will look at that coming up after this quick break.
[00:01:34.813 --> 00:01:54.759]  And we're also going to look at something I covered earlier in the week and that is Bill O'Reilly cutting in a video clip of me ranting out of context and saying that it is hate speech and then going along with Facebook calling for censorship.
[00:01:54.759 --> 00:01:55.759]  We're going to look at that as well.
[00:01:56.579 --> 00:02:02.222]  And then we'll also try to look at something I covered on Friday, but I think it's still pertinent.
[00:02:02.222 --> 00:02:07.484]  It was announced earlier this year that France is set to ban the words mother and father because they're hurtful to people.
[00:02:07.484 --> 00:02:09.165]  That's the one in Telegraph.
