[00:00.000 --> 00:15.000]  We've got a long way to go and there's a short time to get there, time is kind of what
[00:15.000 --> 00:16.000]  a bandit runs.
[00:16.000 --> 00:18.000]  Give me liberty or give me death.
[00:18.000 --> 00:19.000]  It's Alex Jones.
[00:19.000 --> 00:20.000]  Let it all hang out cause we gotta run to big.
[00:20.000 --> 00:29.000]  The boys are thirsty in Atlanta and their spirit takes our count.
[00:29.000 --> 00:32.000]  We are from deep in the heart of Texas Austin Broadcasting Worldwide.
[00:32.000 --> 00:33.000]  I'm your host Alex Jones.
[00:33.000 --> 00:35.000]  Thank you for joining us today.
[00:35.000 --> 00:36.000]  Wow.
[00:36.000 --> 00:38.000]  A lot to cover as usual and then some.
[00:38.000 --> 00:41.000]  It's already Thursday, the 9th day of March 2017.
[00:41.000 --> 00:44.000]  We'll be here for the next four hours.
[00:44.000 --> 00:48.000]  A lot of special guests as well and John Rebeport coming up.
[00:48.000 --> 00:54.000]  Just look at these headlines from InfoWars.com but also DrudgeReport.com.
[00:54.000 --> 00:57.000]  And most of this is from the establishment themselves.
[00:57.000 --> 01:02.000]  It's not like we're putting it through some filter.
[01:02.000 --> 01:08.000]  The Pope slams evil populism and says nation states are evil.
[01:08.000 --> 01:10.000]  Well, he said that before.
[01:10.000 --> 01:16.000]  Last year he said that it disgusts him to hear about Christian roots in Europe and that basically
[01:16.000 --> 01:18.000]  Islam should replace it.
[01:18.000 --> 01:26.000]  He really said that because the globalists have made this deal with the billion plus
[01:26.000 --> 01:32.000]  Muslims bordering Europe to end Western civilization.
[01:32.000 --> 01:40.000]  Using Islam as a sabotage, a cultural virus program.
[01:40.000 --> 01:43.000]  Stephen Hawking's come out and called for world government.
[01:43.000 --> 01:46.000]  Oh yes, to keep us safe.
[01:46.000 --> 01:50.000]  But of course it's the people pushing world government, the actual ones pushing us towards
[01:50.000 --> 01:51.000]  total destruction.
[01:51.000 --> 01:52.000]  That's the problem, isn't it?
[01:52.000 --> 01:55.000]  Hawking, he goes on to pretty much admit that.
[01:55.000 --> 02:00.000]  Then we've got Facebook admitting, oh, what we're really all about is predicting the future
[02:00.000 --> 02:04.000]  and controlling the future by manipulating mass movements.
[02:04.000 --> 02:08.000]  Yeah, you want self-driving cars that the CIA can hack and kill people with.
[02:08.000 --> 02:16.000]  But you also want self-driving humanity manipulated by stimuli, mind control.
