[00:00:16.756 --> 00:00:18.597]  The Alex Jones Show.
[00:00:18.597 --> 00:00:21.299]  Because there is a war on for your mind.
[00:00:21.299 --> 00:00:24.782]  Ladies and gentlemen, thank you for joining us on this Tuesday, February 5th, 2019.
[00:00:24.782 --> 00:00:25.823]  Global Broadcast.
[00:00:37.566 --> 00:00:50.638]  Minutes before I went live, every day on NewsWars.com and InfoWars.com, we'll post a page for the show that day with the live video and audio feeds on the front page, so you don't have to go to InfoWars.com for its last show.
[00:00:50.638 --> 00:00:53.760]  And so people know what that particular broadcast is going to be about.
[00:00:53.760 --> 00:01:03.549]  And I was sitting there, and I just couldn't come up with a headline, not for lack of news, but because the things happening are just too incredibly important.
[00:01:05.182 --> 00:01:07.923]  You know, the strangest things happen sometimes.
[00:01:07.923 --> 00:01:15.847]  I've known Mankell Muller for 20 years and he wanted me to do a Fox show with him.
[00:01:15.847 --> 00:01:16.927]  Fox offered us a show.
[00:01:16.927 --> 00:01:18.548]  He's done shows with Fox.
[00:01:18.548 --> 00:01:23.190]  It was a weekend show and I just, I couldn't fly to New York every weekend.
[00:01:23.190 --> 00:01:23.930]  But he's a Christian.
[00:01:25.902 --> 00:01:27.543]  And he's told me privately some stuff.
[00:01:27.543 --> 00:01:30.424]  You know, he's been in a lot of movies, knows a lot of Hollywood folks.
[00:01:30.424 --> 00:01:41.968]  So he knows a lot of what I'm saying is true because he's lived in LA, but also was number one in San Francisco.
[00:01:41.968 --> 00:01:52.032]  And so a lot of the things he's heard me talk about, he knew separately from people in San Francisco.
[00:01:54.082 --> 00:02:00.264]  And so I was on his show out of Chicago this morning, but then we taped a podcast after that he's been putting out.
[00:02:00.264 --> 00:02:08.946]  And I tried to come in here about two weeks ago in the new studio and tape a report on what we just went ahead and got into on air.
[00:02:08.946 --> 00:02:14.507]  But I think the way it got laid out on that show was extremely accurate and extremely powerful.
[00:02:14.507 --> 00:02:20.509]  And this is kind of a big deal that I'm going to be announcing on air.
[00:02:20.509 --> 00:02:21.469]  Well, it's beyond a big deal.
[00:02:22.580 --> 00:02:28.265]  I've already done it, and the globalists never pick it up, they never cover it.
[00:02:28.265 --> 00:02:30.868]  Because it's their secret religion.
[00:02:30.868 --> 00:02:37.174]  If you really want to know what Satanism is, Luciferianism is, you want to know what's really all going on, folks.
[00:02:37.174 --> 00:02:44.240]  This is the unified field theory on how all the secret societies operate, the whole shooting match.
[00:02:44.240 --> 00:02:46.803]  And I've known this for a long time, and I've released pieces of it.
[00:02:50.953 --> 00:03:04.036]  But what I talked about for about 30 minutes with him today of the podcast, we talked over an hour, really crystallized all of it.
[00:03:04.036 --> 00:03:09.497]  And so as soon as this podcast comes out, I will air that here today, even tonight.
[00:03:09.497 --> 00:03:16.779]  I'm not sure when this podcast is gonna get released and we're gonna have State of the Union live coverage today, but this is it.
[00:03:16.779 --> 00:03:19.680]  And it was the strangest place for me to go ahead and just say it all.
[00:03:20.990 --> 00:03:26.716]  And I got it out pretty good, too, so... But this is the big enchilada.
[00:03:26.716 --> 00:03:28.617]  This is everything.
[00:03:28.617 --> 00:03:29.418]  Okay?
[00:03:29.418 --> 00:03:31.821]  If you know this, you know it all.
[00:03:31.821 --> 00:03:33.742]  And this is it.
[00:03:33.742 --> 00:03:36.825]  This is 100% going on, and it's incredible.
[00:03:36.825 --> 00:03:38.187]  And let me just say something.
[00:03:38.187 --> 00:03:40.229]  You're living in a science fiction thriller.
[00:03:40.229 --> 00:03:42.351]  I mean, this is unbelievable.
[00:03:43.237 --> 00:03:43.998]  We're going to go to break.
[00:03:43.998 --> 00:03:49.102]  David Knight wasn't going to come back for two weeks, more, but he's back.
[00:03:49.102 --> 00:03:50.903]  And thank God he'll be in studio with me.
[00:03:50.903 --> 00:03:52.084]  David Knight after that heart attack.
[00:03:52.084 --> 00:03:53.666]  Thanks for all your prayers and support, folks.
[00:03:53.666 --> 00:03:55.247]  We got so much big show today.
[00:03:55.247 --> 00:03:57.589]  Whenever you share the links, that's how we get around the censors.
[00:03:57.589 --> 00:04:02.733]  We'll be right back.
[00:04:02.733 --> 00:04:06.657]  We need to go back and revisit the foundations of our freedom.
[00:04:08.348 --> 00:04:11.490]  Our freedoms don't consist of the things that are enumerated on a piece of paper.
[00:04:11.490 --> 00:04:14.152]  It consists of the things that we're willing to fight for.
[00:04:14.152 --> 00:04:18.455]  The First Amendment, the Bill of Rights, the rest of the Bill of Rights are prohibitions.
[00:04:18.455 --> 00:04:25.941]  They're prohibitions against powerful organizations and individuals taking those God-given rights from us as individuals.
[00:04:25.941 --> 00:04:28.363]  You better understand that because they're taking them right now.
[00:04:31.798 --> 00:04:34.020]  We have seen what they want to do.
[00:04:34.020 --> 00:04:35.301]  They called it UN Agenda 21.
[00:04:35.301 --> 00:04:37.443]  Now they call it the UN 2030 Agenda.
[00:04:37.443 --> 00:04:40.306]  They want everybody off of the rural lands.
[00:04:40.306 --> 00:04:42.087]  They want people out of the suburbs.
[00:04:42.087 --> 00:04:50.174]  They want to pack everybody into the cities because that's where it is easiest for them to control everyone.
[00:04:50.174 --> 00:04:53.497]  Never missed your show any day.
[00:04:53.497 --> 00:04:55.079]  I mean, never.
[00:05:09.557 --> 00:05:18.561]  By leaps and by bounds, the number one best-selling supplement family in the world is energy drinks and energy supplements.
[00:05:18.561 --> 00:05:28.646]  But they are riddled with dyes and toxins and synthetic caffeines and other chemicals that sure get you a quick boost, but burn out in just a few hours and have terrible side effects.
[00:05:28.646 --> 00:05:37.170]  We have developed, hands down from our research, the most powerful, healthy energy drink, pre-workout and beyond system in the world.
[00:05:37.990 --> 00:05:39.350]  There's nothing else like it.
[00:05:39.350 --> 00:05:40.511]  You must experience it.
[00:05:40.511 --> 00:05:42.591]  It is a total game-changer.
[00:05:42.591 --> 00:05:47.512]  It comes in easy-to-use packets to mix in with fruit juice or water, whatever you'd like.
[00:05:47.512 --> 00:05:49.013]  Warning, though, it's very, very strong.
[00:05:49.013 --> 00:05:50.493]  It lasts 10 hours.
[00:05:50.493 --> 00:05:57.195]  So take a half-pack the first time you take it because TurboForce is named TurboForce because it will take you into overdrive.
[00:05:57.195 --> 00:05:58.675]  TurboForce at MForceLife.com.
[00:06:23.135 --> 00:06:25.778]  Waging war on corruption.
[00:06:25.778 --> 00:06:30.905]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:06:41.423 --> 00:06:44.945]  Get through all that to explore what he's been saying.
[00:06:44.945 --> 00:06:49.987]  To see for yourself what it is that the establishment wants to hide from you.
[00:06:49.987 --> 00:06:54.709]  And the information you find could be life-changing.
[00:06:54.709 --> 00:06:56.130]  He predicted 9-11.
[00:06:56.130 --> 00:07:03.033]  And if there was an outside threat like a Bin Laden, who was a known CIS in the 80s, he's the boogeyman they need.
[00:07:03.033 --> 00:07:04.734]  In this Orwellian phony system.
[00:07:04.734 --> 00:07:08.636]  He exposed the cremation of care ceremony at Bohemian Grove.
[00:07:14.301 --> 00:07:24.209]  He educated us about the relationship between the Third Reich and modern globalism.
[00:07:24.209 --> 00:07:32.696]  He helped reveal the so-called Bilderberg Group et al.
[00:07:32.696 --> 00:07:40.783]  He was the loudest voice reporting on the union between the Communist Chinese and Silicon Valley.
[00:07:40.783 --> 00:07:42.024]  They falsely edited him.
[00:07:44.537 --> 00:07:48.561]  They lie about his reporting of Sandy Hook.
[00:07:48.561 --> 00:07:54.627]  They lie that he pushed a child down in a viral video.
[00:07:54.627 --> 00:08:00.673]  And now he is being de-platformed by Facebook, Apple, and Google.
[00:08:00.673 --> 00:08:05.197]  Private companies are being harassed and encouraged to stop doing business with him.
[00:08:05.197 --> 00:08:07.580]  And then we get hit and say, you don't want to use our software.
[00:08:08.826 --> 00:08:12.169]  YouTubers are being censored for talking about him.
[00:08:12.169 --> 00:08:13.790]  We just got taken down by YouTube.
[00:08:13.790 --> 00:08:15.851]  They just killed our stream.
[00:08:15.851 --> 00:08:16.312]  Really?
[00:08:16.312 --> 00:08:16.672]  Yep.
[00:08:16.672 --> 00:08:20.955]  And some Americans are actually celebrating this.
[00:08:20.955 --> 00:08:22.096]  This is America in 2018.
[00:08:22.096 --> 00:08:30.502]  Will you sit by and allow liberty and freedom to be taken away right before your eyes?
[00:08:32.740 --> 00:08:37.203]  Will you do nothing while history is being recorded?
[00:08:37.203 --> 00:08:39.645]  Will you sit and do nothing?
[00:08:39.645 --> 00:08:47.610]  Or will you do your own research, discover the truth, and stand for freedom?
[00:08:47.610 --> 00:08:52.554]  Crashing through the lies and disinformation, it's Alex Jones.
[00:09:18.388 --> 00:09:28.837]  I went to Infowars.com this morning at about 6.30 and at about 8 o'clock I saw it go live, the return of David Knight.
[00:09:28.837 --> 00:09:42.488]  So I'd just gotten my children off to school, got them in the car with the nanny, and went in and was feeding my 22-month-old baby on my lap and I had my laptop out and I went, David Knight!
[00:09:42.488 --> 00:09:45.650]  And I said, well I haven't seen him since his heart attack over a month ago.
[00:09:46.411 --> 00:09:46.871]  I don't know.
[00:10:03.957 --> 00:10:05.058]  That's how hard we're fighting here.
