[00:00:00.309 --> 00:00:00.890]  We've got it.
[00:00:00.890 --> 00:00:07.416]  This transmission is coming to you.
[00:00:07.416 --> 00:00:11.800]  Waging war on corruption.
[00:00:11.800 --> 00:00:17.406]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:20.126 --> 00:00:21.007]  It is Sunday, my friends.
[00:00:21.007 --> 00:00:21.768]  The 17th day of April, 2011.
[00:00:21.768 --> 00:00:24.531]  And we're going to be live here for the next two hours.
[00:00:24.531 --> 00:00:26.733]  Stuart Rhodes, founder of Oath Keepers.
[00:00:40.126 --> 00:00:45.789]  Organization reaching out to the military and police encouraging them to relearn the Bill of Rights and Constitution.
[00:00:45.789 --> 00:00:46.969]  Some of them never learned it.
[00:00:46.969 --> 00:00:50.771]  So they're also reaching out for some to discover it.
[00:00:50.771 --> 00:00:57.013]  And there are 10 orders that they will never follow dealing with the police state takeover of this society.
[00:00:57.013 --> 00:01:02.276]  Oath keepers growing all across the country needed now more than ever.
[00:01:02.276 --> 00:01:07.018]  So that is coming up in the second hour of this live Sunday transmission.
[00:01:07.952 --> 00:01:22.520]  Now I was aware of this several years ago with White House consultations, Homeland Security consultations, Pentagon cybersecurity consultations, Microsoft of course overseeing a lot of it.
[00:01:23.559 --> 00:01:35.063]  A plan to make you have a government ID number that will then be attached to thumb printers, biometric scanners, that you notice are going in on almost all the new computers.
[00:01:35.063 --> 00:01:37.424]  It's all standardized already.
[00:01:37.424 --> 00:01:49.929]  To make you have an internet ID to surf the web, to purchase anything online, it will track everything you do, and the White House admits the IRS will track in live time all of your purchases.
[00:01:49.929 --> 00:01:52.610]  No Fourth Amendment, no Fifth Amendment, just
[00:01:53.650 --> 00:01:56.851]  Absolute total tyranny on the face of it.
[00:01:56.851 --> 00:02:01.011]  A step towards the cashless society system that they're setting up.
[00:02:01.011 --> 00:02:07.713]  They're first going to now establish the global digital currency, which is already operating as the SDR.
[00:02:07.713 --> 00:02:16.534]  Then have all the nations sign over their currencies to be controlled and denominated in that new global benchmark.
[00:02:16.534 --> 00:02:18.535]  That will give the insiders even more control to
[00:02:19.855 --> 00:02:24.819]  Rig and steal and engage in insider trading and currency manipulation.
[00:02:24.819 --> 00:02:31.504]  And then, of course, they will fully phase out cash and all you will have is digital money and there will be no escaping them.
[00:02:31.504 --> 00:02:40.811]  They will then be able to tax you and control the economy to a level that makes it impossible to be able to even afford to have a family or have children.
[00:02:40.811 --> 00:02:44.715]  And even if you think you'll be poor and have children, the welfare is going to be cut out by then.
[00:02:44.715 --> 00:02:48.477]  And this is in the eco-science written by the White House Science Czar.
[00:02:49.178 --> 00:02:52.720]  We actually have a new special presentation on it coming out in a few weeks.
[00:02:52.720 --> 00:02:57.422]  John P. Holdren, where he says, then when you don't have money, we're coming to take your kids.
[00:02:57.422 --> 00:02:59.183]  And we're going to sterilize you.
[00:02:59.183 --> 00:03:00.284]  So that is the plan.
[00:03:00.284 --> 00:03:04.046]  They're going to purposefully bankrupt you, and then they're going to come after you.
[00:03:04.046 --> 00:03:07.928]  This is a scientifically designed takeover system.
[00:03:07.928 --> 00:03:14.151]  But what was interesting about it being in the news this weekend, it actually hit the news on Friday,
[00:03:16.089 --> 00:03:28.183]  Was that listening to Kim Commando today, the digital goddess, I happened to catch her in the car, she was saying it's an Orwellian takeover and will not make your ID safe.
[00:03:28.183 --> 00:03:32.007]  Then when I went and read all the news articles Friday, Saturday and Sunday dealing with this,
[00:03:33.120 --> 00:03:41.666]  They all said it's total 1984, it's total takeover of society, it is a government-run surveillance grid.
[00:03:41.666 --> 00:03:51.872]  That in the face of the White House putting out a PR video via the Commerce Department and NIST, NIST that has tried to change the laws of physics on 9-11,
[00:03:54.827 --> 00:04:15.059]  They're lying about what it does because in their own document that they're circling or circulating out around with the Chamber of Commerce and others, they admit in here that this is what they're setting up.
[00:04:15.059 --> 00:04:17.481]  So the exciting good news is
[00:04:19.477 --> 00:04:21.879]  Even the mainstream media is getting this right.
[00:04:21.879 --> 00:04:23.280]  It's so horrible.
[00:04:23.280 --> 00:04:24.702]  Here is the CNET News.
[00:04:24.702 --> 00:04:26.363]  That's a division of CBS.
[00:04:26.363 --> 00:04:29.966]  Obama moves forward with Internet ID plan.
[00:04:29.966 --> 00:04:31.247]  Here's the Herald Sun.
[00:04:31.247 --> 00:04:33.469]  Sick of remembering your online passwords?
[00:04:33.469 --> 00:04:36.832]  Let the White House manage it for you.
[00:04:36.832 --> 00:04:38.433]  Here's Wired.
[00:04:38.433 --> 00:04:41.196]  Obama calls for secure online identity system.
[00:04:42.697 --> 00:04:47.642]  And if you criticize it, the Secretary of Commerce calls you a conspiracy theorist.
[00:04:47.642 --> 00:04:49.543]  So we'll be right back with this.
[00:04:49.543 --> 00:04:52.426]  We've got Election 2012 heating up.
[00:04:52.426 --> 00:04:53.527]  I'll be breaking that down.
[00:04:53.527 --> 00:04:58.272]  I got a bunch of Libya news, financial news, earthquake news, Japan news.
[00:05:00.535 --> 00:05:04.559]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:05:04.559 --> 00:05:07.802]  This is our last chance to not relive history.
[00:05:07.802 --> 00:05:12.606]  As they're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:05:12.606 --> 00:05:19.012]  We have tremendous influence on our President and Congress, and they really are calling the shots.
[00:05:19.012 --> 00:05:21.235]  I think it's incumbent upon all of us
[00:05:21.775 --> 00:05:23.376]  Tim Geithner, Bernanke, they're arsonists!
[00:05:23.376 --> 00:05:24.356]  They're asking for more matches!
[00:05:24.356 --> 00:05:26.777]  And the Congress is saying, who do we make the check out to?
[00:05:40.683 --> 00:05:42.804]  Today seems like nobody does care.
[00:05:42.804 --> 00:05:47.948]  And right now in Washington, D.C., we have seen a fall of the Republic.
[00:05:47.948 --> 00:06:00.096]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv.
[00:06:00.096 --> 00:06:05.500]  The Genesis Communications Radio Network proudly presents the Alex Jones Show.
[00:06:05.500 --> 00:06:07.802]  Because there's a war on for your mind.
[00:06:27.079 --> 00:06:37.490]  We have a completely jam-packed transmission lined up for you on this live Sunday edition, the 17th day of April, this Palm Sunday, 2011.
[00:06:37.490 --> 00:06:38.050]  Let me just do this.
[00:06:41.854 --> 00:07:07.194]  Let me just give you a smattering of the news headlines because this is my greatest frustration in life, is that there is so much incredible news that totally proves the scientifically organized social engineering of our society into an absolute control freak paradise for the corrupt parasitic ruling class.
[00:07:08.703 --> 00:07:21.744]  Now, this has been on the books for years, Homeland Security, the Pentagon, the Fortune 100, Microsoft, they've been setting it up for a long, long time, but now they're rolling it out next year.
[00:07:23.234 --> 00:07:26.816]  And the government already listens to your phones without wiretaps, totally illegal.
[00:07:26.816 --> 00:07:30.177]  They torture people to death, totally illegal, and don't get in trouble.
[00:07:30.177 --> 00:07:34.779]  The foreign banks steal tens of trillions of dollars and won't tell Congress where it went.
[00:07:34.779 --> 00:07:48.485]  And when it finally, lawsuits get filed and it comes out who got the money, it's newspapers, TV networks, MSNBC, your tax money, direct secret payments to engage in propaganda.
[00:07:48.485 --> 00:07:52.407]  I mean, that itself is an incredible level of brazen tyranny.
[00:07:53.243 --> 00:07:54.985]  And it goes on and on.
[00:07:54.985 --> 00:07:57.747]  But then I see news like this.
[00:07:57.747 --> 00:08:02.271]  Now, again, we covered this in Police State 4, The Rise of FEMA, that we released last year.
[00:08:02.271 --> 00:08:05.314]  And I'm not going, oh, we covered this.
[00:08:05.314 --> 00:08:06.535]  We're on top of things.
[00:08:06.535 --> 00:08:09.557]  I don't territorialize information.
[00:08:09.557 --> 00:08:12.100]  My goal is to get it out to everybody.
[00:08:12.100 --> 00:08:18.826]  The problem is, as bad as this news is, it's only one small quadrant of a larger animal.
[00:08:20.182 --> 00:08:30.048]  Because when I read a headline like this, I also then understand the internet kill switch, and the know your customer system, and the total control.
[00:08:30.048 --> 00:08:42.415]  You know, when you talk about a cashless society, that doesn't just mean that you don't have cash, it means everything you're doing is being tracked and controlled, and taxes can be raised to a level that's basically unlimited.
[00:08:42.415 --> 00:08:48.599]  To fully control all commerce, and to only let insiders basically engage in commerce.
[00:08:49.912 --> 00:08:52.133]  Now, what is the news I'm ranting about here?
[00:08:52.133 --> 00:08:56.936]  Obama moves forward with Internet ID plan.
[00:08:56.936 --> 00:08:58.977]  CNET News.
[00:08:58.977 --> 00:09:00.458]  Here's the Herald Sun.
[00:09:00.458 --> 00:09:03.019]  Sick of remembering your online passwords?
[00:09:03.019 --> 00:09:05.861]  Let the White House manage it for you.
[00:09:05.861 --> 00:09:07.701]  That's an actual headline.
[00:09:07.701 --> 00:09:09.743]  Here's another one out of Wired Magazine.
[00:09:09.743 --> 00:09:15.766]  Obama calls for secure online identity system.
[00:09:15.766 --> 00:09:15.906]  Now,
[00:09:17.659 --> 00:09:28.547]  Number one, it was the federal government six years ago that began to, with the REAL ID Act, force the states to put RFID chips in their driver's license.
[00:09:28.547 --> 00:09:30.948]  Almost every state's complied.
[00:09:30.948 --> 00:09:35.812]  It was the federal government that in federal workers IDs put RFID chip.
[00:09:35.812 --> 00:09:40.275]  It was the federal government and big industry working together in collusion because
[00:09:41.633 --> 00:09:43.795]  Big business is the government now.
[00:09:43.795 --> 00:09:44.435]  They run things.
[00:09:44.435 --> 00:09:46.777]  They write rules that shut down their competition.
[00:09:46.777 --> 00:09:51.180]  They write rules that gives themselves the corporate welfare.
[00:09:51.180 --> 00:09:56.323]  We're going to get to bonafide evidence of that in a moment.
[00:09:56.323 --> 00:10:02.708]  But with this system, they come out
[00:10:04.099 --> 00:10:04.239]  Yes.
[00:10:20.365 --> 00:10:25.129]  Interview the top security specialist in the world repeatedly, as we've done.
[00:10:25.129 --> 00:10:39.501]  They all agree it's government and the Fortune 100 that are adopting systems that are made to be penetrated and hacked and controlled, because then they can come in with even greater draconian controls.
[00:10:39.501 --> 00:10:44.386]  All over the world, going back a decade ago, before this stuff even got adopted by government,
