[00:00.000 --> 00:18.160]  Fear is the passion of slaves, and this man knows no fear, he is Alex Jones.
[00:18.160 --> 00:23.380]  You know, they produce that line without asking about a year ago, and it's in the computer
[00:23.380 --> 00:28.200]  and they run it, and I don't like it, so I'm not even going to do the show today, because
[00:28.200 --> 00:34.400]  it's just something about that false start of that, that I've got to address, it becomes
[00:34.400 --> 00:38.960]  a pet peeve, it's almost like sonic water torch or something that happens over and over
[00:38.960 --> 00:44.440]  and over and over and over again, that I can't change, I can't stop it, I guess I can burn
[00:44.440 --> 01:01.680]  the computer up in there, throw it out of a window, throw it out of an off a cliff.
[01:01.680 --> 01:07.120]  Now I do know fear, fear of the globalist winning, fear of them running our lives, fear
[01:07.120 --> 01:14.120]  of their in-game plan succeeding.
[01:14.120 --> 01:18.200]  I think the person that wrote that line is no longer here, what type of egomaniac would
[01:18.200 --> 01:22.480]  run a promo line like that?
[01:22.480 --> 01:26.800]  I'm going to control myself now, I'm going to take a break, because it's 50 times I've
[01:26.800 --> 01:37.200]  passed that, I'll be taking it off, God!
[01:37.200 --> 01:40.600]  I have a lot of really important stuff to cover today, I'm going to do the very very
[01:40.600 --> 01:53.720]  best job I can, here on here, to break it all down today, and let's let there report
[01:53.720 --> 02:03.600]  and then I'm going to try to come back on the other side of this break.
[02:03.600 --> 02:08.200]  Let's air instant karma, at least part of it the time we have, from Gary McBrain, Liberals,
[02:08.200 --> 02:35.200]  instant karma, here it is.
[02:35.200 --> 02:57.200]  You just saw one of the protesters go up there and actually take a can of that down there.
[02:57.200 --> 03:02.880]  The guy tries to steal a Trump sign from his neighbor's lawn, watch this, alright so there's
[03:02.880 --> 03:08.280]  no sound, you can see the guy running on the lawn, trying to steal the sign, gets buzzed,
[03:08.280 --> 03:11.880]  you get electrocuted when you touch the sign, the homeowner was in state with sick of thieves
[03:11.880 --> 03:20.080]  stealing his sign, so he bootie trapped it, his neighbor now being charged with trespassing,
