[00:00:00.429 --> 00:00:01.731]  We're good to go.
[00:00:29.872 --> 00:00:40.115]  You're listening to GCN.
[00:00:40.115 --> 00:00:41.416]  Big Brother.
[00:00:41.416 --> 00:00:43.196]  Mainstream media.
[00:00:43.196 --> 00:00:44.957]  Government cover-ups.
[00:00:44.957 --> 00:00:46.517]  You want answers?
[00:00:46.517 --> 00:00:48.078]  Well, so does he.
[00:00:48.078 --> 00:00:52.279]  He's Alex Jones on the GCN Radio Network.
[00:00:52.279 --> 00:00:56.340]  And now, live from Austin, Texas, Alex Jones.
[00:01:06.453 --> 00:01:11.998]  In the last five days, the massive Oklahoma City story has broken.
[00:01:11.998 --> 00:01:14.140]  More evidence of government involvement.
[00:01:14.140 --> 00:01:22.467]  Huge BBC story broke yesterday during this broadcast, thanks to listeners paying attention and finding it.
[00:01:22.467 --> 00:01:26.250]  Concerning the British broadcasting communist,
[00:01:27.888 --> 00:01:40.474]  Live on 9-11, up there propagandizing, and 20 plus minutes before Building 7 fell, they started reporting that Building 7 had already collapsed, getting off script, going a little early with their script.
[00:01:40.474 --> 00:01:44.296]  They then cut to a reporter on the ground a few miles from Building 7.
[00:01:44.296 --> 00:01:46.578]  You see it clearly in the background.
[00:01:46.578 --> 00:01:53.841]  And then she steps aside and describes how the Solomon Brothers Building, that's the name of Building 7, had fallen.
[00:01:53.841 --> 00:01:57.183]  And there it is, smoking, nothing, had fallen.
[00:01:57.836 --> 00:02:03.540]  This is a huge story and they pulled it twice off Google yesterday.
[00:02:03.540 --> 00:02:06.022]  They pulled it again last night.
[00:02:06.022 --> 00:02:15.610]  This really was an illustration for folks about the real-time censorship as they were scanning the entire millions of videos that are posted on Google to bring it down.
[00:02:15.610 --> 00:02:17.551]  It was posted on YouTube and was brought down.
[00:02:17.551 --> 00:02:23.576]  It's now back up as they desperately scramble to stop you from being able to see this.
[00:02:24.312 --> 00:02:26.033]  We have the audio of it right now.
[00:02:26.033 --> 00:02:28.494]  It's up on PrisonPlanet.com.
[00:02:28.494 --> 00:02:43.979]  If you've seen the video, if you've heard us talk about it, if you want to discuss it, and if you have any questions or comments or statements you'd like to make, we'll be talking about Oklahoma City, 9-11 and Building 7, the new revelations in this first hour, the toll-free number to join us.
[00:02:43.979 --> 00:02:45.379]  And again, we're live the 27th day
[00:02:48.004 --> 00:02:56.206]  It is the 27th day of February 2007.
[00:02:56.206 --> 00:03:02.848]  By the way, coming up on March 2nd, on Friday, there's going to be the huge Texas Independence Day rally that I really should have been promoting more in the past.
[00:03:02.848 --> 00:03:03.608]  We've mentioned it some.
[00:03:03.608 --> 00:03:08.550]  We've got a big banner with a list of some of the speakers and the tales up on InfoWars.com.
[00:03:08.550 --> 00:03:10.150]  Please go get that report.
[00:03:10.150 --> 00:03:13.711]  It's a story we've put together and get it out to everyone.
[00:03:15.191 --> 00:03:20.580]  Looks like a Dallas Cowboys logo, great banner Ryan Slickheisen put together up on Infowars.com.
[00:03:20.580 --> 00:03:28.133]  Go get it, go through the link, get the story, email it to everybody and take off work on Friday or take off half a day.
[00:03:29.271 --> 00:03:35.997]  This is a duty for our country against the Trans-Texas Corridor, the NAFTA highways that will fund the North American Union.
[00:03:35.997 --> 00:03:39.880]  We've got Hank Gilbert joining us for about 20 minutes of the second hour to discuss this.
[00:03:39.880 --> 00:03:47.427]  We've got Jimmy Vaughn who's going to be part of some of the music and entertainment there coming up on Friday as well.
[00:03:47.427 --> 00:03:49.088]  He'll be joining us in studio tomorrow.
[00:03:49.088 --> 00:03:51.650]  We appreciate him coming in for that.
[00:03:51.650 --> 00:03:54.552]  So again, tell everybody you know, be there.
[00:03:55.982 --> 00:04:06.949]  We're going to be meeting downtown, it says at 2.30, but we need to start getting down there about 2 o'clock so we can have the parade down Congress to the Capitol and then several hours of speeches.
[00:04:06.949 --> 00:04:11.552]  Texas Independence Day, that's when they were able to get the Capitol Mall, that's when they were able to
[00:04:12.909 --> 00:04:17.673]  I don't think, frankly, the 2.30 is the best time, but let's not have excuses, ladies and gentlemen.
[00:04:17.673 --> 00:04:23.497]  That's when they can shut down Congress, and it is Texas Independence Day, and so be part of this.
[00:04:23.497 --> 00:04:25.038]  Get down there.
[00:04:25.038 --> 00:04:27.179]  Absolutely, you must be there.
[00:04:27.179 --> 00:04:28.400]  And everybody needs to help us.
[00:04:28.400 --> 00:04:29.100]  Call the media.
[00:04:29.100 --> 00:04:30.521]  They need to get a hundred calls apiece.
[00:04:30.521 --> 00:04:39.968]  All the local news, national news, AP, tell them to be there to get coverage on this so we can show that Texans and Americans are against the New World Order.
[00:04:42.170 --> 00:04:53.493]  We're going to get into the latest developments concerning this huge information that's come out via the BBC, and we'll give you the details if you missed the report and replay those clips.
[00:04:53.493 --> 00:04:56.333]  We'll also get more into Oklahoma City and the new developments coming out there.
[00:04:56.333 --> 00:05:00.835]  Just so much breaking news, and I'm so honored that my team is right in the middle of breaking it.
