[00:00.000 --> 00:24.480]  Well, there are those moments in history when people do jump the shark at the perfect tipping
[00:24.480 --> 00:25.480]  point.
[00:25.480 --> 00:27.840]  America and the world was sick of all the attacks on Trump.
[00:27.840 --> 00:31.000]  They were seeing through them, I was telling people just last week that we'd reached the
[00:31.000 --> 00:36.360]  tipping point, and then Kathy Griffin comes out like an ISIS sympathizer and basically
[00:36.360 --> 00:41.560]  promotes chopping the president's head off, and the media then suddenly turns against
[00:41.560 --> 00:42.560]  her.
[00:42.560 --> 00:46.000]  We're going to break it all down with an exclusive big announcement dealing with this
[00:46.000 --> 00:49.920]  lady and others on the other side of the break, but here is a key John Bowne report
[00:49.920 --> 00:51.960]  that ties into all of it.
[00:51.960 --> 00:57.880]  To recognize Oscar Lopez Rivera, formerly one of the leaders of the FLAN, a seditious
[00:57.880 --> 01:04.400]  Marxist paramilitary group responsible for over 130 bomb attacks on the United States
[01:04.400 --> 01:06.600]  in the name of Puerto Rican independence.
[01:06.600 --> 01:09.280]  Well, we'll have a parade for him, of course.
[01:09.280 --> 01:18.640]  My husband was at a business meeting January 24th, 1975 at Francis Tavern, the FALN of
[01:18.640 --> 01:27.480]  which Oscar Lopez Rivera was a leader, placed a bomb in the restaurant which exploded, killing
[01:27.480 --> 01:30.360]  four people, my husband among them.
[01:30.360 --> 01:37.320]  His being honored by being grand marshal of the parade is an absolute disgrace, and
[01:37.320 --> 01:44.320]  particularly that it's happening in New York where the FALN really had a reign of terror
[01:44.320 --> 01:50.920]  that affected all aspects of life in New York in the 70s and the early 80s.
[01:50.920 --> 01:55.640]  In Full Wars, Kellan McBreen writes, New York City's Puerto Rican Day parade will be honoring
[01:55.640 --> 01:58.560]  convicted terrorist Oscar Lopez Rivera.
[01:58.560 --> 02:05.720]  He was sentenced to 55 years in prison in 1981 on charges of robbery, seditious conspiracy,
[02:05.720 --> 02:08.920]  and transportation of firearms and explosives.
[02:08.920 --> 02:14.920]  In January 2017, Rivera's prison sentence was commuted by then-President Barack Obama.
[02:14.920 --> 02:20.880]  Fellow domestic terrorist Bill Ayers celebrated Obama's clemency for Rivera on Twitter, saying
[02:20.880 --> 02:22.040]  great news.
[02:22.040 --> 02:28.000]  In 1999, former President Bill Clinton had offered clemency to Rivera and 15 other FALN
[02:28.000 --> 02:32.960]  members on the condition that they renounce the use or threatened use of violence for
[02:32.960 --> 02:33.960]  any purpose.
[02:33.960 --> 02:36.680]  Lopez Rivera refused.
[02:36.680 --> 02:42.880]  Back in 1999, CBS News reported, former New York City police officer Richard Pascarella
[02:42.880 --> 02:48.280]  was blinded and lost five fingers on his right hand in an FALN attack.
[02:48.280 --> 02:51.400]  He was outraged that 12 will be released.
[02:51.400 --> 02:53.360]  They will reorganize, he said.
[02:53.360 --> 02:59.000]  They will again voice their ideology on the American public with a bomb and with a gun.
[02:59.000 --> 03:02.880]  The New York Fire Department and the New York Police Department, as well as the New York
[03:02.880 --> 03:08.200]  Daily News and Univision, have dropped out of sponsoring the parade due to the decision
[03:08.200 --> 03:10.240]  to honor the convicted terrorist.
[03:10.240 --> 03:14.880]  But New York City Mayor Bill de Blasio has no problem marching with him.
[03:14.880 --> 03:17.680]  Nelson Mandela was viewed as a terrorist to 2008.
[03:17.680 --> 03:20.640]  But this is, are you only comparing him to Nelson Mandela?
[03:20.640 --> 03:21.640]  Yeah.
[03:21.640 --> 03:25.160]  Martin Luther King was the most dangerous man in America by the FBI.
[03:25.160 --> 03:27.160]  He was shot and killed violently.
[03:27.160 --> 03:28.680]  What we're saying, we do this very often.
[03:28.680 --> 03:30.160]  Did Martin Luther King commit armed robbery?
[03:30.160 --> 03:31.160]  What we're saying is-
[03:31.160 --> 03:33.120]  No, what are you saying?
[03:33.120 --> 03:35.360]  What I'm saying is we conflate a lot of issues.
[03:35.360 --> 03:37.360]  We oftentimes don't believe in the cause.
[03:37.360 --> 03:38.360]  No, you're conflating-
[03:38.360 --> 03:39.360]  I'm actually not.
[03:39.360 --> 03:40.360]  I'm not even attacking the cause.
[03:40.360 --> 03:41.360]  Sure.
[03:41.360 --> 03:47.000]  I'm merely saying armed robbery and making bombs are not legitimate forms of political
[03:47.000 --> 03:49.360]  expression and you're saying they are.
[03:49.360 --> 03:55.640]  The United States has supported people who have done violent acts in the course of getting
[03:55.640 --> 03:57.000]  their freedom across the world.
[03:57.000 --> 03:58.240]  What we tend to do with people-
[03:58.240 --> 04:02.480]  When things fall apart, it's people like you who will be responsible for them.
[04:02.480 --> 04:04.880]  People who hold their constituents as victims of violence.
[04:04.880 --> 04:06.840]  It's people like you who actually try to conflate issues.
[04:06.840 --> 04:11.520]  But what I'm saying to you, whatever it is that is brought up when it comes to strategies
[04:11.520 --> 04:15.760]  for freedom and justice, to people who are privileged, usually try to dictate what should
[04:15.760 --> 04:17.520]  be done and who people should celebrate.
[04:17.520 --> 04:18.520]  You know what?
[04:18.520 --> 04:22.160]  All of us, of all colors and all incomes can agree that armed robbery is not legitimate.
[04:22.160 --> 04:28.040]  Mayor de Blasio, Congressman Luis Gutierrez and other leftist leaders have swallowed
[04:28.040 --> 04:31.560]  Rivera's lie that he was a political prisoner.
[04:31.560 --> 04:39.760]  Yet four Americans died and more than 50 were injured on January 24, 1975, after the FALN
[04:39.760 --> 04:45.160]  claimed responsibility for the bombing of Manhattan's historic Francis Tavern, the
[04:45.160 --> 04:48.560]  pre-revolutionary meeting place for the Sons of Liberty.
[04:48.560 --> 04:53.840]  The left's open hatred for America and everything it stands for will be on full display.
[04:53.840 --> 04:55.920]  June 11, 2017.
[04:55.920 --> 05:00.360]  John Bound for Enforce.com.
[05:00.360 --> 05:03.320]  December 23, 1776.
[05:03.320 --> 05:05.800]  These are the times that try men's souls.
[05:05.800 --> 05:10.000]  The summer soldier and the Sunshine Patriot Wheel in this crisis shrink from the service
[05:10.000 --> 05:15.280]  of their country, but he that stands by it now deserves the love and thanks of man and
[05:15.280 --> 05:16.280]  woman.
[05:16.280 --> 05:20.320]  Tyranny, like hell, is not easily conquered, yet we have this consolation with us that
