[00:00.000 --> 00:22.000]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:22.000 --> 00:44.000]  Alex Jones.
[00:44.000 --> 00:48.000]  Ladies and gentlemen, we are live.
[00:48.000 --> 00:56.000]  We're broadcasting worldwide on this Tuesday, 29th of May, 2018 global transmission.
[00:56.000 --> 01:06.000]  Our own Harrison Smith and Trepid reporter, investigative journalist is on the ground with one of their team member in the UK.
[01:06.000 --> 01:17.000]  And he's going to be covering the continuing unfolding developments with the firestorm that is the secret arrest and secret imprisonment of Tommy Robinson.
[01:17.000 --> 01:31.000]  We are also going to have Godfrey Bloom, former member of the EU Parliament from the UK and a big patriot, joining us in the next hour to break down all the other political prisoners in the UK and in Europe.
[01:31.000 --> 01:55.000]  Gert Wilders, the Dutch leading politician close to winning the prime ministership there, he has gone and filed a formal complaint and says this is Sharia law and the tyranny of the Islamic takeover because in parliamentary systems it only takes 5, 10, 15% depending on the country to then leverage out and win every single election because you'll have up to 10, 15 major parties.
[01:55.000 --> 02:01.000]  If the Islamists vote almost to a man and woman, they can then be the key tipping for every area.
[02:01.000 --> 02:04.000]  And that's why Sharia law is already going into effect in areas of London.
[02:04.000 --> 02:06.000]  There are no go zones all over Europe.
[02:06.000 --> 02:09.000]  Just a few years ago, mainstream media denied this.
[02:09.000 --> 02:11.000]  Now they admit it and now they accept it.
[02:11.000 --> 02:12.000]  It is incredible.
[02:12.000 --> 02:16.000]  But Tommy Robinson has captured the world's attention.
[02:16.000 --> 02:23.000]  Even Roseanne Barr tweeted out over the weekend that, oh, look, you exposed the pedophile rings, you get sent to prison in one hour.
[02:23.000 --> 02:32.000]  Folks go, oh, well, he's in contempt of court in a previous sentence for also covering the grooming gangs that he first exposed.
[02:32.000 --> 02:35.000]  So that is the reality of what we're dealing with here.
[02:35.000 --> 02:38.000]  So we're going to have Harrison Smith popping in.
[02:38.000 --> 02:42.000]  We're going to have Godfrey Bloom popping in.
[02:42.000 --> 02:52.000]  We're going to have members of Tommy Robinson's crew like Kalen Robertson, who really is not just his right-hand man, but the guy that's helped take Tommy the next level with the support he needed with infrastructure.
[02:52.000 --> 02:57.000]  And camera work and gentrification to use Kalen's term.
[02:57.000 --> 03:00.000]  He is going to be popping in to give us updates in the latest.
[03:00.000 --> 03:02.000]  And I'll just tell you this very, very soon.
[03:02.000 --> 03:07.000]  An exclusive piece of information is not today, tomorrow, but he's coming on today.
[03:07.000 --> 03:09.000]  Regardless, I'll leave it at that.
[03:09.000 --> 03:12.000]  Our people are on the ground with him in the UK.
[03:12.000 --> 03:16.000]  And then in studio again, he is one of the top First Amendment lawyers.
[03:16.000 --> 03:21.000]  So how about what's happening here, but also in Europe, Mark Rondaza is going to be in studio.
[03:21.000 --> 03:29.000]  We also have Mr. Nixon here, another lawyer receiving him on board, but working on some things behind the scenes.
[03:29.000 --> 03:31.000]  It's all coming up today.
[03:31.000 --> 03:33.000]  You definitely want to spread the word about this broadcast.
[03:33.000 --> 03:44.000]  Now, separately, you've got the fact that the media has been trying to spin things massively that, oh, Trump backed out of the summit and now it's back on.
[03:44.000 --> 03:45.000]  Oh, he's schizophrenic.
[03:45.000 --> 03:46.000]  Oh, he's ultra-skelter.
[03:46.000 --> 03:48.000]  Now, that's how the art of the deal works.
[03:48.000 --> 03:50.000]  It's how negotiations work.
[03:50.000 --> 03:57.000]  Like, you're about to buy a car and they've agreed to sell it to you for $30,000 and suddenly, oh, you forgot about an add on cost.
[03:57.000 --> 03:59.000]  It's had more on the car than we thought.
[03:59.000 --> 04:01.000]  The car is $35,000.
[04:01.000 --> 04:04.000]  You say, oh, I'm walking.
[04:04.000 --> 04:05.000]  And they go, oh, you know what?
[04:05.000 --> 04:06.000]  We're going to take that off for you.
[04:06.000 --> 04:07.000]  You're right.
[04:07.000 --> 04:08.000]  It's a deal.
[04:08.000 --> 04:12.000]  The deal is $30,000.
[04:12.000 --> 04:13.000]  So that's what happened.
[04:13.000 --> 04:15.000]  And here's Trump's latest tweet.
[04:15.000 --> 04:25.000]  Sorry, I've got to start focusing on energy, on North Korea, nuclear, bad trade deals, VA choice, the economy, rebuilding the military, and so much more.
[04:25.000 --> 04:34.000]  And not on the rigged Russia witch hunt that should be investigating Clinton, Russia, FBI, Justice, Obama, Comey, Lynch, et cetera.
[04:34.000 --> 04:35.000]  Absolutely.
[04:35.000 --> 04:41.000]  Sorry, folks, because the media is challenging him to respond to all the latest Russiagate pitle.
[04:41.000 --> 04:45.000]  And he's saying, sorry, I'm going to continue turbocharging the country when it was about to go over the edge.
[04:45.000 --> 04:46.000]  So all that's coming up.
[04:46.000 --> 04:55.000]  And we've got Schumer tells the media that Spygate doesn't exist and don't report on it, even though we've got Clapper and Brennan, all of them admitting that they were spying on Trump.
[04:55.000 --> 04:56.000]  These people are incredible.
[04:56.000 --> 04:57.000]  We'll be back.
[04:57.000 --> 05:22.000]  Stay with us.
[05:27.000 --> 05:53.000]  We'll be back.
[05:53.000 --> 06:15.000]  We'll be back.
[06:23.000 --> 06:52.000]  We have Katelyn Robertson and others who are members of Tommy Robinson's team joining us with exclusive information on the secret police arrest of a amazing journalist that has shocked the world.
[06:52.000 --> 06:53.000]  That's coming up the start of the next hour.
[06:53.000 --> 07:05.000]  We're also going to be joined by Godfrey Blum, a veteran military historian, a former member of the EU parliament, also a very famous and successful brokerage house operator.
[07:05.000 --> 07:08.000]  He's a real phenomenon, helped engineer the Brexit.
[07:08.000 --> 07:16.000]  He wants to explain what's really behind Tommy Robinson and other secret police activities that are explosive in the UK.
[07:16.000 --> 07:22.000]  He's going to dish out information never before heard.
[07:22.000 --> 07:28.000]  And again, we're also looking at Nigel Farage for the next few days as our crew is there in the UK.
[07:28.000 --> 07:38.000]  Italy is about to explode because they're telling the Italians that they're under EU control and that their borders will be opened, whether they like it or not.
[07:38.000 --> 07:40.000]  So that's all coming up as well.
[07:40.000 --> 07:46.000]  And we have incredible developments with Schumer telling the media how to report on Spygate.
[07:46.000 --> 07:49.000]  This guy, just like Hillary, has his fingers in the mainstream media.
[07:49.000 --> 07:53.000]  In late night comics, you name it, telling them what to say and what to do.
[07:53.000 --> 07:55.000]  A memo to the press.
[07:55.000 --> 08:03.000]  When you quote the president saying Spygate, it is only fair to immediately follow that by noting there is absolutely no evidence of Spy being inserted into his campaign.
[08:03.000 --> 08:09.000]  It seems to me, failure to do so is a disservice to your readers, viewers in the country.
[08:09.000 --> 08:15.000]  Now that real message is, I'll call your corporate bosses and have your ass fired if you don't tell the line.
[08:15.000 --> 08:17.000]  That's what Schumer does.
[08:17.000 --> 08:26.000]  He and his aides hours a day call up threatening people to get them in line.
[08:26.000 --> 08:28.000]  Where does Jimmy Fallon?
[08:28.000 --> 08:30.000]  Was it enough anti-Trump?
[08:30.000 --> 08:33.000]  And a special phone call was made by Herr Schumer.
[08:33.000 --> 08:36.000]  Fallon talked about how much trouble he got in from executives.
[08:36.000 --> 08:39.000]  So that's the incredible bullying we have.
[08:39.000 --> 08:44.000]  Clapper, Brennan, all of them on video admitting that Trump was being spied on.
[08:44.000 --> 08:48.000]  They say, oh, we don't like that type of word.
[08:48.000 --> 08:49.000]  That's all coming up.
[08:49.000 --> 08:54.000]  Also, Roseanne Barr, oh my gosh, goes on wild and racist, even though it's not.
[08:54.000 --> 09:01.000]  Tweetstorm about Clintons, George Soros, and Chris Salilzo.
[09:01.000 --> 09:03.000]  And you read it.
[09:03.000 --> 09:07.000]  You know, Barr is such the big red-hot thing right now.
[09:07.000 --> 09:10.000]  And she was on the show a few times years ago because she said she was a listener.
[09:10.000 --> 09:12.000]  And you can tell she's a listener.
[09:12.000 --> 09:14.000]  And then she talks to my producer all the time.
[09:14.000 --> 09:15.000]  She says, oh, keep up the great work.
