[00:00:15.889 --> 00:00:17.010]  InfoWars.
[00:00:17.010 --> 00:00:18.190]  Tomorrow's news.
[00:00:18.190 --> 00:00:20.931]  Today.
[00:00:20.931 --> 00:00:24.172]  Do we blame the anti-vax movement for that?
[00:00:24.172 --> 00:00:25.032]  Well, yes.
[00:00:25.032 --> 00:00:29.173]  Some are calling for penalties like higher healthcare premiums, even jail time.
[00:00:29.173 --> 00:00:30.954]  These anti-vaxxers, they're crazy.
[00:00:30.954 --> 00:00:32.074]  They're wearing tinfoil hats.
[00:00:32.796 --> 00:00:51.366]  These outbreaks are due to the anti-vaccine movement.
[00:00:51.366 --> 00:00:53.707]  The footage you're seeing is real.
[00:00:53.707 --> 00:00:57.769]  It's happening in Germany, it's happening in China, and it's happening in Australia.
[00:00:57.769 --> 00:00:59.450]  Police with six-foot sticks
[00:01:01.175 --> 00:01:07.481]  Patrolling the streets in Germany, making sure you stay six feet apart.
[00:01:07.481 --> 00:01:11.664]  It's not enough that you took all the three or four shots and are sick.
[00:01:11.664 --> 00:01:20.532]  It's not enough that you've got a vaccine tracker passport they now admit flogging all your movements to the authoritarian state.
[00:01:20.532 --> 00:01:26.137]  Now you've got to be used to government contact with the general public that aren't criminals.
[00:01:26.137 --> 00:01:28.099]  You're being trained to be a prisoner.
[00:01:29.653 --> 00:01:33.394]  From the moment you're born, little children are being indoctrinated into this.
[00:01:33.394 --> 00:01:35.855]  This is the bio-medical takeover.
[00:01:35.855 --> 00:01:41.016]  The main way we predicted they would launch their New World Order operation.
[00:01:41.016 --> 00:01:46.678]  I've exposed this for more than 20 years because the enemy has salivated over it.
[00:01:46.678 --> 00:01:51.139]  They have given constant speeches and written white papers and books on this plan.
[00:01:51.139 --> 00:01:53.320]  That's how we know what they're going to do.
[00:01:54.383 --> 00:02:05.126]  But paradoxically, even the politicians and leaders that supposedly oppose this, like Senator Paul and others, eat around the edges of it and just try to dunk on Fauci.
[00:02:05.126 --> 00:02:07.006]  Oh, look, they now admit masks don't work.
[00:02:07.006 --> 00:02:08.167]  I'm dunking.
[00:02:08.167 --> 00:02:12.728]  Oh, they now admit... But without ever explaining, that was always part of the plan.
[00:02:12.728 --> 00:02:16.129]  So the UN has now announced, and we knew this was the next phase, we told you this 22 months ago,
[00:02:18.496 --> 00:02:24.460]  That first they would roll out the first shot, then the second shot, then the booster, and then that doesn't work, there's another booster.
[00:02:24.460 --> 00:02:41.152]  And then they said in Australia, last week and at the UN this week, okay, it's a permanent program, we've got to give you new shots all the time for the mutations of COVID-19, which they now test for the common cold.
[00:02:41.152 --> 00:02:45.615]  So they're outlawing you being allowed to have a common cold.
[00:02:45.615 --> 00:02:46.156]  And of course,
[00:02:47.773 --> 00:02:55.960]  The so-called vaccine makes your body create a toxic spike protein, and so they can then slowly depopulate you.
[00:02:55.960 --> 00:03:07.550]  And once they've arrested you and put you in one of their camps, they can then give you special batches that are mutagenic, and you'll die of cancer within just three to six months.
[00:03:07.550 --> 00:03:08.771]  And this is how they take you away.
[00:03:08.771 --> 00:03:09.972]  It's how they kill you.
[00:03:09.972 --> 00:03:13.315]  It's how the people killing you don't really know they're even part of a depopulation plan.
[00:03:14.269 --> 00:03:23.397]  All they know is they go along with the first phase, they don't get the shot that kills them, they get the special lot, and so they go along with it.
[00:03:23.397 --> 00:03:33.786]  It's about worshipping the biomedical state, putting up the image of nurses and doctors that get into the fear as gods.
[00:03:33.786 --> 00:03:38.531]  Gods saving the earth through depopulation.
[00:03:40.359 --> 00:03:53.167]  And this is all the Club of Rome, Bilderberg Group, Trilateral Commission, David Rockefeller, Great Reset, Agenda 21, Agenda 2030, Davos Group operation.
[00:03:53.167 --> 00:04:01.972]  And I have all the admissions, all the statements, so many videos, so many statements, so many admissions that, yeah, we're colonizing your body with nanochips, you can't stop us.
[00:04:01.972 --> 00:04:02.733]  They had a Pfizer.
[00:04:03.513 --> 00:04:12.195]  The chief futurist of the Davos Group, Klaus Schwab, I mean they're all over the place saying this is the end of society as you know it.
[00:04:12.195 --> 00:04:15.995]  And you notice it's not a good place they're taking us to.
[00:04:15.995 --> 00:04:25.277]  Massive censorship, total control, and now hundreds of articles today in the US, in Australia, everywhere, in the UK.
[00:04:25.277 --> 00:04:27.397]  Look at these headlines.
[00:04:27.397 --> 00:04:31.758]  London Telegraph, from prison threats to fines, how the world, you mean the globalists,
[00:04:32.805 --> 00:04:34.946]  Is turning up the heat on the unvaccinated.
[00:04:34.946 --> 00:04:36.607]  You mean on the people.
[00:04:36.607 --> 00:04:38.448]  Because you're always unvaccinated.
