[00:00.000 --> 00:27.340]  I have never had a greater sense of urgency. Everywhere I look, massive draconian censorship
[00:27.340 --> 00:33.660]  is taking place. Just look at this on my Twitter feed. Mainstream news, ladies and
[00:33.660 --> 00:40.960]  gentlemen. Teacher punished taught kids to think about free speech. David Knight broke
[00:40.960 --> 00:52.560]  that down. It's everywhere. Then I've got mainstream news headlines here. It's time
[00:52.560 --> 01:00.860]  to regulate the internet and shut down free speech. The Atlantic. It just gets crazier.
[01:00.860 --> 01:09.020]  Look at this. Daily caller. It's a footnote in the Washington Post. The top investigator
[01:09.020 --> 01:16.620]  into the Seth Rich murder was shot twice in the back. He got away with his doxened badger
[01:16.620 --> 01:24.260]  hand in his arms and then the person began trying to run him over a Marine with a department
[01:24.260 --> 01:34.340]  of energy. Yeah, when the hitman comes, that's that's what they are. And so it's just next
[01:34.340 --> 01:38.860]  level. I don't want to get this individual on. He's been the prominent lawyer, putting
[01:38.860 --> 01:42.380]  out the rewards, investigating, doing all this back when the family wanted that. It's
[01:42.380 --> 01:47.820]  still an unsolved murder and evidence mounts that there were laptops and the DNC and cover-ups
[01:47.820 --> 01:53.540]  and all this stuff going on. The family suing Fox News for questioning. It's called Alex
[01:53.540 --> 01:58.300]  Jones Fox News sued for conspiracy theories. New York Daily News. Trans like that. Asking
[01:58.300 --> 02:03.100]  questions why Jones will probably think it's a big deal. This lawyer got shot twice in
[02:03.100 --> 02:13.860]  the back. He thought he was at a document pickup. And when he went under the orange
[02:13.860 --> 02:24.780]  cone to get the documents, he got shot twice in the back. He ran with his dog in his arms
[02:24.780 --> 02:29.300]  in the feller coming after him, who's been arrested, didn't stop sort of running over
[02:29.300 --> 02:37.020]  him. But he jumped between cars after being rammed twice and lived tough cookie. The Daily
[02:37.020 --> 02:44.140]  Caller. It's also posted on info wars, former Marine charge and shooting hit and run of
[02:44.140 --> 02:49.420]  controversial Seth Rich investigator. I love how if you investigate your controversial,
[02:49.420 --> 02:55.380]  I guess the Daily Caller wants to say that's they don't get sued. Now investigating. See
[02:55.380 --> 03:00.220]  is controversial. Yeah, it's controversial. He got shot twice in the back and survived
[03:00.220 --> 03:06.300]  by a Marine with the Department of Energy. Uh huh. Sure. I told everybody when the hit
[03:06.300 --> 03:10.820]  men come, there's sheep dipped veterans inside government agencies. That's the hit men in
[03:10.820 --> 03:17.060]  this country. But it's no big deal. He just shot him twice in the back trying to run over
[03:17.060 --> 03:22.420]  him twice. No big deal. Move along. Everything's fine. Nothing's going on with Seth Rich's
