[00:00.000 --> 00:04.000]  This is Uncle Sam with Music and the Truth Until Dawn.
[00:04.000 --> 00:08.000]  Right now I got a few words for some of our brothers and sisters in the occupied zone.
[00:08.000 --> 00:12.000]  The chair is against the wall. John has a long mustache.
[00:12.000 --> 00:15.000]  This is the heart of 1776.
[00:15.000 --> 00:18.000]  It's 12 o'clock Americans, another day closer to victory.
[00:18.000 --> 00:30.000]  And for all of you out there on or behind the lines, this is your song.
[00:30.000 --> 00:36.000]  Ladies and gentlemen, thank you for joining us on this emergency transmission.
[00:36.000 --> 00:38.000]  Our republic is on its knees.
[00:38.000 --> 00:41.000]  And we're here pointing out, but the globalists don't want you to know.
[00:41.000 --> 00:44.000]  They are bringing us into a worldwide tyranny.
[00:44.000 --> 00:47.000]  They want us to sleep all the way into complete slavery.
[00:47.000 --> 00:52.000]  I told you three months ago that Donald Trump was planning to set them up with 9-Eleven Truth.
[00:52.000 --> 00:55.000]  They took the bait. They attacked him.
[00:55.000 --> 00:59.000]  They didn't take the bait when he joined us, but they did take it this week.
[00:59.000 --> 01:03.000]  And he is now going to expose the entire system.
[01:03.000 --> 01:07.000]  They are in huge trouble and Donald Trump is a hero.
[01:07.000 --> 01:09.000]  He's proven he's for real. It's incredible.
[01:09.000 --> 01:14.000]  But first, a key John Bowne report detailing that the mark of the beast is upon us.
[01:14.000 --> 01:19.000]  Following the 2016 Davos ConFab, a meeting of 62 people,
[01:19.000 --> 01:25.000]  as wealthy as the 3.6 billion poorest half of the world's population,
[01:25.000 --> 01:30.000]  where a major theme was the future of automation, as it replaces working humans.
[01:30.000 --> 01:34.000]  As more and more of the population leaves the workplace,
[01:34.000 --> 01:38.000]  economic growth enters a period of secular stagnation.
[01:38.000 --> 01:42.000]  Economist and potential future Federal Reserve Chairman Larry Summers
[01:42.000 --> 01:49.000]  is heralding these conditions as the perfect storm needed to transition to a cashless society.
[01:49.000 --> 01:51.000]  Paul Joseph Watson writes,
[01:51.000 --> 01:55.000]  Summers has called for the $100 bill to be phased out of circulation,
[01:55.000 --> 01:59.000]  becoming the latest prominent voice to advocate the elimination of cash.
[01:59.000 --> 02:01.000]  The Washington Post writes,
[02:01.000 --> 02:06.000]  Summers calls for a moratorium on printing new, high-denomination notes
[02:06.000 --> 02:09.000]  in the name of stopping crime and corruption,
[02:09.000 --> 02:15.000]  a global agreement to stop issuing notes worth more than, say, $50 or $100.
[02:15.000 --> 02:19.000]  The inevitable mark of the beast system is fully underway.
[02:19.000 --> 02:24.000]  France introduced laws last year which restricted French citizens from making cash payments
[02:24.000 --> 02:26.000]  over 1,000 euros.
[02:26.000 --> 02:31.000]  Italy, Russia, Spain, Mexico and Uruguay have all introduced similar laws
[02:31.000 --> 02:33.000]  that ban cash payments over a certain amount.
[02:33.000 --> 02:38.000]  Earlier this week, the ECB Council voted to scrap the 500 euro bill,
[02:38.000 --> 02:43.000]  a decision that would reduce the amount of physical cash in circulation by around 30%,
[02:43.000 --> 02:47.000]  despite the fact that such a move would be negative for the currency,
[02:47.000 --> 02:50.000]  according to a Bank of America analysis.
[02:50.000 --> 02:55.000]  Last month, Norway's biggest bank, D&B, called for eliminating cash
[02:55.000 --> 02:59.000]  to cut down on black market sales and crimes such as money laundering.
[02:59.000 --> 03:03.000]  In August of 2015, the Financial Times published an editorial
[03:03.000 --> 03:05.000]  which called for the abolition of cash altogether
[03:05.000 --> 03:11.000]  to make life easier for a government set on squeezing the informal economy out of existence.
[03:11.000 --> 03:14.000]  We should move towards an international currency
[03:14.000 --> 03:19.000]  because the speculation and the complexity of currency
[03:19.000 --> 03:25.000]  has caused some of the irritation, not only among the trading nations, but among individuals.
[03:25.000 --> 03:28.000]  At a secretive meeting in London last year,
[03:28.000 --> 03:31.000]  Kenneth Rogoff of Harvard University and William Puder,
[03:31.000 --> 03:37.000]  the chief economist at Citigroup, met with the top central bankers to discuss phasing out cash.
[03:37.000 --> 03:42.000]  Former Bank of England economist Jim Levis penned an article for London Telegraph last April
[03:42.000 --> 03:45.000]  in which he said a cashless society would only be achieved
[03:45.000 --> 03:52.000]  by forcing everyone to spend only by electronic means from an account held at a government-run bank,
[03:52.000 --> 03:57.000]  which would be monitored or even directly controlled by the government.
[03:57.000 --> 04:04.000]  The ultra-powerful Bilderberg Group also discussed the agenda to ban cash during its 2015 Comfab in Austria,
[04:04.000 --> 04:08.000]  a conference attended by numerous prominent bankers.
[04:08.000 --> 04:13.000]  Basically, we are leaving the era of a strong global economy,
[04:13.000 --> 04:18.000]  brought to a screeching halt by the billionaires that reaped its benefits,
[04:18.000 --> 04:22.000]  now that small elite plans to govern us all from their ivory tower,
[04:22.000 --> 04:26.000]  promising socialism as some kind of reward.
[04:26.000 --> 04:35.000]  Meanwhile, major banks are preparing for a bank holiday that could come at any moment,
[04:35.000 --> 04:40.000]  as the final maelstrom begins between the cashless society of the corporatocracy
[04:40.000 --> 04:45.000]  running our kidnapped government versus the defenders of our dying federal republic.
[04:45.000 --> 04:48.000]  Right on. That's what I'm talking about. Another high five.
[04:48.000 --> 04:49.000]  Patriot.
[04:49.000 --> 04:52.000]  John Bound for Infowars.com
[04:52.000 --> 04:56.000]  Another stunningly powerful and insightful and key report by John Bound.
[04:56.000 --> 04:59.000]  I'm Alex Jones. Get ready. It's a big broadcast.
[04:59.000 --> 05:04.000]  D. Ray McKesson, the prominent activist and late-entrant in de Baltimore's mayoral race,
[05:04.000 --> 05:08.000]  will meet with President Barack Obama and civil rights leaders at the White House on Thursday
[05:08.000 --> 05:10.000]  for an event-honoring Black History Month.
[05:10.000 --> 05:15.000]  Also at this meeting will be Al Sharpton, Cornel Brooks, President of the NAACP,
[05:15.000 --> 05:17.000]  and Democratic rep John Lewis of Georgia.
[05:17.000 --> 05:21.000]  Oh, and let's not forget Attorney General Loretta Lynch. She will also be attending.
[05:21.000 --> 05:24.000]  The White House described the meeting as a first-of-its-kind gathering of leaders
[05:24.000 --> 05:27.000]  who represent different generations of the civil rights movement
