[00:00.000 --> 00:10.000]  Big Brother, mainstream media, government cover-ups.
[00:10.000 --> 00:11.000]  You want answers?
[00:11.000 --> 00:13.000]  Well, so does he.
[00:13.000 --> 00:17.000]  He's Alex Jones on the GCN Radio Network.
[00:17.000 --> 00:24.000]  And now, live from Austin, Texas, Alex Jones.
[00:24.000 --> 00:30.000]  It is Thursday, the 26th day of May 2011.
[00:30.000 --> 00:35.000]  We're going to be live here for the next three hours, so start your engines.
[00:35.000 --> 00:39.000]  My engine is running a little rough, but I'm here.
[00:39.000 --> 00:50.000]  I screamed for over an hour off and on at the Texas Capitol yesterday in the Cacophonous Halls.
[00:50.000 --> 00:57.000]  I absolutely want to salute the 100 or so people that were there when I got there at about 245.
[00:57.000 --> 01:05.000]  Then I came back outside and everywhere I went, I saw new people that were arriving and more crowds even showed up over the evening.
[01:05.000 --> 01:11.000]  San Antonio paper estimates over 300 over the day.
[01:11.000 --> 01:18.000]  I saw 100 at one time and more than 100 milling around other areas, so unknown numbers.
[01:18.000 --> 01:27.000]  I would say conservatively probably 500 people showed up from all over Texas spontaneously because they were putting the phones off the hook,
[01:27.000 --> 01:32.000]  or they were busy, or they were going to voicemail at the Texas State Capitol.
[01:32.000 --> 01:38.000]  The whole world's watching with this TSA takeover operation.
[01:38.000 --> 01:42.000]  And now, suddenly, we first had the report out yesterday.
[01:42.000 --> 01:48.000]  I'm just so proud of our writers and researchers.
[01:48.000 --> 01:55.000]  They got House Member Simon and Senator Patrick's letters talking about the Feds threatening blockades,
[01:55.000 --> 02:01.000]  releasing the letter from the Feds threatening the no-fly zone over Texas, and that's what it is.
[02:01.000 --> 02:06.000]  We put it in an article and today I tuned through a whole bunch of talk stations.
[02:06.000 --> 02:11.000]  Hundreds of news articles, including national news articles I scanned over.
[02:11.000 --> 02:22.000]  In Dallas Morning News, San Antonio Express News, Houston Chronicle, Boston Globe, Politico, Forbes, I mean, just everywhere,
[02:22.000 --> 02:25.000]  pretty much unanimously against what the Feds have done.
[02:25.000 --> 02:27.000]  People really see this tyranny.
[02:27.000 --> 02:35.000]  We're making the tyrants act like tyrants and pointing out that, my goodness, the TSA says it's our way or the highway.
[02:35.000 --> 02:38.000]  We're going to stick our hands down your children's pants.
[02:38.000 --> 02:43.000]  We're going to grab you on the outside. We're going to fondle the genitals of Miss America.
[02:43.000 --> 02:45.000]  We're going to leave the borders wide open.
[02:45.000 --> 02:53.000]  And if you don't like it, we'll just have a blockade on you like your Libya or like your Iran.
[02:53.000 --> 03:00.000]  Well, those are just sanctions with Iran, but there is a blockade of Libya, an act of war, so incredible.
[03:00.000 --> 03:10.000]  And Senator Patrick yesterday withdrew his bill and then tried to bring it back to the floor when he thought he had the votes.
[03:10.000 --> 03:13.000]  He originally had 30 of 31 senators confirmed.
[03:13.000 --> 03:20.000]  And we've now discovered who the exact culprit is for gutting it at the behest of the Obama administration.
[03:20.000 --> 03:23.000]  And he set to try to replace Perry as governor.
[03:23.000 --> 03:29.000]  He said, or he'll run for U.S. Senate with Builderberg Group member Kay Bailey Hutchinson stands down.
[03:29.000 --> 03:41.000]  He is a former CIA government overthrow specialist and he is the real governor of Texas after the Civil War.
[03:41.000 --> 03:48.000]  Because we had puppet governors down here, they set it up where the lieutenant governor that comes out of the Senate,
[03:48.000 --> 03:52.000]  the head of the Senate has the governor's powers.
[03:52.000 --> 03:54.000]  Perry has almost no power.
[03:54.000 --> 04:01.000]  He formerly was a lieutenant governor, but Dewhurst really has the governor's powers and he killed the bill.
[04:01.000 --> 04:07.000]  And Senator Patrick's on record calling him out saying Dewhurst wanted to keep it secret.
[04:07.000 --> 04:14.000]  I went to a lot of their offices yesterday, a lot of the different Senate offices and I could tell when I went to Dewhurst offices.
[04:14.000 --> 04:18.000]  I mean, it was Pentagon Central.
[04:18.000 --> 04:23.000]  I mean, I looked at these guys when I walked in and it was, we own this country, it's ours.
[04:23.000 --> 04:25.000]  And that's the end of it.
[04:25.000 --> 04:27.000]  And Dewhurst has always been a monster.
[04:27.000 --> 04:28.000]  I've seen him in person.
[04:28.000 --> 04:32.000]  He's one of those people who looks like Ted Bundy, acts like Ted Bundy.
[04:32.000 --> 04:36.000]  He's the wealthiest member of Texas government.
[04:36.000 --> 04:42.000]  And when you're around him, he just radiates evil.
[04:42.000 --> 04:44.000]  And he is an Obama operative.
[04:44.000 --> 04:49.000]  And Dewhurst, no matter how much money you got, Texas is angry at you.
[04:49.000 --> 04:56.000]  Every major paper, you're going down, you Obama supporting anti-Texas, black ops, spook.
[04:56.000 --> 04:59.000]  You will not bring down Texas like some third-world country boy.
[04:59.000 --> 05:02.000]  Never happened in America, but it's happening right now.
[05:02.000 --> 05:05.000]  Gas prices are exploding past the incomes of millions of families.
[05:05.000 --> 05:12.000]  As gas prices and crop failures push high food cost, you can still get the best food on the planet from eFoodsDirect.com.
[05:12.000 --> 05:17.000]  Demand for food is high, but eFoods Direct has plenty of radiation-free food to meet your needs.
[05:17.000 --> 05:22.000]  With our new triple production capacity, you will get the fastest shipments of food in the country
[05:22.000 --> 05:26.000]  to help you get the most food possible when you order three of any qualified pack.
[05:26.000 --> 05:28.000]  You will get the fourth one absolutely free.
[05:28.000 --> 05:31.000]  That's the buy three, get the fourth free food special.
[05:31.000 --> 05:34.000]  Your immediate order will not only freeze the present low food prices,
[05:34.000 --> 05:36.000]  but also guarantee your food availability.
[05:36.000 --> 05:40.000]  Folks, I'm telling you, it is the smart move to go to eFoods Direct right now
[05:40.000 --> 05:43.000]  and buy three of any qualified item and receive the fourth one free.
[05:43.000 --> 05:48.000]  Get the most for your food dollar by calling 800-409-5633
[05:48.000 --> 05:52.000]  or on the web at eFoodsDirect.com forward slash Alex.
[05:52.000 --> 06:14.000]  The Genesis Communications Radio Network proudly presents The Alex Jones Show because there's a war on for your mind.
[06:14.000 --> 06:22.000]  My voice is a bit blown today, but we are here live due to bullhorn level shouting
[06:22.000 --> 06:27.000]  without the aid of a bullhorn outside and inside the Texas State Capitol,
[06:27.000 --> 06:32.000]  the front lines of the fight, the illegitimate globalist power grab
[06:32.000 --> 06:40.000]  via the federal government as they attempt to codify by practice and administrative law
[06:40.000 --> 06:46.000]  the sexual molestation of women, small children and men first outside the pants,
[06:46.000 --> 06:51.000]  now in the pants, now in the underwear, actually grabbing the genitals.
