[00:00.000 --> 00:11.000]  Crashing through the lies and disinformation, it's Alex Jones on the GCN Radio Network.
[00:11.000 --> 00:18.000]  It is Sunday August 8th, 2010. We're going to be live here for the next two hours with
[00:18.000 --> 00:24.000]  the Sunday abbreviated transmission and we're going to have open phones throughout the two
[00:24.000 --> 00:30.000]  hours and a ton of vital news. I specifically want to ask callers, you can call in about
[00:30.000 --> 00:35.000]  any subject you want, but I want to ask callers, when is enough going to be enough for the
[00:35.000 --> 00:41.000]  American people and the people of the planet? How many trillions do offshore banks have to
[00:41.000 --> 00:48.000]  steal? How many carbon taxes do the governments controlled by these banks have to pass? How
[00:48.000 --> 00:56.000]  do we have to lose to globalism to realize that they want to destroy our independence
[00:56.000 --> 01:04.000]  and literally domesticate us in their own words? Some of the news I have here is dealing with
[01:04.000 --> 01:09.000]  numbers around the country. Here's a Dallas Morning News report, headline across Texas,
[01:09.000 --> 01:16.000]  60,000 babies of non-citizens get U.S. birthright. In the last year alone in Texas,
[01:16.000 --> 01:23.000]  60 plus thousand illegal aliens came in and had their babies here in Texas or more than
[01:23.000 --> 01:30.000]  16% of all births in the state and their families were immediately allowed to stay. They're
[01:30.000 --> 01:40.000]  able to get welfare by having a child and in most cases, in most cases, the birth is free.
[01:40.000 --> 01:46.000]  It's paid for, but citizens don't get that. And of course the illegal aliens also are
[01:46.000 --> 01:51.000]  released for drunk driving, armed robbery. They're above the law. Why? The globalists
[01:51.000 --> 01:59.000]  want to grease the skids and incentivize the third world moving here to be a foreign army
[01:59.000 --> 02:06.000]  inside of the country. At Parkland Memorial Hospital where I was born in Dallas and where
[02:06.000 --> 02:14.000]  they took Kennedy when he was dead, I would add, 74% of the births in the last year of
[02:14.000 --> 02:24.000]  the 11,071 at that hospital, 74% were illegal aliens, children, and the majority were free.
[02:24.000 --> 02:33.000]  Can you imagine if 74% of the births at a major hospital in Mexico were Americans who
[02:33.000 --> 02:37.000]  were illegal going down there and then suddenly they were made to be Mexican citizens and
[02:37.000 --> 02:42.000]  everything was paid for? What a joke! Only the American people would put up with something
[02:42.000 --> 02:47.000]  like this and then as the country goes bankrupt and you start to complain, you get called
[02:47.000 --> 02:54.000]  a racist. So they're moving for a constitutional amendment to block the anchor babies. My problem
[02:54.000 --> 03:00.000]  is when they open up an amendment process, they could try to pass other amendments changing
[03:00.000 --> 03:05.000]  the Constitution at the same time in the Constitutional Convention. There's got to be
[03:05.000 --> 03:13.000]  other ways to put a stop to this. So that is coming up today. Boehner says end to birthright
[03:13.000 --> 03:21.000]  citizenship worth considering. Also violence in Mexico intensifies. Fidel Castro has now
[03:21.000 --> 03:26.000]  gone and given a speech to their government and he appeared to be healthy after beating
[03:26.000 --> 03:30.000]  cancer a few years ago and said that we're on the edge of World War III and nuclear
[03:30.000 --> 03:36.000]  conflagration. I don't agree with Fidel Castro's politics, but I do agree with his geopolitical
[03:36.000 --> 03:41.000]  analysis of the situation with North Korea and Iran. We'll be discussing that. Also,
[03:41.000 --> 03:48.000]  finally, it's broken into mainstream news, CNET news, CBS, San Francisco Chronicle, that
[03:48.000 --> 03:53.000]  yes, there's high levels of radiation from the naked body scanners and yes, they're lying
[03:53.000 --> 04:00.000]  about storing the images, whether it's federal courthouses, state courthouses or whether it's
[04:00.000 --> 04:05.000]  the airports, they're saving them all with your name. So we'll be going over that as
[04:05.000 --> 04:10.000]  well. Plus, a major study shows CIA doctors gave green light to torture. That was admitted
[04:10.000 --> 04:16.000]  five years ago. They're the ones that conduct and order the torture. Also, IMF document
[04:16.000 --> 04:21.000]  illustrates plan to create a global currency. That's now mainstream news. We'll be discussing
[04:21.000 --> 04:25.000]  that and the economy, but I also want to open the phones up. The toll-free number to join
[04:25.000 --> 04:40.000]  us is 888-201-2244-888-201244. On this live August 8th, 2010, transmission, the websites
[04:40.000 --> 04:46.000]  are prisonplanet.com, infowars.com, jonesreport.com and infowars.net. Don't forget, we're also
[04:46.000 --> 04:53.000]  simulcasting the radio show right now in living video color with the multi-cam shoot and all
[04:53.000 --> 04:59.000]  the documents and video clips at prisonplanet.tv. We'll be right back.
[04:59.000 --> 05:05.000]  Alex Jones here with urgent information concerning trendsresearch.com. The Trends Journal distills
[05:05.000 --> 05:10.000]  the voluminous ongoing research of the Trends Research Institute into a concise, readily
[05:10.000 --> 05:15.000]  accessible form by tracking 300 separately defined domestic and international trends.
[05:15.000 --> 05:20.000]  The Trends Journal establishes the connections that others fail to see or misinterpret. Gerald
[05:20.000 --> 05:26.000]  Solente's Trends Journal allows you to anticipate change, recognize the implications, and take
[05:26.000 --> 05:31.000]  protective strategies. Individual readers from every walk of life can put the Trends
[05:31.000 --> 05:37.000]  Journal Trends forecast and Trends analysis to practical use. Extra information to keep
[05:37.000 --> 05:41.000]  you well informed throughout the year. When any current event of major social economic
[05:41.000 --> 05:46.000]  significance occurs, Trends Journal notifies its subscribers of their implications. When
[05:46.000 --> 05:51.000]  you subscribe to the Trends Journal, you'll also receive Trends Alerts. Visit TrendsResearch.com
[05:51.000 --> 05:57.000]  today. That's TrendsResearch.com. Subscribe to the Trends Journal. This information is
[05:57.000 --> 06:22.000]  too important to wait.
[06:27.000 --> 06:34.000]  Glad that you could join us in the defense of the Republic as we attempt and have some
[06:34.000 --> 06:41.000]  success at awakening people worldwide to the fact that we have a global corporate tyranny
[06:41.000 --> 06:49.000]  that uses a mix of communism, fascism, socialism to bring in this global private corporate
[06:49.000 --> 06:56.000]  governance that is unelected and extremely predatory and authoritarian. It is Sunday,
[06:56.000 --> 07:02.000]  8th day of August, 2010. We're going to have wide open phones throughout the two hour
[07:02.000 --> 07:08.000]  abbreviated Sunday Transmission. Of course, we do three hours weekdays, 11 to 2 p.m.
[07:08.000 --> 07:13.000]  Central. The toll-free number to join us today on any of the issues I'm going to raise or
[07:13.000 --> 07:17.000]  any new stories or topics that you want to comment on or if you want to agree with me
[07:17.000 --> 07:29.000]  or ask a question or disagree, 888-201-2244-888-201-2244. I want to add that if you disagree with
[07:29.000 --> 07:33.000]  me, you go to the head of the line. We don't screen your calls, but if you volunteer that
[07:33.000 --> 07:38.000]  you disagree, you will go to the head of the line. Sometimes we screen calls, but only
[07:38.000 --> 07:42.000]  if we have a guest on a particular topic, we want to make sure you're calling in about
[07:42.000 --> 07:48.000]  that topic. But today it is just wide open phones, and the toll-free number to join us
[07:48.000 --> 07:57.000]  is 888-201-2244-888-201-2244, and we will get you up and on the air. We'll start taking
[07:57.000 --> 08:03.000]  those calls coming up in the next segment. North Korea has seized a South Korean fishing
[08:03.000 --> 08:12.000]  boat amid drills with the United States, South Korea, and Japan, and Fidel Castro is warning
[08:12.000 --> 08:18.000]  that the escalation of tensions with Iran and North Korea could lead to World War III.
[08:18.000 --> 08:23.000]  Again, I don't like Fidel Castro's politics, but I do agree with his analysis. This could
[08:23.000 --> 08:28.000]  certainly lead to that. That's just some of the news that we're going to be covering
