[00:00.000 --> 00:18.000]  Infowars, tomorrow's news, today.
[00:31.000 --> 00:36.000]  From the front lines of the Information War, it's Alex Jones.
[00:46.000 --> 00:52.000]  It was a year ago that Michael Ryan, the head of the United Nations Global Rapid Reaction Corps, said,
[00:52.000 --> 00:58.000]  The ultimate goal is they've now carried out more than 100 countries to go into your homes, forcibly test you,
[00:59.000 --> 01:02.000]  and take your loved ones away from you based on fraudulent PCR tests.
[01:03.000 --> 01:09.000]  This is martial law. We now have major leaders in Canada saying they're using COVID to bring in martial law to silence dissent.
[01:10.000 --> 01:15.000]  They say it in national TV press conferences. They are going public with tyranny.
[01:15.000 --> 01:25.000]  And now, Biden has launched the COVID tracking teams in the name of the Delta tracking teams, the Delta plus variant tracking teams,
[01:26.000 --> 01:33.000]  coming door to door to harass the unvaccinated. This is not the velvet glove and the iron fist. This is the iron fist.
[01:33.000 --> 01:46.000]  In most parts of the world, due to lockdown, most of the transmission that's actually happening in many countries now is happening in the household, at family level.
[01:47.000 --> 01:52.000]  In some senses, transmission has been taken off the streets and pushed back into family units.
[01:52.000 --> 02:03.000]  Now, we need to go and look in families to find those people who may be sick and remove them and isolate them in a safe and dignified manner.
[02:04.000 --> 02:10.000]  It's now my great pleasure to invite Lady Gaga.
[02:10.000 --> 02:22.000]  Ladies and gentlemen, that's how sick these people are. Casting themselves as the heroes, the rest of us as the evil disease spreaders.
[02:23.000 --> 02:32.000]  And now, Biden and White House deploy Delta variant response teams across the US to communities with low vaccination rates.
[02:32.000 --> 02:41.000]  And they're going to force their way into homes and, quote, force people to be tested with fraudulent machines that are 94% false positive.
[02:42.000 --> 02:52.000]  And it's far worse than that already in Europe, Canada, places like Australia, where they have been arresting people for a year that protest online the lockdowns.
[02:53.000 --> 02:55.000]  You're not allowed to do that in big tech sensors you have used as well.
[02:55.000 --> 03:08.000]  They also censor medical treatments, medical doctors. This is a giant exercise in raping our freedoms, raping our speech, raping our bodies and forcing their deadly gene therapies into us.
[03:09.000 --> 03:12.000]  There can no longer be any doubt.
[03:14.000 --> 03:19.000]  There can no longer be any doubt, ladies and gentlemen, of what's really going on.
