[00:00.000 --> 00:08.000]  From his Central Texas Command Center deep behind enemy lines, the information war continues.
[00:08.000 --> 00:12.000]  It's Alex Jones and the GCN Radio Network.
[00:16.000 --> 00:19.000]  We're live, ladies and gentlemen.
[00:19.000 --> 00:22.000]  We're here every Sunday, 4 to 6 p.m. Central.
[00:22.000 --> 00:26.000]  It is October 31st, 2010.
[00:26.000 --> 00:30.000]  We're here every Sunday for two hours and, of course, back weekdays.
[00:30.000 --> 00:33.000]  11 a.m. to 2 p.m. Central Standard Time.
[00:33.000 --> 00:37.000]  Many days we go into overdrive into the fourth hour.
[00:37.000 --> 00:44.000]  I want to try to be calm today so I can cover all the election news, the election fraud news,
[00:44.000 --> 00:48.000]  the banking takeover news with the taxes worldwide being jacked up,
[00:48.000 --> 00:56.000]  with the IMF and World Bank directly taking control of the taxing agencies from the United States to Greece
[00:56.000 --> 01:01.000]  and ordering the countries to squeeze the population to pay the tens of trillions of dollars
[01:01.000 --> 01:05.000]  that have been stolen through the derivatives fraud.
[01:05.000 --> 01:09.000]  Of course, I talked to him about this Friday. I want to talk more about it.
[01:09.000 --> 01:15.000]  The situation with Bill Clinton traveling around the country trying to prop up Democrat candidates
[01:15.000 --> 01:19.000]  and everywhere he goes, whether it's Florida or Kentucky,
[01:19.000 --> 01:24.000]  you see massive boost in the Republican candidate.
[01:24.000 --> 01:26.000]  But why do they do it?
[01:26.000 --> 01:32.000]  Because the system is arrogant and still thinks that they can bamboozle us or sell us snake oil.
[01:32.000 --> 01:36.000]  So the good news is nobody's buying into this fraud.
[01:36.000 --> 01:40.000]  The bad news is if we think the Republicans are going to get back into office
[01:40.000 --> 01:43.000]  and that we're out of the woods, you've got another thing coming.
[01:43.000 --> 01:45.000]  But this is all going in the right direction.
[01:45.000 --> 01:52.000]  It shows the huge political awakening and realignment that is happening all across this country.
[01:52.000 --> 02:00.000]  And, of course, in other nations as well, we're seeing the exact same type of developments.
[02:00.000 --> 02:02.000]  So that's coming up.
[02:02.000 --> 02:09.000]  Also, I saw five or six big mainstream news articles, AP Reuters, you name it.
[02:09.000 --> 02:14.000]  Last week, admitting that bisphenol A in major studies, they've known this for decades,
[02:14.000 --> 02:17.000]  it's the most plastic products, causes male infertility,
[02:17.000 --> 02:22.000]  and causes hyperfemininity in women going into puberty early.
[02:22.000 --> 02:29.000]  But there's a big article up at infowars.com by a great writer that boils all this down.
[02:29.000 --> 02:35.000]  Mainstream media now begins reporting on BPA dangers after denying previous evidence.
[02:35.000 --> 02:37.000]  We're going to go over some of that.
[02:37.000 --> 02:40.000]  There's also British petroleum dispersants causing sickness.
[02:40.000 --> 02:42.000]  Al Jazeera is reporting on that.
[02:42.000 --> 02:45.000]  But that's okay because Obama has told everybody there's no health problems
[02:45.000 --> 02:48.000]  and that core exit isn't bad for you.
[02:48.000 --> 02:51.000]  Just like the Pentagon tells the military now, don't worry.
[02:51.000 --> 02:56.000]  The political uranium isn't bad for you or don't worry.
[02:56.000 --> 02:59.000]  The radiation from the naked body scanners isn't bad for you,
[02:59.000 --> 03:03.000]  even though their own internal literature and studies show that it is.
[03:03.000 --> 03:08.000]  But obviously, the top story is going to be stage terror.
[03:08.000 --> 03:13.000]  And I've been saying now for two years that going into the O-10 election,
[03:13.000 --> 03:17.000]  the 2010-2010 election, that you'd see stage terror.
[03:17.000 --> 03:19.000]  And here's your October surprise.
