[00:00.000 --> 00:17.360]  It for wars. Tomorrow's news today.
[00:19.600 --> 00:24.440]  Ultimately, those who are not vaccinated will end up paying the price.
[00:25.200 --> 00:29.000]  Remember, everything with Joe Biden, everything with the globalist,
[00:29.000 --> 00:31.640]  everything with corporate media is an inversion of truth.
[00:32.280 --> 00:36.680]  Those who haven't taken the vaccine are going to pay for it.
[00:37.280 --> 00:39.720]  Now, that's more than just a threat. It's an inversion of reality.
[00:40.080 --> 00:41.400]  Hey, it's not a vaccine.
[00:41.400 --> 00:46.520]  It is a experimental gene therapy that they studied previously
[00:46.520 --> 00:49.280]  in other trials on animals and humans in China.
[00:49.720 --> 00:51.720]  And it caused blood clots. It caused heart attacks.
[00:51.720 --> 00:55.160]  It caused the lungs to basically become bloody pulse.
[00:55.960 --> 00:58.120]  We have all the studies from the University of Texas.
[00:58.120 --> 01:02.640]  And it now turns out hundreds of others since the last few months,
[01:02.640 --> 01:05.280]  we began to show you the American Heart Association documents
[01:05.280 --> 01:10.240]  and UT documents and EU documents that was back in December six months ago.
[01:12.040 --> 01:15.920]  Hundreds of major studies have been pointed out that were there 20 years ago,
[01:15.920 --> 01:20.240]  10 years ago, eight years ago, that this stuff is deadly.
[01:20.240 --> 01:25.120]  You could never create a coronavirus of SARS type vaccine
[01:25.120 --> 01:29.080]  because it again attacks the proteins in your body because the shell of the virus
[01:30.560 --> 01:32.920]  is made up of the same protein you have, a lot of your tissues.
[01:32.920 --> 01:35.560]  But that's settled science.
[01:35.560 --> 01:38.160]  He's saying you're going to pay if you don't take it.
[01:38.160 --> 01:41.360]  Oh, so I won't be able to get cheap Yankees tickets like they're saying,
[01:41.360 --> 01:44.320]  or I'll be segregated to the nosebleeds in a basketball game.
[01:44.440 --> 01:46.840]  I don't want to go to your stupid corporate garbage.
[01:48.120 --> 01:52.160]  The people paying are the ones that are taking these experimental shots
[01:52.160 --> 01:54.840]  that again, aren't even vaccines.
[01:54.840 --> 01:57.560]  And who, as they get sick and as they die,
[01:57.560 --> 02:01.240]  aren't going to be able to get any type of medical aid for the illnesses they have.
[02:02.280 --> 02:05.960]  This is the biggest scandal, not just in modern history, but in world history,
