[00:00:00.472 --> 00:00:01.295]  We've got it.
[00:00:01.295 --> 00:00:04.324]  The transmission is coming to you.
[00:00:07.615 --> 00:00:09.836]  Waging war on corruption.
[00:00:09.836 --> 00:00:11.976]  Alright, here I go.
[00:00:11.976 --> 00:00:17.517]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:17.517 --> 00:00:21.618]  Are we seeing the earth?
[00:00:21.618 --> 00:00:25.859]  You've got it.
[00:00:25.859 --> 00:00:28.640]  Are we seeing the earth now?
[00:00:28.640 --> 00:00:30.760]  You've got it.
[00:00:30.760 --> 00:00:34.221]  Are we seeing the earth?
[00:00:34.221 --> 00:00:34.721]  You've got it.
[00:00:35.931 --> 00:00:37.732]  We're live, ladies and gentlemen.
[00:00:37.732 --> 00:00:41.753]  It is Sunday, the 10th day of June 2012.
[00:00:41.753 --> 00:00:48.316]  We're going to be live here for the next two hours, as we are every Sunday.
[00:00:48.316 --> 00:00:49.716]  Here's just some of the news.
[00:00:49.716 --> 00:00:57.219]  UN Tax could tax U.S.-based website's leaked document show.
[00:00:57.219 --> 00:01:03.182]  This is two years after InfoWars.com published the leaked
[00:01:04.065 --> 00:01:10.250]  World Copyright, UN Copyright Tax Treaty.
[00:01:10.250 --> 00:01:17.035]  And now CNET News of CBS, of Viacom, is telling you about it.
[00:01:17.035 --> 00:01:19.296]  There it is, world government.
[00:01:19.296 --> 00:01:26.902]  And Congress right now is trying to sign, not just that, but ICANN, the Domain Registration System.
[00:01:26.902 --> 00:01:31.025]  Not the little companies themselves that are allowed to make some money on it, no, the actual system.
[00:01:32.074 --> 00:01:34.096]  Sign that over to the UN.
[00:01:34.096 --> 00:01:36.858]  All of this and more is happening right now.
[00:01:36.858 --> 00:01:41.021]  And guess what else is in my little stack?
[00:01:41.021 --> 00:01:45.344]  And hasn't even gotten any attention.
[00:01:45.344 --> 00:01:50.809]  A press release put out by NATO groups bragging that in Tampa,
[00:01:52.281 --> 00:02:03.669]  They're doing urban warfare drills and that they are seeking money for NATO to openly have multinational forces strike terrorists wherever they are, including inside the U.S.
[00:02:03.669 --> 00:02:16.239]  This is just making public, in LEO9, where they openly, FEMA said, were training with troops from 15 nations to quote, take on American terrorists and extremists.
[00:02:17.728 --> 00:02:19.668]  This is the foreign troops training.
[00:02:19.668 --> 00:02:26.870]  And I mean, look, I had video people shot in 92, 93, 94, 95, 96, 97, a cooperative nugget.
[00:02:26.870 --> 00:02:31.731]  A foreign troops training in US towns to take over US cities and admitting it.
[00:02:31.731 --> 00:02:33.791]  Then I went out and couldn't believe it.
[00:02:33.791 --> 00:02:39.452]  I went and shot video myself of this and made the police state films.
[00:02:39.452 --> 00:02:42.753]  Then listeners sent me footage all over the country.
[00:02:42.753 --> 00:02:44.793]  And I would send reporters, including myself,
[00:02:45.816 --> 00:02:49.119]  Back then didn't have any reporters, it was just me and Mike Hanson.
[00:02:49.119 --> 00:02:55.003]  And they would come up and threaten to arrest us, try to burn things down in Florida, to blame it on us.
[00:02:55.003 --> 00:02:58.526]  I mean, you don't show this in America.
[00:02:58.526 --> 00:03:11.777]  The foreign takeover that right behind the little flaky paint on the kitchen wall, you pull it down, there's millions of globalist roaches just running around, stealing left and right.
