[00:00:04.915 --> 00:00:09.762]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.762 --> 00:00:11.344]  You want answers?
[00:00:11.344 --> 00:00:12.886]  Well, so does he.
[00:00:12.886 --> 00:00:17.092]  He's Alex Jones on the GCN Radio Network.
[00:00:17.092 --> 00:00:21.137]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.356 --> 00:00:26.757]  Welcome, ladies and gentlemen.
[00:00:26.757 --> 00:00:30.781]  Welcome to a very important worldwide transmission.
[00:00:30.781 --> 00:00:32.302]  Tuesday, September 8th, 2009.
[00:00:32.302 --> 00:00:36.405]  We're going to be live here for the next four hours.
[00:00:36.405 --> 00:00:37.286]  Stay with us.
[00:00:37.286 --> 00:00:41.810]  Massive, important, breaking news.
[00:00:41.810 --> 00:00:48.636]  We have launched our own information warfare, PSYOP, against the globalists and all of you.
[00:00:52.051 --> 00:00:56.727]  need to be involved in this fight and in the information we're going to be rolling out here.
[00:00:58.365 --> 00:01:22.368]  Yes, ladies and gentlemen, Charlie Sheen did write the piece that you see up on InfoWars.com and PrisonPlanet.com right now, and I suggest you go grab it off the site and mirror it on your blog or website or Facebook or MySpace because we've got record server load on our CDNs, and I've got the two great IT guys in there doing a fabulous job trying to keep the sites up.
[00:01:25.973 --> 00:01:28.294]  So get the information, get it out to everybody.
[00:01:28.294 --> 00:01:32.995]  This is only the beginning of a larger operation.
[00:01:32.995 --> 00:01:35.376]  This is only the beginning.
[00:01:35.376 --> 00:01:40.458]  Coming up later today, Charlie Sheen here on air with us.
[00:01:40.458 --> 00:01:48.640]  Then there is a video interview I conducted with Charlie Sheen that's coming up in the next few days.
[00:01:48.640 --> 00:01:52.962]  And then another interview live on air with Charlie Sheen coming up as well.
[00:01:56.101 --> 00:02:04.309]  Why write a story where you have Charlie Sheen meeting with President Barack Obama?
[00:02:04.309 --> 00:02:06.011]  That is the whole point.
[00:02:06.011 --> 00:02:07.593]  This was the only way.
[00:02:07.593 --> 00:02:11.116]  This was Charlie's idea.
[00:02:11.116 --> 00:02:16.802]  Completely his brainchild, and I think it's genius, was to write it as if they had the meeting.
[00:02:17.793 --> 00:02:25.955]  With a little disclaimer at the bottom, show that the media couldn't come twist or spin the radio interviews.
[00:02:25.955 --> 00:02:29.356]  That's why the text, the article comes first.
[00:02:29.356 --> 00:02:42.880]  So that everyone is forced in mainstream media to look at the 20 bullet points that in the article he hands to President Barack Obama.
[00:02:47.045 --> 00:02:57.759]  That's why the radio interview is coming after we published today the article.
[00:02:57.759 --> 00:03:02.946]  Now, Charlie Sheen is formally asking to meet with President Barack Obama.
[00:03:04.978 --> 00:03:31.870]  And he's also asking other prominent people in government, in media, in academia, he's asking We Are Change, he's asking 9-11 Truth, he's asking the libertarians that are one of the largest contingents at all the different tea parties and town hall events to go to press conferences, to go to events, and to bring up 9-11 Truth and false flag stage terror, false inflicted wounds, self-inflicted wounds, false flag terror.
[00:03:37.489 --> 00:03:42.512]  You see all these massive national hit pieces taking place against 9-11 Truth.
[00:03:42.512 --> 00:03:57.181]  That's being done because the establishment is scared of the fact that the public worldwide, not just the United States, is discovering that most terror is completely staged or provocateur.
[00:03:57.181 --> 00:04:02.224]  And there is no way the globalists are going to be able to set up their new world order without staging more terror attacks.
[00:04:02.224 --> 00:04:04.626]  And so now it is essential that we
[00:04:05.828 --> 00:04:20.419]  Expand and redouble our efforts in 9-11 Truth so that we take the tool of stage terror and break it in front of the faces right in front of the New World Order.
[00:04:20.419 --> 00:04:29.266]  As Webster Tarpley said at the 2006 live C-SPAN event that we put on that then C-SPAN taped and aired.
[00:04:29.266 --> 00:04:31.788]  That public event we had.
[00:04:31.788 --> 00:04:33.389]  Now I'm gonna break all this down when we get back.
[00:04:34.420 --> 00:04:41.146]  Charlie Sheen coming up at more extensive interviews throughout the week and video.
[00:04:41.146 --> 00:04:48.512]  And we're going to go over the article that's up on PrisonPlanet.com and InfoWars.com.
[00:04:48.512 --> 00:04:52.736]  Charlie Sheen requests meeting with Obama over 9-11 cover-up.
[00:04:52.736 --> 00:04:59.862]  Please get this story out viral to everyone and his piece, 20 Minutes with the President, that holds the most damning evidence proving 9-11 was an inside job.
[00:05:00.677 --> 00:05:03.679]  Hello, this is Alex Jones with some important questions.
[00:05:03.679 --> 00:05:09.024]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:05:09.024 --> 00:05:11.065]  My answer would be all I can get.
[00:05:11.065 --> 00:05:16.069]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:05:16.069 --> 00:05:16.990]  How much do you want?
[00:05:17.250 --> 00:05:18.371]  When do you want it?
[00:05:18.371 --> 00:05:20.253]  Now or after the battle starts?
[00:05:20.253 --> 00:05:21.333]  When will you need it?
[00:05:21.333 --> 00:05:23.535]  Can you buy it without proper identification?
[00:05:23.535 --> 00:05:24.876]  Will there be any food?
[00:05:24.876 --> 00:05:26.398]  Will it make your children sick?
[00:05:26.398 --> 00:05:31.682]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:05:31.682 --> 00:05:35.265]  You wipe out all these problems if you have a good food supply.
[00:05:35.265 --> 00:05:38.728]  Food is your ammunition to fight for your freedom and your life.
[00:05:39.068 --> 00:05:40.289]  How much will you need?
[00:05:40.289 --> 00:05:41.189]  We don't know.
[00:05:41.189 --> 00:05:42.290]  How much do you want?
[00:05:42.290 --> 00:05:43.231]  All you can get.
[00:05:43.231 --> 00:05:44.331]  I'm Alex Jones.
[00:05:44.331 --> 00:05:47.373]  I want all of you good guys to live to fight another day.
[00:05:47.373 --> 00:05:49.155]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:05:49.155 --> 00:05:50.075]  Again, that number 1-800-409-5633.
[00:06:06.761 --> 00:06:09.003]  Do you like being a puppet, sir?
[00:06:09.003 --> 00:06:10.725]  Do you like being a puppet for the New World Order?
[00:06:10.725 --> 00:06:13.608]  How do the American people know that 9-11 was a stage?
[00:06:13.608 --> 00:06:17.251]  Was it engineered by you, David Rockefeller, the Trilateral Commission, the CFR?
[00:06:26.885 --> 00:06:31.744]  Seven years after the attacks of September 11th, a global awakening has taken place.
[00:06:35.544 --> 00:06:37.985]  How dare you?
[00:06:37.985 --> 00:06:43.088]  If you know that there's treason going on, you can be held accountable for treason yourself.
[00:06:43.088 --> 00:06:45.769]  All hell is breaking loose on 6th Avenue.
[00:06:45.769 --> 00:06:52.112]  And if the government has not told the truth in five years, we will be here on the 10th anniversary of... Truth Rises.
[00:06:52.112 --> 00:06:55.294]  Download the film at PrisonPlanet.tv right now.
[00:06:55.294 --> 00:06:57.535]  Or get the DVD at Infowars.com.
[00:06:57.535 --> 00:07:00.016]  It's now time to take the revolution to the next level.
[00:07:02.751 --> 00:07:05.816]  Comfort food is the food you turn to when you've had a bad day.
[00:07:05.816 --> 00:07:08.480]  It's also the first thing you want when it's time to celebrate.
[00:07:08.480 --> 00:07:12.225]  eFoods Direct just finished developing our new Nutroversal Foods.
[00:07:12.225 --> 00:07:18.555]  Close your eyes and taste our creamy three cheese blend macaroni and cheese, and you'll swear you're eating fresh pasta in downtown Italy.
[00:07:18.895 --> 00:07:22.798]  Dig into our chili with cornmeal dumplings and you'll feel like a wealthy Texan.
[00:07:22.798 --> 00:07:27.162]  Or sip a cup of warm potato cheddar soup and be soothed on a cold rainy day.
[00:07:27.162 --> 00:07:29.424]  Nutraversal Foods from eFoods Direct.
[00:07:29.424 --> 00:07:30.765]  Your new comfort food.
[00:07:30.765 --> 00:07:33.867]  Incredible taste, easy to prepare, and a long shelf life.
[00:07:33.867 --> 00:07:35.108]  Nutraversal Foods.
[00:07:35.108 --> 00:07:41.833]  More fun while hunting and fishing, bigger tails around the campfire, and the food your kids will want when celebrating the win of a ballgame.
[00:07:41.833 --> 00:07:46.237]  And if it's this great during the good times, imagine how reassuring it will be if times get tough.
[00:07:51.823 --> 00:07:53.043]  Alex Jones, on the GCN Radio Network.
[00:08:21.067 --> 00:08:47.503]  In the last month and a half as we developed this information warfare ICBM in the fight to expose government-sponsored false flag stage terror, I was chomping at the bit to even let my own staff and crew know the details.
