[00:00:04.671 --> 00:00:05.991]  Big Brother.
[00:00:05.991 --> 00:00:07.752]  Mainstream media.
[00:00:07.752 --> 00:00:09.513]  Government cover-ups.
[00:00:09.513 --> 00:00:11.114]  You want answers?
[00:00:11.114 --> 00:00:12.654]  Well, so does he.
[00:00:12.654 --> 00:00:16.836]  He's Alex Jones on the GCN Radio Network.
[00:00:16.836 --> 00:00:20.918]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.976 --> 00:00:28.158]  My friends, we are live.
[00:00:28.158 --> 00:00:31.100]  Thank you so much for joining us today.
[00:00:31.100 --> 00:00:35.904]  It is Wednesday, the 16th day of March, 2011.
[00:00:35.904 --> 00:00:40.548]  We're going to be live here for at least the next three hours.
[00:00:40.548 --> 00:00:51.457]  Greg Pallast, who's a reporter for BBC and ABC News, really an expert on reporting on nuclear disasters and the fact that the Japanese are set to build the same designs of the reactors that have
[00:00:52.401 --> 00:00:56.284]  Gone haywire in Japan here in the United States.
[00:00:56.284 --> 00:00:59.947]  He'll be joining us coming up in the middle of the next hour.
[00:00:59.947 --> 00:01:08.494]  Mike Adams, the health ranger who happens to be in Austin right now, will be joining us in studio to talk about his research into the health effects of radiation.
[00:01:09.645 --> 00:01:11.006]  and ways to protect yourself.
[00:01:29.754 --> 00:01:34.538]  And we posted the part of the article and then Watson called me and he said, have you read deeper?
[00:01:34.538 --> 00:01:43.665]  And as you read deeper in here, it sounds like they're hedging their bets, kind of like the Japanese did on Friday and Saturday saying, we don't know if they're elevated, but they might be elevated.
[00:01:43.665 --> 00:01:45.286]  And now we know we have radiation maps.
[00:01:45.286 --> 00:01:48.349]  It's much worse than what they had said.
[00:01:48.349 --> 00:01:54.213]  The Pentagon is reporting that hundreds of miles out, 200 miles out, ships have been exposed to radiation.
[00:01:55.114 --> 00:01:59.838]  And we know the winds are coming towards the west coast of the United States and Canada.
[00:01:59.838 --> 00:02:04.763]  And Alaska is one of the first places they believe it may hit, but it's not clear reading this.
