[00:00:04.812 --> 00:00:06.132]  Big Brother.
[00:00:06.132 --> 00:00:07.893]  Mainstream media.
[00:00:07.893 --> 00:00:09.654]  Government cover-ups.
[00:00:09.654 --> 00:00:11.235]  You want answers?
[00:00:11.235 --> 00:00:12.776]  Well, so does he.
[00:00:12.776 --> 00:00:16.978]  He's Alex Jones on the GCN Radio Network.
[00:00:16.978 --> 00:00:21.041]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.882 --> 00:00:44.568]  We're live, ladies and gentlemen, on this Friday edition of the 23rd day of October 2009.
[00:00:44.568 --> 00:00:49.713]  We're going to be live here for the next three hours.
[00:00:49.713 --> 00:01:03.005]  Lindsey Williams, for his final visit with us this week, will completely spill his guts on what his inside source told him about the elite's plans for the next two years and the United States.
[00:01:03.877 --> 00:01:19.187]  It was the same former oil company CEO that Lindsey had worked with, who told him that oil was going to drop from $150 a barrel to below $50 for at least a year, and that indeed did happen.
[00:01:19.187 --> 00:01:21.668]  So, that is coming up today.
[00:01:21.668 --> 00:01:32.655]  Bob Chapman, the International Forecaster, with his once-a-week visit will be joining us here on air, and Daryl Rundis will also be popping in to talk about his new alternative media website.
[00:01:35.129 --> 00:01:37.810]  YouDoNews.com.
[00:01:37.810 --> 00:01:39.831]  And we're also going to have open phones.
[00:01:39.831 --> 00:01:45.993]  When Lindsey Williams is on with us, I'm going to have him recap for about 10-15 minutes maximum.
[00:01:45.993 --> 00:01:47.513]  Maximum.
[00:01:47.513 --> 00:01:50.894]  And then we're going to open the phones up for those of you that have questions for him.
[00:01:50.894 --> 00:01:59.537]  People that believe him, people that are skeptics, individuals that have any type of questions, you're welcome to get on air with Lindsey Williams.
[00:01:59.537 --> 00:02:01.158]  I for one believe his story.
[00:02:01.158 --> 00:02:03.419]  His information has proven to be accurate over and over again.
[00:02:04.801 --> 00:02:08.409]  But you can have different interpretations on why this individual is telling him this.
[00:02:08.409 --> 00:02:10.775]  You can have different interpretations.
[00:02:10.775 --> 00:02:12.920]  Are they trying to plant disinfo on us?
[00:02:13.993 --> 00:02:15.994]  If they are, it's a big operation.
[00:02:15.994 --> 00:02:21.836]  Why give him incredibly accurate info two years ago and then later give us bad info today?
[00:02:21.836 --> 00:02:23.276]  That could be the case as well.
[00:02:23.276 --> 00:02:25.077]  I'll ask Lindsey about that.
[00:02:25.077 --> 00:02:26.077]  That is coming up.
[00:02:26.077 --> 00:02:34.380]  We'll talk about the dollar, the jobless recovery, the economy, the latest developments there with Bob Chapman of International Forecaster in the
[00:02:35.780 --> 00:02:37.902]  Third hour and Daryl Rundis in the fourth hour.
[00:02:37.902 --> 00:02:40.906]  We're going to have open phones throughout the broadcast today.
[00:02:40.906 --> 00:02:43.068]  The toll-free number to join us on air is 1-800-259-9231.
[00:02:43.068 --> 00:02:43.708]  That's 1-800-259-9231.
[00:02:43.708 --> 00:02:47.172]  The websites are PrisonPlanet.tv, Infowars.com, and Infowars.net, as well as PrisonPlanet.com.
[00:02:59.605 --> 00:03:04.630]  Well, needless to say, we are getting a massive response to Fall of the Republic.
[00:03:04.630 --> 00:03:09.315]  All the great PrisonPlanet.tv members that have been downloading it and watching it and burning it to disk.
[00:03:09.315 --> 00:03:19.646]  The word is coming in that people are already hitting the streets all over the country and the world, handing out copies of Fall of the Republic that they've burned from PrisonPlanet.tv.
[00:03:21.107 --> 00:03:36.897]  For three days I've been getting calls from individuals that have gotten the super high quality DVDs, originals, from us in the mail and that folks are busy burning down their electrical wires, feeding electricity into their DVD burners.
[00:03:36.897 --> 00:03:38.017]  Very, very exciting.
[00:03:38.017 --> 00:03:40.839]  I salute you and want to thank you.
[00:03:40.839 --> 00:03:48.704]  But we're also getting now people trying to nitpick the film desperately and trying to find inaccuracies.
[00:03:50.339 --> 00:03:59.064]  And so I've done little Google searches for inaccuracies or errors in Fall of the Republic and haven't really found any.
[00:03:59.064 --> 00:04:01.665]  Because sometimes people actually find small errors in the films.
[00:04:01.665 --> 00:04:02.025]  That's good.
[00:04:02.025 --> 00:04:05.007]  Usually a spelling error or we get a year wrong, a date wrong or...
[00:04:06.417 --> 00:04:14.741]  There's a difference of interpretation on something, but this time, three days into the film being out, or two and a half days in, all I found is, Aha!
[00:04:14.741 --> 00:04:17.783]  We have caught Alex Jones red-handed!
[00:04:17.783 --> 00:04:22.025]  It's like Ted Knight in Caddyshack.
[00:04:22.025 --> 00:04:23.365]  I have you now!
[00:04:23.365 --> 00:04:23.446]  You!
[00:04:23.446 --> 00:04:23.966]  You!
[00:04:23.966 --> 00:04:24.086]  You!
[00:04:24.086 --> 00:04:24.986]  So we'll be, uh, we'll be
[00:04:30.569 --> 00:04:35.391]  Going over that coming up and a bunch of incredibly important news.
[00:04:35.391 --> 00:04:41.793]  All this and a lot more on the other side of this Friday, the 23rd day of October 2009 transmission.
[00:04:41.793 --> 00:04:46.695]  Don't forget, we're also on the air Sunday, 4 to 6 p.m.
[00:04:46.695 --> 00:04:48.396]  Central Standard Time.
[00:04:48.396 --> 00:04:49.716]  They won't be live this Sunday.
[00:04:49.716 --> 00:04:52.437]  Heads up, we have a special retransmission for you.
[00:04:52.437 --> 00:04:53.418]  Still want to tune in.
[00:04:53.418 --> 00:04:59.820]  I've got to go to a funeral in East Tejas, but it's always good to visit family.
[00:05:00.745 --> 00:05:03.747]  Hello, this is Alex Jones with some important questions.
[00:05:03.747 --> 00:05:09.092]  If you're going into a battle and they give you a rifle and a sidearm, how much ammunition do you want?
[00:05:09.092 --> 00:05:11.133]  My answer would be all I can get.
[00:05:11.133 --> 00:05:16.137]  In the battle for freedom and the lives of your loved ones, food is your only ammunition.
[00:05:16.137 --> 00:05:17.058]  How much do you want?
[00:05:17.318 --> 00:05:18.439]  When do you want it?
[00:05:18.439 --> 00:05:20.321]  Now or after the battle starts?
[00:05:20.321 --> 00:05:21.401]  When will you need it?
[00:05:21.401 --> 00:05:23.603]  Can you buy it without proper identification?
[00:05:23.603 --> 00:05:24.944]  Will there be any food?
[00:05:24.944 --> 00:05:26.466]  Will it make your children sick?
[00:05:26.466 --> 00:05:31.730]  If there's a quarantine and you can't feed yourself, will you go to the gathering center and be immunized?
[00:05:31.730 --> 00:05:35.313]  You wipe out all these problems if you have a good food supply.
[00:05:35.313 --> 00:05:38.796]  Food is your ammunition to fight for your freedom and your life.
[00:05:39.136 --> 00:05:40.357]  How much will you need?
[00:05:40.357 --> 00:05:41.258]  We don't know.
[00:05:41.258 --> 00:05:42.359]  How much do you want?
[00:05:42.359 --> 00:05:43.300]  All you can get.
[00:05:43.300 --> 00:05:44.381]  I'm Alex Jones.
[00:05:44.381 --> 00:05:47.443]  I want all of you good guys to live to fight another day.
[00:05:47.443 --> 00:05:49.645]  Call 1-800-409-5633 or check it out on the web at efoodsdirect.com.
[00:05:49.645 --> 00:05:50.646]  Again, that number 1-800-409-5633.
[00:06:01.753 --> 00:06:05.755]  Hundreds of nations have fallen to tyranny in the last century alone.
[00:06:05.755 --> 00:06:08.997]  This is our last chance to not relive history.
[00:06:08.997 --> 00:06:13.799]  As we're finishing off this agenda, they'll be pulling the rug from underneath Americans at home.
[00:06:13.799 --> 00:06:20.203]  I have tremendous influence on our President and Congress, and they really are calling the shots.
[00:06:20.203 --> 00:06:22.444]  I think it's incumbent upon all of us
[00:06:23.024 --> 00:06:25.385]  ...as American citizens to pay attention.
[00:06:25.385 --> 00:06:28.647]  Fall of the Republic identifies the enemies of our nation.
[00:06:28.647 --> 00:06:35.491]  The criminal offshore cartel, hell-bent on destroying sovereignty and on its ashes constructing world government.
[00:06:35.491 --> 00:06:37.853]  Tim Geithner, Bernanke, they're arsonists!
[00:06:37.853 --> 00:06:39.434]  They're asking for more matches!
[00:06:39.434 --> 00:06:41.895]  And the Congress is saying, who do we make the check out to?
[00:06:41.895 --> 00:06:44.016]  Today seems like nobody does care.
[00:06:44.016 --> 00:06:48.679]  And right now in Washington, D.C., we have seen a fall of the Republic.
[00:06:49.159 --> 00:06:58.275]  Get your copy of Fall of the Republic on DVD at InfoWars.com or watch it online right now in super high quality at PrisonPlanet.tv
[00:07:05.188 --> 00:07:09.189]  Toxins are in our foods, and chemicals are in our air.
