[00:00:04.827 --> 00:00:06.128]  Big Brother.
[00:00:06.128 --> 00:00:07.890]  Mainstream media.
[00:00:07.890 --> 00:00:09.652]  Government cover-ups.
[00:00:09.652 --> 00:00:11.233]  You want answers?
[00:00:11.233 --> 00:00:12.794]  Well, so does he.
[00:00:12.794 --> 00:00:16.978]  He's Alex Jones on the GCN Radio Network.
[00:00:16.978 --> 00:00:27.148]  And now, live from Austin, Texas, Alex Jones.
[00:00:27.148 --> 00:00:29.350]  Well, he first came into government under the
[00:00:30.561 --> 00:00:33.965]  Bush 41, Mr. New World Order Administration.
[00:00:33.965 --> 00:00:38.169]  He's one of these Rockefeller Republican slash Democrats.
[00:00:38.169 --> 00:00:41.212]  Merrick Garland nominated to the Supreme Court.
[00:00:41.212 --> 00:00:47.739]  He's already a senior federal judge, already confirmed by Congress, so Obama claims they can fast-track him.
[00:00:47.739 --> 00:00:48.600]  And guess what?
[00:00:48.600 --> 00:00:51.563]  He's known to be extremely anti-Second Amendment.
[00:00:53.101 --> 00:00:56.563]  Isn't that a surprise for everyone?
[00:00:56.563 --> 00:00:59.944]  None of us saw that coming today, did we?
[00:00:59.944 --> 00:01:01.785]  No.
[00:01:01.785 --> 00:01:04.086]  So we'll be breaking it down.
[00:01:04.086 --> 00:01:10.149]  Washington Times headline, Merrick Garland has a very liberal view of gun rights.
[00:01:10.149 --> 00:01:15.592]  Now if you use the proper definition of liberal, that means he's for total citizen right to keep and bear arms.
[00:01:16.687 --> 00:01:21.335]  Like this country started out in, but instead liberal means less rights in the new 1984 upside-down world.
[00:01:25.066 --> 00:01:33.652]  We have Joel Skousen of the World Affairs Brief joining us on the geopolitical situation with North Korea, Russia, the pullout in Syria and more in the second hour.
[00:01:33.652 --> 00:01:46.061]  I had other guests on today but I've cancelled them because I want to cover the big mega massive win in the latest Super Tuesday event last night with Donald Trump and how the media is trying to spin that in the latest attacks.
[00:01:46.061 --> 00:01:46.922]  That is all coming up.
[00:01:47.782 --> 00:01:51.745]  Other good news, Texas can sue feds over BLM land grab.
[00:01:51.745 --> 00:02:06.034]  They're taking people's property, thousands of acres, on both sides of the Red River in Oklahoma and in Texas that have been in some families hands for over a hundred years.
[00:02:06.034 --> 00:02:06.815]  And they're taking
[00:02:08.106 --> 00:02:16.993]  This is the aggressive, hateful, anti-American posture of the occupied, illegitimate federal government that lawlessly opens the borders, brings people in, but then tells you that you have no rights.
[00:02:34.411 --> 00:02:35.932]  People say, well then support the Bundys!
[00:02:35.932 --> 00:02:37.354]  Let's have a war with them!
[00:02:37.354 --> 00:02:41.797]  We're going to win through the courts and taking back Congress and the states.
[00:02:41.797 --> 00:02:45.320]  And suing these people.
[00:02:45.320 --> 00:02:52.447]  And if a shooting war does start, it's not going to start at some federal refuge where the public thinks people have taken something over.
[00:02:52.447 --> 00:02:57.151]  It'll start when they're killing ranchers who try to go to their 100-year-old ranch house.
[00:02:58.510 --> 00:03:02.392]  And if they want to start an election in Concord like that, that's their problem.
[00:03:02.392 --> 00:03:03.613]  I'm trying to stop that.
[00:03:03.613 --> 00:03:06.514]  But yes, we have an occupied federal government.
[00:03:06.514 --> 00:03:07.375]  It is lawless.
[00:03:07.375 --> 00:03:09.496]  It is foreign.
[00:03:09.496 --> 00:03:11.377]  The general public hasn't figured that out yet.
[00:03:11.377 --> 00:03:12.818]  They're starting to get it.
[00:03:12.818 --> 00:03:15.159]  They're starting to get it.
[00:03:15.159 --> 00:03:20.082]  The globalists want to have physical confrontations because they can spin and misrepresent that.
[00:03:20.082 --> 00:03:25.265]  A lot of people say, oh, you know, you can't beat the helicopters, the troops, the surveillance.
[00:03:25.265 --> 00:03:27.106]  We'll get crushed in a war with the feds.
[00:03:29.403 --> 00:03:35.547]  We won't get crushed militarily in a war with the Feds because they're not Feds.
[00:03:35.547 --> 00:03:47.034]  We will get crushed in an information war with them and then lose the physical war if the public isn't aware that this is an occupying force like the Vichy French in World War II.
[00:03:47.034 --> 00:03:50.216]  These are collaborators?
[00:03:50.216 --> 00:03:52.738]  Now, does that mean everybody in the system is an enemy?
[00:03:52.738 --> 00:03:53.618]  No.
[00:03:53.618 --> 00:03:55.620]  Statistically, there's probably more Feds
[00:03:56.670 --> 00:04:00.433]  that know what's going on than the general public, because they're in the middle of it.
[00:04:00.433 --> 00:04:04.575]  They either, though, shut up, get out, or join with it.
[00:04:04.575 --> 00:04:22.008]  And they are recruiting leftists in the last 50, 60 years to fill up key positions who are serious, vitriolic, hardcore, committed zealots to carrying out globalist operations.
[00:04:23.063 --> 00:04:26.525]  They're the types that blow up the Oklahoma City building and blame it on the Patriots.
[00:04:26.525 --> 00:04:31.929]  So they've got hardcore cadres that are sworn enemies of this country.
[00:04:31.929 --> 00:04:33.590]  Sworn enemies of the family.
[00:04:33.590 --> 00:04:35.011]  Sworn enemies of Christianity.
[00:04:35.011 --> 00:04:36.452]  That's why they side with radical Islam.
[00:04:37.563 --> 00:04:48.146]  But the average FBI agent, the average person in the military, the average person in the federal marshals, the average cop, I've just studied it, is more awake and does not support what's happening.
[00:04:48.146 --> 00:04:50.406]  So that's why we just shouldn't have a dumb war with them.
[00:04:50.406 --> 00:04:57.828]  We should have an info war and destroy the enemy by exposing that they are an actual hijacking criminal invader.
[00:04:58.766 --> 00:05:02.589]  Joe Biggs here with InfoWars.com picking a fight.
[00:05:02.589 --> 00:05:09.773]  Obama taps DC judge for Supreme Court slot, defies GOP vow to block.
[00:05:09.773 --> 00:05:13.716]  President Obama named federal appeals judge Merrick Garland on Wednesday.
[00:05:14.076 --> 00:05:22.981]  As his pick to succeed Antonin Scalia on the US Supreme Court, setting up a showdown with Republicans who have vowed to block the choice.
[00:05:29.185 --> 00:05:41.348]  Senator Mike Lee of Utah, a member of the Senate Judiciary Committee, told Fox News minutes before the announcement that neither he nor his colleagues would support the nomination or allow it to go forward.
[00:05:41.348 --> 00:05:51.330]  Now with the death of Antonin Scalia, we might also have the final kill to the Second Amendment because Mayor Garland has extremely liberal views on gun rights.
[00:05:51.330 --> 00:05:55.210]  Obama is bringing in someone to finally finish it off.
[00:05:55.210 --> 00:05:57.391]  Stay tuned for more reports at InfoWars.com.
[00:05:57.391 --> 00:05:57.951]  I'm Joe Biggs.
[00:05:58.431 --> 00:06:05.373]  Our listeners over the past two years tried X2 nascent iodine and experienced it for themselves.
[00:06:05.373 --> 00:06:08.773]  I basically had my gallbladder out within the last nine months.
[00:06:08.773 --> 00:06:12.414]  Needed to get my digestive system working correctly again.
[00:06:12.414 --> 00:06:14.895]  So I stumbled on the X2.
[00:06:14.895 --> 00:06:18.516]  We look at a product like Survival Shield Nascent Iodine X2.
[00:06:18.516 --> 00:06:22.376]  It's something that really has been hiding in plain view for over a hundred years.
[00:06:22.376 --> 00:06:24.517]  I needed the detox basically.
[00:06:24.517 --> 00:06:24.937]  I started taking
[00:06:29.120 --> 00:06:32.784]  I want to challenge the listeners who have not tried X2 for yourselves.
[00:06:32.784 --> 00:06:34.105]  What do you have to lose?
[00:06:34.105 --> 00:06:42.672]  You are the tip of the spear in the fight for human liberty and you're getting a high quality product that has absolutely changed my life and many other people's lives that I know.
[00:06:43.112 --> 00:06:46.998]  I noticed significant change in my digestive flow.
[00:06:46.998 --> 00:06:48.761]  I was like really more natural.
[00:06:48.761 --> 00:06:53.788]  Stock up on Survival Shield X2 today at Infowarslife.com or by calling 888-253-3139.
[00:06:58.536 --> 00:07:02.038]  Infowarslife.com, oil of oregano formulation.
[00:07:02.038 --> 00:07:07.641]  We have now procured the most high quality and potent forms of oregano oil on the market.
