[00:00.000 --> 00:23.000]  We now take you live to the Central Texas Command Center, in the heart of the Resistance.
[00:23.000 --> 00:28.000]  It's Alex Jones.
[00:28.000 --> 00:38.000]  Wow, it's already December 3, 2017, less than a month left in the first year of the rebirth of America,
[00:38.000 --> 00:48.000]  the rebirth of populism, the rebirth of free market, the rebirth of optimism and the death of global corrupt government accelerating across the planet.
[00:48.000 --> 00:54.000]  But the swamp creatures are fighting back with fake news and disinformation.
[00:54.000 --> 01:01.000]  And they're beating the drum for civil war and the overthrow of Trump and the arrest of conservatives en masse.
[01:01.000 --> 01:06.000]  We've got clips of that from mainstream news coming up today.
[01:06.000 --> 01:12.000]  Again, I'm your host Alex Jones and just incredible news here.
[01:12.000 --> 01:24.000]  The moment I saw the headlines Friday morning about Flynn was ordered by Trump to make contact with the Russians,
[01:24.000 --> 01:27.000]  and then I began to read the ABC News report.
[01:27.000 --> 01:39.000]  I went, wait a minute, these transcripts from intercepts have been alluded to before from December of last year when he was the incoming president-elect.
[01:39.000 --> 01:43.000]  And I said on air, I said, this is fake news.
[01:43.000 --> 01:47.000]  At 11 a.m. when I went live, I said, Drudge isn't fake.
[01:47.000 --> 01:50.000]  When I'm reading headlines off Drudge, he's just linking to the news.
[01:50.000 --> 01:52.000]  But I said, look at the headlines on Drudge.
[01:52.000 --> 01:54.000]  I said, that's fake.
[01:54.000 --> 01:59.000]  Flynn talked to them once he was the incoming national security advisor.
[01:59.000 --> 02:05.000]  And again, to bring Drudge into this, the media can always spin everything I say to cause end fighting.
[02:05.000 --> 02:09.000]  Look at this ABC News headline, look at these other headlines, this is fake news.
[02:09.000 --> 02:11.000]  We ought to try to pull that up.
[02:11.000 --> 02:16.000]  It was either right at the first of the show, or it was like six or seven minutes in.
[02:16.000 --> 02:19.000]  Either in the first or second segment, I said, look at Drudge.
[02:19.000 --> 02:21.000]  And I said, look at those headlines.
[02:21.000 --> 02:23.000]  I said, those are fake.
[02:23.000 --> 02:25.000]  That is fake news.
[02:25.000 --> 02:27.000]  And I said, let me make the provides though.
[02:27.000 --> 02:30.000]  I'm saying, look at Drudge covering the fake news.
[02:30.000 --> 02:32.000]  I'm not saying Drudge is fake.
[02:32.000 --> 02:37.000]  Because again, the media takes everything and seizes on it and acts like, you know, we're in fighting or something.
