[00:00.000 --> 00:06.120]  It's Wednesday, the 29th day of June, John Bown is reporting.
[00:06.120 --> 00:10.520]  As it was in the legend of St. George and the Dragon, the European Union is nothing
[00:10.520 --> 00:15.480]  less than a plague-wielding dragon, feeding on the welfare of the European people.
[00:15.480 --> 00:21.040]  And as it was in that very same legend, those that chose to remain under the Dragon's control
[00:21.040 --> 00:24.600]  would vote to turn over everything to that dragon.
[00:24.600 --> 00:31.280]  And now that dragon is on a short leash, meekly begging for a second chance so it can destroy
[00:31.280 --> 00:33.080]  everything in its path.
[00:33.080 --> 00:34.480]  Kurt Nimmo writes,
[00:34.480 --> 00:39.560]  The establishment is pushing a buyer's remorse narrative in the wake of Brexit and the globalist
[00:39.560 --> 00:42.200]  George Soros is leading the charge.
[00:42.200 --> 00:46.840]  Soros said during the annual meeting of the European Council of Foreign Relations, it
[00:46.840 --> 00:50.040]  was in general what you call buyer's remorse.
[00:50.040 --> 00:54.080]  It included everyone, the people who voted for leave, those who voted for remain, and
[00:54.080 --> 00:55.760]  those who didn't vote.
[00:55.760 --> 01:00.320]  According to Soros, the British people are not serious about leaving the EU.
[01:00.320 --> 01:05.360]  They simply want to express their discontent with their political situation in Europe.
[01:05.360 --> 01:10.320]  And now that Brexit is a reality, they are demonstrating buyer's remorse.
[01:10.320 --> 01:13.800]  The corporate media has adopted Soros' narrative.
[01:13.800 --> 01:15.560]  Is there any chance of a second referendum?
[01:15.560 --> 01:17.560]  Is there any going back?
[01:17.560 --> 01:21.960]  There's a lot of buyer's remorse and there's a lot of concern amongst the remainers, obviously.
[01:21.960 --> 01:27.720]  ABC News points to a survey poll conducted for the mail on Sunday after the Brexit vote.
[01:27.720 --> 01:34.320]  It claims of the 17.4 million who voted to leave, 1.1 million actually wished they had
[01:34.320 --> 01:35.720]  voted remain.
[01:35.720 --> 01:40.680]  And the New York Times went one step further and offered various ways to renege on the
[01:40.680 --> 01:41.680]  vote.
[01:41.680 --> 01:46.200]  For instance, the new prime minister might refuse to invoke Article 50 of the European
[01:46.200 --> 01:50.520]  Union's governing treaty and instead act like the vote never happened.
[01:50.520 --> 01:56.520]  Because if we're going to wait for a successor to David Cameron, further thinking, and we're
[01:56.520 --> 02:01.480]  not going to invoke Article 50 or start the serious renegotiation of our trade relationship
[02:01.480 --> 02:05.280]  as of later on this year, actually that is a period of indecision.
[02:05.280 --> 02:10.560]  Another escape hatch might be the parliaments of Scotland, Northern Ireland and Wales refusing
[02:10.560 --> 02:11.880]  to approve Brexit.
[02:11.880 --> 02:18.120]  On Monday, an online petition calling for a second vote had 3.8 million signatures.
[02:18.120 --> 02:24.320]  Paul Manafort, Donald Trump's campaign manager, said Brexit represents a rejection of globalism
[02:24.320 --> 02:28.760]  and faceless bureaucrats ruling the lives of millions of people.
[02:28.760 --> 02:33.360]  However, globalist shill president Barack Obama would have the American people let
[02:33.360 --> 02:34.880]  us stray yet again.
[02:34.880 --> 02:41.280]  I think it's important to remember that Mr. Trump embodies global elites and has taken
[02:41.280 --> 02:45.840]  full advantage of it his entire life.
[02:45.840 --> 02:53.080]  So he's hardly a spokesperson for a legitimate spokesperson for a populist surge from working
[02:53.080 --> 02:56.240]  class people on either side of the Atlantic.
[02:56.240 --> 03:01.640]  Meanwhile, the humiliated, arrogant swine running the EU are unveiling their blueprint
[03:01.640 --> 03:06.840]  for an EU super state, nothing less than a sovereign corroding ultimatum that would
[03:06.840 --> 03:13.000]  propose that member EU countries would lose their right to their own army, criminal law,
[03:13.000 --> 03:18.840]  taxation system, immigration system and the illusion of the control of their central bank
[03:18.840 --> 03:23.840]  and all encompassing totalitarian state that has been in the works all along.
[03:23.840 --> 03:29.280]  The Express UK reports, excerpts of the nine page EU super state report were published
[03:29.280 --> 03:35.360]  today as the leaders of Germany, France and Italy, met in Berlin for Brexit crisis talks.
[03:35.360 --> 03:39.800]  In the preamble to the text, the two ministers write, our countries share a common destiny
[03:39.800 --> 03:45.560]  and a common set of values that give rise to an even closer union between our citizens.
[03:45.560 --> 03:50.640]  Immediately after the Brexit, many people in England texted, what is the European Union?
[03:50.640 --> 03:57.320]  Well simply put, the European Union was created in 1955 at Bilderberg by the very same globalists
[03:57.320 --> 04:02.720]  that have risen to their current status as the enemy of humankind, fomenting quiet wars
[04:02.720 --> 04:08.120]  utilizing a myriad of weapons in order to establish a new world order, which those very
[04:08.120 --> 04:12.200]  same globalists are incredibly close to finalizing.
[04:12.200 --> 04:15.880]  And now the rest of Europe is following Great Britain's lead.
[04:15.880 --> 04:20.480]  If the British people do fold under the weight of doom and gloom shelled out by the very
[04:20.480 --> 04:24.880]  globalists they are trying to escape from and return like frightened children to their
[04:24.880 --> 04:30.640]  sociopathic mummy and daddy at the EU, the imaginary consequences the mainstream media
[04:30.640 --> 04:36.800]  would have the British people frightened of now would become very real in the near future,
[04:36.800 --> 04:42.040]  resulting in complete and total submission under a European super state run by unelected
