[00:00:14.791 --> 00:00:15.892]  InfoWars.
[00:00:15.892 --> 00:00:17.094]  Tomorrow's news.
[00:00:17.094 --> 00:00:17.414]  Today.
[00:00:31.263 --> 00:00:39.691]  Ladies and gentlemen, thank you so much for joining us on this live, Friday, September 17th, worldwide broadcast.
[00:00:39.691 --> 00:00:40.892]  I'm your host, Alex Jones.
[00:00:40.892 --> 00:00:52.423]  We're going to be live here for the next four hours, as we are every weekday, simulcast on AM and FM, local cable and TV stations, and of course the internet at band.video and infowars.com forward slash show.
[00:00:53.712 --> 00:00:57.441]  I am extremely shocked by what's happening at the Texas border.
[00:00:57.441 --> 00:00:59.686]  I mean, I knew that they were breaking the border.
[00:00:59.686 --> 00:01:01.089]  I knew that they hired the same man.
[00:01:02.432 --> 00:01:18.596]  Who worked for the EU and George Soros, who got hired 10 years ago to break Europe's border and set up the NGOs that bring people in by land and also by sea on the Zodiac boats, but also pay them to fly in to European countries and never leave.
[00:01:18.596 --> 00:01:22.897]  They are then clients of the non-governmental organizations of the UN.
[00:01:22.897 --> 00:01:28.838]  And I remember seeing Biden back in March of last year, a full six months before the election,
[00:01:30.672 --> 00:01:36.896]  Saying that if I get elected, immediately surge the border and come take over the United States.
[00:01:36.896 --> 00:01:39.798]  Well, they came wearing Biden outfits.
[00:01:39.798 --> 00:01:45.743]  They came wearing Biden campaign clothing, shirts and jackets and ball caps.
[00:01:45.743 --> 00:01:52.607]  And it was tenfold, the Border Patrol said, any previous record surge they saw under Biden.
[00:01:52.607 --> 00:01:57.171]  Then three months ago, we had an exclusive interview with a Border Patrol agent, and we blurred out his face, his identity.
[00:01:58.291 --> 00:02:09.238]  And he talked about how they are told to turn back nobody, basically, but then lie and falsify and claim that 8 out of 10 were turnbacks.
[00:02:09.238 --> 00:02:27.331]  So he said they'd already had, as of then, over a million people that they knew had come in, and up to 3 million to 4 million more that had gotten through, and that by the end of fiscal year, they were estimating 8 to 10 million just in the Texas border sector.
[00:02:28.933 --> 00:02:39.322]  Well, now in one bridge in Del Rio, Texas, and there's 20, 30 major bridges or more, there have been over 10,000 Haitians just yesterday.
[00:02:39.322 --> 00:02:47.409]  Now it's over 15,000, and they banned any drones with the technocracy, with the geofence they put up.
[00:02:47.409 --> 00:02:48.970]  The drones are pre-programmed.
[00:02:48.970 --> 00:02:50.632]  We were there with our drones.
[00:02:50.632 --> 00:02:52.173]  They suddenly wouldn't take off.
[00:02:52.173 --> 00:02:54.014]  The Fox News drones wouldn't take off.
[00:02:54.014 --> 00:02:55.195]  And the Border Patrol came and said,
[00:02:56.001 --> 00:02:56.241]  We're good.
[00:03:12.574 --> 00:03:28.612]  The border and walking over a dangerous spillway in the Rio Grande, men, women, and children, because Biden eight days ago said, any Haitians that get here, we're going to not check their ID, not COVID test them, just bring them into the United States to sign them up for welfare and use them as a permanent underclass.
[00:03:28.612 --> 00:03:30.113]  We ran into Ted Cruz last night.
[00:03:30.113 --> 00:03:31.234]  Our crew got an interview with him.
[00:03:32.975 --> 00:03:33.255]  I don't
[00:03:53.097 --> 00:04:01.182]  Haitian caravan slamming over the Texas border last night, and our crew is there now with no sleep, doing an amazing job.
[00:04:01.182 --> 00:04:05.485]  A skeleton crew is there doing an amazing job on the ground.
[00:04:07.062 --> 00:04:10.225]  Getting even more insane footage as we speak.
[00:04:10.225 --> 00:04:11.285]  So this is ongoing.
[00:04:11.285 --> 00:04:13.767]  One of our camera guys is getting married this weekend.
[00:04:13.767 --> 00:04:15.889]  Another had his own podcast he had to do last night.
[00:04:15.889 --> 00:04:16.269]  That's fine.
[00:04:16.269 --> 00:04:17.110]  I understand.
[00:04:17.110 --> 00:04:18.311]  We're just down to a skeleton crew.
[00:04:18.311 --> 00:04:19.672]  We sent four people down there.
[00:04:19.672 --> 00:04:21.193]  They're doing an amazing job.
[00:04:21.193 --> 00:04:22.594]  We need to hire more crew.
[00:04:22.594 --> 00:04:23.375]  We need to expand.
[00:04:23.375 --> 00:04:25.537]  But that's really up to you and your support.
[00:04:25.537 --> 00:04:26.457]  And I appreciate you all.
[00:04:26.457 --> 00:04:29.840]  But InfoWarStore.com is bringing you all this information.
[00:04:29.840 --> 00:04:31.421]  Winter Sun, the highest quality vitamin B.
[00:04:32.282 --> 00:04:43.571]  D3, you're going to find out there for your immune system and your body, is 50% off Winter Sun Vitamin D3 at Infowarsstore.com right now, along with Ultra 12.
[00:04:43.571 --> 00:04:46.693]  That's how we're funding this operation, and we're burning the candle at both ends.
[00:04:46.693 --> 00:04:48.335]  We appreciate your prayers as well.
[00:04:48.335 --> 00:04:52.178]  Going over in the bushes on the Mexican side of Del Rio is run by cartels.
[00:04:52.178 --> 00:04:55.060]  It's very, very dangerous, but our crew did it.
[00:04:55.060 --> 00:04:56.241]  So again, please pray for them.
[00:04:56.241 --> 00:04:57.442]  We'll be right back with the exclusive video.
[00:05:00.305 --> 00:05:02.446]  I'll tell you what's life and death.
[00:05:02.446 --> 00:05:09.368]  If you don't have freedom of speech, if you don't have the right to be able to communicate, then you don't have a future.
[00:05:09.368 --> 00:05:15.189]  Always when governments take away speech, they then enslave the population, and then they finally start exterminating the population.
[00:05:15.189 --> 00:05:20.351]  And America and the entire world is going down the tubes because of the UN Global's directed Great Reset.
[00:05:20.791 --> 00:05:25.134]  That's why it's more important than ever that InfoWars stay on the air and that all of us stay healthy.
[00:05:25.134 --> 00:05:33.159]  That's why I'm offering a bunch of our best-selling products at 50% off for a limited time, only until the end of the month of September.
[00:05:33.159 --> 00:05:37.081]  That's only about 12-13 days as of the time we're taping this.
[00:05:37.081 --> 00:05:39.323]  And that means all these amazing products.
[00:05:39.323 --> 00:05:42.405]  We have Ultra 12, highest quality B12, take it out of the tunnel.
[00:05:42.645 --> 00:05:46.587]  We have Winter Sun, highest quality organic vitamin D3 taken out of the tongue.
[00:05:46.587 --> 00:05:47.167]  Amazing.
[00:05:47.167 --> 00:05:48.407]  We've got Knock Out the Sleep Aid.
[00:05:48.407 --> 00:05:52.089]  We've got Hair and Beard Formula that's got all the vitamins and minerals as well, not just for your hair and beard.
[00:05:52.089 --> 00:05:58.271]  And we've got our great liquid turmeric formula, all 50% off at infowarestore.com, and it keeps us on the air.
[00:05:58.271 --> 00:05:59.432]  Take action, and I thank you.
[00:06:19.150 --> 00:06:21.673]  It's Friday, September 17th.
[00:06:21.673 --> 00:06:28.902]  Our InfoWars crew is on the ground on the Texas-Mexico border, where 20,000, 30,000 Haitians have slammed in.
[00:06:28.902 --> 00:06:30.003]  They're on other bridges.
[00:06:30.003 --> 00:06:31.485]  They're swimming across the river.
[00:06:31.485 --> 00:06:33.747]  Thousands are crossing on a spillway.
[00:06:33.747 --> 00:06:34.869]  They have shut down four...
[00:06:36.050 --> 00:06:37.992]  Over 10 miles in all directions now.
[00:06:37.992 --> 00:06:39.954]  Last night was just about a mile.
[00:06:39.954 --> 00:06:44.498]  They have now shut down all over the place airspace so that drones can't fly.
[00:06:44.498 --> 00:06:46.239]  Now they don't want planes to fly.
[00:06:46.239 --> 00:06:52.805]  They don't want you to see the invasion that's more out of control than the footage we saw in Europe as their borders were being smashed.
[00:06:52.805 --> 00:07:00.752]  So here's part of the 10 and a half minute exclusive report that just went live at Bandot Video that shows exclusive evidence of a new giant
[00:07:02.990 --> 00:07:07.981]  Migrant, illegal alien, invader, caravan smashing into the United States.
[00:07:07.981 --> 00:07:08.422]  Here it is.
[00:07:09.147 --> 00:07:14.190]  I would in fact make sure that there is, we immediately surge to the border.
[00:07:14.190 --> 00:07:16.091]  All those people are seeking asylum.
[00:07:16.091 --> 00:07:17.071]  They deserve to be heard.
[00:07:17.071 --> 00:07:18.252]  That's who we are.
[00:07:18.252 --> 00:07:22.714]  We're a nation that says if you want to flee and you're fleeing oppression, you should come.
[00:07:22.714 --> 00:07:33.420]  Months before the ill-fated 2020 presidential election, candidate Joe Biden took to the airwaves to tell his supporters and foreigners in other countries that if he won the election,
[00:07:33.820 --> 00:07:37.184]  to immediately surge the United States border.
[00:07:37.184 --> 00:07:51.261]  And you've now seen the exponential rise of giant migrant caravans from around the world traveling to Guatemala, then traversing from the south of Mexico all the way up to the Texas, California, and Arizona borders.
[00:07:51.761 --> 00:08:04.807]  This exclusive footage shot from the Mexico side of the border on the Rio Grande River is extremely important because it shows that as of last night, migrants from Haiti are still flooding across the Rio Grande River into the United States.
[00:08:06.041 --> 00:08:26.106]  On the morning of September 16th, 2021, journalists operating a drone from the Epoch Times were able to capture the historic footage of more than 8,000 Haitian migrants lured here by Joe Biden's announcement eight days earlier that Haitians that came to the southern Texas border would be allowed in.
[00:08:27.006 --> 00:08:42.285]  Once the footage went viral, Biden's administration went into overdrive and ordered the Border Patrol and the FAA to put up a geofence a thousand plus yards back so no media could get footage by drones or telephoto lens.
[00:08:43.274 --> 00:08:49.358]  But more caravans were coming, and they were coming to more places than just the Del Rio Bridge.
[00:08:49.358 --> 00:09:12.195]  That night, a mile away, our drone operators were able to capture exclusive footage of more than 2,000 Haitian migrants crossing the Rio Grande into the arms of the Border Patrol and the National Guard, who would then complete the smuggling process by taking them to the Del Rio makeshift bridge camp, then processing them onto buses to be released to the United States
[00:09:12.495 --> 00:09:16.097]  With no checking of their IDs or no COVID test.
[00:09:16.097 --> 00:09:19.599]  Globalism is a corporate takeover of the entire planet.
[00:09:19.599 --> 00:09:26.482]  Not just of the nation states, but over our individual bodies themselves in the words of Klaus Schwab.
[00:09:26.482 --> 00:09:28.963]  It is a scientific dictatorship.
[00:09:28.963 --> 00:09:33.445]  It is a new form of 21st century war.
[00:09:33.445 --> 00:09:37.007]  And at the heart of their takeover plan is replacement migration.
[00:09:37.007 --> 00:09:39.489]  It's on the United Nations own website.
[00:09:39.489 --> 00:09:40.009]  A program
[00:09:40.609 --> 00:09:50.432]  A plan to collapse the third world and then organize billions of desperate people to then invade the once powerful, rich Western world.
[00:09:50.432 --> 00:09:59.475]  Not to empower the invading migrants, but to collapse those economies as part of a larger clouded and piven strategy.
[00:09:59.475 --> 00:10:03.316]  Joe Biden is simply a minion carrying out this operation.
[00:10:03.316 --> 00:10:07.477]  And the same operation is being carried out in Europe, as well as wealthy areas of Asia.
[00:10:08.277 --> 00:10:14.481]  Joe Biden's handlers are desperate to hide the truth of what's happening on America's southern border.
[00:10:14.481 --> 00:10:21.645]  Because if his treason is ever exposed, the American people will rise up together and put a stop to it.
[00:10:21.645 --> 00:10:27.109]  Ever watchful Texas Senator Ted Cruz was on the scene and gave the media critical information.
[00:10:28.112 --> 00:10:32.655]  The answer is simple, that Joe Biden and Kamala Harris are absolute hypocrites.
[00:10:32.655 --> 00:10:35.677]  Those 10,000 people there, do you know how many Border Patrol has tested?
[00:10:35.677 --> 00:10:36.358]  Zero.
[00:10:36.358 --> 00:10:37.178]  Not a one.
[00:10:37.178 --> 00:10:39.960]  They don't have the capacity to do that.
[00:10:39.960 --> 00:10:45.684]  And let me tell you something stunning that I learned tonight about why this happened, because this is a man-made crisis.
[00:10:45.684 --> 00:10:51.608]  Eight days ago, on September 8th, under that same bridge, there were between 700 and 1,000 people.
[00:10:51.608 --> 00:10:53.569]  That was what was coming a day.
[00:10:53.569 --> 00:10:56.491]  About 1,000, sometimes 1,100, but it would range between 700 to 1,100.
[00:10:58.392 --> 00:11:04.057]  Then, eight days ago, on September 8th, the Biden administration made a political decision.
[00:11:04.057 --> 00:11:10.582]  They announced that they were no longer going to fly deportation flights back to Haiti.
[00:11:10.582 --> 00:11:12.284]  85% of the people under there are from Haiti.
[00:11:12.284 --> 00:11:13.785]  They're fleeing from Haiti.
[00:11:13.785 --> 00:11:15.426]  They announced they weren't going back.
[00:11:15.426 --> 00:11:22.832]  There were about 900 Haitians who were getting ready to board the flight when the political operatives in Washington canceled the flights.
[00:11:22.832 --> 00:11:23.973]  Well, what happened?
[00:11:23.973 --> 00:11:27.656]  Those 900 people, they all pulled out their cell phones and they emailed their friends.
[00:11:27.952 --> 00:11:30.861]  And they emailed their families and they texted their friends and their families.
[00:11:31.252 --> 00:11:34.875]  That was eight days ago on September 8th.
[00:11:34.875 --> 00:11:43.542]  Today, it's September 16th, eight days later, and 700 people has grown to 10,500 because the word has gone out.
[00:11:43.542 --> 00:11:49.367]  If you're from Haiti, Joe Biden and Kamala Harris have said, we have open borders.
[00:11:49.367 --> 00:11:51.929]  Come to Del Rio and they will let you in.
[00:11:51.929 --> 00:11:54.831]  Everyone under that bridge is turning themselves in.
[00:11:54.831 --> 00:11:58.695]  And it's a political decision that Joe Biden could end tonight.
[00:11:59.375 --> 00:12:10.685]  By simply following the law and saying we're going to send people back to Haiti, which is what federal immigration law requires until Biden and Harris got in office.
[00:12:10.685 --> 00:12:12.126]  It is September 16th.
[00:12:12.126 --> 00:12:17.871]  This is underneath one bridge.
[00:12:17.871 --> 00:12:23.336]  10,503 illegal aliens.
[00:12:23.336 --> 00:12:26.619]  A mass of humanity that has crossed
[00:12:28.206 --> 00:12:31.067]  I was waiting to come into America.
[00:12:31.067 --> 00:12:32.188]  The reason they're here is simple.
[00:12:32.188 --> 00:12:37.611]  Eight days ago, the Biden administration made a political decision.
[00:12:37.611 --> 00:12:45.634]  A political decision to cancel deportation flights to Haiti.
[00:12:45.634 --> 00:12:50.016]  They did that on September 8th.
[00:12:50.016 --> 00:12:54.979]  Eight days later, these numbers appeared.
[00:12:54.979 --> 00:12:57.240]  On September 8th, underneath this bridge,
[00:12:58.416 --> 00:13:01.337]  There were between 700 and a thousand people.
[00:13:01.337 --> 00:13:20.607]  But when the word got out that Joe Biden and Kamala Harris were no longer deporting people who came from Haiti, suddenly everyone who was here called their friends, called their family, and the numbers surged to 10,503.
[00:13:20.607 --> 00:13:24.028]  That's what's here today.
[00:13:24.028 --> 00:13:25.189]  It is more
[00:13:28.575 --> 00:13:40.884]  September 16th, we're here in Del Rio, Texas, and right behind me, over my shoulder, you can see the International Bridge where currently 9,200 undocumented migrants are being kept from Haiti,
[00:13:55.489 --> 00:13:57.731]  It's important to note that the U.S.
[00:13:57.731 --> 00:13:59.673]  government doesn't want you to see this.
[00:13:59.673 --> 00:14:02.615]  The Biden administration does not want you to see this.
[00:14:02.615 --> 00:14:19.310]  So as of this morning, they established a federal no-fly zone to make sure that news media cannot fly drones anywhere near this bridge to document these 9,200 migrants that are currently being kept in a camp underneath that bridge.
[00:14:19.930 --> 00:14:27.956]  Other news agencies, up until yesterday, were able to obtain some of that footage, and you'll see that footage here on our show.
[00:14:27.956 --> 00:14:38.984]  But, as of this morning, the federal government has cracked down, and now are working actively to prevent the American people from finding out what's taking place on our border.
[00:14:39.364 --> 00:14:49.587]  Namely, that human waves, human caravans are slamming repeatedly into our southern border and completely overwhelming the U.S.
[00:14:49.587 --> 00:14:57.070]  Border Patrol, Texas Highway Patrol, local authorities, and the Texas National Guard that are here trying to stem the tide.
[00:15:02.605 --> 00:15:05.666]  We've been trying to get footage all day of the migrants.
[00:15:05.666 --> 00:15:08.547]  We have a lot of amazing footage at the end of the report.
[00:15:08.547 --> 00:15:17.509]  There's a few minutes left of the Haitians outdoors at night by the thousands and thousands and thousands sleeping in the dirt and rattlesnakes.
[00:15:17.509 --> 00:15:22.291]  This is footage our crew got here on your screen ladies and gentlemen.
[00:15:22.291 --> 00:15:24.931]  It goes on for mile after mile after mile.
[00:15:24.931 --> 00:15:27.132]  This is only one point on the border.
[00:15:28.868 --> 00:15:32.010]  So this is the takeover of our society.
[00:15:32.010 --> 00:15:35.593]  This is the total domination of our border.
[00:15:35.593 --> 00:15:37.455]  This is the UN replacement migration.
[00:15:37.455 --> 00:15:46.401]  Now, InfoWars has filed suit this morning against the FAA and Biden for this illegal attack on the First Amendment, blocking drones.
[00:15:46.401 --> 00:15:49.804]  We have an exclusive on that and a lot more, but we're fighting hard.
[00:15:49.804 --> 00:15:52.426]  We appreciate you keeping us in attack formation.
[00:15:52.426 --> 00:15:56.809]  It's your prayers and your financial support, your word of mouth that keeps us in the fight.
[00:15:56.809 --> 00:15:57.590]  So I salute you.
[00:15:59.232 --> 00:16:07.659]  If you're concerned about the power grid and want to generate your own supply of off-grid electricity, this will be the most important message you'll hear this year.
[00:16:07.659 --> 00:16:08.679]  Here's why.
[00:16:08.679 --> 00:16:12.602]  We now have a small number of solar generators back in stock.
[00:16:12.602 --> 00:16:17.726]  These emergency backup systems provide life-saving backup power when you need it most.
[00:16:17.726 --> 00:16:26.133]  And unlike gas generators, solar generators run quietly, emit no dangerous fumes, and produce an endless supply of free electricity from the sun.
[00:16:26.693 --> 00:16:34.692]  Whether it's wildfires, dangerous weather, power grid issues, or just getting off the grid, you'll never have to suffer through painful power outages again.
[00:16:35.385 --> 00:16:41.490]  Even better, all this week, radio listeners get over $700 in free off-the-grid bonuses too!
[00:16:41.490 --> 00:16:45.313]  Go to MySolarBackup.com to learn more and check availability.
[00:16:45.313 --> 00:16:47.335]  That's MySolarBackup.com.
[00:16:47.335 --> 00:16:55.742]  Look for the free report, Crisis Cooling, how to make absolutely sure your meat, milk, and medicines stay safe and cool in any power outage.
[00:16:55.742 --> 00:16:58.104]  Yours free at MySolarBackup.com.
[00:16:58.669 --> 00:16:59.610]  Hey everybody.
[00:16:59.610 --> 00:17:05.116]  If you've ever thought about heirloom beans as a storable survival food, I've got great news.
[00:17:05.116 --> 00:17:07.558]  In fact, I'll bet it's the best news you've heard in a while.
[00:17:07.558 --> 00:17:08.399]  Here's the thing.
[00:17:08.399 --> 00:17:12.704]  We've just received a fresh batch of gourmet heirloom beans.
[00:17:12.704 --> 00:17:13.665]  Survival soup beans.
[00:17:14.045 --> 00:17:22.249]  These beans are gorgeous, highly nutritious, and above all, with no hesitation whatsoever, the best tasting beans in the entire world.
[00:17:22.249 --> 00:17:23.330]  The best part?
[00:17:23.330 --> 00:17:32.374]  We've dropped the price by 33% this week for listeners who know higher food prices are coming and want an inflation hedge you can actually eat if you want to.
[00:17:32.634 --> 00:17:33.654]  Gets even better.
[00:17:33.654 --> 00:17:44.418]  With your permission, and with a high regard for your health and well-being, I also want to send you two pounds of what we think is the single most underrated superfood in the world.
[00:17:44.418 --> 00:17:45.238]  Period.
[00:17:45.238 --> 00:17:47.259]  Go to soupbeansurvival.com.
[00:17:47.259 --> 00:17:49.419]  That's soupbeansurvival.com.
[00:17:49.419 --> 00:17:53.501]  And discover the real reason we're giving this unusual superfood away.
[00:17:53.501 --> 00:17:55.381]  At soupbeansurvival.com.
[00:17:55.381 --> 00:17:56.822]  That's soupbeansurvival.com.
[00:18:00.879 --> 00:18:17.562]  When Bob Woodward's new book came out alleging that General Milley had called the head of the Chinese military and said Trump might nuke you, he tried to overthrow the US government, but basically I'm protecting you and I'll warn you if we launch an attack, which was the greatest treason in US history that has ever been committed.
[00:18:18.223 --> 00:18:19.805]  People said, oh, Alex, it must not be true.
[00:18:19.805 --> 00:18:22.368]  And I'm like, wait, Bob Woodward's former Naval Intelligence.
[00:18:22.368 --> 00:18:24.230]  He's a big insider globalist.
[00:18:24.230 --> 00:18:35.783]  He wouldn't have put this out unless they wanted to put it out, say that Billy was a hero, to set the precedent that you can have a permanent bureaucracy, stay behind network, deep state, basically that has its own bureaucratic coup over America.
[00:18:35.783 --> 00:18:36.744]  That's why they put Biden in.
[00:18:36.744 --> 00:18:37.885]  He's so incredibly weak.
[00:18:37.885 --> 00:18:39.387]  He's undermining the idea of the presidency.
[00:18:39.967 --> 00:18:42.930]  Well, people said I was making it up or that Bob Woodward was lying.
[00:18:42.930 --> 00:18:44.751]  Well, now Millie admits he did it.
[00:18:44.751 --> 00:18:46.633]  You see, I didn't need to trust Bob Woodward.
[00:18:46.633 --> 00:18:52.558]  I remember Pelosi on January 8th bragging that she'd gotten a call from Millie that he'd taken control of the nukes.
[00:18:52.558 --> 00:18:55.880]  So this treason was hiding in plain view back then, and we covered it.
[00:18:55.880 --> 00:18:57.021]  See, I have a memory, folks.
[00:18:57.021 --> 00:18:58.302]  I remember all this stuff.
[00:18:58.302 --> 00:19:00.704]  That's why I know what's true and what's false.
