[00:00:04.451 --> 00:00:05.751]  Big Brother.
[00:00:05.751 --> 00:00:07.512]  Mainstream media.
[00:00:07.512 --> 00:00:09.273]  Government cover-ups.
[00:00:09.273 --> 00:00:10.854]  You want answers?
[00:00:10.854 --> 00:00:12.394]  Well, so does he.
[00:00:12.394 --> 00:00:16.596]  He's Alex Jones on the GCN Radio Network.
[00:00:16.596 --> 00:00:20.658]  And now, live from Austin, Texas, Alex Jones.
[00:00:22.714 --> 00:00:26.441]  Well, it is Friday, unbelievably again, the 21st day of February 2014.
[00:00:31.645 --> 00:00:36.388]  And obviously there is always a ton of breaking news and information coming out.
[00:00:36.388 --> 00:00:43.653]  We have Dr. Jerome Corsi joining us with breaking news from everything from Benghazi to what's happening with the economy.
[00:00:43.653 --> 00:00:49.997]  We launched the new InfoWars website last night and it has got a lot of bugs in it obviously.
[00:00:49.997 --> 00:00:54.180]  And we're going to try to run it through the weekend and clean up the bugs and we're unable to.
[00:00:54.180 --> 00:00:55.481]  We'll revert back to the old site.
[00:00:56.321 --> 00:01:03.086]  Next week for folks, but if you like the old design, PrisonPlanet.com is very similar to InfoWars, it's a different color scheme.
[00:01:03.086 --> 00:01:07.529]  So PrisonPlanet.com is there for folks that like the old format.
[00:01:07.529 --> 00:01:14.374]  I mean, overall, I like the site, it's more responsive, and it'll work better on mobile devices once we've tweaked it.
[00:01:14.374 --> 00:01:24.802]  But there are things that we just can't get fixed, like a two-week-old Larry Klayman YouTube interview that's in the featured video area on the right-hand side of all the article pages.
[00:01:25.580 --> 00:01:27.160]  You know, there's stuff like that.
[00:01:27.160 --> 00:01:34.843]  So send your issues and your ideas, because I pointed that out last night, and it's still there.
[00:01:34.843 --> 00:01:41.205]  We're just trying to figure out how to get that ghost out of the machine, to showtipsatinfowars.com.
[00:01:41.205 --> 00:01:45.366]  And like I said, the article page looks better, it's cleaner, more modern.
[00:01:45.366 --> 00:01:47.767]  We haven't updated InfoWars design in eight years.
[00:01:47.767 --> 00:01:51.168]  Now some things like Drudge, again, around since 95, 96,
[00:01:54.232 --> 00:01:57.873]  The web is going to simpler and simpler and cleaner and cleaner.
[00:01:57.873 --> 00:02:01.213]  So it's so old that it's now the cutting edge yet again.
[00:02:01.213 --> 00:02:04.574]  And of course you could go with a design like that.
[00:02:04.574 --> 00:02:07.335]  And we've looked at some other designs.
[00:02:07.335 --> 00:02:13.576]  If this doesn't pan out right, we've got some that are more like the London Guardian was before they changed it again a few months ago.
[00:02:13.576 --> 00:02:17.997]  It's just, it's, the problem is taking your old website
[00:02:18.857 --> 00:02:34.350]  And then integrating it in with all of the new information, because you've got a website around since, you know, 96, like our website, and then all those articles, all that information, you've got to integrate that in with a new design.
[00:02:34.350 --> 00:02:43.377]  It is a kettle of fish, and we have hired a couple different companies, and then they've done a great job, and then we're just here trying to integrate it in on our end.
[00:02:43.377 --> 00:02:46.139]  So, we'll be talking about some of that, but the new InfoWars,
[00:02:47.080 --> 00:02:47.500]  I think?
[00:03:03.846 --> 00:03:08.830]  Working on mobiles, but probably not the way it should because it blocks out a lot of the info.
[00:03:08.830 --> 00:03:18.338]  In fact, we're going to be converting the mobile thing just for now to a static look where it's the full website and then you just kind of go around and look at what you want to like the old InfoWars.
[00:03:19.139 --> 00:03:19.719]  That's an idea.
[00:03:19.719 --> 00:03:23.061]  We can make them mobile, the old and forced.
[00:03:23.061 --> 00:03:24.701]  That sounds complete.
[00:03:24.701 --> 00:03:29.643]  Or we could upload two versions every day to where you could have either version of what you want.
[00:03:29.643 --> 00:03:32.124]  This is the type of stuff, you know, that we deal with.
[00:03:32.124 --> 00:03:34.225]  But bottom line, it's about this radio show.
[00:03:34.225 --> 00:03:37.827]  What pulls the entire train?
[00:03:37.827 --> 00:03:41.428]  The news, the filmmaking, the news sites, everything.
[00:03:41.428 --> 00:03:42.429]  It is this radio show.
[00:03:43.314 --> 00:03:46.536]  It is yours truly, El Pumpkinhead.
[00:03:46.536 --> 00:03:49.257]  How do you say Pumpkinhead in Spanish?
[00:03:49.257 --> 00:03:50.438]  Can we find out how you say that?
[00:03:50.438 --> 00:03:54.119]  That'll be my new nickname, El Macho.
[00:03:54.119 --> 00:03:57.501]  Like out of the new Despicable Me.
[00:03:57.501 --> 00:03:59.602]  How do you say it?
[00:03:59.602 --> 00:04:01.803]  Your mic's on air, right?
[00:04:01.803 --> 00:04:05.305]  You're never to talk to me when I'm talking to you unless it's on air.
[00:04:06.560 --> 00:04:09.763]  Uh, that is a rule for five years that no one has ever abided by.
[00:04:09.763 --> 00:04:11.104]  But here it'll be.
[00:04:11.104 --> 00:04:12.965]  Tell me how you say pumpkin head in Spanish now.
[00:04:12.965 --> 00:04:13.285]  Go ahead.
[00:04:13.285 --> 00:04:16.427]  I believe it's cabeza de pepeon.
[00:04:16.427 --> 00:04:20.711]  Pepeon is pumpkin seed, so, uh, I'm guessing that's something similar to that.
[00:04:20.711 --> 00:04:22.452]  Why do you say pumpkin in Spanish?
[00:04:22.452 --> 00:04:23.373]  Uh, that I'm not sure.
[00:04:23.373 --> 00:04:25.574]  I think it's something related to pepeon.
[00:04:25.574 --> 00:04:27.876]  Okay, so you say pumpkin, how do you say head in Spanish?
[00:04:27.876 --> 00:04:29.117]  Cabeza.
[00:04:29.117 --> 00:04:30.838]  Okay, so pumpkin cabeza.
[00:04:30.838 --> 00:04:31.759]  Cabeza de pepeon.
[00:04:32.605 --> 00:04:38.768]  The super, how do you say, the supreme, el grande, pumpkin head, supreme leader, Alex Jones.
[00:04:38.768 --> 00:04:40.289]  We'll get back to you on that.
[00:04:40.289 --> 00:04:41.910]  Alright, you'll get back to me on that.
[00:04:41.910 --> 00:04:45.772]  Hey John up there at the network, can you even hear them when they're on that mic?
[00:04:45.772 --> 00:04:49.154]  Well then hell just froze over, they actually talked on air.
[00:04:49.154 --> 00:04:51.716]  Holy Toledo, it just happened folks.
[00:04:51.716 --> 00:04:57.379]  Alright, we'll be right back with all the news, your phone calls and a lot more, straight ahead.
[00:04:59.369 --> 00:05:05.151]  My friends, Alex Jones here to tell you about some of the most important information concerning you and your family's health.
[00:05:05.151 --> 00:05:12.535]  Radiation levels have more than doubled in the last 60 years in the Northern Hemisphere from all of the nuclear testing and radiological accidents.
[00:05:12.535 --> 00:05:15.716]  Radioactive contamination is now in most of the food supply.
[00:05:15.996 --> 00:05:16.437]  Really?
[00:05:16.437 --> 00:05:16.877]  Oh, Jesus.
[00:05:40.435 --> 00:05:43.598]  Exclusively available at Infowarslife.com.
[00:05:43.598 --> 00:05:49.583]  Nascent Iodine is on record as one of the only safe ways to detox from fluoride poisoning.
[00:05:49.583 --> 00:05:51.745]  Survival Shield Nascent Iodine.
[00:05:51.745 --> 00:05:57.269]  Secure your super high quality Nascent Iodine today at Infowarslife.com.
[00:05:57.269 --> 00:05:58.630]  That's Infowarslife.com.
[00:05:59.591 --> 00:06:02.933]  Globalist social engineers are not just targeting us with propaganda.
[00:06:02.933 --> 00:06:05.355]  They are manipulating our genetics.
[00:06:05.355 --> 00:06:13.961]  We are being targeted at every level by estrogen mimickers that lower our testosterone and other hormones and natural compounds that the body needs.
[00:06:13.961 --> 00:06:29.271]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO organic super male vitality formula sourced from powerful organic herbs and then concentrated for maximum
[00:06:29.411 --> 00:06:29.951]  Let's go!
[00:06:59.831 --> 00:07:08.893]  Alex Jones here to tell you about how you can help spread liberty worldwide while also enjoying what I have found to be the best tasting 100% organic coffee on the planet.
[00:07:08.893 --> 00:07:17.315]  For more than a decade, my favorite coffee has come from the high mountains of southern Mexico, where the Chiapas farmers grow their unique shade-grown Arabica beans.
[00:07:17.315 --> 00:07:21.956]  We have now managed to secure the sought-after beans in a highly customized blend.
[00:07:22.176 --> 00:07:28.977]  Discover and try a bag of the Patriot Blend 100% Organic Coffee at InfoWarsWife.com.
[00:07:28.977 --> 00:07:36.138]  This coffee gives you a long, smooth pick-me-up for hours without the headaches and heartburn that so many other coffees give me personally.
[00:07:36.138 --> 00:07:43.180]  Hands down, this is my favorite coffee, and it's taken us years to secure connections directly to the Chiapas Mexican farmers.
[00:07:43.180 --> 00:07:47.640]  Drop by the site today, order a bag or two, and I don't think you're going to be disappointed.
[00:07:47.640 --> 00:07:50.881]  Available in original or with our immune support infusion blend.
[00:07:51.041 --> 00:07:57.358]  You will be supporting a free press, all the while enjoying a truly great tasting cup of my favorite coffee.
[00:07:57.358 --> 00:07:59.042]  Available at Infowarslife.com
[00:08:17.478 --> 00:08:24.622]  We now take you live to the Central Texas Command Center, in the heart of the resistance.
[00:08:24.622 --> 00:08:28.825]  It's Alex Jones.
[00:08:28.825 --> 00:08:39.451]  As you know, we have been following the huge purges, especially of nuclear force commanders, top generals, right down to mid-level officers.
[00:08:40.779 --> 00:08:43.080]  We've been following this very, very closely the last year.
[00:08:43.080 --> 00:08:44.801]  Well, it's accelerating.
[00:08:44.801 --> 00:08:53.085]  And Dr. Jerome Corsi is going to be joining us today in the third hour to break that down.
[00:08:53.085 --> 00:08:55.566]  In the meantime, ladies and gentlemen, it is
[00:08:57.148 --> 00:09:01.332]  It's Friday already, the 21st day of February 2014.
[00:09:01.332 --> 00:09:11.620]  I am your host, Alex Jones, as we sit here and chronicle what the globalists are up to and how humanity is beginning to wake up to them.
[00:09:11.620 --> 00:09:24.451]  Now an example of humanity waking up is the fact that last week, and then earlier this week, we ran articles on InfoWars.com and PrisonPlanet.com
[00:09:27.748 --> 00:09:40.575]  Dealing with the fact that Obama, we also covered this last year, is planning on putting monitors for quote bias and to track how you news gather in quote all newsrooms.
[00:09:40.575 --> 00:09:44.177]  A unprecedented FCC power grab.
[00:09:44.177 --> 00:09:48.540]  Because the FCC is only over broadcast and what's over the broadcast not the content.
[00:09:50.339 --> 00:09:52.660]  And this really is unprecedented tyranny.
[00:09:52.660 --> 00:10:05.408]  Well, when DrugsReport.com and others began to carry it earlier in the week, it has now spilled out into the mainstream media today and yesterday, and there is now a national debate happening.
[00:10:05.408 --> 00:10:12.572]  If you go up to PrisonPlanet.com or InfoWars.com, you can see one of the beta tests, one of the new looks for InfoWars we're looking at.
[00:10:12.572 --> 00:10:17.094]  It doesn't mean it's final, but we're tweaking it.
[00:10:18.255 --> 00:10:19.516]  There's the new InfoWars look.
[00:10:19.516 --> 00:10:25.480]  For now, give us your feedback on it, folks, in the comment pages, showtips at InfoWars.com.
[00:10:25.480 --> 00:10:35.886]  You will see the article, Judge Napolitano, government monitoring newsrooms, radical new era of tyranny.
[00:10:37.233 --> 00:10:48.741]  Judge Andrew Napolitano warns the Obama administration planned to have FCC bureaucrats monitor newsroom, represents a radical new era of tyranny, and would squash freedom of the press.
[00:10:48.741 --> 00:10:51.203]  Yes, it is a radical new era of tyranny.
[00:10:51.203 --> 00:10:55.886]  As Ted Cruz has said, Obama is frightening and dangerous.
[00:10:55.886 --> 00:11:01.970]  As I've said, he is trying to become a dictator 2.0 for the bureaucracy and the special interest.
[00:11:01.970 --> 00:11:04.552]  Set the precedent that a president can do whatever he wants.
[00:11:05.978 --> 00:11:09.540]  This is a real issue, and people say, oh don't be so radical.
[00:11:09.540 --> 00:11:17.963]  When you're faced with radical government, when you're faced with radical extremist behavior, that's what it is.
[00:11:17.963 --> 00:11:28.047]  And so many times in history, I know I beat this dead horse, so many times in history, over and over again, people are faced with a Lenin, a Stalin, a Hitler, a Mao,
[00:11:29.522 --> 00:11:38.706]  A Napoleon, a Pol Pot, a Fidel Castro, and they just don't want to admit that, oh, they're having tyranny in their time.
[00:11:38.706 --> 00:11:45.629]  They don't want to admit that, and so they basically fall to it.
[00:11:45.629 --> 00:11:47.470]  Because, oh, this couldn't be happening to me.
[00:11:47.470 --> 00:11:57.574]  Rick Linklater, the director, good friend of mine, like 15 years ago, when I first met him, in my first meeting with him, he was a listener on my radio show and he wanted to meet me, so I went down to his studios.
[00:11:58.673 --> 00:12:01.917]  And I went there for like an hour and a half meeting with him in his office.
[00:12:01.917 --> 00:12:13.831]  It was almost like being in a psychologist office or something and he was just intensely talking to me and he said, you know, the problem is people expect a dictator to show up like Hitler in a funny little suit and a funny little mustache.
[00:12:13.831 --> 00:12:17.055]  Each generation doesn't recognize how the tyranny shows up in their time.
[00:12:18.669 --> 00:12:22.371]  And of course that was, that's simple for me to know today, but it was fundamental.
[00:12:22.371 --> 00:12:24.572]  Then I was like, oh, I guess, I guess you're right.
[00:12:24.572 --> 00:12:27.373]  He was explaining to me why people didn't understand it.
[00:12:27.373 --> 00:12:36.338]  And he was saying, you have to connect what happened in the past visually and audibly and semantically to what's happening now.
[00:12:36.338 --> 00:12:41.160]  Because he goes, I know you're a smart guy and mean well and you're young.
[00:12:41.160 --> 00:12:42.961]  And I was like 25 years old then, 40 now.
[00:12:48.502 --> 00:12:54.646]  But now here we are all these years later and it's just all out in the open in our face.
[00:12:54.646 --> 00:12:56.006]  But this is a big deal.
[00:12:56.006 --> 00:13:02.310]  What we see unfolding on every front and we've got to respond to it properly.
[00:13:02.310 --> 00:13:07.793]  If we don't run around and get upset about it, no one else around us will think there's a problem.
[00:13:07.793 --> 00:13:10.215]  And I'm not saying put on an act.
[00:13:10.215 --> 00:13:12.496]  I don't get up here and yell and scream on air as an act.
[00:13:14.292 --> 00:13:21.918]  But sometimes I dress up like Cobra Commander or the Joker to do a skit, and then that's an act.
[00:13:21.918 --> 00:13:23.460]  But it's what I believe.
[00:13:23.460 --> 00:13:29.224]  I'm using satire to illustrate something I believe in my heart to try to wake people up.
[00:13:29.224 --> 00:13:30.445]  You see what I'm saying?
[00:13:30.445 --> 00:13:38.292]  But organically, the reason I've been somewhat successful, wildly successful on many fronts waking people up,
[00:13:40.208 --> 00:13:46.192]  In fact, if you talk to most new libertarians or people that are aware of the New World Order now, anywhere in the world, they'll say Alex Jones.
[00:13:46.192 --> 00:13:46.892]  Alex Jones.
[00:13:46.892 --> 00:13:50.375]  Nine times out of ten, Alex Jones got me to think first.
[00:13:50.375 --> 00:13:56.579]  And it's not because I'm that eloquent or I'm that good of a guy, but I did it in an organic, primitive level.
[00:13:56.579 --> 00:14:07.946]  Get upset, have high energy, and yell and scream, and hyperventilate, and beat the table, because I'm desperate and I'm frustrated, and that's what will get your fellow man moving.
[00:14:09.571 --> 00:14:28.397]  I mean, if you go to Hollywood renditions of things like 300 that has a lot of fiction in it, but a lot of historical truth in it as well, you've got a rousing speech there about we've got to be ready to die for our republic and have the glory of being real men here today.
[00:14:28.397 --> 00:14:30.938]  Are you with me?
[00:14:30.938 --> 00:14:33.359]  Or the William Wallace speech that really happened about
[00:14:34.195 --> 00:14:48.949]  Many years from now, lying in our beds, what would you give just once, just once, to come back here and tell our enemies, you can take our lives, but you'll never take our freedom!
[00:14:48.949 --> 00:14:50.390]  That's what it's all about.
[00:14:50.390 --> 00:14:56.076]  They tell you, don't have energy in politics, don't get upset, don't have strong rhetoric, just go along to get along.
[00:14:56.076 --> 00:14:57.637]  That's how you get ahead in life.
[00:14:57.637 --> 00:14:59.159]  That is not how you get ahead in life.
[00:14:59.929 --> 00:15:13.596]  You may get ahead in life in a corporation, or a marriage, or a business, or at the golf club being nice and congenial, and that is how you should act in nice company, but you do not do that with a predatory global corporate takeover coming in and taking over.
[00:15:13.596 --> 00:15:17.118]  If you sit there and just mince words with it, we're going to lose.
[00:15:17.118 --> 00:15:27.963]  If you get aggressive, get out of your comfort zone, get angry, take action, tell it like it is, people will hear what you say and they will wake up.
[00:15:31.459 --> 00:15:38.285]  What happens when a crow up in a tree, while the other crows are down foraging on the ground, they'll leave a watchman up in the top of the tree?
[00:15:38.285 --> 00:15:41.167]  Crows are one of the smartest birds out there in major studies.
[00:15:41.167 --> 00:15:48.073]  All blackbirds are in that family of the ravens, the crows, you name it.
[00:15:48.073 --> 00:15:49.694]  They're about the smartest birds there are.
[00:15:49.694 --> 00:15:50.735]  They can count, you name it.
[00:15:52.042 --> 00:16:07.248]  You get a gaggle of crows, an even bigger group I guess is a murder, that's what they call them, and you'll get them up there watching, and they'll flap around and crow, crow, if they see something like a human or something else that could be dangerous to the crows that are on the ground.
[00:16:07.248 --> 00:16:21.074]  And that's all I'm doing is hopping around up in the top of the tree going, rrrr, rrrr, rrrr, rrrr, rrrr, and, and, and, and the young turks will probably play that clip and say, oh, look at what a kooky is, he makes, you know, he makes bird noises.
[00:16:22.205 --> 00:16:26.827]  Out of context, I'm trying to illustrate what I do at a primitive level.
[00:16:26.827 --> 00:16:28.348]  It's not that special.
[00:16:28.348 --> 00:16:31.970]  It's just that we've been taught not to run around like chickens with their heads cut off.
[00:16:31.970 --> 00:16:38.833]  I mean, Paul Revere rode around on a big black horse saying, get your guns and get ready to kill people.
[00:16:38.833 --> 00:16:41.174]  To arms, to arms, the Redcoats are coming.
[00:16:41.174 --> 00:16:42.295]  The British are coming.
[00:16:42.295 --> 00:16:44.436]  One is my land, two is my sea.
[00:16:44.436 --> 00:16:46.517]  To arms, to arms with other people riding out.
[00:16:47.509 --> 00:16:52.673]  I just go to Piers Morgan and say, listen, Redcoat, he's trying to take our guns and he's going to start a new civil war.
[00:16:52.673 --> 00:16:54.395]  Stop acting like you don't want to take them.
[00:16:54.395 --> 00:16:55.175]  That's the plan.
[00:16:55.175 --> 00:16:56.336]  You're on notice.
[00:16:56.336 --> 00:16:58.778]  Oh my gosh, it's so radical.
[00:16:58.778 --> 00:17:00.520]  Oh, but everybody knows about it.
[00:17:00.520 --> 00:17:02.702]  Everybody a year plus later talks about it.
[00:17:02.702 --> 00:17:05.264]  They sure didn't want me back if it was so discrediting.
[00:17:05.264 --> 00:17:06.565]  Getting double their ratings.
[00:17:06.565 --> 00:17:07.426]  They're scared of it.
[00:17:07.426 --> 00:17:08.827]  They told me they're scared of it.
[00:17:08.827 --> 00:17:12.570]  They're scared of you getting out of your comfort zone and waking up.
[00:17:16.991 --> 00:17:20.892]  Now there they are this year saying that his anti-gun stuff has killed his show.
[00:17:20.892 --> 00:17:21.373]  That's right.
[00:17:21.373 --> 00:17:23.613]  That's right, ladies and gentlemen.
[00:17:23.613 --> 00:17:26.594]  We are going to defeat these people.
[00:17:26.594 --> 00:17:29.175]  We are waking the population up.
[00:17:29.175 --> 00:17:31.856]  We are taking action.
[00:17:31.856 --> 00:17:37.378]  Now, let's go ahead and go to Napolitano last night, or was this this morning?
[00:17:37.378 --> 00:17:44.521]  I guess it was, you know, Fox & Friends, talking about the new era of tyranny, radical new era of tyranny.
[00:17:46.052 --> 00:17:51.517]  That's right, it's a radical, new age tyranny.
[00:17:51.517 --> 00:17:53.539]  Tyranny 2.0.
[00:17:53.539 --> 00:17:57.022]  That's what it is, and there's no other way to say it's anything else.
[00:17:57.022 --> 00:18:00.445]  Big red fire engine, big red fire engine.
[00:18:00.445 --> 00:18:04.429]  Go to the zoo, you're looking at a tiger, it's a tiger.
[00:18:04.429 --> 00:18:06.151]  Turn on the television, it's Obama.
[00:18:07.230 --> 00:18:08.011]  This is tyranny.
[00:18:08.011 --> 00:18:09.091]  I mean, you're looking at it.
[00:18:09.091 --> 00:18:09.632]  It's what it is.
[00:18:09.632 --> 00:18:11.093]  What are you going to do about it?
[00:18:11.093 --> 00:18:12.454]  Stop complying.
[00:18:12.454 --> 00:18:13.555]  Withdraw your consent.
[00:18:13.555 --> 00:18:14.395]  Speak out against it.
[00:18:14.395 --> 00:18:15.656]  It'll implode.
[00:18:15.656 --> 00:18:18.078]  It needs you to go along with it.
[00:18:18.078 --> 00:18:22.742]  It's all a big confidence game with Michelle Obama on TV every day and all this garbage.
[00:18:22.742 --> 00:18:25.404]  Let's go to Napolitano telling it like it is.
[00:18:25.404 --> 00:18:27.165]  They are reading our emails.
[00:18:27.165 --> 00:18:28.766]  They're reading our texts.
[00:18:28.766 --> 00:18:31.228]  They're looking at our bank statements.
[00:18:31.228 --> 00:18:33.190]  They're reading our utility bills.
[00:18:33.190 --> 00:18:34.190]  They know everything about us.
[00:18:34.190 --> 00:18:34.931]  They put out my garbage list.
[00:18:35.011 --> 00:18:36.672]  Well, that would be nice if they did that.
[00:18:36.672 --> 00:18:39.774]  Now they want to know ahead of time what news we're going to cover.
[00:18:39.774 --> 00:18:44.537]  Those pieces of gesturing of the President praising the First Amendment were accurate and true.
[00:18:44.537 --> 00:18:54.003]  What he forgot to say, however, is that this freedom is not just necessary and vital, it's absolutely guaranteed in the First Amendment, beyond dispute.
[00:18:54.003 --> 00:18:57.545]  There is no case that stands for the contrary of that proposition.
[00:18:57.545 --> 00:19:00.347]  Can it survive based on the pressure that it's going to receive?
[00:19:00.367 --> 00:19:00.787]  I don't think so.
[00:19:00.787 --> 00:19:01.608]  It's a great question.
[00:19:01.608 --> 00:19:06.129]  This is a radical new era of tyranny for the White House.
[00:19:06.129 --> 00:19:08.750]  I can't imagine it getting to first base.
[00:19:08.750 --> 00:19:08.911]  Right.
[00:19:08.911 --> 00:19:11.552]  Now, what do you recommend Roger Ailes do?
[00:19:11.552 --> 00:19:15.613]  If the FCC shows up here, Mr. Ailes, throw them out!
[00:19:15.613 --> 00:19:18.655]  Unless they have a search warrant from a judge, which they'll never get.
[00:19:18.655 --> 00:19:19.135]  That's right.
[00:19:19.135 --> 00:19:19.775]  But they don't care.
[00:19:19.775 --> 00:19:23.697]  They'll show up and everybody will kiss their butt and they'll tie it to licensing and they'll do it.
[00:19:23.697 --> 00:19:24.177]  They're going to do it.
[00:19:26.363 --> 00:19:30.611]  And they already send these federal bureaucrats here for these business assessments part of the census.
[00:19:30.611 --> 00:19:32.054]  Totally unconstitutional.
[00:19:32.054 --> 00:19:35.079]  They get real threatening and say you're going to answer all our questions and I say get out of here.
[00:19:35.984 --> 00:19:38.967]  But most people just literally grovel in fear.
[00:19:38.967 --> 00:19:41.168]  A nation of sheep will be ruled by wolves.
[00:19:41.168 --> 00:19:49.055]  When we come back, Polish minister tells the opposition in Ukraine, if you don't take this deal, you'll all be dead under martial law.
[00:19:49.055 --> 00:19:53.019]  We'll talk about what's happening in Ukraine, the economy, and New York City.
[00:19:53.019 --> 00:19:54.940]  What's the number one killer of blacks?
[00:19:54.940 --> 00:19:56.241]  We'll tell you about that as well.
[00:19:56.241 --> 00:19:56.682]  Stay with us.
[00:19:59.918 --> 00:20:03.362]  A 30-day GMO-free emergency food supply for only $99?
[00:20:03.362 --> 00:20:12.792]  At 30dayfoodsupply.com, you can purchase Oregon Trail Foods' one-month supply of high-quality, nutritious, and healthy emergency meals.
[00:20:12.792 --> 00:20:21.361]  For less than $100, these vegetarian meals are naturally high in fiber, carbs, and protein, and they're packed with oxygen absorbers in Mylar pouches.
[00:20:21.361 --> 00:20:22.142]  They're completely free.
[00:20:22.342 --> 00:20:24.144]  Of any artificial flavors and colorings.
[00:20:24.144 --> 00:20:28.668]  Have a 20-year shelf life and take up to 70% less space than number 10 cans.
[00:20:28.668 --> 00:20:30.870]  They even offer a gluten-free option.
[00:20:30.870 --> 00:20:33.833]  Oregon Trail Foods and 30dayfoodsupply.com.
[00:20:33.833 --> 00:20:38.698]  Keep prices low by buying directly from the producers in Oregon and then passing the savings to you.
[00:20:38.698 --> 00:20:46.565]  Purchase a 30-day, 90 serving emergency food supply for only $99 this month and $10 ships your entire order.
[00:20:46.565 --> 00:20:47.426]  Visit the website.
[00:20:47.546 --> 00:20:50.590]  Hi folks, Alex Jones here with some important information.
[00:20:50.590 --> 00:20:54.454]  I want to tell you about Matt Redhawk and his team of patriots.
[00:21:05.607 --> 00:21:05.828]  We're good.
[00:21:23.911 --> 00:21:29.858]  They now operate two distribution facilities and employ over 50 hard-working American men and women.
[00:21:29.858 --> 00:21:33.021]  It is rare to find companies who practice what they preach.
[00:21:33.021 --> 00:21:38.187]  And that's why I stock my pantry with high-quality storable foods from my Patriot Supply.
[00:21:38.848 --> 00:21:46.574]  BuyPatriotSupply.com forward slash Alex today for special offers on emergency food storage or call their preparedness specialist at 866-229-0927.
[00:21:46.574 --> 00:21:46.894]  That's 866-229-0927.
[00:21:46.894 --> 00:21:49.797]  Do business with someone who shares your values.
