[00:00:10.532 --> 00:00:13.234]  Waging war on corruption.
[00:00:13.234 --> 00:00:18.258]  It's Alex Jones, coming to you live from the front lines of the InfoWars.
[00:00:22.569 --> 00:00:23.811]  Welcome to the Alex Jones Show.
[00:00:23.811 --> 00:00:25.552]  This is January 11th, 2017.
[00:00:25.552 --> 00:00:26.974]  It's an amazing day.
[00:00:26.974 --> 00:00:28.235]  We've had a lot of news breaking.
[00:00:28.235 --> 00:00:31.899]  Of course, Donald Trump having his first press conference in six months.
[00:00:31.899 --> 00:00:39.707]  And just hours before the press conference, we had this massive new fake news attack coming from hardcore Hillary supporters, BuzzFeed.
[00:00:39.707 --> 00:00:40.127]  I mean, we got...
[00:00:40.868 --> 00:00:47.215]  Tweets from the BuzzFeed editors all last night, one after the other, talking about how they're in absolute fear.
[00:00:47.215 --> 00:00:50.479]  So, this is something that is developing.
[00:00:50.479 --> 00:00:53.663]  Alex Jones is on the road, but he wanted to call in with this report.
[00:00:53.663 --> 00:00:54.864]  We got Alex on the line right now.
[00:00:54.864 --> 00:00:55.024]  Alex?
[00:00:55.725 --> 00:00:56.246]  That's right.
[00:01:11.042 --> 00:01:14.025]  I knew it was pure, absolute bull the minute I saw it.
[00:01:14.025 --> 00:01:14.946]  And I just said, you know what?
[00:01:14.946 --> 00:01:16.468]  I'm going to leave it alone.
[00:01:16.468 --> 00:01:22.694]  I'm going to see if mainstream media picks this up, which I'm sure they would, and then see where it went from there with BuzzFeed and the rest of them.
[00:01:22.694 --> 00:01:28.060]  And of course, it was tailor-made disinformation, just like their CIA report.
[00:01:28.974 --> 00:01:38.845]  I mean, the CIA report of last week admittedly was just a bunch of examples of where RT had said bad things about Hillary Clinton in the last four years.
[00:01:38.845 --> 00:01:40.606]  This was their hack.
[00:01:40.606 --> 00:01:43.710]  It was just simple political involvement.
[00:01:45.902 --> 00:01:54.277]  By the Russians having political views on something like Peaceful America, this is their big, much-to-do-about-nothing bombshell information.
[00:01:54.277 --> 00:01:58.925]  But now, they've really bitten off more than they can chew with MSM, as you know.
[00:01:59.904 --> 00:02:00.865]  We're good to go.
[00:02:16.466 --> 00:02:26.209]  More than now, 20 times, who went to a pedophile island, who flew to an island with a sheik as well, and also traveled to the Middle East with known pedophiles.
[00:02:26.209 --> 00:02:29.391]  We have Bill Clinton and all of his sexual criminal background.
[00:02:29.391 --> 00:02:37.653]  We have all the incredible stuff and all the bizarre spirit cooking and all the Satanism and all the Aleister Crowley stuff and all the bizarre Hollywood stuff.
[00:02:37.653 --> 00:02:40.915]  And then we have Roman Polanski raping a 13-year-old
[00:02:43.018 --> 00:02:52.086]  Girl, that's the one he just got caught for in Hollywood, defending him and trying to get his conviction of child rape overturned so he could come here.
[00:02:53.140 --> 00:03:02.026]  From France, battling his extradition, and you've got Meryl Streep standing up with standing ovations for an admitted child rapist.
[00:03:02.026 --> 00:03:08.350]  I'm expecting media matters to come out and say that Roman Polanski never raped a 13-year-old girl, anally.
[00:03:08.350 --> 00:03:15.055]  So this is what we're dealing with, is people with a real history of obsession with sexual perversion.
[00:03:15.755 --> 00:03:16.476]  No.
[00:03:16.476 --> 00:03:20.438]  Donald Trump has an obsession with beautiful, perfect ten women.
[00:03:20.438 --> 00:03:22.519]  And I don't think anybody's going to say that's a crime.
[00:03:22.519 --> 00:03:27.462]  He's never claimed to be, you know, Mr. Perfect, but he's been married several times.
[00:03:27.462 --> 00:03:28.863]  He has a great family.
[00:03:28.863 --> 00:03:31.884]  The point is, is that this is how desperate they are, David.
[00:03:31.884 --> 00:03:34.706]  So I'm going to be here with you off and on a little bit in the first hour.
[00:03:34.706 --> 00:03:36.887]  We've got the full press conference of Trump.
[00:03:36.887 --> 00:03:37.848]  It's still ongoing.
[00:03:37.848 --> 00:03:39.849]  We're going to be airing some excerpts of that.
[00:03:39.849 --> 00:03:43.511]  Again, he's come out and said this is absolute, total bull.
[00:03:44.611 --> 00:03:46.473]  Spicer's come out and said it's total bull.
[00:03:46.473 --> 00:03:49.034]  Priebus has said it's 100% manufactured.
[00:03:49.034 --> 00:03:58.420]  But notice for the first day, David, they were absolutely celebrating, celebrating in rapture that they had Donald Trump.
[00:03:58.420 --> 00:04:03.003]  A secret report, why this is why Trump didn't want a war with the Russians.
[00:04:03.003 --> 00:04:09.147]  This is why, because, because they had PP videos of the president, totally insane.
[00:04:10.470 --> 00:04:17.601]  Trump's being advised by a bunch of top generals who are not pro-Russia, who are not anti-Russia, but who are actually pro-America.
[00:04:17.601 --> 00:04:25.474]  And it's not in our interest to pick on Russia when Russia is not in an expansive, expanding role right now, and China is.
[00:04:25.894 --> 00:04:32.018]  We should be working with Russia, Japan, and others to contain China.
[00:04:32.018 --> 00:04:45.986]  And that is indeed what's happening right now is real geopolitical activity to also not just contain communist China that's expanding, but to contain radical orthodox Islam that is openly expanding as everybody can publicly see.
[00:04:45.986 --> 00:04:49.188]  So what we're seeing is real national sovereignty.
[00:04:49.188 --> 00:04:51.850]  We're seeing a president who's going to be in there in nine days now.
[00:04:52.630 --> 00:04:57.594]  Absolutely, Alex.
[00:04:57.594 --> 00:05:00.637]  And of course, one of the things that he talked about in the press conference, we'll be right back.
[00:05:12.927 --> 00:05:13.907]  Compromise him!
