[00:00:00.189 --> 00:00:01.450]  We've got it.
[00:00:01.450 --> 00:00:07.312]  This transmission is coming to you.
[00:00:07.312 --> 00:00:11.694]  Waging war on corruption.
[00:00:11.694 --> 00:00:18.997]  It's Alex Jones coming to you live from the front lines of the InfoWar.
[00:00:18.997 --> 00:00:20.417]  We've got it.
[00:00:26.770 --> 00:00:38.710]  Speaker of the House Boehner is digging in saying that he's going to
[00:00:40.598 --> 00:00:48.408]  Continue with the government shutdown and not compromise with Obama unless Obama comes to the negotiation table on Obamacare.
[00:00:48.408 --> 00:00:50.611]  So we say good job to Boehner.
[00:00:50.611 --> 00:00:56.458]  You can really rarely say that, but it's more like good job American people for getting folks to...
[00:00:58.596 --> 00:01:07.719]  Actually do the right thing in Congress, because if we continue down this road, the country will go irrevocably bankrupt, which is exactly what the globalists want to do.
[00:01:07.719 --> 00:01:12.340]  And they're on record with Cloward and Piven and the plan to bankrupt the country and socialize it.
[00:01:12.340 --> 00:01:15.281]  But that's the headline up on DrudgeReport.com.
[00:01:15.281 --> 00:01:17.942]  Boehner digs in.
[00:01:17.942 --> 00:01:24.724]  And up on Infowars.com, Cruz says no debt ceiling increase without changes to Obamacare.
[00:01:24.724 --> 00:01:27.285]  So now they're double stalemating Obama.
[00:01:28.575 --> 00:01:37.293]  But Obama said just two days ago at a university on Friday, we read the quotes here on Friday, he said, look, if you don't, if you don't
[00:01:39.414 --> 00:01:41.815]  Go up on the debt increase.
[00:01:41.815 --> 00:01:45.175]  That will actually make Social Security go insolvent.
[00:01:45.175 --> 00:01:48.536]  So he's already preparing to hold Social Security hostage.
[00:01:48.536 --> 00:01:51.297]  Technically, he was Thursday at a university saying that.
[00:01:51.297 --> 00:01:53.097]  Friday, it came out in the news.
[00:01:53.097 --> 00:02:01.659]  Friday, he was at the Oval Office posing for eight hours for a portrait of himself.
[00:02:01.659 --> 00:02:04.260]  I know that's actually a pastime that presidents engage in.
[00:02:04.260 --> 00:02:07.201]  It's kind of a ritual back to the days of George Washington.
[00:02:09.338 --> 00:02:12.025]  To pose for a presidential painting, but back then there weren't...
[00:02:13.168 --> 00:02:14.569]  Photographs available.
[00:02:14.569 --> 00:02:25.358]  So you'd bring in the top painter before the invention of photography, and then they would really try to capture your likeness, because that's all there would be for the history books.
[00:02:25.358 --> 00:02:41.411]  This, this, this, this, this grand falloon, this great distraction, this great excess during a crisis of sitting for eight hours while you pose for a painting of yourself is the height
[00:02:42.211 --> 00:02:43.492]  of vanity.
[00:02:43.492 --> 00:02:49.274]  And it will all pass away, along with all the other lacquered paintings that are hanging in the White House.
[00:02:49.274 --> 00:02:52.715]  Everything will pass away.
[00:02:52.715 --> 00:03:03.239]  Except for the human species, if we don't destroy ourselves, under God's good graces, we may have a chance to actually survive and live on into the stars with our progeny.
[00:03:03.239 --> 00:03:10.262]  There's actually a globalist in the news today saying that we won't survive another 30 years if we don't pay carbon taxes.
[00:03:10.262 --> 00:03:10.922]  I'm gonna be getting to
[00:03:12.165 --> 00:03:13.385]  That report, obviously.
[00:03:13.385 --> 00:03:21.287]  When we come back from break and really kick off the official transmission, we're going to get into the latest on the government shutdown and what that ties into.
[00:03:21.287 --> 00:03:28.689]  Also, we're going to look at the amnesty legislation and the new flood of illegals pouring into the country to get their welfare.
[00:03:28.689 --> 00:03:35.591]  And then to be able to vote illegally on record with the driver's license that are being given in multiple states and then vote to
[00:03:36.755 --> 00:03:40.159]  Well, take my wealth, but not the ultra-rich.
[00:03:40.159 --> 00:03:41.861]  They're offshore and above the law.
[00:03:41.861 --> 00:03:46.567]  No, the ultra-rich, Warren Buffett, the biggest recipient of the bailout and others, they know exactly what they're doing.
[00:03:46.567 --> 00:03:48.349]  They've done it in countless other countries.
[00:03:48.349 --> 00:03:56.139]  They bring in third-world populations, ally with them, give them welfare, give them low-paying jobs, and then have those client groups vote.
[00:03:57.472 --> 00:04:03.999]  To then destroy the ultra-elites, the inbred elites, the old money's historical enemy.
[00:04:03.999 --> 00:04:05.521]  That's new money!
[00:04:05.521 --> 00:04:12.408]  Or people that aren't beholden to the billionaires and those that control trillions.
[00:04:12.408 --> 00:04:17.214]  Also, the only other person in media that I know of that was as freaked out
[00:04:18.678 --> 00:04:33.584]  As we were here at Infowars by the execution of that poor woman in DC and then the media sycophantically calling the people that killed her heroes and talking about how scary it was and hyping it up like Godzilla had attacked Tokyo.
[00:04:33.584 --> 00:04:34.845]  I mean, it was like it was that horrible.
[00:04:36.963 --> 00:04:43.766]  Michael Savage came out and has a short little clip I'm going to play where he lays it out better than I can in a whole hour and about three minutes.
[00:04:43.766 --> 00:04:45.726]  So we're going to play that coming up.
[00:04:45.726 --> 00:04:50.068]  By the way, no other big talk show host play other talk show host shows on their show.
[00:04:50.068 --> 00:04:52.689]  This isn't about competition with other talk show hosts.
[00:04:52.689 --> 00:04:54.830]  It's about saving the Republic.
[00:04:54.830 --> 00:04:57.231]  So when we hear Veritas, we rebroadcast it.
[00:04:59.363 --> 00:05:02.365]  Protecting your home with a security system is a must.
[00:05:02.365 --> 00:05:08.731]  But when it comes to protecting your family, your home, and belongings, there's no need to sign a long-term contract.
[00:05:08.731 --> 00:05:15.116]  Listen, there is some real scum in the alarm business cashing in by locking you into long, punishing contracts.
[00:05:15.536 --> 00:05:17.818]  Not with SimpliSafe Home Security.
[00:05:17.818 --> 00:05:19.159]  They're the good guys.
[00:05:19.159 --> 00:05:22.241]  You can trust SimpliSafe to protect your family.
[00:05:22.241 --> 00:05:26.744]  SimpliSafe was created by a Harvard Business School engineer, and it's revolutionary.
[00:05:26.744 --> 00:05:30.286]  You'll get 24-hour protection for just $14.99 a month.
[00:05:30.286 --> 00:05:33.228]  There are no hidden fees and no contracts.
[00:05:33.228 --> 00:05:34.429]  You'll save thousands.
[00:05:34.429 --> 00:05:37.831]  Plus, you're protected by their 100% money-back guarantee.
[00:05:37.831 --> 00:05:41.273]  Protect yourself against home invasions and break-ins.
[00:05:41.273 --> 00:05:45.196]  Order your SimpliSafe system now and receive a wireless keychain remote.
[00:05:45.396 --> 00:05:46.177]  When I grow up, I want to be
[00:06:24.844 --> 00:06:28.247]  We're live!
[00:06:28.247 --> 00:06:34.713]  We now take you live to the Central Texas Command Center in the heart of the resistance.
[00:06:34.713 --> 00:06:42.780]  You're listening to Alex Jones.
[00:06:42.780 --> 00:06:48.505]  Monday through Friday
[00:06:49.949 --> 00:06:51.373]  From 11 a.m.
