[00:00:05.663 --> 00:00:06.964]  Big Brother.
[00:00:06.964 --> 00:00:08.725]  Mainstream media.
[00:00:08.725 --> 00:00:10.486]  Government cover-ups.
[00:00:10.486 --> 00:00:12.066]  You want answers?
[00:00:12.066 --> 00:00:13.627]  Well, so does he.
[00:00:13.627 --> 00:00:17.809]  He's Alex Jones on the GCN Radio Network.
[00:00:17.809 --> 00:00:26.094]  And now, live from Austin, Texas, Alex Jones.
[00:00:26.094 --> 00:00:28.335]  Well, it's hard to believe, ladies and gentlemen.
[00:00:30.450 --> 00:00:35.313]  But it's already Friday, the 29th day of August 2014.
[00:00:35.313 --> 00:00:41.437]  We're gonna be live here for the next three hours.
[00:00:41.437 --> 00:00:56.508]  I'm gonna get my limited crew, because they're so busy and so few, to go back to the last year and a half
[00:00:58.271 --> 00:01:03.493]  Where I have basically broken down exactly what happened hundreds of times.
[00:01:03.493 --> 00:01:11.777]  So that I can have those clips on the Sunday show, this Sunday, 4 to 6 p.m.
[00:01:11.777 --> 00:01:26.684]  And the scores of articles by Curt Nemo, Paul Watson, and others, where we specifically said, the West is arming Al Qaeda, changing their name to confuse the public, to IS and ISIS,
[00:01:27.788 --> 00:01:39.594]  And is going to attack the West, and that's going to be used as a pretext to take American liberties, European liberties, and deploy paramilitary on the streets.
[00:01:39.594 --> 00:01:47.158]  And I've also said over and over again that Obama has taken more vacations than anyone I have ever seen.
[00:01:47.158 --> 00:01:48.839]  And the media admits that.
[00:01:48.839 --> 00:01:53.742]  He breaks the record of even George W. Bush.
[00:01:54.673 --> 00:01:56.775]  Who would take about two and a half months of vacation.
[00:01:56.775 --> 00:02:01.481]  Obama takes over four months of vacation a year.
[00:02:01.481 --> 00:02:08.569]  But I said that if he ever comes home from a vacation, that's because he doesn't want to get blamed for what's about to happen.
[00:02:08.569 --> 00:02:10.912]  It's a bad image problem.
[00:02:16.306 --> 00:02:18.668]  Urgent is the Drudge Report headline.
[00:02:18.668 --> 00:02:24.693]  Obama to intercept and to interrupt weekend fundraising trip will return to DC.
[00:02:24.693 --> 00:02:32.700]  He was going to attend a MSNBC wedding and do three fundraisers.
[00:02:32.700 --> 00:02:35.642]  But he will still attend the MSNBC wedding.
[00:02:35.642 --> 00:02:40.406]  While UK raises terror threat to severe.
[00:02:40.406 --> 00:02:41.427]  Basically their highest level.
[00:02:46.584 --> 00:02:51.687]  The FBI has put out a terror alert as well today.
[00:02:51.687 --> 00:03:00.453]  Do you know who's not listed on the terror alert?
[00:03:00.453 --> 00:03:03.435]  This is out of the Washington Times.
[00:03:03.435 --> 00:03:08.679]  FBI National Domestic Threat Assessment Omits Islamist Terrorism.
[00:03:08.679 --> 00:03:11.221]  So they're saying a domestic attack, meaning here in the US,
[00:03:12.830 --> 00:03:18.155]  Could happen at any moment, but Muslims, radical Muslims, are not listed.
[00:03:18.155 --> 00:03:20.517]  You know who is listed, right?
[00:03:20.517 --> 00:03:21.137]  You know the drill.
[00:03:21.137 --> 00:03:22.619]  We first broke this seven years ago.
[00:03:22.619 --> 00:03:23.199]  No one believed us.
[00:03:23.199 --> 00:03:28.004]  It's mainstream news now.
[00:03:28.004 --> 00:03:30.346]  Even when it was finally in the New York Times a week later, we got no credit.
[00:03:30.346 --> 00:03:30.966]  That's fine.
[00:03:30.966 --> 00:03:33.569]  I just want people to know, we're not making stuff up, okay?
[00:03:33.569 --> 00:03:38.633]  No matter how wild it sounds, it's documented.
[00:03:38.633 --> 00:03:39.334]  I wish I was wrong.
[00:03:44.051 --> 00:03:53.694]  FBI National Domestic Threat Assessment Omits Islamist Terrorism, Bill Gertz.
[00:03:53.694 --> 00:03:57.096]  Isn't that interesting?
[00:03:57.096 --> 00:04:03.758]  Isn't that just special?
[00:04:03.758 --> 00:04:06.839]  Can we put two and two together here?
