[00:00:00.385 --> 00:00:02.027]  We've got it.
[00:00:02.027 --> 00:00:07.512]  The transmission is coming to you.
[00:00:07.512 --> 00:00:11.916]  Waging war on corruption.
[00:00:11.916 --> 00:00:17.561]  It's Alex Jones, coming to you live from the front lines of the InfoWar.
[00:00:25.987 --> 00:00:26.368]  You got it.
[00:00:49.761 --> 00:00:53.542]  Oh, it's Sunday, ladies and gentlemen, and it is September 9th, 2012.
[00:00:53.542 --> 00:00:56.363]  And I'm your host, Alex Jones.
[00:00:56.363 --> 00:00:59.924]  We're going to be here for the next two hours.
[00:00:59.924 --> 00:01:01.084]  Monday through Friday, we're here.
[00:01:01.084 --> 00:01:02.205]  12 noon to 3 p.m.
[00:01:02.205 --> 00:01:03.505]  Eastern.
[00:01:03.505 --> 00:01:04.605]  Three-hour transmission.
[00:01:04.605 --> 00:01:08.026]  Sundays, it's 4 to 6 Central, 5 to 7 Eastern.
[00:01:08.026 --> 00:01:12.408]  2 to 4 Pacific, 3 to 5 Mountain.
[00:01:12.408 --> 00:01:15.749]  And I've got a lot of news I want to go over today.
[00:01:15.749 --> 00:01:17.089]  A ton of it, in fact.
[00:01:18.504 --> 00:01:35.108]  But more importantly than just the general, you know, daily incredible developments, is the fact that observing people in public, watching television, studying the culture, it really hit me.
[00:01:35.108 --> 00:01:39.229]  Something we've said many times, but that it really is true.
[00:01:39.229 --> 00:01:42.569]  And daily, weekly, monthly, more and more true.
[00:01:42.569 --> 00:01:45.550]  That the general public is in a false reality.
[00:01:47.298 --> 00:01:49.601]  They behave like children.
[00:01:49.601 --> 00:01:51.564]  They're simple-minded.
[00:01:51.564 --> 00:01:58.854]  Even if they have high IQs, they are just so incredibly innocent.
[00:01:58.854 --> 00:02:01.458]  In fact, innocent isn't enough of a word.
[00:02:01.458 --> 00:02:03.241]  They are domesticated.
[00:02:05.438 --> 00:02:12.645]  They are like a guinea pig that lives in a cage and thinks that the people feeding it are nice.
[00:02:12.645 --> 00:02:21.615]  And it notices there's five or six other guinea pigs and sometimes one of them disappears, never comes back, and more guinea pigs get put in.
[00:02:21.615 --> 00:02:27.240]  And then finally one day they're sitting there, you know, eating their food, drinking their water, and the hand comes in and gets them and takes them.
[00:02:28.381 --> 00:02:37.423]  Uh, into another room, and they see a new cage, a new container, and they get thrown into that, and there's a scary-looking thing.
[00:02:37.423 --> 00:02:38.383]  And there's nowhere to get out.
[00:02:38.383 --> 00:02:44.885]  It scrabbles at the side of the glass and begs for mommy and daddy, the humans that bring it food, but they don't come.
[00:02:44.885 --> 00:02:49.646]  And the big snake wraps around it, crushes it, and then swallows it whole.
[00:02:49.646 --> 00:02:51.186]  And that's what the public's like.
[00:02:52.256 --> 00:03:07.733]  I listen in restaurants, I listen where I work out, I listen when I'm swimming around in the lake or the river or the pool or the pond, Barton Springs, and I listen to people sitting there wearing a fedora or a baseball cap so people don't know who I am.
[00:03:07.733 --> 00:03:10.216]  If I speak, most people end up being listeners.
[00:03:10.216 --> 00:03:10.696]  It's amazing.
[00:03:11.437 --> 00:03:15.200]  And I just hear how, yeah, Fred, he disappeared, yeah.
[00:03:15.200 --> 00:03:18.822]  Oh yeah, the mother, she's an executive, yeah.
[00:03:18.822 --> 00:03:21.224]  They don't care that she makes $300,000 a year.
[00:03:21.224 --> 00:03:31.331]  They found THC in her blood when she went in to have her child, and yeah, she's 41, and the CPS took the kid.
[00:03:31.331 --> 00:03:31.871]  They're like,
[00:03:34.780 --> 00:03:41.468]  I mean, the general public is a prey animal, and the criminals have now created a unified field of corruption.
[00:03:41.468 --> 00:03:47.536]  They're mopping up the final areas of freedom and anything decent, and they're removing due process.
[00:03:47.536 --> 00:03:50.279]  They are above the law and completely criminal.
[00:03:50.279 --> 00:03:53.363]  And they've created this full-spectrum attack.
[00:03:54.468 --> 00:04:00.090]  So I have a little set of notes here today that, after I cover some news, I'm going to get into.
[00:04:00.090 --> 00:04:01.210]  Number one, this is real.
[00:04:01.210 --> 00:04:02.871]  That's the point I want to impart to the listeners.
[00:04:02.871 --> 00:04:04.852]  I mean, I'm not up here trying to scare you.
[00:04:04.852 --> 00:04:07.133]  In fact, I hold back, OK?
[00:04:07.133 --> 00:04:07.553]  And you know what?
[00:04:07.553 --> 00:04:08.853]  I'm not a guinea pig, OK?
[00:04:08.853 --> 00:04:11.194]  And I know there's a big, fat snake over there in that cage.
[00:04:11.194 --> 00:04:13.735]  And I'm watching it eat people worldwide.
[00:04:13.735 --> 00:04:18.317]  And, you know, it's telling me it loves me and it's liberal and, you know, it's a nanny state.
[00:04:18.317 --> 00:04:20.117]  And I guess you do take care of the rats or
[00:04:22.868 --> 00:04:23.748]  The baby mice?
[00:04:23.748 --> 00:04:25.249]  The pinkies you feed to snakes?
[00:04:25.249 --> 00:04:27.890]  I mean, I guess you do take care of it before you eat them.
[00:04:27.890 --> 00:04:30.311]  Politically, financially, societally.
[00:04:30.311 --> 00:04:32.792]  We'll talk about the globalists being above the law.
[00:04:32.792 --> 00:04:35.973]  How a disinfo campaign works.
[00:04:35.973 --> 00:04:38.274]  I will expose the hoax factory.
[00:04:38.274 --> 00:04:41.355]  Also, agenda 21 special report with Melissa Melton.
[00:04:41.355 --> 00:04:42.776]  Amazing report.
[00:04:42.776 --> 00:04:46.557]  And what no due process means for you and your family.
[00:04:46.557 --> 00:04:47.618]  It means no security.
[00:04:49.178 --> 00:04:52.464]  Prepare for the globalists to give you a high-tech gang raping.
[00:04:52.464 --> 00:04:57.212]  They already are injecting your food, your water with things to kill you.
[00:04:57.212 --> 00:04:58.435]  But first, torture you slowly.
