[00:00.000 --> 00:07.000]  There is a signal broadcast every second of every day through our television sets.
[00:07.000 --> 00:12.000]  Even when the set is turned off, look around to the environment we live in.
[00:12.000 --> 00:18.000]  Carbon dioxide, fluorocarbon and methane have increased since 1958.
[00:18.000 --> 00:25.000]  Earth is being privatized. They are turning our atmosphere into their atmosphere.
[00:25.000 --> 00:28.000]  We are like a natural resource to them.
[00:28.000 --> 00:31.000]  To take the planet, move on to another.
[00:31.000 --> 00:35.000]  They want the dying indifference. They want us drugged.
[00:35.000 --> 00:42.000]  We could be pets. We could be fruit. But all we really are is livestock.
[00:42.000 --> 00:45.000]  Our impulses are being redirected.
[00:45.000 --> 00:51.000]  We are living in an artificially induced state of consciousness that resembles sleep.
[00:51.000 --> 01:01.000]  We now take you live to the Central Texas Command Center and the heart of the Resistance.
[01:06.000 --> 01:09.000]  Well, let's be clear here, ladies and gentlemen.
[01:09.000 --> 01:17.000]  Wild horses could not pull me away on this Sunday worldwide broadcast.
[01:17.000 --> 01:21.000]  Thank you so much for joining us today.
[01:21.000 --> 01:24.000]  And we are going to be here for the next two hours.
[01:24.000 --> 01:31.000]  Obviously, Friday morning, we had the Connecticut mass shooting 20 dead children, 7 dead adults.
[01:31.000 --> 01:34.000]  We now have at least the mainstream media's image.
[01:34.000 --> 01:42.000]  After blaming his brother and others, we have a mainstream media report on who supposedly did this.
[01:42.000 --> 01:44.000]  And we're going to be breaking that down.
[01:44.000 --> 01:54.000]  But today, I want to drill into not just the people attacking the Second Amendment savagely and viciously right now,
[01:54.000 --> 01:59.000]  and the attacks that we're now seeing entered in legislation, but also via executive order
[01:59.000 --> 02:03.000]  that Obama is talking about outside of law restricting our guns.
[02:03.000 --> 02:12.000]  I want to look at the psychology of the control freaks throughout history that always seek to disarm the people.
[02:12.000 --> 02:18.000]  I want to look at that, but also some of the statistics and how the media manipulates things.
[02:18.000 --> 02:22.000]  Because I happen to have the latest Department of Justice numbers here.
[02:22.000 --> 02:25.000]  88 dead this year in mass shootings.
[02:25.000 --> 02:30.000]  About half of those were clearly gang related, but they averaged those in.
[02:30.000 --> 02:36.000]  So you got over 40 people killed premeditatedly in a public mass shooting by people that just want to kill innocents,
[02:36.000 --> 02:43.000]  mainly because they're normally on a serotonin re-uptake inhibitor or a selective SSRI in a big video game hatch.
[02:43.000 --> 02:46.000]  And they're basically hallucinating 24 seven.
[02:46.000 --> 02:48.000]  That's what it looks like's happening in this case.
[02:48.000 --> 02:53.000]  That's now the M.O. I said, if it's not a government op, he'll be some type of goth nerd.
[02:53.000 --> 02:54.000]  I said this repeatedly.
[02:54.000 --> 02:55.000]  I'm on record Friday.
[02:55.000 --> 03:01.000]  Who's into video games and on a serotonin re-uptake inhibitor or a selective serotonin re-uptake inhibitor.
[03:01.000 --> 03:06.000]  By the way, I said that about Sergeant Bales that killed the 16.
[03:06.000 --> 03:11.000]  Afghans turned out he was on steroids, a unnamed serotonin re-uptake inhibitor.
[03:11.000 --> 03:13.000]  The government won't release that, but admits he was.
[03:13.000 --> 03:16.000]  And a malaria drug that makes you hallucinate.
[03:16.000 --> 03:19.000]  Oh, man, that's not a good idea.
[03:19.000 --> 03:26.000]  Hallucinogen, that's what psychotropic saw other in that family.
[03:26.000 --> 03:31.000]  A steroids and the army tested his blood.
[03:31.000 --> 03:36.000]  That's what they say was on and a malaria drug.
[03:36.000 --> 03:40.000]  And you wonder why I went and killed and slaughtered and burned little children up.
[03:40.000 --> 03:41.000]  Oh, let's take his guns.
[03:41.000 --> 03:42.000]  Oh, sorry.
[03:42.000 --> 03:43.000]  He's a soldier.
[03:43.000 --> 03:44.000]  Can't do that.
[03:44.000 --> 03:45.000]  See, that's the point.
[03:45.000 --> 03:55.000]  You can never stop bad people from doing bad things, but you really can't stop people hopped up on cocktails of what basically comes out to be PCP.
[03:55.000 --> 04:06.000]  I mean, you put an autistic kid with Asperger's on violent video games and give him a bunch of guns like mommy did and hop him up on psychotropic drugs.
[04:06.000 --> 04:08.000]  He was reportedly in psychiatric care.
[04:08.000 --> 04:13.000]  Then you're asking for it.
[04:13.000 --> 04:18.000]  Normally an autistic kid wants to sit there and flip the light switch on an offer wants to obsess over things.
[04:18.000 --> 04:23.000]  Well, he got obsessed with shooting and, well, you know, the rest of the story.
[04:23.000 --> 04:29.000]  And so now their argument is take my guns, take your guns for what somebody else does.
[04:29.000 --> 04:36.000]  When I got news for you, I happen to have the numbers here on suicide from Prozac class drugs.
[04:36.000 --> 04:44.000]  It's in the tens of thousands and I a year and I happen to have the numbers on deer killing over 200 people a year.
[04:44.000 --> 04:49.000]  And mass shootings, 88 less than half of those around half of those actual mass shootings.
[04:49.000 --> 04:54.000]  So it's one of the rarest forms of death out there, but the media wants you to be real scared.
[04:54.000 --> 04:59.000]  The rest of the story straight ahead.
[04:59.000 --> 05:06.000]  Now that we have moved into the winter season, there is an increased need to support our immunity and health.
[05:06.000 --> 05:13.000]  At Silver Lungs, we are committed to meeting your needs by providing a full selection of silver based products.
[05:13.000 --> 05:21.000]  Our most popular silver based products are the 32 ounce nano silver solutions, our two ounce nano silver nasal applicators,
[05:21.000 --> 05:24.000]  as well as our all natural silver soaps.
[05:24.000 --> 05:28.000]  Just released is our 100% natural silver gel.
[05:28.000 --> 05:35.000]  Our new silver gel is not based on synthetic gelling agents, which quickly evaporate and leave the silver at the surface.
[05:35.000 --> 05:41.000]  But rather, we have formulated our silver gel using the natural skin nourishing chemistry of aloe vera
[05:41.000 --> 05:46.000]  to quickly penetrate and nourish the skin while delivering the silver more effectively.
[05:46.000 --> 05:55.000]  Visit www.silverlungs.com and click on our store page to find what silver based products are best for you.
[05:55.000 --> 06:12.000]  That's www.silverlungs.com.
[06:26.000 --> 06:32.000]  Technological advances and a more sophisticated approach to the destruction of human freedom.
[06:32.000 --> 06:38.000]  But like every one of the super states that preceded it, it has one iron rule.
[06:38.000 --> 06:45.000]  Logic is an enemy and truth is a menace.
[06:45.000 --> 07:03.000]  The answer to 1984 is 1776. You're listening to the Alex Jones show.
[07:03.000 --> 07:11.000]  Ladies and gentlemen, it is Sunday, the 16th day of December 2012.
[07:11.000 --> 07:20.000]  And we are going to be here for the next two hours as we are every Sunday, four to six central, five to seven eastern.
[07:20.000 --> 07:25.000]  I guess that'd be two to four Pacific, three to five mountain. Thank you so much for joining us today.
[07:25.000 --> 07:29.000]  Okay, obviously wild horses couldn't drag me away.
[07:29.000 --> 07:38.000]  I want to cover all the facets of what really happened with the tragic shooting that killed 20 children and seven adults in Connecticut.
[07:38.000 --> 07:46.000]  Friday morning at a government training facility, a government brainwashing facility, a public school and make no mistake, that's what they are.
[07:46.000 --> 07:54.000]  You may have some nice people that work there and nice children that go there, but it's all federally run and it was advertised as a victim disarmament center.
[07:54.000 --> 08:05.000]  That's why these mentally ill Prozac type heads, always the same MO, goth punk kid taking serotonin reuptake inhibitors obsessed with video games.
[08:05.000 --> 08:10.000]  First person shooter stole mommy's guns and went and did this.
[08:10.000 --> 08:19.000]  If you believe the official story, and I tend to only because this fits in with the real because there's been some stage ones that even come out before like sir hand, sir hand and other events.
[08:19.000 --> 08:23.000]  But when you have a real mass shooting like this, it's always the same thing.
[08:23.000 --> 08:34.000]  Almost every case it's a white male, sometimes Hispanic or Asian, if you just want to profile it from a law enforcement perspective, just almost unheard of to have a black mass shooter for whatever reason.
[08:34.000 --> 08:44.000]  Just just profiling here almost always white Caucasian 25 1825, generally even closer to 20.
[08:44.000 --> 08:47.000]  And normally they are mentally ill.
[08:47.000 --> 08:49.000]  They've normally been in psychiatric care.
[08:49.000 --> 08:54.000]  A lot of times it is something I've dealt with their whole life.
[08:54.000 --> 09:05.000]  Autism, of course, has gone from one in 25,000 30 years ago to one in 58. Now, according to the British Medical Journal and the medical journals here in the United States, we have similar numbers.
[09:05.000 --> 09:10.000]  What they have in England, you can debate whether it's one in 37 or one in 120.
[09:10.000 --> 09:15.000]  But the numbers globally in the Western world are settling in at about one in 58.
[09:15.000 --> 09:25.000]  This is just a name of all sorts of people brain damaged in utero from different chemicals and things that are in the food chain and then things that they also get once they're born.
[09:25.000 --> 09:28.000]  And it's kind of like a selective lobotomy.
[09:28.000 --> 09:29.000]  You never know what you'll get.
[09:29.000 --> 09:36.000]  You might get a genius idiot savant or you might just get someone who is very seriously brain damaged.
[09:36.000 --> 09:50.000]  This woman, the mother had written and talked to friends and said that Adam Lanza, the reported shooter, could feel no pain and was very threatening towards her.
[09:50.000 --> 09:52.000]  And she'd taken him out of the school.
[09:52.000 --> 09:55.000]  This is all in the Associated Press, New York Daily News.
[09:55.000 --> 09:57.000]  You name it right now and we'll be going over some of those articles.
[09:57.000 --> 10:01.000]  They're all posted up on infowars.com and prismplanta.com.
[10:01.000 --> 10:13.000]  If you tuned into the big weekday show Friday, I said in the first hour of the second hour and the third hour, I said it'll be a goth.
[10:13.000 --> 10:20.000]  Just like Harrison Clybold on psychotropic in psychiatric care, obsessed with first person shooting games.
[10:20.000 --> 10:22.000]  And that's what we're now learning.
[10:22.000 --> 10:29.000]  I mean, it's just it's a white guy obsessed with first person shooting games on drugs, on government issued drugs.
