[00:00:15.583 --> 00:00:20.207]  We have a modern Paul Revere on the line with us.
[00:00:20.207 --> 00:00:23.350]  An amazing lady.
[00:00:23.350 --> 00:00:24.731]  She's a doctor.
[00:00:24.731 --> 00:00:26.293]  Worked at Mount Sinai Medical Center.
[00:00:27.384 --> 00:00:29.645]  A mother of two, lives in Flushing, Queens.
[00:00:29.645 --> 00:00:35.406]  Used to be a researcher at Mount Sinai Medical Center, but now works full-time as a Falun Gong activist, friends said.
[00:00:35.406 --> 00:00:39.808]  There is no higher calling, I would add, to what she's doing.
[00:00:39.808 --> 00:00:41.488]  She was born in China, naturalized U.S.
[00:00:41.488 --> 00:00:46.050]  citizen, got to the White House grounds in the past from the Epoch Times Falun Gong newspaper.
[00:00:46.050 --> 00:00:50.331]  We have links to all that up on InfoWars.com and PrisonPlanet.com.
[00:00:50.331 --> 00:00:53.392]  I'd love to have 20 million Chinese in America like her.
[00:00:55.462 --> 00:00:57.163]  I mean, she is so American.
[00:00:57.163 --> 00:01:01.044]  She's so much more American than anybody else I see out there.
[00:01:01.044 --> 00:01:02.765]  Pathetic Americans.
[00:01:02.765 --> 00:01:17.630]  I've heard neocons on talk radio saying she deserved to go to prison, that she disrupted it, that she threatened him when her full quote, and we have it here, was simply that the Communist Chinese Party's days are numbered involving their abuse against Falun Gong and others.
[00:01:17.630 --> 00:01:23.312]  They have mobile execution vans, they advertise in major publications that they take organs, that they have good, quote, fresh organs.
[00:01:24.463 --> 00:01:31.369]  The British Medical Society, the Society of Transplantee Doctors, all of them have gone public.
[00:01:31.369 --> 00:01:32.109]  It's admitted.
[00:01:32.109 --> 00:01:35.172]  It's been in major publications.
[00:01:35.172 --> 00:01:37.654]  We have video of public executions in China.
[00:01:37.654 --> 00:01:44.179]  We have video of Tiananmen Squares that happen on average every month as they machine gun and attack and murder peaceful farmers.
[00:01:44.179 --> 00:01:47.242]  We're going to play a clip of that in a few minutes.
[00:01:47.242 --> 00:01:48.643]  It is unbelievable.
[00:01:50.111 --> 00:02:17.740]  and now they're talking about charging her with intimidating a public a foreign official months and what six months in federal prison bush had me arrested back in nineteen ninety eight fact dig up that club when i simply ask him a question at a press conference so we're becoming like the murdering communist chinese government who has killed more people than hitler and stalin almost combined there is no greater evil and uh... wang wing long joins us
[00:02:18.624 --> 00:02:20.506]  And we really appreciate her.
[00:02:20.506 --> 00:02:24.269]  The press just has her as Wang Winyai.
[00:02:24.269 --> 00:02:27.672]  But she says her full name is Wang Winyai Wong.
[00:02:27.672 --> 00:02:30.134]  And thank you so much for coming on with us, Doctor.
[00:02:30.134 --> 00:02:31.776]  Oh, thank you.
[00:02:31.776 --> 00:02:34.098]  I'm glad to be your program.
[00:02:35.308 --> 00:02:39.432]  And just because I'm one of these dumb Texans, I'm joking folks.
[00:02:39.432 --> 00:02:41.735]  Pronounce your full name properly for us.
[00:02:41.735 --> 00:02:46.119]  Last name Wong and first name Wen-Yee.
[00:02:46.119 --> 00:02:47.000]  Wen-Yee?
[00:02:47.000 --> 00:02:47.881]  Wen-Yee.
[00:02:47.881 --> 00:02:49.302]  Wen-Yee Wong.
[00:02:49.302 --> 00:02:49.763]  Okay.
