[00:00:05.131 --> 00:00:09.977]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:09.977 --> 00:00:11.558]  You want answers?
[00:00:11.558 --> 00:00:13.100]  Well, so does he.
[00:00:13.100 --> 00:00:17.305]  He's Alex Jones on the GCN Radio Network.
[00:00:17.305 --> 00:00:21.370]  And now, live from Austin, Texas, Alex Jones.
[00:00:38.539 --> 00:00:45.267]  Welcome ladies and gentlemen, this is the Friday, September 30th edition of the Alex Jones Show.
[00:00:45.267 --> 00:00:48.852]  I, of course, am not Alex Jones, but I'm sitting in until he gets back.
[00:00:48.852 --> 00:00:52.316]  But he is scheduled to join us later in the show, in the second hour.
[00:00:52.316 --> 00:00:57.702]  We also have on today, Paul Joseph Watson, who's going to talk about the latest news on Al Lockheed's death.
[00:00:58.363 --> 00:01:03.367]  And also on reporters who say gold has no intrinsic value, but the U.S.
[00:01:03.367 --> 00:01:04.288]  dollar does.
[00:01:04.288 --> 00:01:24.763]  Now, of course, terrorism news is in the top of the stack today, but there's lots of political news as well, with Ron Paul going head-to-head in polls in Florida with Obama matching entirely Mitt Romney, and Perry way behind in the polls, and the other candidates not even really showing up.
[00:01:25.243 --> 00:01:34.050]  We have primary states looking to move the date forward, skipping ahead of Florida if they move the date forward.
[00:01:34.050 --> 00:01:44.898]  But of course, the top news, as I said, is the report that radical US-born cleric Anwar al-Awlaki has been killed by a drone attack in Yemen.
[00:01:45.776 --> 00:01:50.900]  Of course, they haven't confirmed this, and he's been previously reported dead, also by a drone attack.
[00:01:50.900 --> 00:02:10.176]  But it's very convenient to tie up loose ends for the man they say was connected to all sorts of plots, from the underwear bomber on down, all the FBI sting setup attacks that have been allegedly busted over the past several years, all just provocateur nonsense, for the most part.
[00:02:10.176 --> 00:02:14.859]  We have Steve Watson's article, no more Pentagon dinners, Al Qaeda leader killed again.
[00:02:16.286 --> 00:02:17.827]  According to a senior U.S.
[00:02:17.827 --> 00:02:26.130]  administration official, al-Qaeda boogeyman Anwar al-Awlaki has been reported killed in an airstrike in Yemen, the exact same way he died in 2009.
[00:02:26.130 --> 00:02:43.356]  The Yemeni Defense Ministry confirmed the claim, and the timing, according to Time Magazine, is very strategic, as Yemeni President Ali Abdullah Saleh has returned from four months of medical treatment and is otherwise under political fire in the country.
[00:02:44.215 --> 00:02:51.638]  Now, Al-Awlaki came out in 2010, October, in Fox News.
[00:02:51.638 --> 00:02:55.079]  Al-Qaeda leader dined at the Pentagon just months before 9-11.
[00:02:55.079 --> 00:03:00.201]  That's right, Anwar al-Awlaki invited to the Pentagon, met with Pentagon leaders.
[00:03:00.201 --> 00:03:02.962]  That's all come out, and I really think it's a convenient
[00:03:03.482 --> 00:03:15.754]  Thing that he's now dead, a way to tie up loose ends for another embarrassing, obvious Pentagon CIA asset who they wanted out of the way and out of the public's mind, somewhere on the top of the terror list.
[00:03:15.754 --> 00:03:18.557]  In the top three, I believe, if not number one.
[00:03:18.557 --> 00:03:27.986]  One it most wanted terrorist, just as Osama Bin Laden was conveniently done away with prior to the 9-11 anniversary as Obama's polls continued to sink.
[00:03:29.701 --> 00:03:46.371]  Stinking so much are Obama's public approval numbers that some advisors say he may even bow out of the race and claim he's going to fix the economy and therefore not run again because the Democratic Party is so weakened and Obama has very little chance of being re-elected.
[00:03:46.371 --> 00:03:52.695]  Of course he's not going to be able to do anything to fix the economy with the strategies they're obviously looking to further.
[00:03:52.695 --> 00:03:54.956]  Also later in the show we have Michael Moore
