[00:00:00.000 --> 00:00:05.000]  Jim Tucker, thank you for coming on, my friend.
[00:00:05.000 --> 00:00:06.000]  It's always fun.
[00:00:06.000 --> 00:00:10.000]  I'm glad that they were able to get all that squirrel together.
[00:00:10.000 --> 00:00:14.000]  Yeah, the rats have been hopping like bunny rabbits.
[00:00:14.000 --> 00:00:19.000]  Well, I know we were going to do this in your room, but I guess somebody thought of the idea to have you do it from the roof, huh?
[00:00:19.000 --> 00:00:27.000]  Yeah, so we're at the top of the rooftop restaurant here.
[00:00:27.000 --> 00:00:28.000]  Well, fantastic.
[00:00:28.000 --> 00:00:33.000]  Jim Tucker, tell us exactly where you are in or around Istanbul.
[00:00:33.000 --> 00:00:38.000]  I'm told that you're overlooking the hotel where the Bilderberg meeting is being held.
[00:00:38.000 --> 00:00:41.000]  Please give us the details.
[00:00:41.000 --> 00:00:56.000]  Well, I'm at the Orient, here in, what do I say, still going emotionally, but I forgot where I am, but I'm in Turkey.
[00:00:56.000 --> 00:00:58.000]  I know, you've been interrogated.
[00:00:58.000 --> 00:01:00.000]  They're running around with wiring all around you, I understand.
[00:01:00.000 --> 00:01:04.000]  This has been a better interviewer in your room, but fine, let them have their way.
[00:01:04.000 --> 00:01:06.000]  It'll make good radio.
[00:01:06.000 --> 00:01:14.000]  But just trying to get the report here, did it end up being at the hotel where your source thought it would be?
[00:01:14.000 --> 00:01:16.000]  Still not 100% pinned down.
[00:01:16.000 --> 00:01:23.000]  We were at the, what was that hotel we were at this morning?
[00:01:23.000 --> 00:01:28.000]  Ritz Carlton, and it looked like a typical Bilderberg scenario.
[00:01:28.000 --> 00:01:30.000]  They had the armed guards all around the place.
[00:01:30.000 --> 00:01:32.000]  We've been all the way around the building.
[00:01:32.000 --> 00:01:37.000]  They had platoons of cops in formation waiting for the dispersement.
[00:01:37.000 --> 00:01:41.000]  And they also had cops all the way around the building.
[00:01:41.000 --> 00:01:48.000]  And they had all those high-tech things where every member can hear whatever is spoken in any language,
[00:01:48.000 --> 00:01:54.000]  instantly translated into his own language so they can keep up with it.
[00:01:54.000 --> 00:02:02.000]  But then, one of the newspapers here in Istanbul today had just about a six-paragraph story on Bilderberg,
[00:02:02.000 --> 00:02:07.000]  and they said they'd be at the classes instead of Ritz Carlton.
[00:02:07.000 --> 00:02:12.000]  Now, they could be lying because Bilderberg's told much bigger lies than that one.
[00:02:12.000 --> 00:02:18.000]  And they could have told a good, decent, honest reporter it's going to be the classes as a diversion.
[00:02:18.000 --> 00:02:23.000]  Nevertheless, we're going to check it out tomorrow to see if they have the same armada there.
[00:02:23.000 --> 00:02:31.000]  So, we feel the utility toward the Ritz Carlton is the scene of the crime now,
[00:02:31.000 --> 00:02:34.000]  but we will check out the classes in case.
[00:02:34.000 --> 00:02:38.000]  And they've never met in two places at the same time before,
[00:02:38.000 --> 00:02:45.000]  and that was typically a Bilderberg formation with all those armed guards surrounding the Ritz Carlton today.
[00:02:45.000 --> 00:02:51.000]  So, I think my favorite guess would be that Bilderberg is lying, which they're very good at.
[00:02:51.000 --> 00:02:54.000]  They've had a practice for more than half a century.
[00:02:54.000 --> 00:02:59.000]  And the Ritz Carlton, the Ritz would try to nail it all the way down.
[00:02:59.000 --> 00:03:06.000]  Has it ever been this far down to the wire where it's about to start tomorrow,
[00:03:06.000 --> 00:03:10.000]  and you still aren't sure exactly where it is?
[00:03:10.000 --> 00:03:13.000]  Really never this close.
[00:03:13.000 --> 00:03:20.000]  The closest we came was some years ago when I was at the Men's Bar at the National Press Club in Washington
[00:03:20.000 --> 00:03:25.000]  with my other pair of socks in one suitcase with my good old Remington tie fighter in the other.
[00:03:25.000 --> 00:03:30.000]  And we knew it would be Brussels area, but not exactly where.
[00:03:30.000 --> 00:03:36.000]  So, our Washington sources in the Ingalls, for many years with the Bilderberg Luminaries,
[00:03:36.000 --> 00:03:45.000]  called just in time to say the something deluxe, which was about 20 miles out of town.
[00:03:45.000 --> 00:03:52.000]  And we were able to call the newspaper back and get the update on the precise location.
[00:03:52.000 --> 00:03:56.000]  Well, there's no doubt that you're going to find the location, but generally,
[00:03:56.000 --> 00:04:04.000]  have you ever seen them having phalanxes of troops and police and guards and buildings blocked off without that being the spot?
[00:04:04.000 --> 00:04:11.000]  I mean, do you think they go to that elaborate trouble to have a decoy building with that type of security?
[00:04:11.000 --> 00:04:17.000]  That's exactly why I think they lied to the reporters that it would be the classistic cause.
[00:04:17.000 --> 00:04:25.000]  In addition to all the other evidence, we had my two personal cops following me today.
[00:04:25.000 --> 00:04:30.000]  I was not aware of it because my nose is always sticking to the camera and my jaws are always slapping.
[00:04:30.000 --> 00:04:36.000]  But the TV crew said, those guys are going to follow you.
[00:04:36.000 --> 00:04:41.000]  And their car followed us out to the hotel.
