[00:00:05.342 --> 00:00:06.643]  Big Brother.
[00:00:06.643 --> 00:00:08.404]  Mainstream media.
[00:00:08.404 --> 00:00:10.165]  Government cover-ups.
[00:00:10.165 --> 00:00:11.766]  You want answers?
[00:00:11.766 --> 00:00:13.307]  Well, so does he.
[00:00:13.307 --> 00:00:17.509]  He's Alex Jones on the GCN Radio Network.
[00:00:17.509 --> 00:00:21.552]  And now, live from Austin, Texas, Alex Jones.
[00:00:25.745 --> 00:00:27.066]  Welcome to the Alex Jones Show.
[00:00:27.066 --> 00:00:28.767]  I'm David Knight, your host today.
[00:00:28.767 --> 00:00:32.650]  We're going to be joined this hour by Paul Joseph Watson coming up in the next segment.
[00:00:32.650 --> 00:00:36.673]  He's going to talk to us about some breaking stories on InfoWars.
[00:00:36.673 --> 00:00:48.962]  Essentially what we're seeing is the MIAC report of 2009 that they sent to the fusion centers saying be on the lookout for anyone with a bumper sticker saying they voted for Ron Paul or for Chuck Baldwin.
[00:00:49.602 --> 00:00:50.783]  These people could be dangerous.
[00:00:50.783 --> 00:00:56.448]  Well, that's what they're doing now in terms of profiling everybody before they make contact with them.
[00:00:56.448 --> 00:01:00.631]  It's essentially that MIAC report implemented and on steroids.
[00:01:00.631 --> 00:01:07.556]  We're also going to talk to him about the fallout from this report, this video that we saw out of Spokane about the
[00:01:08.437 --> 00:01:14.947]  Officer who is bragging about his MRAP and when asked why would he need something like that in Spokane?
[00:01:14.947 --> 00:01:18.191]  He said, well, we have a lot of constitutionalists, so we're going to be talking about that as well.
[00:01:18.191 --> 00:01:22.457]  We also have on the show an author of a book called The Colder War.
[00:01:22.457 --> 00:01:23.979]  His name is Marin Katusa.
[00:01:24.660 --> 00:01:26.241]  Very interesting book.
[00:01:26.241 --> 00:01:32.183]  I really found this to be a fascinating read because there's a lot of background information in it.
[00:01:32.183 --> 00:01:41.588]  You know, we have situations that are grabbing the headlines like the Sydney siege yesterday, like the massacre of school children in Pakistan.
[00:01:41.588 --> 00:01:43.108]  A brutal massacre.
[00:01:43.108 --> 00:01:46.410]  Now those are the things that are going to grab headlines, but if you want to know
[00:01:47.230 --> 00:01:51.813]  What is going on in the world that is going to bring us to worldwide war?
[00:01:51.813 --> 00:01:53.434]  To a worldwide depression?
[00:01:53.434 --> 00:02:02.120]  You need to understand the background story, the struggle, as he puts it, the great game that's been going on since the British Empire, much older than the Cold War.
[00:02:02.120 --> 00:02:03.681]  You also need to understand Putin.
[00:02:03.681 --> 00:02:07.864]  And listen to this excerpt, this review from Dr. Ron Paul about this book.
[00:02:07.864 --> 00:02:08.845]  He said, the Colder War
[00:02:09.505 --> 00:02:14.706]  Provides a reversing contrast from the hysterical Putin is Stalin Jr.
[00:02:14.706 --> 00:02:19.608]  Let's restart the Cold War message emanating from the neocon think tanks and the mainstream media.
[00:02:19.608 --> 00:02:20.648]  That's exactly right.
[00:02:20.648 --> 00:02:22.969]  He gives a very interesting take on this.
[00:02:22.969 --> 00:02:26.290]  I have an excerpt of some of the false flag narrative.
[00:02:26.290 --> 00:02:30.371]  It's interesting to look at this and put it into a timeline, into a historical context.
[00:02:30.371 --> 00:02:37.053]  And it's fascinating to look at how Putin used false flags essentially the same way our guys do.
[00:02:37.932 --> 00:02:40.735]  Hey, if it works, it keeps working.
[00:02:40.735 --> 00:02:41.876]  And they never get caught.
[00:02:41.876 --> 00:02:44.558]  They continually fool the public.
[00:02:44.558 --> 00:02:46.420]  It doesn't matter if it's the Reichstag fire.
[00:02:46.420 --> 00:02:47.661]  It doesn't matter if it's 9-11.
[00:02:47.661 --> 00:02:51.064]  It doesn't matter if it's these terrorist events.
[00:02:51.064 --> 00:02:52.365]  They always work.
[00:02:53.806 --> 00:02:55.306]  Full proof plan, apparently.
[00:02:55.306 --> 00:02:57.227]  But we need to get people educated.
[00:02:57.227 --> 00:03:00.868]  The only antidote to this is to get people to understand that.
[00:03:00.868 --> 00:03:02.348]  But we're going to talk about the broader context.
[00:03:02.348 --> 00:03:04.189]  We're going to talk about the petrodollar.
[00:03:04.189 --> 00:03:12.571]  And of course, today we have massive tectonic moves that are happening in the economy, essentially tied to oil, to the stock market.
[00:03:12.571 --> 00:03:14.812]  What the Congress rushed to do
[00:03:15.592 --> 00:03:20.875]  Put the American taxpayer on the hook to ensure derivatives of banks.
[00:03:20.875 --> 00:03:24.658]  Now we're seeing why they rushed to do that and take all the criticism for it.
[00:03:24.658 --> 00:03:31.962]  We see the Russian Central Bank hiked its interest rate to 17% in order to halt the fall of their currency.
[00:03:31.962 --> 00:03:33.423]  And of course, as we talked about yesterday,
[00:03:34.568 --> 00:03:48.687]  Once these oil futures start falling because the actions of Saudi Arabia and OPEC, once they start falling, the oil futures are becoming worthless, that spreads to the commodities market, it spreads to the currency market, it spreads to the stock market.
[00:03:49.428 --> 00:03:56.414]  And what starts out as economic warfare between the West and Russia may very well turn into a shooting war.
[00:03:56.414 --> 00:03:58.816]  We're going to take a look at the headlines behind it.
[00:03:58.816 --> 00:04:03.980]  Russia's ruble plummets more than 20 percent a day, hitting new dollar and euro lows.
[00:04:03.980 --> 00:04:06.502]  Again, that was on trading on Tuesday.
[00:04:06.502 --> 00:04:10.785]  And we also see that they're tying it to the future markets, just as we said yesterday.
[00:04:10.785 --> 00:04:12.307]  And another interesting thing that came up.
[00:04:12.887 --> 00:04:24.283]  Comex has said the beginning December the 21st, I believe is the date, that they are going to effective Monday, December the 21st, they're going to implement gold and silver price limit collars.
[00:04:25.339 --> 00:04:29.820]  In other words, they're going to limit the upside movement of gold and silver.
[00:04:29.820 --> 00:04:31.481]  What does that tell you?
[00:04:31.481 --> 00:04:37.503]  We see over and over again small but many signals that something big is coming.
[00:04:37.503 --> 00:04:44.605]  So we're going to be talking to Marin Katuska about his book, The Colder War, and we're going to have Paul Joseph Watson joining us in the next segment.
[00:04:44.605 --> 00:04:44.985]  Stay with us.
[00:04:53.695 --> 00:04:53.775]  Yeah.
[00:04:59.409 --> 00:05:06.614]  For all of recorded history, civilizations around the world praised the health benefits of silver.
[00:05:06.614 --> 00:05:16.241]  At InfoWars Life, our mission is to bring you the highest quality, purest, cleanest, effective colloidal silver on the market today for the lowest price available.
