[00:00:04.852 --> 00:00:06.153]  Big Brother.
[00:00:06.153 --> 00:00:07.914]  Mainstream media.
[00:00:07.914 --> 00:00:09.695]  Government cover-ups.
[00:00:09.695 --> 00:00:11.276]  You want answers?
[00:00:11.276 --> 00:00:12.817]  Well, so does he.
[00:00:12.817 --> 00:00:17.000]  He's Alex Jones on the GCN Radio Network.
[00:00:17.000 --> 00:00:21.122]  And now, live from Austin, Texas, Alex Jones.
[00:00:29.662 --> 00:00:30.923]  Thank you for joining us.
[00:00:30.923 --> 00:00:38.351]  It is the 22nd day of June 2010 on this Thursday, Tuesday edition.
[00:00:38.351 --> 00:00:40.032]  Tuesday edition.
[00:00:40.032 --> 00:00:44.497]  We're going to be live here for the next four hours.
[00:00:44.497 --> 00:00:53.326]  By the way, Governor Jesse Ventura will be joining us live Friday for the full second hour of radio broadcast.
[00:00:56.089 --> 00:01:15.785]  Coming up today, joining us in the middle of the third hour until the end of the broadcast in the fourth hour is Alan Watt, researcher and expert on the New World Order to get his take on current events and the current activities of the New World Order system.
[00:01:15.785 --> 00:01:19.948]  Again, thank you for joining us on this Tuesday, the 22nd day of June 2010 edition.
[00:01:24.329 --> 00:01:25.049]  Where to start?
[00:01:25.049 --> 00:01:26.570]  How about diving in right here.
[00:01:26.570 --> 00:01:33.312]  The former head of Mossad says that he supports a preemptive attack on Iran.
[00:01:33.312 --> 00:01:43.776]  So the former head of the Israeli spy forces, more and more politicians over there including Netanyahu, the leader of Israel says they may go ahead and attack Iran.
[00:01:43.776 --> 00:01:45.136]  Very provocative.
[00:01:45.136 --> 00:01:47.637]  The United States and of course the UN are moving to pass
[00:01:49.243 --> 00:01:56.647]  Different resolutions to begin boarding all Iranian ships in multiple waterways of the Middle East.
[00:01:56.647 --> 00:01:59.049]  This is an act of war.
[00:01:59.049 --> 00:02:15.558]  Meanwhile, Secretary of Defense Gates is running around, just repeating, replaying the exact same propaganda leading up in the two years to the attack on Iraq in 2003, that they've got super missiles, they have nukes, and they're going to attack us any minute.
[00:02:15.558 --> 00:02:18.060]  If we don't attack Iran, they're going to kill us.
[00:02:19.053 --> 00:02:24.296]  And then of course when they're done nuking Iran, if we don't attack other countries, they'll kill us.
[00:02:24.296 --> 00:02:31.820]  And if the police don't raid your house and shoot your dog, why you may use drugs, even though the government ships the drugs in.
[00:02:31.820 --> 00:02:37.142]  Even though the government gave nuclear weapons systems to Pakistan and North Korea.
[00:02:37.142 --> 00:02:41.285]  I saw another video this morning without even looking, it's just everywhere, of some grandmother
[00:02:42.571 --> 00:02:46.594]  Her 28-year-old grandson hasn't lived with her in 12 years.
[00:02:46.594 --> 00:02:48.595]  The SWAT team came.
[00:02:48.595 --> 00:02:50.897]  She said, let me put my small dog in the bathroom.
[00:02:50.897 --> 00:02:51.657]  They said, okay.
[00:02:51.657 --> 00:02:52.698]  She put the dog in the bathroom.
[00:02:52.698 --> 00:02:54.139]  It was barking and growling.
[00:02:54.139 --> 00:02:57.562]  The cops opened the door and killed the dog and say it's a good thing they did.
[00:02:57.562 --> 00:03:00.244]  Just no common sense.
[00:03:00.244 --> 00:03:01.544]  It's the religion of power.
[00:03:01.544 --> 00:03:06.668]  We're going to come in your house 12 years after your grandson lived with you on a drug warrant.
[00:03:06.668 --> 00:03:10.551]  We're going to let you put your dog in the bathroom and then we're going to go in the bathroom and kill it.
[00:03:12.056 --> 00:03:16.660]  And we're going to be ham-fisted and stupid.
[00:03:16.660 --> 00:03:21.264]  And it's just to watch the police chief defending it on the news, every time.
[00:03:21.264 --> 00:03:25.528]  It's this religion of the state and the religion of the officer's safety.
[00:03:25.528 --> 00:03:28.691]  They could care less about your safety, police.
[00:03:28.691 --> 00:03:34.596]  When you huffed all that deadly toxin on 9-11, they told you it was fine and blocked healthcare for you.
[00:03:34.596 --> 00:03:38.360]  When they tell you to hang your butts out there in the middle of the road, writing people tickets all day.
[00:03:40.009 --> 00:03:46.873]  They don't care about your safety by making drugs illegal and energizes drug gangs, one of the most dangerous forces out there.
[00:03:46.873 --> 00:03:49.354]  That's why Mexico is completely collapsed.
[00:03:49.354 --> 00:04:05.284]  Now, upwards of a hundred miles into Arizona, well past Tucson, the American people are told not to enter a three-county area bigger than the state of Connecticut.
[00:04:05.284 --> 00:04:05.904]  That's coming up.
[00:04:07.802 --> 00:04:08.624]  I don't want to hear it.
[00:04:08.624 --> 00:04:10.668]  It's just all mind control.
[00:04:10.668 --> 00:04:14.977]  And this country is like a rotten horse in the ditch, swollen.
[00:04:14.977 --> 00:04:17.161]  It's been dead four or five days.
[00:04:19.878 --> 00:04:21.318]  And it stinks to high heaven.
[00:04:21.318 --> 00:04:22.819]  I mean, that's all I can really say.
[00:04:22.819 --> 00:04:25.579]  I'm going to be breaking that down today as well.
[00:04:25.579 --> 00:04:26.640]  And look at this.
[00:04:26.640 --> 00:04:30.440]  Next Wikileaks release may involve Echelon.
[00:04:30.440 --> 00:04:39.102]  If they have information related to tasking the system, such as the words and phrases used on targets of the system, or actual intercepts, that would be pretty astonishing.
