[00:00:00.109 --> 00:00:02.010]  ...these years, but it's good to have him on.
[00:00:02.010 --> 00:00:06.691]  Dennis Lawrence Cuddy, historian and political analyst, received a Ph.D.
[00:00:06.691 --> 00:00:12.232]  from the University of North Carolina at Chapel Hill, major in American history, minor in political science.
[00:00:12.232 --> 00:00:20.935]  Dr. Cuddy has taught university level, has been a political and economic risk analysis analyst for international consulting firm, has been a senior associate with the U.S.
[00:00:20.935 --> 00:00:21.955]  Department of Education,
[00:00:22.515 --> 00:00:26.937]  He's also testified before members of Congress on behalf of the U.S.
[00:00:26.937 --> 00:00:27.798]  Department of Justice.
[00:00:27.798 --> 00:00:38.384]  Dr. Cuddy has authored or edited 17 books and booklets and has written hundreds of articles appearing in newspapers around the nation, including the Washington Post, Los Angeles Times, USA Today.
[00:00:38.384 --> 00:00:43.486]  He has been a guest on numerous radio talk shows and now he's here with us and he really digs out.
[00:00:43.486 --> 00:00:48.189]  I like his books because, you know, he doesn't say they plan to dumb us down and enslave us.
[00:00:48.829 --> 00:00:54.352]  Worse than Nazi Germany, he has the globalists saying it in his books, and when and where they said it.
[00:00:54.352 --> 00:00:59.554]  How they're going to break the family up, how they're going to force drug you, how they're going to take your guns.
[00:00:59.554 --> 00:01:01.575]  Dr. Cuddy, great to have you on the show today.
[00:01:01.575 --> 00:01:02.836]  Thanks for having me.
[00:01:02.836 --> 00:01:04.356]  You bet.
[00:01:04.356 --> 00:01:05.377]  Launch into it.
[00:01:05.377 --> 00:01:09.399]  I love your new book about 9-1-1, but what are we facing right now?
[00:01:09.399 --> 00:01:10.779]  How do we stop the New World Order?
[00:01:10.779 --> 00:01:11.760]  What is the New World Order?
[00:01:13.200 --> 00:01:20.006]  Well, the New World Order is a concept that goes back many years.
[00:01:20.006 --> 00:01:26.152]  When George Herbert Walker Bush used it, everybody thought it was something of a new term, but H.G.
[00:01:26.152 --> 00:01:27.914]  Wells, the famous author,
[00:01:29.962 --> 00:01:39.248]  By the way, folks can download that for free at PrisonPlanet.com.
[00:01:39.248 --> 00:01:40.209]  It's online.
[00:01:40.209 --> 00:01:43.051]  When they called for the world government, Adolf Hitler called for it.
[00:01:43.051 --> 00:01:45.212]  Joseph Stalin called for it.
[00:01:45.212 --> 00:01:46.373]  All these guys called for it.
[00:01:48.268 --> 00:01:49.028]  That's correct.
[00:01:49.028 --> 00:01:51.049]  And the plan goes back many years.
[00:01:51.049 --> 00:01:53.511]  There's several branches to it.
[00:01:53.511 --> 00:02:01.676]  On the one hand, you have Cecil Rhodes' plan to take over, as he said, to take the government of the whole world using Rhodes scholars like Bill Clinton and others.
[00:02:01.676 --> 00:02:06.058]  And there's another avenue of it that goes through the Fabian Socialists.
[00:02:06.058 --> 00:02:08.219]  Now they're called the Third Way.
[00:02:08.219 --> 00:02:10.261]  There's another branch of it, Skull and Bones.
[00:02:10.261 --> 00:02:12.242]  This is the Bushes and some other
[00:02:13.003 --> 00:02:22.016]  Uh, individuals, but they're all, uh, moving in what, uh, Weld called, uh, and I'll get to how that applies right now, uh, to a synthesis.
[00:02:22.016 --> 00:02:27.924]  What they're doing is they're trying to synthesize Eastern communism and Western capitalism into a world socialist government.
[00:02:28.525 --> 00:02:34.972]  And in terms of how that plays out with this current escapade in Iraq, the thesis is that the U.N.
[00:02:34.972 --> 00:02:37.114]  should direct everything under U.N.
[00:02:37.114 --> 00:02:38.256]  resolutions.
[00:02:38.256 --> 00:02:39.297]  You should do what they say.
[00:02:39.297 --> 00:02:44.803]  The antithesis is that the Anglo-American alliance that Cecil Rhodes planned to run everything
[00:02:45.703 --> 00:02:46.864]  We're good to go.
[00:03:05.982 --> 00:03:08.023]  They couldn't deny that there was a new world order anymore.
[00:03:08.023 --> 00:03:10.725]  You know, you were crazy before to talk about it as President said it.
[00:03:10.725 --> 00:03:14.707]  Now they read their own reports and policy papers, their own white papers.
[00:03:14.707 --> 00:03:17.768]  So I'm sort of seeing the left say, okay, there is a world government.
[00:03:17.768 --> 00:03:19.789]  Will the left control it or will the right?
[00:03:19.789 --> 00:03:22.331]  So going back to the left-right paradigm, the Paul system,
[00:03:22.911 --> 00:03:24.192]  What we're going to have is the U.N.
[00:03:24.192 --> 00:03:34.821]  playing the part of the good cop, America kind of as the new Soviet Union, chewing up, grabbing the countries up, getting them under globalist control when the same bankers own it all.
[00:03:34.821 --> 00:03:44.288]  Own the U.N., own the Anglo-American establishment that Quigley talked about, but they need to create the illusion globally that there's a choice inside this New World Order making the U.N.
[00:03:44.288 --> 00:03:45.289]  play the part of the good guy.
[00:03:46.190 --> 00:03:46.970]  Uh, that's right.
[00:03:46.970 --> 00:03:53.196]  And when you mention the bankers, and as you, I appreciate your mentioning, I've let the people speak for themselves.
[00:03:53.196 --> 00:04:12.212]  I try and put these documents, letters signed by Churchill or Roosevelt, and one letter that I include in the book, The Globalist, is FDR writing to Colonel House, Woodrow Wilson's chief advisor, saying, the real truth of the matter is, is you and I know that a financial element in our larger centers has owned our government ever since the days of Andrew Jackson.
[00:04:12.212 --> 00:04:13.333]  So you're right on that.
[00:04:14.998 --> 00:04:19.541]  Well, Old House, he lived right down the road from me here in Austin.
[00:04:19.541 --> 00:04:26.706]  Yeah, his grandfather just happened to be one of the very few people that came out of the Civil War making a lot of money.
[00:04:28.420 --> 00:04:31.021]  And of course, that was manipulated by the British on both sides.
[00:04:31.021 --> 00:04:33.241]  So how do we stop the New World Order?
[00:04:33.241 --> 00:04:38.603]  How do we educate the left and the right that they're really just part of a phony system?
