[00:00.000 --> 00:14.000]  MUSIC
[00:14.000 --> 00:19.000]  Defending the Republic from enemies, foreign and domestic.
[00:19.000 --> 00:21.000]  It's Alex Jones.
[00:21.000 --> 00:37.000]  MUSIC
[00:37.000 --> 00:41.000]  On this vote, the A's are 230.
[00:41.000 --> 00:44.000]  The Nays are 197.
[00:44.000 --> 00:47.000]  Present is 1.
[00:47.000 --> 00:51.000]  Article 1 is adopted.
[00:51.000 --> 00:57.000]  The question is, the question is, the question is on adoption.
[00:57.000 --> 01:09.000]  So, there are the Democrats celebrating the passage of the two articles of impeachment yesterday evening.
[01:09.000 --> 01:14.000]  And we're going to be laying it all out and breaking it all down today.
[01:14.000 --> 01:21.000]  Now, I've been on the air 25 years, and as the years go on, I've said many times this is one of the most important broadcasts we've ever done.
[01:21.000 --> 01:25.000]  I used to say it once a year, then I might say it every six months, because there's a quickening.
[01:25.000 --> 01:27.000]  Things are getting more serious, more crazy.
[01:27.000 --> 01:33.000]  The human animal cloning, the open devil worship, the open betafilia, the open world government,
[01:33.000 --> 01:40.000]  the open destruction of the family, the open 5G, the fluoridation, the spiked vaccines,
[01:40.000 --> 01:48.000]  the Trojan horse takedown of humanity.
[01:48.000 --> 02:00.000]  But this broadcast is undoubtedly, up to this point, the most important broadcast I will ever do.
[02:00.000 --> 02:05.000]  And so I'm not someone to get butterflies or choke up,
[02:05.000 --> 02:17.000]  but I am sweating right now, and it's cold in here, because the stakes are so high on this.
[02:17.000 --> 02:24.000]  This isn't some football game where you just lose a bet if your team doesn't perform.
[02:24.000 --> 02:33.000]  We're talking about decades out in the future being able to shortcut around globalism and unspeakable horrors
[02:33.000 --> 02:38.000]  if we can get nationalists and populists and pro-human candidates into office around the world
[02:38.000 --> 02:43.000]  and roll back the globalist plan.
[02:43.000 --> 02:47.000]  Now, a lot of people have said, oh, they'll never impeach him.
[02:47.000 --> 02:50.000]  And I said, no, they're going to impeach him, probably fail in the Senate.
[02:50.000 --> 02:59.000]  But they've got a long shot plan to create a civil emergency to remove the president.
[02:59.000 --> 03:08.000]  If we don't expose it, it goes from being a long shot to being 50-50.
[03:08.000 --> 03:15.000]  And that's why they're going with this, even though it's incredibly dangerous to the establishment power structure.
[03:15.000 --> 03:17.000]  They're already in so much trouble.
[03:17.000 --> 03:21.000]  It is a Hail Mary.
[03:21.000 --> 03:27.000]  But you just saw all the Pelosiites there cheering, oh, they're very solemn.
[03:27.000 --> 03:30.000]  They've heard America, oh, they're so upset to be doing this.
[03:30.000 --> 03:34.000]  Oh, they're impartial jurors.
[03:34.000 --> 03:38.000]  But then there they are cheering and saying, we're going to impeach the mother effort.
[03:38.000 --> 03:41.000]  Tick-tock, we're going to remove you. Tick-tock, we're going to put you in prison.
[03:41.000 --> 03:44.000]  Tick-tock, you're going to die. Tick-tock, we're going to put your family in prison.
[03:44.000 --> 03:47.000]  Tick-tock, we're going to attack your supporters.
[03:47.000 --> 03:54.000]  The corporate establishment, lapdog media celebrating, the Washington Post celebrating.
[03:54.000 --> 03:58.000]  These are the cell outs. These are the enemies of the Republic.
[03:58.000 --> 04:00.000]  And so there is a program.
[04:00.000 --> 04:22.000]  There is an operation. There is a plan to remove the president within the show trial that the House has already had projected into the Senate using that as a platform in the media as a show trial
[04:22.000 --> 04:30.000]  to spring a bunch of other scandals, which they're starting to announce.
[04:30.000 --> 04:37.000]  And then the Supreme Court is meant, and all the blackmail they've got on some of those members, like the Chief Justice,
[04:37.000 --> 04:45.000]  to move in and say the Senate has not been impartial and have the Supreme Court make a run at the president in a true judicial coup.
[04:45.000 --> 04:51.000]  This is openly being discussed by not long for this world.
[04:51.000 --> 04:58.000]  Ruth Bader Ginsburg. It's all coming up. The ultimate cliffhanger.
[04:58.000 --> 05:07.000]  It's your last chance to get the original designer, limited edition Jeffrey Epstein Christmas sweater.
[05:07.000 --> 05:20.000]  The globalists are so scared of this story continuing to come out for people learning about the deep state and the international blackmail rings using kidnap women and children to compromise world leaders.
[05:20.000 --> 05:33.000]  They do not want this story continuing. And this is your last chance to get the limited edition Christmas sweater at infowarstore.com to help spread the word to have a piece of history and to fund our operation.
[05:33.000 --> 05:39.000]  So again, it says Christmas lights are a lot like Epstein that these things don't hang themselves on the front.
[05:39.000 --> 05:45.000]  On the back, it's got infowars.com and shows the O in info wars as a wreath. It's also a noose.
[05:45.000 --> 05:53.000]  The system can't stand it when you promote things to grassroots level. They can't stand it when you fund independent pro America, pro human media.
[05:53.000 --> 05:57.000]  That's why you've got to take advantage of this shirt and get it today.
[05:57.000 --> 06:19.000]  It's your last chance to get the limited edition Christmas sweater at infowarstore.com.
[06:19.000 --> 06:33.000]  On this boat, the A are 230. The Nays are 197. Present is one. Article one is adopted.
[06:33.000 --> 06:40.000]  The question is, the question is on adoption.
[06:40.000 --> 07:00.000]  And the Democrats went on to high five each other, imitate doing slam dunks, and they said, tick tock, we're going to get you, Mr. President, we're going to get your family, and we're going to get the American people.
[07:00.000 --> 07:12.000]  But not so fast. We can reverse engineer the globalist plan from their statements, their admissions, our sources, and research.
[07:12.000 --> 07:17.000]  Because criminals love to brag. We know their plan.
[07:17.000 --> 07:22.000]  Now, everything we cover here is incredibly important.
[07:22.000 --> 07:31.000]  I predicted that the footage of Epstein's suicide and the previous attempted suicide where they tried to kill him would disappear.
[07:31.000 --> 07:36.000]  That wasn't hard to deduce because they murdered him and cold blood inside there.
[07:36.000 --> 07:46.000]  Now, it turns out that the video has gone missing in both cases, of course, as we told you, two plus equals four.
[07:46.000 --> 07:55.000]  So a lot of these deductions are easy, especially when you know the past behavior of the psychotics and control freaks.
[07:55.000 --> 08:09.000]  Everybody tends to do things in the same patterns, but the criminal mind particularly is robotic and not very creative.
[08:09.000 --> 08:16.000]  They run the same scams over and over again, refining them, but not really creating new ones.
[08:16.000 --> 08:18.000]  If it ain't broke, don't fix it. It's the philosophy.
[08:18.000 --> 08:24.000]  And America hadn't been broken, so they're trying to break it so they can, quote, fix it in their own disgusting image.
[08:24.000 --> 08:27.000]  So let me make the big announcement here.
[08:27.000 --> 08:36.000]  I could have air raid sirens going on in the background. I could have drum rolls. I could wipe my hair on fire.
[08:36.000 --> 08:43.000]  I mean, if I thought cutting my finger off on air would get your attention to really listen to me, I'd do it.
[08:43.000 --> 08:49.000]  I mean, that's how important all of this is.
[08:49.000 --> 08:54.000]  How I'd give my life right now if it meant we could beat these people, for sure, because the innocence deserves it.
[08:54.000 --> 09:00.000]  It's a good price to pay. By the way, I'm not suicidal when I live to be 150 and love God.
