[00:00:04.380 --> 00:00:10.485]  Hello, this is Hank Hill, and I'm telling you what, you need to listen to Alex Jones.
[00:00:10.485 --> 00:00:11.806]  Yeah, yeah.
[00:00:11.806 --> 00:00:18.972]  InfoWorth.com.
[00:00:18.972 --> 00:00:25.238]  Live from Austin, Texas, broadcasting worldwide, it's Alex Jones.
[00:00:53.928 --> 00:00:56.273]  Give me liberty or give me death!
[00:00:56.273 --> 00:01:01.965]  First off, I want to salute everybody who came out here in defiance of tyranny!
[00:01:05.430 --> 00:01:08.052]  Civilizations go one way or the other.
[00:01:08.052 --> 00:01:11.275]  You either become more free or you become enslaved.
[00:01:11.275 --> 00:01:15.979]  And there are only a few countries worldwide where you can still own firearms.
[00:01:15.979 --> 00:01:27.188]  Governments worldwide, controlled by powerful anti-free market corporate interests like Goldman Sachs, JP Morgan and others, have financed programs from Australia to France.
[00:01:27.648 --> 00:01:32.290]  From England to South Africa to disarm the people.
[00:01:32.290 --> 00:01:46.696]  Whether it was King George 235 years ago who wanted disarmed slaves, or whether it was Santa Anna 177 years ago, or whether it was Adolf Hitler or Mao Tse Tung, these scumbags are all the same!
[00:01:47.256 --> 00:01:52.997]  Ladies and gentlemen, thank you so much for joining us on this Sunday transmission.
[00:01:52.997 --> 00:01:55.037]  It is October 20th, 2013.
[00:01:55.037 --> 00:02:13.781]  We're going to be here for the next two hours and I am very thankful to the good Lord above that everything went off safely yesterday at the Second Amendment rally in San Antonio with the open carry in defiance of the unconstitutional
[00:02:15.310 --> 00:02:20.216]  City ordinance they have against having long rifles in public.
[00:02:20.216 --> 00:02:22.038]  Which violates state law.
[00:02:22.038 --> 00:02:27.906]  And the Open Carry, Texas Open Carry and others are the cutting edge of human rights, God-given rights.
[00:02:27.906 --> 00:02:31.170]  They are the real modern civil rights movement.
[00:02:32.082 --> 00:02:39.547]  And so I do intend today and throughout the week to get the leaders of these different groups on the syndicated radio broadcast.
[00:02:39.547 --> 00:02:45.511]  But today, coming back in the next segment, I'm going to give the number out for folks that were there.
[00:02:45.511 --> 00:02:50.154]  It was at least 1,500 people there over the four hours.
[00:02:50.154 --> 00:02:53.676]  The police estimated a crowd of about 1,000 people at any one time.
[00:02:55.250 --> 00:03:02.080]  The New York Times and Associated Press estimated it at about 500, but it was well over 1,000 people.
[00:03:02.080 --> 00:03:05.165]  And then down the street, they had the mom's
[00:03:07.703 --> 00:03:23.151]  Demand action or Bloomberg funded operatives demand action from my research and they had about five people at a outdoor restaurant that had about ten other people there who it turned out were our listeners and were not there in support of them.
[00:03:23.151 --> 00:03:24.471]  I feel very sorry for these people.
[00:03:24.471 --> 00:03:29.073]  I think they were folks that are being manipulated by the system, not bad people.
[00:03:29.073 --> 00:03:29.914]  They have a word for it.
[00:03:29.914 --> 00:03:31.315]  It's useful idiots.
[00:03:31.315 --> 00:03:35.917]  I don't think they're useful idiots so much as they are well-meaning people being duped
[00:03:36.991 --> 00:03:38.312]  And it was very, very sad.
