[00:00:04.570 --> 00:00:05.870]  Big Brother.
[00:00:05.870 --> 00:00:07.651]  Mainstream media.
[00:00:07.651 --> 00:00:09.411]  Government cover-ups.
[00:00:09.411 --> 00:00:10.992]  You want answers?
[00:00:10.992 --> 00:00:12.532]  Well, so does he.
[00:00:12.532 --> 00:00:16.733]  He's Alex Jones on the GCN Radio Network.
[00:00:16.733 --> 00:00:20.814]  And now, live from Austin, Texas, Alex Jones.
[00:00:33.479 --> 00:00:37.521]  Welcome, ladies and gentlemen, welcome to another worldwide broadcast.
[00:00:37.521 --> 00:00:41.023]  It is already Friday, the 14th day of November, 2014.
[00:00:41.023 --> 00:00:46.325]  The beard is getting very long and gray on 2014.
[00:00:46.325 --> 00:00:52.108]  We will blink our eyes and we'll be into 2015 and beyond.
[00:00:52.108 --> 00:00:54.369]  Infinity and beyond.
[00:00:54.369 --> 00:00:55.950]  Thank you for joining us today.
[00:00:57.239 --> 00:01:01.663]  Another huge news day coming up for Minnesota Governor Jesse Ventura.
[00:01:01.663 --> 00:01:03.244]  He'll also be joining us.
[00:01:03.244 --> 00:01:04.345]  He comes on every few months.
[00:01:04.345 --> 00:01:08.728]  We'll cover the latest news items and get his take on things and take your phone calls.
[00:01:08.728 --> 00:01:11.370]  And Pharmacist Ben Fuchs hasn't been on in about three or four months.
[00:01:11.370 --> 00:01:17.315]  I wanted to get him on to talk about all the different health news, GMO news, you name it, that is taking place.
[00:01:17.315 --> 00:01:22.239]  So that's in the third hour, Compounding Pharmacist Ben Fuchs.
[00:01:22.239 --> 00:01:22.880]  Where to begin?
[00:01:24.244 --> 00:01:29.343]  Well, the whole Gruber situation, they've now found four clips.
[00:01:30.913 --> 00:01:32.014]  We only played the first two.
[00:01:32.014 --> 00:01:34.935]  I thought it was kind of passe to play the third they found yesterday.
[00:01:34.935 --> 00:01:43.121]  Now there's a fourth of him running around calling Americans dumb and teaching college students at MIT and places how to deceive people.
[00:01:43.121 --> 00:01:51.586]  That's what you learn at college is how to lie and how to bring in giant frauds that massively raise prices and hide that fact from people.
[00:01:51.586 --> 00:01:54.708]  So he is certainly hurting Obamacare big time.
[00:01:54.708 --> 00:01:59.831]  See, the Republicans want to pretend like they're fighting it while not repealing it because they're run by the same special interest.
[00:02:01.522 --> 00:02:23.831]  But something like this, the open arrogance of something like this, if we exploit it and use it, and we were the first to be covering it when it was discovered on Facebook, when just someone at the university noticed that it had aired on university television and reportedly on some C-SPAN branch, and then people started to investigate Gruber, and they found him just everywhere saying the same thing.
[00:02:25.160 --> 00:02:30.982]  Later in the broadcast, if you can find, I think there's maybe five clips now, but I know there's four I've seen.
[00:02:30.982 --> 00:02:34.044]  Line all those up, maybe we can play them in order.
[00:02:34.044 --> 00:02:36.524]  I know CJ was saying, hey, play these clips yesterday.
[00:02:36.524 --> 00:02:40.146]  I never got around to it, so maybe we'll play some of the Gruber clips.
[00:02:40.146 --> 00:02:44.508]  Grubers, goobers, Obamacare deception.
[00:02:44.508 --> 00:02:46.588]  Everybody knows Jonathan Gruber now.
[00:02:46.588 --> 00:02:50.150]  He was a consultant who helped frame the Obamacare law and got paid $400,000.
[00:02:50.150 --> 00:02:50.910]  He was in the room with Obama.
[00:02:54.224 --> 00:03:01.551]  It's now coming out when they came up with all the different deceptions for the American people, but it's okay.
[00:03:01.551 --> 00:03:05.655]  He wears glasses and kind of says it in a squeaky academic voice.
[00:03:05.655 --> 00:03:06.335]  So it's okay.
[00:03:06.335 --> 00:03:12.701]  You know, if somebody wears a little suit and talks like this and giggles and sticks a knife in your back, it's okay as well.
[00:03:13.621 --> 00:03:19.583]  As long as it's in an NPR voice, and it's scary, everything's alright, okay?
[00:03:19.583 --> 00:03:22.464]  You know, get in your car, little girl, little boy.
[00:03:22.464 --> 00:03:27.106]  I got a puppy, and I got candy.
[00:03:27.106 --> 00:03:33.048]  Coming up on All Things Considered, we're going to tell you about how we're battling ISIS.
[00:03:33.048 --> 00:03:37.070]  We're not going to tell you our government helped create them and is funding them right now.
[00:03:37.995 --> 00:03:44.043]  We're hoping they can set up a terror attack in America so we can take more liberties and then turn it around on the Tea Party.
[00:03:46.155 --> 00:03:50.118]  Worse, they don't really talk in that voice, they talk in a... Hi!
[00:03:50.118 --> 00:03:53.500]  Time to go to sleep, everyone.
[00:03:53.500 --> 00:03:59.364]  Let's go to our next guest, who's gonna be talking exactly the same.
[00:03:59.364 --> 00:04:01.586]  Sleep.
[00:04:01.586 --> 00:04:05.688]  You're feeling sleepy now.
[00:04:05.688 --> 00:04:08.070]  Aren't you feeling sleepy?
[00:04:08.070 --> 00:04:10.071]  Yes.
[00:04:10.071 --> 00:04:12.553]  Relax.
[00:04:12.553 --> 00:04:15.295]  Let me put these Homeland Security
[00:04:15.990 --> 00:04:22.133]  Handcuffs on you and give you some prisoner training at the airport and the public schools.
[00:04:22.133 --> 00:04:24.314]  Take some medication.
[00:04:24.314 --> 00:04:26.415]  Drink some fluoride.
[00:04:26.415 --> 00:04:28.356]  Eat some GMO.
[00:04:28.356 --> 00:04:31.138]  Have a flu shot.
[00:04:31.138 --> 00:04:33.599]  Have a flu shot.
[00:04:33.599 --> 00:04:38.001]  I was in a bank yesterday and there was a nurse in there.
[00:04:38.001 --> 00:04:41.443]  She was just walking by, walking out the bank saying, get your flu shot!
[00:04:41.443 --> 00:04:42.203]  Get your flu shot!
[00:04:42.203 --> 00:04:43.504]  And she'd been there depositing something.
[00:04:44.295 --> 00:04:46.277]  It was some mobile nurse and I just looked at her.
[00:04:46.277 --> 00:04:51.463]  It was an unhealthy looking cult member bumbling around.
[00:04:51.463 --> 00:04:52.564]  Get your flu shot!
[00:04:52.564 --> 00:04:53.825]  Get your flu shot!
[00:04:53.825 --> 00:04:55.467]  They've got the moral authority.
[00:04:55.467 --> 00:04:58.631]  They've been told to go out and do this as their whole fraud collapses.
[00:05:00.020 --> 00:05:10.565]  After consulting top doctors, nutritionists, pharmacists, and others, we have developed what I believe is the ultimate non-GMO, organic, super male vitality formula.
[00:05:10.565 --> 00:05:17.028]  Super Male Vitality by InfoWars Life is so powerful that I only take half the recommended dose.
[00:05:17.028 --> 00:05:19.369]  I jump out of bed ready to fight these criminals every day.
[00:05:19.369 --> 00:05:22.451]  I look forward to waking up and taking my Super Male Vitality.
[00:05:22.451 --> 00:05:29.334]  Visit InfoWarsLife.com today to secure your Super Male Vitality and other powerful products from InfoWars Life.
[00:05:29.915 --> 00:05:33.578]  The government's Department of Homeland Security is buying up loads of ammo.
[00:05:33.578 --> 00:05:37.861]  At the same time, they're restricting civilians' rights to own and purchase firearms.
