[00:00:03.945 --> 00:00:08.772]  Big Brother, Mainstream Media, Government Cover-Ups.
[00:00:08.772 --> 00:00:10.354]  You want answers?
[00:00:10.354 --> 00:00:11.276]  Well, so does he.
[00:00:11.276 --> 00:00:16.103]  He's Alex Jones on the GCN Radio Network.
[00:00:16.103 --> 00:00:20.168]  And now, live from Austin, Texas, Alex Jones.
[00:00:20.929 --> 00:00:24.030]  Well, we just had Governor Jesse Ventura back on.
[00:00:24.030 --> 00:00:30.932]  He happened to be with us last Friday, and then Lord Monckton came on, saying that Climategate is an absolute fraud, it's all a scam.
[00:00:30.932 --> 00:00:34.434]  He was, a few years ago, on the bandwagon with them.
[00:00:34.434 --> 00:00:35.334]  He was fooled.
[00:00:35.334 --> 00:00:37.195]  He's now admitted he was fooled.
[00:00:37.195 --> 00:00:38.375]  He's very angry.
[00:00:38.375 --> 00:00:46.858]  A lot of supporters, well-meaning supporters of this fraud, are now waking up en masse, thanks to the work and the research.
[00:00:48.474 --> 00:00:48.894]  All right.
[00:01:08.143 --> 00:01:10.787]  The UN is calling it the most important summit in history.
[00:01:10.787 --> 00:01:13.772]  YouTube says our future is being decided in Copenhagen.
[00:01:13.772 --> 00:01:14.914]  They're pushing it.
[00:01:14.914 --> 00:01:18.199]  Lord Christopher Monckton, 3rd Viscount of Monckton and Brinchley.
[00:01:19.631 --> 00:01:48.789]  Uh, has worked at all levels of government, has been a top journalist, uh, has a scientific, uh, organization, uh, advising governments and corporations, was one of the chief advisors to Margaret Thatcher, the list goes on and on, he really needs no introduction, uh, but, uh, Lord Mockton, we got a break in three minutes, we'll come back with plenty of time to break this down, but first off, the climate gate blew up even bigger than I thought it would, it is collapsing, you are now there at the center of these crooks trying to
[00:01:51.290 --> 00:01:58.695]  Well, it's almost as though Climategate hadn't happened, to be honest.
[00:01:58.695 --> 00:02:05.860]  The vast majority of the world's mainstream media have still not really said what's in the Climategate emails.
[00:02:05.860 --> 00:02:11.564]  They may have mentioned it once or twice, as the BBC have, but they've not given it anything like the coverage it deserves.
[00:02:12.130 --> 00:02:28.498]  Given the magnitude of the draft treaty, which is under consideration here, when I went into the conference yesterday to ask for a copy of the treaty, I went to the UN documentation centre and said, right, I want the current draft of the negotiating text.
[00:02:28.498 --> 00:02:31.700]  And they looked at me as though they were baffled.
[00:02:31.700 --> 00:02:38.003]  You know, the librarian there who had stacks of papers behind her in various languages, she just looked as though she'd never heard of it.
[00:02:38.993 --> 00:02:44.337]  So I insisted and it took about 10 minutes and they consulted each other and there were three or four of them arguing over it.
[00:02:44.337 --> 00:02:47.078]  None of them would produce the document.
[00:02:47.078 --> 00:02:55.804]  So I then did a quick interview with a passing TV camera and came back with an attack and I said, look, I know this treaty exists because this is what the conference is all about.
[00:02:55.804 --> 00:02:58.406]  It's discussing a treaty draft.
[00:02:58.406 --> 00:03:00.587]  And they said, oh no, we've got no such thing.
[00:03:00.587 --> 00:03:04.990]  And I said, well, you have and I want it and I'm not going to be put off.
[00:03:04.990 --> 00:03:07.932]  And if I am put off, there will be an international diplomatic incident.
[00:03:08.433 --> 00:03:15.415]  And only then did they produce a stack of papers two inches thick, a thousand pages, most of which was just a complete element.
[00:03:15.415 --> 00:03:25.338]  But right at the bottom of the stack, when I plowed my way through it, I found hidden the draft or the current draft of the treaty.
[00:03:25.338 --> 00:03:31.240]  And once again, they are desperately trying to conceal from everybody here the magnitude
[00:03:31.713 --> 00:03:33.434]  Of what they're attempting to do.
[00:03:33.434 --> 00:03:36.035]  They really are aiming to set up a world government.
[00:03:36.035 --> 00:03:39.657]  They no longer use the word government in the treaty.
[00:03:39.657 --> 00:03:41.538]  I think we've frightened them off that.
[00:03:41.538 --> 00:03:56.205]  But all the institutions of this world government and the enormous powers it's going to be given over free markets to tax the American economy to the extent of 2% of GDP, to impose a further tax of 2% on every financial transaction.
[00:03:56.205 --> 00:03:58.986]  That could come to a very large percentage of GDP overall.
[00:03:59.582 --> 00:04:16.891]  And to close down, effectively, the economy of the West, transfer your jobs, if you're listening to this, to third world countries, all of that is still in the treaty draft, even after all the negotiating rounds, even after the fuss that we've all made to try to make them rethink, and even after climate change.
[00:04:19.042 --> 00:04:33.959]  Well, this is just devastating information, so this appears to be breaking news because I've been doing searches every hour for the latest draft text and the media was saying it wasn't released.
[00:04:33.959 --> 00:04:36.702]  There was this Danish text dealing with the
[00:04:38.263 --> 00:04:41.184]  Hello folks, this is Alex Jones and I want to invite you to go to TPR20info.com.
[00:05:05.549 --> 00:05:18.302]  If you or a loved one suffer pain or take prescription drugs for pain, then you need to visit TPR20info.com and get TPR20, the effective pain relief cream, without the harmful side effects of prescription drugs.
[00:05:18.302 --> 00:05:22.786]  It relieves the pain fast and fights the inflammation to keep the pain away longer.
[00:05:22.786 --> 00:05:28.111]  Buy TPR20 for yourself or a loved one to enjoy Christmas and the New Year with greatly reduced pain.
[00:05:28.832 --> 00:05:39.761]  Visit TPR20info.com or call to order at 877-829-9962 or click on the TPR20 banner on InfoWars.com.
[00:05:39.761 --> 00:05:42.824]  Order now and get free shipping in the United States and Canada.
[00:05:42.824 --> 00:05:48.608]  Again, go to TPR20info.com, call to order at 877-829-9962 or click on the TPR20 banner on InfoWars.com.
[00:05:59.415 --> 00:06:02.076]  Ease the T-Rex of political talk.
[00:06:02.076 --> 00:06:07.999]  Alex Jones on the GCN Radio Network.
[00:06:07.999 --> 00:06:15.303]  We have the fraudulent ClimateGate emails from the head UN-affiliated climate center in East Anglia.
[00:06:16.940 --> 00:06:25.009]  We have the fake hockey stick, the lies about the Arctic completely melting, the lies about polar bears and penguins can't swim.
[00:06:25.009 --> 00:06:32.697]  I'm seeing billboards all over Copenhagen saying, save the polar bears, they're going to die, complete fraud.
[00:06:32.697 --> 00:06:36.120]  Big billboards of little girls saying, please don't let me drown.
[00:06:36.120 --> 00:06:38.162]  The most base, mindless,
[00:06:38.783 --> 00:06:40.604]  Fraudulent information.
[00:06:40.604 --> 00:06:50.852]  Holdren saying 13 foot sea levels when the UN themselves says what 7 to 21 inches and then that itself based on a fraud.
[00:06:50.852 --> 00:06:55.875]  We have now Lord Christopher Monckton because he is a member of the House of Lords went in
[00:06:56.676 --> 00:06:56.796]  Yes.
[00:07:15.660 --> 00:07:20.161]  So just that's got the third world now reeling, threatening to back out.
[00:07:20.161 --> 00:07:22.322]  The Saudis are calling for investigations.
[00:07:22.322 --> 00:07:23.642]  So much is happening.
[00:07:23.642 --> 00:07:30.284]  I'm going to attempt to go over all of this in the next 51 minutes with Lord Christopher Monckton, again, graciously joining us.
[00:07:30.284 --> 00:07:34.145]  So I'm going to try to just sit back, sir, and let you chronicle.
[00:07:34.145 --> 00:07:36.266]  You're there at Copenhagen.
[00:07:37.006 --> 00:07:48.333]  But also the good news, UN climate chief does say hacked emails are damaging, but as you said, they're like the cat caught with a canary in its mouth, going on about its business like it's no big deal.
[00:07:48.333 --> 00:07:52.076]  They're trying very very hard to pretend that climate change didn't happen.
[00:07:53.323 --> 00:08:00.830]  People who've come to the conference don't really know that it happened because most of the mainstream media have still really not said what's in these emails.
[00:08:00.830 --> 00:08:07.617]  And what is happening is that the mainstream media have done themselves terrible damage by signing up to this climate nonsense.
[00:08:07.990 --> 00:08:18.240]  And then by firmly refusing to admit that Climategate was happening, admit how serious it was, and simply inform their readers of what was actually in these emails.
[00:08:18.240 --> 00:08:30.332]  Admissions that while they're telling us, as the Met Office did just today, that today is the warmest decade since records began 150 years ago, privately what they're saying in the emails, the Climategate emails is, hey look,
[00:08:30.632 --> 00:08:37.474]  We've got a temperature which in fact has been falling, and we can't explain why, and it's a travesty that we can't explain why.
[00:08:37.474 --> 00:08:44.976]  So they're saying one thing to us publicly, to maintain the scare, making them rich, and that's what's called fraud, it's criminal fraud.
[00:08:44.976 --> 00:08:51.258]  And on the other hand, they're saying privately, oh dear, oh dear, we can't account for the fact there's been no warming for the last 15 years.
[00:08:51.258 --> 00:09:00.301]  I mean, that is, it's very serious, this disconnect between what they're saying among themselves privately, and what they're admitting to us publicly.
[00:09:03.371 --> 00:09:06.192]  Absolutely.
[00:09:06.192 --> 00:09:20.995]  Talking about criminal investigations, Lord Monckton, we have Senator Inhofe calling for it, the Saudis calling for investigations, and the Saudis have pointed out the United Nations, the progenitor of this fraud, they can't run the investigation.
[00:09:20.995 --> 00:09:28.617]  No, they can't, because the United Nations is thoroughly compromised in all this, because the climate panel that it created via the United Nations
[00:09:29.187 --> 00:09:29.808]  It's good to be here.
[00:09:50.180 --> 00:09:50.901]  I don't know.
[00:10:08.760 --> 00:10:13.286]  It's a very, very serious matter and there's no way the UN can be allowed to do this.
[00:10:13.286 --> 00:10:20.956]  I think this has got to go to district attorneys in the United States and it's got to go to the police and the Crown Prosecution Service in the United Kingdom.
[00:10:20.956 --> 00:10:23.440]  It's already gone to the Information Commissioner because
[00:10:23.820 --> 00:10:37.983]  There are plain admissions in emails there over the years that they have been planning to avoid disclosing information to other scientists, which is contrary to the scientific method as well as contrary to UK freedom of information law.
[00:10:37.983 --> 00:10:47.625]  But the final seal on that freedom of information thing is the email in which one of the people concerned wrote to all the others and said, you must destroy all your emails relating to our participation.
[00:10:48.208 --> 00:10:49.549]  We're good to go.
[00:11:10.854 --> 00:11:18.002]  And the person who wrote that email, whom I won't name on the air because it's not fair to him, he is now going to face criminal charges.
[00:11:18.002 --> 00:11:26.031]  He is, I think, going to be indicted, convicted, and he won't be imprisoned because we don't imprison people yet for these offences.
[00:11:26.031 --> 00:11:28.274]  I think the law's going to have to change at the moment.
[00:11:28.274 --> 00:11:31.097]  But he will certainly be subjected, as will his institution.
[00:11:31.593 --> 00:11:42.587]  Well, you're a member of the House of Lords, the upper chamber of your parliament, for those that don't know, Lord Christopher Monckton.
[00:11:42.587 --> 00:11:48.995]  Are you saying that the inside information that you're getting from government is that he will be prosecuted?
[00:11:49.881 --> 00:11:58.124]  No, because the government would be most improper if it were to involve itself anyway in whether or not to prosecute somebody.
[00:11:58.124 --> 00:12:04.786]  That is a function entirely of the Director of Public Prosecutions, who is an official who has to be independent of government.
[00:12:04.786 --> 00:12:09.488]  And also, I myself, although a member of the House of Lords, do not have the right to sit or vote.
[00:12:10.128 --> 00:12:20.671]  No, no, I understand, but I'm saying, but I'm saying, but I'm saying you're, you're saying you believe he will be charged or you're expecting... I think it is, I think it is certain that he will be charged.
[00:12:20.671 --> 00:12:28.313]  I myself, together with Professor Fred Stinger, who founded the US Satellite Weather Service many years ago, have written an official complaint.
[00:12:28.823 --> 00:12:29.524]  We're good.
[00:12:46.924 --> 00:12:53.667]  I will be arranging for questions to be put down in the House of Lords about why the Information Commissioner isn't doing his job and replying to his correspondents.
[00:12:53.667 --> 00:13:08.353]  So you're going to demand, you're going to demand justice, and you and others have filed former complaints, formal complaints, and we have them red-handed talking to the government, colluding to keep the public from getting information that should be public.
[00:13:08.353 --> 00:13:12.055]  I mean, that certainly is a conspiracy to engage in a cover-up.
[00:13:12.665 --> 00:13:14.006]  It's worse than that.
[00:13:14.006 --> 00:13:17.369]  It's also against every rule of science.
[00:13:17.369 --> 00:13:32.441]  Because the only way science can work is if people who publish results on which the largest tax increase and the largest abandonment of freedom ever conceived is about to be negotiated here at Copenhagen.
[00:13:32.441 --> 00:13:41.288]  They have not been sharing their results and their computer programs and their data with other scientists so that those other scientists can check them.
[00:13:42.009 --> 00:14:03.245]  All of this has been done behind closed doors so that they could get away with what turns out to be not just an information offense, but also a very serious scientific and financial criminal fraud for which a very long sentence in prison is the appropriate remedy.
[00:14:03.245 --> 00:14:07.849]  And what I have had is requests from two immensely senior professors
[00:14:08.348 --> 00:14:11.509]  One in the United States and one in Canada.
[00:14:11.509 --> 00:14:16.830]  But I should draft for them complaints to the British police because they don't know how we do it here.
[00:14:16.830 --> 00:14:18.611]  They want me to just do that for them.
[00:14:18.611 --> 00:14:24.992]  They will make sure that I've got all the facts correct and they've both sent me a large amount of information about the facts in their case.
[00:14:24.992 --> 00:14:30.434]  Because they're named in these emails in the most uncomplimentary way and it's very clear that a plot
[00:14:31.343 --> 00:14:32.204]  Yes, I think.
[00:14:57.619 --> 00:14:58.239]  I think so.
[00:15:13.701 --> 00:15:40.487]  ...and systematic evidence of deliberate wide-scale fraud right across the meteorological community, in NASA, in NOAA, in the University of East Anglia, in Penn State University, in universities and institutions of learning right across the world, where a small coterie of malevolent scientists, and they come across as very nasty people in the way they write about everybody else for this reason.
[00:15:40.487 --> 00:15:41.387]  They're very nasty.
[00:15:59.901 --> 00:16:05.188]  The illusion created by the power elite is a lie that covers even the food they want you to eat.
[00:16:05.188 --> 00:16:09.734]  Will you continue to be their profit center, buying their processed food that makes you sick?
[00:16:09.734 --> 00:16:12.017]  Go to the doctor and buy their drugs?
[00:16:12.017 --> 00:16:13.639]  You don't have to cooperate.
[00:16:13.639 --> 00:16:14.661]  There is a solution.
[00:16:14.901 --> 00:16:23.330]  InterHealth Botanicals, a company that my wife and I just love, have been providing products for the last five years that give you the perfect solution to this madness.
[00:16:23.330 --> 00:16:30.778]  Try their InterFood with 20 organic ingredients full of dense nutrition that gives you the energy you need and will keep you well.
[00:16:30.778 --> 00:16:36.444]  It even won the award for best superfood of 2009 from our friend Mike Adams, the health ranger.
[00:16:36.804 --> 00:16:42.828]  I love their Nutri-Cafe, great organic coffee infused with herbal extracts to boost your immune system.
[00:16:42.828 --> 00:16:46.970]  Try all of their truly honest products that will keep you alive and healthy.
